decision,time,solved,pendingOrders,stationsWithCap,podsPa,podsPb,botsRa,lambda,mu,delta,epsilon,valuedLines,boundLines,valuedOrders,boundOrders,newTrips,boundUnits,objective,solveSec,qmax,rho,unitsFromSunk,unitsFromNew,inboundCoverUnits
39,320.755555555554,1,100,2,84,2,8,10,15.7142857142857,0.5,0.01,84,1,49,1,8,2,-661.877142857143,0.79617,0,15,2,0,0
40,320.799999999998,1,100,1,84,1,8,10,15.5172413793103,0.5,0.01,84,0,47,0,8,0,-580.655172413793,0.3048819,0,15,0,0,0
41,323.688888888886,1,100,1,84,1,8,10,15.5172413793103,0.5,0.01,84,0,47,0,8,0,-580.655172413793,0.2706099,0,15,0,0,0
42,330.844444444438,1,100,2,84,1,8,10,15.5172413793103,0.5,0.01,84,1,48,0,8,2,-641.433793103448,0.616713,0,15,2,0,0
43,333.77777777777,1,100,1,84,0,8,10,15.8620689655172,0.5,0.01,83,0,47,0,8,0,-583.758620689655,0.3714418,0,15,0,0,0
44,340.933333333322,1,100,2,85,1,9,10,15.8620689655172,0.5,0.01,88,1,51,0,9,2,-686.50275862069,0.2596176,0,15,2,0,0
45,361.066666666646,1,100,2,85,1,9,10,16.2068965517241,0.5,0.01,88,1,52,1,9,1,-685.49275862069,0.3499201,0,15,1,0,0
46,361.11111111109,1,100,1,85,0,9,10,16,0.5,0.01,88,0,51,0,9,0,-622,0.1995853,0,15,0,0,0
47,364.266666666644,1,100,1,85,0,9,10,16,0.5,0.01,88,0,51,0,9,0,-622,0.2620398,0,15,0,0,0
48,381.199999999969,1,100,2,85,1,9,10,16,0.5,0.01,88,1,51,0,9,2,-679.02,0.3196163,0,15,2,0,0
49,401.333333333293,1,100,2,86,1,9,10,16.3333333333333,0.5,0.01,87,0,51,0,9,0,-647.5,0.2473482,0,15,0,0,0
50,421.466666666617,1,100,2,86,1,9,10,16.3333333333333,0.5,0.01,87,0,51,0,9,0,-647.5,0.257183,0,15,0,0,0
51,441.59999999994,1,100,2,86,1,9,10,16.3333333333333,0.5,0.01,87,0,51,0,9,0,-647.5,0.2514954,0,15,0,0,0
52,461.733333333264,1,100,2,86,1,9,10,16.3333333333333,0.5,0.01,87,0,51,0,9,0,-647.5,0.2576726,0,15,0,0,0
53,471.822222222148,1,100,2,86,1,9,10,16.3333333333333,0.5,0.01,87,0,51,0,9,0,-647.5,0.2507337,0,15,0,0,0
54,491.955555555471,1,100,2,86,0,9,10,16.3333333333333,0.5,0.01,87,0,51,0,9,0,-647.5,0.2586043,0,15,0,0,0
55,536.711111111037,1,100,2,86,0,10,10,16.3333333333333,0.5,0.01,92,0,56,0,10,0,-684.333333333333,0.4756498,0,15,0,0,0
56,1225.55555555603,1,100,2,83,0,0,10,16.3333333333333,0.5,0.01,0,0,0,0,0,0,0,0.0075158,0,15,0,0,0
57,1235.4222222227,1,100,2,83,0,0,10,16.3333333333333,0.5,0.01,0,0,0,0,0,0,0,0.0083782,0,15,0,0,0
58,1239.73333333382,1,100,2,83,0,0,10,16.3333333333333,0.5,0.01,0,0,0,0,0,0,0,0.0060543,0,15,0,0,0
59,1249.60000000049,1,100,2,84,0,0,10,16.3333333333333,0.5,0.01,0,0,0,0,0,0,0,0.0060045,0,15,0,0,0
60,1249.73333333383,1,100,2,84,0,0,10,16.3333333333333,0.5,0.01,0,0,0,0,0,0,0,0.0081286,0,15,0,0,0
61,1259.6000000005,1,100,2,85,0,0,10,16.3333333333333,0.5,0.01,0,0,0,0,0,0,0,0.0079719,0,15,0,0,0
62,1259.73333333383,1,100,2,85,0,0,10,16.3333333333333,0.5,0.01,0,0,0,0,0,0,0,0.0059704,0,15,0,0,0
63,1273.77777777829,1,100,2,85,0,0,10,16.3333333333333,0.5,0.01,0,0,0,0,0,0,0,0.0082451,0,15,0,0,0
64,1274.80000000051,1,100,2,85,0,0,10,16.3333333333333,0.5,0.01,0,0,0,0,0,0,0,0.0088818,0,15,0,0,0
65,1283.7777777783,1,100,2,86,0,0,10,16.3333333333333,0.5,0.01,0,0,0,0,0,0,0,0.0074923,0,15,0,0,0
66,1297.95555555609,1,100,2,87,0,0,10,16.3333333333333,0.5,0.01,0,0,0,0,0,0,0,0.0090646,0,15,0,0,0
67,1307.9555555561,1,100,2,89,0,0,10,16.3333333333333,0.5,0.01,0,0,0,0,0,0,0,0.0077789,0,15,0,0,0
68,1322.13333333388,1,100,2,89,0,0,10,16.3333333333333,0.5,0.01,0,0,0,0,0,0,0,0.009287,0,15,0,0,0
69,1336.31111111167,1,100,2,90,0,0,10,16.3333333333333,0.5,0.01,0,0,0,0,0,0,0,0.008622,0,15,0,0,0
70,1350.48888888946,1,100,2,90,0,0,10,16.3333333333333,0.5,0.01,0,0,0,0,0,0,0,0.0100109,0,15,0,0,0
