#TimeStamp;OutputStation;TurnoverTime;ThroughputTime;Lateness
30.36;0;30.36;30.36;-7169.64
39.73;1;39.73;39.73;-7160.27
49.82;1;49.82;49.82;-7150.18
52.44;0;52.44;52.44;-7147.56
62.53;0;62.53;62.53;-7137.47
72.58;0;72.58;72.58;-7127.42
89.91;1;89.91;50.13;-7110.09
102.62;0;102.62;72.22;-3497.38
122.67;0;122.67;70.18;-7077.33
142.71;0;142.71;80.13;-3457.29
149.96;1;149.96;149.96;-3450.04
160;1;160;160;-7040
172.8;0;172.8;70.13;-3427.2
182.84;0;182.84;182.84;-7017.16
192.89;0;192.89;192.89;-7007.11
210.09;1;147.51;50.04;-3452.49
212.93;0;212.93;90.22;-6987.07
230.13;1;230.13;40.04;-6969.87
232.98;0;143.02;90.22;-7056.98
243.02;0;243.02;80.22;-3356.98
290.44;1;290.44;20.09;-3309.56
300.53;1;300.53;300.53;-6899.47
310.62;1;310.62;310.62;-6889.38
330.8;1;330.8;240.84;-6869.2
340.89;1;180.84;90.67;-7019.16
361.02;1;361.02;70.53;-3238.98
381.16;1;381.16;80.58;-3218.84
401.29;1;401.29;90.62;-6798.71
421.42;1;421.42;100.67;-6778.58
471.78;1;281.69;110.71;-6918.31
