bot_id;sample_count;expected_mean_sec;actual_mean_sec;gap_mean_sec;gap_var_sec2;gap_std_sec;abs_err_mean_sec;stop_go_mean;queue_stop_go_mean;conflict_wait_mean_sec
1;34;13.5245830159986;15.4284485080689;1.90386549207038;26.977151517913;5.19395336116074;2.78429115196496;0.264705882352941;0;1.27320261437206
3;36;13.3696909584179;14.1306902225405;0.760999264122575;28.3362447493501;5.32317994711339;3.27931778559583;0.138888888888889;0;0.908641975308323
4;31;14.3128566781446;14.815649563734;0.502792885589392;4.68790063478567;2.16515603012477;1.56400390372696;0.032258064516129;0;0.698207885300937
5;33;12.765598628245;14.1542275954582;1.38862896721316;15.4492359350401;3.93055160696818;2.3546173971101;0.0909090909090909;0;0.774410774402105
7;30;13.2414225597814;13.0081009283286;-0.233321631452804;4.4381646781967;2.10669520296523;1.38344727504741;0.0333333333333333;0;0.413333333331616
10;36;12.8341510347645;13.9585737766358;1.12442274187126;42.5505667184194;6.52307954254886;3.55699061825645;0.0833333333333333;0;0.512345679008892
11;33;14.5453069665981;15.0075215925894;0.462214625991315;15.1529341443701;3.89267698947268;2.1823021892158;0.0909090909090909;0;0.99393939393257
12;38;14.0700463278442;14.5376190894102;0.46757276156596;14.2267734688156;3.77183953381047;2.13794921632011;0.0526315789473684;0;0.61403508771606
13;35;13.1944691828215;14.8575548666863;1.66308568386478;22.3969856049367;4.73254536216365;2.75405234286174;0.114285714285714;0;1.00317460316513
14;32;13.7876848854801;15.4262900075358;1.6386051220557;20.6611192523822;4.54545039048742;2.8578802975593;0.1875;0;1.33472222221055
