decision,time,solved,pendingOrders,stationsWithCap,podsPa,podsPb,botsRa,lambda,mu,delta,epsilon,valuedLines,boundLines,valuedOrders,boundOrders,newTrips,boundUnits,objective,solveSec,qmax,rho,unitsFromSunk,unitsFromNew,inboundCoverUnits
0,0,1,100,2,87,0,10,10,24,0.05,0.01,45,12,23,12,4,12,-198.82,0.5021874,0,15,0,12,0
1,32.4888888888888,1,100,1,81,2,6,10,10,0.05,0.01,12,1,6,0,0,3,-63.53,0.1115429,0,15,3,0,21
2,36.311111111111,1,97,1,81,2,6,10,10.8333333333333,0.05,0.01,21,2,8,1,0,3,-74.155,0.0915383,0,15,3,0,30
3,42.5777777777776,1,100,1,81,2,6,10,11.5384615384615,0.05,0.01,23,1,12,1,1,2,-59.9046153846154,0.1065033,0,15,2,0,18
4,46.3999999999998,1,97,1,81,2,6,10,11.4285714285714,0.05,0.01,19,1,7,1,0,2,-63.8771428571429,0.1085108,0,15,2,0,27
5,52.6666666666665,1,100,1,81,2,6,10,11.3333333333333,0.05,0.01,22,1,11,0,1,2,-47.7533333333333,0.1240948,0,15,2,0,16
6,82.7555555555583,1,100,1,83,2,6,10,12,0.05,0.01,21,1,11,1,1,1,-44.01,0.0945412,0,15,1,0,14
7,86.4888888888922,1,97,1,83,1,6,10,11.875,0.05,0.01,11,1,5,1,0,2,-59.27,0.0645372,0,15,2,0,17
8,96.5333333333382,1,97,1,86,1,7,10,11.7647058823529,0.05,0.01,10,1,4,1,0,2,-58.0494117647059,0.1300737,0,15,2,0,15
9,102.800000000006,1,100,1,86,2,7,10,11.6666666666667,0.05,0.01,21,2,9,1,1,2,-37.8533333333333,0.1385199,0,15,1,1,13
10,106.577777777784,1,97,1,85,1,6,10,12.1052631578947,0.05,0.01,9,1,3,1,0,2,-57.3357894736842,0.1150265,0,15,2,0,13
11,116.62222222223,1,97,1,85,1,6,10,12,0.05,0.01,8,1,2,1,0,2,-56.12,0.1155228,0,15,2,0,11
12,122.844444444453,1,100,1,85,3,6,10,11.9047619047619,0.05,0.01,20,1,7,1,0,1,-49.9861904761905,0.0935217,0,15,1,0,27
13,126.666666666676,1,97,1,85,1,6,10,11.8181818181818,0.05,0.01,7,1,1,0,0,2,-43.6109090909091,0.1244767,0,15,2,0,9
14,132.888888888899,1,100,1,85,3,6,10,12.2727272727273,0.05,0.01,19,2,6,0,0,2,-47.2018181818182,0.0720964,0,15,2,0,26
15,136.711111111122,1,97,1,85,1,6,10,13.1818181818182,0.05,0.01,25,2,10,1,1,3,-43.6436363636364,0.1175799,0,15,2,1,7
16,152.933333333347,1,100,1,84,3,5,10,13.4782608695652,0.05,0.01,17,1,6,1,0,3,-34.8778260869565,0.0695215,0,15,3,0,24
17,156.75555555557,1,98,1,84,2,5,10,13.3333333333333,0.05,0.01,23,2,9,1,0,2,-64.1866666666667,0.1265065,0,15,2,0,29
18,172.977777777795,1,100,1,85,2,6,10,13.6,0.05,0.01,15,1,6,1,0,2,-64.02,0.0735895,0,15,2,0,21
19,176.800000000017,1,99,1,85,2,6,10,13.4615384615385,0.05,0.01,20,1,8,0,0,2,-54.9046153846154,0.13679,0,15,2,0,27
20,183.022222222241,1,100,1,85,2,6,10,13.8461538461538,0.05,0.01,14,1,5,1,0,2,-63.1353846153846,0.0690049,0,15,2,0,18
21,193.066666666687,1,100,1,85,2,6,10,13.7037037037037,0.05,0.01,13,1,4,0,0,2,-48.7607407407407,0.0835854,0,15,2,0,16
22,196.844444444465,1,100,1,85,2,6,10,14.0740740740741,0.05,0.01,19,1,8,1,0,1,-53.01,0.1285945,0,15,1,0,25
23,216.888888888913,1,100,1,86,2,6,10,13.9285714285714,0.05,0.01,18,1,7,0,0,1,-38.385,0.1165179,0,15,1,0,24
24,223.111111111136,1,100,1,87,2,6,10,14.2857142857143,0.05,0.01,11,1,3,1,0,1,-45.7242857142857,0.0625069,0,15,1,0,13
25,236.93333333336,1,100,1,87,2,6,10,14.1379310344828,0.05,0.01,17,1,7,1,0,3,-36.4093103448276,0.0823988,0,15,3,0,23
26,243.155555555583,1,100,1,88,2,6,10,14,0.05,0.01,10,1,2,1,0,2,-29.22,0.0759981,0,15,2,0,12
27,263.244444444471,1,100,1,88,2,6,10,13.8709677419355,0.05,0.01,9,1,1,1,0,1,-27.8809677419355,0.1025324,0,15,1,0,10
28,283.377777777794,1,100,1,87,2,6,10,13.75,0.05,0.01,8,1,0,0,0,2,-13.52,0.1068263,0,15,2,0,9
29,287.111111111126,1,100,1,87,2,6,10,14.0625,0.05,0.01,17,1,7,1,0,2,-36.30125,0.0801649,0,15,2,0,21
30,293.466666666678,1,100,1,87,1,6,10,13.9393939393939,0.05,0.01,8,1,0,0,0,2,-43.52,0.1088802,0,15,2,0,9
31,297.20000000001,1,100,1,87,2,7,10,14.2424242424242,0.05,0.01,16,1,6,1,0,2,-35.3230303030303,0.083357,0,15,2,0,19
32,303.555555555562,1,100,1,87,1,7,10,14.1176470588235,0.05,0.01,7,1,0,0,0,1,-28.01,0.1578997,0,15,1,0,7
33,307.288888888894,1,100,1,87,1,7,10,14.4117647058824,0.05,0.01,25,1,12,0,1,2,-52.6670588235294,0.1164982,0,15,2,0,17
34,313.644444444446,1,100,1,87,1,8,14.1840833333333,20.8589460784313,0.0892857142857143,0.0141840833333333,40,3,18,1,3,3,-71.7451230205489,0.1755295,0,12.2276580459769,1,2,6
35,317.377777777778,1,100,1,85,1,6,13.4599278622175,20.3821764770723,0.0883333333333333,0.0134599278622175,40,3,20,1,3,3,-74.9108352920708,0.1875845,0,12.0911216389412,1,2,15
36,327.466666666662,1,100,1,84,3,4,13.2234717309227,20.5698449147687,0.0875,0.0132234717309227,37,2,19,1,1,2,-113.077203842225,0.1220218,0,12.1395806054372,2,0,33
37,333.77777777777,1,100,1,84,3,4,13.2463201761386,20.7645018977308,0.085672082717873,0.0132463201761386,35,2,17,1,1,2,-106.588078400298,0.1294821,0,12.3917188744523,2,0,29
38,343.866666666654,1,100,1,85,3,4,13.5120833976335,21.3348685225792,0.0842696629213483,0.0135120833976335,33,1,17,1,1,1,-93.7312358758755,0.1275139,0,12.6675781852814,1,0,27
39,357.644444444425,1,100,1,85,3,4,13.8652926331093,21.6867397594786,0.0818791946308725,0.0138652926331093,34,2,19,0,1,3,-104.086521156031,0.1221618,0,12.6236246361144,3,0,31
40,363.999999999978,1,100,1,85,3,4,13.4865801461112,21.7860140821797,0.0808729139922978,0.0134865801461112,31,2,16,1,1,3,-87.858382811381,0.1165526,0,12.4949198412501,3,0,24
41,377.777777777749,1,100,1,85,3,4,13.3230769230769,21.65,0.0802469135802469,0.0133230769230769,32,1,19,1,1,1,-92.5990151973568,0.0747671,0,12.1971830985915,1,0,29
42,384.133333333301,1,100,1,86,3,4,13.1375423213617,21.1482388587774,0.0783847980997625,0.0131375423213617,27,3,15,1,1,4,-77.4932813850733,0.1230294,0,12.0427471279149,3,1,21
43,394.222222222185,1,100,1,86,4,3,12.695652173913,20.8571428571428,0.0794016110471807,0.012695652173913,24,2,14,1,0,3,-89.9929290324424,0.0841679,0,11.8378378378378,3,0,30
44,397.911111111072,1,100,1,86,3,3,12.3521126760563,20.3953488372093,0.0795072788353863,0.0123521126760563,30,1,18,1,1,1,-81.5003877728378,0.0780042,0,11.6933333333333,1,0,27
45,418.044444444396,1,100,1,86,3,3,12.4167850330075,20.3183755085578,0.0780065005417118,0.0124167850330075,29,1,17,1,1,1,-77.5441053781266,0.0795816,0,11.3165635743866,1,0,26
46,424.399999999948,1,100,1,86,3,3,12.3777592275494,20.0794760802469,0.0766806722689076,0.0123777592275494,17,2,11,1,0,2,-85.788556076615,0.0754958,0,11.2947052951389,2,0,22
47,468.311111111038,1,100,1,86,3,4,12.6133333333333,20.5652173913043,0.0773993808049536,0.0126133333333333,28,1,17,1,1,1,-76.6472721433514,0.0776121,0,10.6292134831461,1,0,26
48,478.399999999922,1,100,1,87,3,5,12.6447368421052,20.4468085106383,0.0762286860581745,0.0126447368421052,21,1,14,1,1,1,-73.2046966595644,0.1085448,0,10.5604395604395,1,0,25
49,484.71111111103,1,99,1,88,2,5,12.5456020522687,20.1252366255144,0.0756385068762279,0.0125456020522687,14,1,8,1,1,2,-44.6877277163406,0.0599715,0,10.5001234567901,2,0,10
50,488.488888888806,1,100,1,88,3,5,12.4555484330484,19.8271995464852,0.0755813953488372,0.0124555484330484,28,3,16,1,1,5,-63.3766489449375,0.1095688,0,10.4465890083632,3,2,25
51,494.799999999914,1,99,1,87,2,4,12.0802067139155,19.5699348765431,0.0764150943396226,0.0120802067139155,14,1,7,1,1,1,-41.6352840799583,0.0746142,0,10.4095398279485,1,0,11
52,498.57777777769,1,100,1,87,4,4,11.9697470170882,19.2454755961026,0.0763500931098696,0.0119697470170882,29,2,18,1,1,4,-94.5511724828762,0.0984901,0,10.3317816358024,3,1,39
53,508.666666666574,1,100,1,86,5,3,11.8080885784097,19.0746046266618,0.0761559383499547,0.0118080885784097,28,2,18,1,0,3,-90.8018187981918,0.0785192,0,10.2255612431589,3,0,43
54,514.933333333242,1,99,1,86,2,3,11.6301091910709,18.8714979326811,0.0760389036251105,0.0116301091910709,13,1,7,1,1,1,-48.9411485195656,0.0563219,0,10.2060141880826,1,0,8
55,544.97777777771,1,99,1,87,1,4,11.8737090694622,19.1298646119113,0.0760489510489511,0.0118737090694622,10,1,6,0,1,2,-37.6187700258505,0.0890032,0,9.93281431772319,2,0,5
56,555.022222222163,1,99,1,88,1,5,11.8592522885101,19.3261889146091,0.0762564991334489,0.0118592522885101,17,2,11,1,2,3,-33.5375052643894,0.1291404,0,9.8454169942348,1,2,3
57,558.711111111054,1,100,1,87,4,4,11.6121948302469,19.0017733585858,0.0768573868488471,0.0116121948302469,23,2,16,1,0,2,-92.6651957307932,0.0895159,0,9.76726667964693,2,0,37
58,575.066666666623,1,99,1,87,2,4,11.4899879646404,18.876408799052,0.0770519262981574,0.0114899879646404,23,2,15,1,2,2,-43.2238876443811,0.0855749,0,9.60980811588102,1,1,9
59,585.111111111075,1,99,1,86,3,3,11.3297872340425,18.6842105263158,0.0772391125718981,0.0113297872340425,21,2,15,1,1,4,-67.2201814256965,0.0590349,0,9.50892857142856,4,0,20
60,605.155555555536,1,100,1,87,3,4,11.3666984551826,18.813845718923,0.0775444264943457,0.0113666984551826,19,1,14,1,1,2,-54.0347269957102,0.0775754,0,9.40692285946149,2,0,16
61,608.755555555539,1,100,1,86,3,4,11.298347612002,18.5752494638,0.0771678599840891,0.011298347612002,21,1,14,1,1,3,-87.0802559170202,0.0675184,0,9.36700613986494,3,0,25
62,615.199999999988,1,100,1,86,3,4,11.1938775510204,18.2833333333333,0.0766823161189358,0.0111938775510204,19,1,13,0,1,3,-61.7941024203691,0.0697408,0,9.29661016949152,3,0,17
63,618.799999999991,1,100,1,86,3,4,11.0808080808081,18.2833333333333,0.0763299922898998,0.0110808080808081,15,2,10,1,0,2,-64.0225852822753,0.0978428,0,9.21848739495797,2,0,22
64,635.244444444449,1,100,1,86,3,4,10.8613861386139,17.983606557377,0.0769817073170732,0.0108613861386139,17,1,13,1,1,2,-47.8576690868207,0.0760107,0,8.99180327868851,2,0,13
65,668.844444444475,1,100,1,86,2,4,10.8555964052288,17.8592069892474,0.0767494356659142,0.0108555964052288,12,1,9,1,0,2,-66.0337465913941,0.0560932,0,8.5834948320414,2,0,17
66,675.288888888925,1,100,1,87,2,5,10.8640776699029,17.7619047619047,0.0768083519761372,0.0108640776699029,14,1,11,1,1,1,-50.7350398647179,0.0650221,0,8.6076923076923,1,0,9
67,688.888888888936,1,100,1,88,2,6,10.8716390298552,17.6664134235147,0.0767527675276753,0.0108716390298552,10,1,7,1,0,2,-61.2075904575475,0.0515248,0,8.50113127146571,2,0,14
68,695.333333333385,1,100,1,88,2,6,10.7714285714286,17.4,0.0769230769230769,0.0107714285714286,7,1,5,1,0,1,-46.9477732327374,0.0735575,0,8.44029850746268,1,0,8
69,698.933333333388,1,100,1,88,2,6,10.6698113207547,17.1363636363636,0.0772594752186589,0.0106698113207547,8,1,5,1,0,2,-55.6492641453869,0.0565009,0,8.37777777777777,2,0,11
70,708.977777777841,1,100,1,88,2,6,10.5700934579439,16.8805970149254,0.077536231884058,0.0105700934579439,6,1,3,1,0,2,-50.6983214208323,0.0570114,0,8.25547445255474,2,0,9
71,729.022222222301,1,100,1,88,2,6,10.4722222222222,16.6323529411765,0.0779220779220779,0.0104722222222222,5,1,2,1,0,3,-31.6960885960445,0.0785718,0,8.02127659574468,3,0,7
72,735.377777777862,1,100,1,88,2,6,10.3761467889908,16.3913043478261,0.0783608914450036,0.0103761467889908,6,1,4,1,0,1,-42.661348238674,0.1005953,0,7.96478873239436,1,0,7
73,745.422222222314,1,100,1,88,2,6,10.2818181818182,16.1571428571428,0.078740157480315,0.0102818181818182,5,1,3,1,0,2,-32.2423245526127,0.078602,0,7.85416666666666,2,0,6
74,749.066666666761,1,100,1,88,2,6,10.1891891891892,15.9295774647887,0.0791726105563481,0.0101891891891892,4,1,1,1,0,1,-28.549069965849,0.0775776,0,7.79999999999999,1,0,4
75,755.466666666767,1,100,1,88,1,6,10.1696428571428,15.8194444444444,0.0796586059743954,0.0101696428571428,4,1,2,1,0,1,-37.4910804189644,0.0785357,0,7.80136986301369,1,0,4
76,765.511111111219,1,100,1,88,1,7,10.119642774227,15.6646525135295,0.0801418439716312,0.010119642774227,3,1,1,1,0,1,-35.142912605104,0.1355373,0,7.72648401005172,1,0,3
77,769.111111111222,1,100,1,88,2,7,10.0614035087719,15.5,0.0806794055201698,0.0100614035087719,8,2,3,1,1,2,-24.316493141223,0.0805719,0,7.6979865771812,1,1,3
78,785.555555555679,1,100,1,87,1,6,9.956615048957,15.3995646090535,0.0816326530612245,0.009956615048957,8,2,2,1,1,2,-18.4665246638242,0.0895912,0,7.59846937946718,1,1,2
79,789.155555555682,1,100,1,86,3,5,9.80502363339518,15.2235893255346,0.0825752274317705,0.00980502363339518,6,1,2,1,0,1,-30.3437696159545,0.1060268,0,7.5620443708538,1,0,6
80,805.60000000014,1,100,1,86,2,5,9.86012605042022,15.2383766233767,0.0829268292682927,0.00986012605042022,6,1,1,1,0,2,-29.206567873633,0.0795912,0,7.52150641025645,2,0,9
81,809.200000000143,1,100,1,86,2,5,9.82770994084364,15.1195537551441,0.0832755031228314,0.00982770994084364,5,1,1,1,0,1,-28.2307213654046,0.0825901,0,7.51162543249195,1,0,5
82,819.244444444595,1,100,1,86,2,6,9.87937327823693,15.1316983122363,0.0836791147994467,0.00987937327823693,4,1,0,0,0,1,-19.8876094827651,0.0835428,0,7.51826519916144,1,0,4
83,825.6444444446,1,100,1,85,2,6,9.82786885245901,15.1772151898734,0.0841379310344828,0.00982786885245901,15,2,5,1,1,2,-23.7101817446744,0.0934181,0,7.49374999999999,1,1,8
84,845.688888889061,1,100,1,86,3,5,9.81401209677427,15.2117187500001,0.084641638225256,0.00981401209677427,13,2,4,1,0,5,-47.8888620654661,0.0629699,0,7.42035060975615,5,0,20
85,849.288888889063,1,98,1,86,2,5,9.70071401014118,15.0899995713307,0.0852503382949932,0.00970071401014118,5,1,1,1,0,1,-35.5161888711326,0.0541173,0,7.40781797138053,1,0,5
86,855.733333333513,1,100,1,88,3,5,9.64566051205404,14.9390107930593,0.0856372218476062,0.00964566051205404,12,1,3,1,0,1,-36.2392909890755,0.0712664,0,7.37951135560761,1,0,16
87,859.333333333516,1,99,1,89,2,5,9.57812499999999,14.7710843373494,0.08561872909699,0.00957812499999999,4,1,0,0,0,1,-19.3892211591658,0.0791544,0,7.34131736526945,1,0,4
88,865.777777777965,1,100,1,89,3,5,9.50387596899224,14.7710843373494,0.086057371581054,0.00950387596899224,18,2,7,1,1,2,-43.5108655596991,0.0885214,0,7.29761904761904,1,1,16
89,879.377777777976,1,99,1,88,2,4,9.41326335877864,14.6802083333333,0.0863546473302571,0.00941326335877864,3,1,0,0,0,1,-18.2597651066425,0.0854917,0,7.21133040935673,1,0,3
90,889.422222222429,1,99,1,87,2,4,9.38761600378788,14.7519680059524,0.0868421052631579,0.00938761600378788,10,2,3,1,1,2,-13.467276585161,0.114586,0,7.16280527456647,1,1,2
91,899.466666666881,1,99,1,87,3,4,9.35076743021006,14.7412098311547,0.0875816993464052,0.00935076743021006,8,1,2,1,0,3,-31.1437824832055,0.0706104,0,7.1600162037037,3,0,11
92,905.822222222442,1,100,1,87,3,4,9.40012917238236,14.7560167240886,0.08777633289987,0.00940012917238236,16,1,7,1,0,2,-58.7436060929978,0.0684498,0,7.21032635381602,2,0,21
93,909.511111111334,1,99,1,87,2,4,9.45435386596785,14.7792198364555,0.0875160875160875,0.00945435386596785,7,1,1,1,0,2,-29.2169307722079,0.0756127,0,7.26436229249507,2,0,8
94,919.555555555786,1,99,1,87,2,5,9.47098956115695,14.7446087486193,0.0877642536835362,0.00947098956115695,6,1,0,0,0,1,-20.8852784035542,0.0910691,0,7.24874620043856,1,0,6
95,925.866666666902,1,100,1,84,3,5,9.45606884057975,14.8288352272728,0.0880663688576899,0.00945606884057975,16,1,6,0,0,2,-44.301241267819,0.0948102,0,7.24965277777781,2,0,21
96,929.600000000238,1,99,1,84,2,5,9.4104139188649,14.8641765309343,0.0878079595704359,0.0094104139188649,15,2,5,1,1,2,-18.4398354682889,0.1207148,0,7.22678195979128,1,1,5
97,939.644444444691,1,99,1,83,3,4,9.31843968895018,14.762921304966,0.0882352941176471,0.00931843968895018,13,1,4,1,0,2,-37.8744131834971,0.0735582,0,7.17978139968292,2,0,17
98,959.688888889151,1,99,1,83,2,4,9.43921385954622,14.892981867284,0.0881440099317194,0.00943921385954622,12,1,3,1,0,2,-36.1286401998131,0.0760723,0,7.16774528371959,2,0,15
99,969.733333333604,1,99,1,83,2,5,9.45454545454545,14.8571428571429,0.0881084411583487,0.00945454545454545,11,1,2,1,0,1,-33.9604351729601,0.0735348,0,7.15343915343915,1,0,13
100,975.911111111386,1,100,1,83,3,5,9.41507547260803,14.7366398701691,0.0881272949816402,0.00941507547260803,16,1,6,1,0,1,-43.1005084643667,0.1021489,0,7.13563614766083,1,0,20
101,995.955555555847,1,100,1,83,2,5,9.42074843018306,14.6882636814682,0.0878787878787879,0.00942074843018306,13,1,5,0,0,3,-46.9613952823308,0.0755006,0,7.04128104317806,3,0,17
102,999.777777778072,1,100,1,84,2,6,9.36301369863013,14.6989247311828,0.0877931449188214,0.00936301369863013,10,1,1,1,0,1,-31.4693772101983,0.0705304,0,7.01025641025641,1,0,12
103,1006.0000000003,1,100,1,84,2,6,9.31292517006802,14.563829787234,0.0878661087866109,0.00931292517006802,12,1,5,1,0,1,-44.9906254270247,0.0775885,0,6.98469387755102,1,0,14
104,1019.82222222253,1,100,1,84,2,6,9.25,14.4105263157895,0.0878338278931751,0.00925,11,2,2,1,1,2,-28.5069241761674,0.0799822,0,6.87939698492462,1,1,11
105,1026.04444444476,1,100,1,83,2,5,9.13335805041152,14.270871953768,0.0884433962264151,0.00913335805041152,15,2,8,1,1,3,-41.7513650095691,0.0955755,0,6.85001853780864,2,1,13
106,1036.08888888921,1,100,1,82,3,4,9.10617063129473,14.2694632572866,0.0888369374634717,0.00910617063129473,12,2,6,1,0,3,-46.9370432159346,0.07358,0,6.85216799978613,3,0,14
107,1046.13333333366,1,100,1,83,3,5,9.13858400472987,14.3606320074327,0.0893789901334881,0.00913858400472987,19,2,11,1,1,2,-43.3770210130093,0.0590035,0,6.89873498396275,1,1,11
108,1049.866666667,1,100,1,82,2,4,9.06410256410256,14.2828282828283,0.0895522388059701,0.00906410256410256,7,1,2,0,0,2,-30.3057352831612,0.0641559,0,6.89756097560975,2,0,11
109,1069.91111111146,1,100,1,82,2,4,9.07006369426751,14.3838383838384,0.0897655803316181,0.00907006369426751,6,1,2,0,0,2,-29.3682429356755,0.0690008,0,6.8133971291866,2,0,9
110,1076.17777777813,1,100,1,82,4,4,9.04222046413505,14.4310185185186,0.09002849002849,0.00904222046413505,17,2,10,1,0,5,-70.0707465225187,0.050562,0,6.80319444444446,5,0,21
111,1086.22222222259,1,100,1,82,4,4,8.98309874879732,14.3729579980757,0.090293453724605,0.00898309874879732,16,1,10,1,0,2,-47.2208042730064,0.0551393,0,6.77969716890364,2,0,17
112,1089.95555555592,1,100,1,82,2,4,8.9378621031746,14.2474831545655,0.0900447427293065,0.0089378621031746,5,1,2,0,0,2,-28.2524873518293,0.0699682,0,6.75584881977047,2,0,7
113,1100.00000000037,1,100,1,82,2,4,8.88888888888888,14.2574257425743,0.0903513664249861,0.00888888888888888,8,2,5,1,1,2,-27.0244324309731,0.0715153,0,6.69767441860465,1,1,5
114,1110.04444444483,1,100,1,81,3,3,8.79532296842066,14.1414996747156,0.0910605219322599,0.00879532296842066,6,1,4,1,0,2,-30.8221438132624,0.0485546,0,6.64715652912898,2,0,9
115,1130.08888888929,1,100,1,85,3,3,8.80679914889637,14.1079792191058,0.09131156613171,0.00880679914889637,5,1,3,1,0,2,-28.7254858127729,0.0537765,0,6.5752120342439,2,0,7
116,1146.26666666708,1,100,1,86,3,4,8.85303714859439,14.1308092948718,0.0916114790286976,0.00885303714859439,11,1,8,1,0,2,-53.29522693799,0.0679723,0,6.56073288690477,2,0,12
117,1150.13333333375,1,100,1,86,3,4,8.81548718186701,14.0208224702075,0.0916072408118486,0.00881548718186701,5,1,3,1,0,2,-28.6530081758275,0.0539733,0,6.54305048609685,2,0,7
118,1170.17777777821,1,100,1,86,3,4,8.76790787128894,13.896306814873,0.0919037199124726,0.00876790787128894,4,1,2,1,0,1,-26.3675149310291,0.0765494,0,6.43235162609844,1,0,6
119,1176.31111111155,1,100,1,85,2,4,8.77438292150635,13.8586048012577,0.0922489082969432,0.00877438292150635,8,1,5,1,0,1,-39.8687814506019,0.0539656,0,6.44726397275902,1,0,8
120,1186.355555556,1,100,1,86,2,5,8.84378324709514,13.9207699259831,0.0923913043478261,0.00884378324709514,7,1,4,1,0,1,-31.5344032466995,0.0623003,0,6.48035841381972,1,0,7
121,1190.22222222267,1,100,1,87,2,6,8.83162768031193,13.8551223241591,0.0925825663237683,0.00883162768031193,2,1,1,1,0,1,-23.5132363876106,0.0549661,0,6.48158082975682,1,0,3
122,1206.40000000046,1,100,1,84,2,6,9.02220573324092,14.107448964704,0.0930232558139535,0.00902220573324092,6,1,3,1,0,1,-29.959693331177,0.0585757,0,6.57550587337898,1,0,6
123,1210.26666666713,1,100,1,84,2,6,9.04287913455368,14.0938566691692,0.0932614555256065,0.00904287913455368,6,1,2,1,1,1,-11.076032408804,0.0895845,0,6.60092021214256,0,1,4
124,1216.44444444491,1,100,1,83,1,5,9.17089554952474,14.2476413001545,0.0934981192907039,0.00917089554952474,5,1,2,1,0,1,-34.8944537320333,0.0471761,0,6.7047723765433,1,0,5
125,1226.48888888936,1,100,1,84,1,6,9.41448844797183,14.5799599857971,0.0937834941050375,0.00941448844797183,4,1,1,1,0,1,-33.5173649477833,0.0555436,0,6.86473115997946,1,0,4
126,1230.31111111159,1,100,1,84,3,6,9.436902759983,14.5692533838334,0.0941176470588235,0.009436902759983,5,1,1,1,0,2,-27.5777462825064,0.0578881,0,6.891680023888,2,0,10
127,1240.35555555604,1,100,1,84,2,6,9.57519200756788,14.7374694377349,0.0944,0.00957519200756788,4,1,0,0,0,2,-26.2550819149535,0.0645606,0,6.97452257341364,2,0,7
128,1250.40000000049,1,100,1,85,2,7,9.5978495630462,14.8558019323672,0.0947312400212879,0.0095978495630462,3,1,0,0,0,2,-25.3817406820114,0.0695471,0,6.97313151927438,2,0,5
129,1256.53333333383,1,100,1,85,1,7,9.59816472256708,14.9397520464305,0.0951115834218916,0.00959816472256708,5,1,1,1,0,1,-35.1831319407595,0.0565815,0,6.98403042820938,1,0,5
130,1270.44444444495,1,100,1,85,2,7,9.67803735853913,15.0176441770435,0.095389507154213,0.00967803735853913,11,1,7,1,1,1,-13.5361741869592,0.1005568,0,6.99617158448612,0,1,3
131,1276.57777777829,1,100,1,85,1,6,9.69652617914877,15.0006088754353,0.09536354056902,0.00969652617914877,12,2,5,1,1,2,-20.3820496549396,0.0845166,0,7.02028495370371,1,1,4
132,1280.48888888941,1,98,1,88,3,5,9.63184312386157,14.937519420904,0.0958115183246073,0.00963184312386157,10,2,6,1,0,4,-48.778397231416,0.0555718,0,7.02241948871182,4,0,21
133,1286.62222222274,1,100,1,88,2,5,9.69869969969977,15.0778104575165,0.0963541666666667,0.00969869969969977,11,1,4,1,0,2,-38.4994384151397,0.0725364,0,7.12007716049388,2,0,13
134,1296.6666666672,1,100,1,89,2,5,9.84169294277117,15.2546240612953,0.0963231486276541,0.00984169294277117,11,1,3,1,0,2,-37.5345757521251,0.0705076,0,7.20690900533637,2,0,13
135,1300.53333333387,1,99,1,89,3,5,9.88155226695063,15.2714898671055,0.0962924819773429,0.00988155226695063,9,1,5,1,0,4,-38.6868405428938,0.0610153,0,7.24647166243046,4,0,17
136,1306.71111111165,1,100,1,90,2,5,9.92717918882983,15.2976203893443,0.0963608405945669,0.00992717918882983,10,1,3,1,0,3,-36.812086217685,0.1045837,0,7.2902722167969,3,0,13
137,1316.7555555561,1,100,1,91,2,5,10.017224998367,15.3923213389542,0.0963793982661907,0.010017224998367,9,1,2,1,0,1,-34.626699172005,0.1025802,0,7.33819970810606,1,0,10
138,1320.57777777833,1,99,1,91,2,5,10.0230999228396,15.3579756882219,0.0964467005076142,0.0100230999228396,8,1,5,0,0,2,-38.9218473961212,0.061606,0,7.35285322524909,2,0,13
139,1326.80000000055,1,100,1,91,2,5,10.0452218263202,15.4728820066707,0.0965621840242669,0.0100452218263202,8,1,1,1,0,1,-32.3180689647213,0.1085245,0,7.3793744954891,1,0,9
140,1330.62222222278,1,100,1,91,2,6,9.99552471145191,15.3531259567901,0.0966767371601208,0.0099955247114519,7,1,5,1,0,2,-37.1038105003474,0.0639718,0,7.35302967279221,2,0,11
141,1346.84444444501,1,100,1,91,1,6,10.1730493394743,15.5825279564963,0.0968389362769694,0.0101730493394743,16,2,7,1,1,3,-33.2422958641326,0.080448,0,7.4371156156005,2,1,5
142,1350.66666666724,1,100,1,91,2,6,10.1233305413228,15.5436965004563,0.0970632155301145,0.0101233305413228,6,1,4,1,0,2,-35.1264522646123,0.0565199,0,7.44924322852058,2,0,9
143,1366.88888888948,1,100,1,91,2,6,10.2509604513102,15.6967831910687,0.0972704714640198,0.0102509604513102,15,1,6,1,0,4,-47.5825355763144,0.1350322,0,7.49697107633133,4,0,26
144,1370.7111111117,1,100,1,91,1,6,10.2794068629756,15.6980089302805,0.0970443349753695,0.0102794068629756,4,1,3,1,0,2,-47.0935378045553,0.0710094,0,7.52804145727208,2,0,6
145,1380.75555555615,1,100,1,92,1,7,10.3884222042961,15.8223661265433,0.0973451327433628,0.0103884222042961,3,1,2,1,0,2,-44.9744500461973,0.0795903,0,7.59006493155214,2,0,4
146,1386.93333333394,1,100,1,92,2,7,10.4342567777158,15.8505122043163,0.0976926853215513,0.0104342567777158,14,1,4,1,0,1,-51.8260842655603,0.0705937,0,7.63388639251999,1,0,20
