#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;2;2;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/6,1/6;0/0,1/0;0/6,1/6;0/3,1/2;0/5,1/5;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0
2640;43;49;2;2;0/2430.36,1/2201.02;0/32.13,1/36.22;0/2640,1/2640;0/2640,1/2640;0/0,1/0;0/0,1/0;0/1,1/0;0/11,1/7;0/3,1/2;0/5,1/5;0/13,1/30;0/26,1/23;0/21,1/44;0/261,1/261
2700;44;49;2;2;0/2480.36,1/2261.02;0/32.53,1/36.67;0/2700,1/2700;0/2700,1/2700;0/0,1/0;0/0,1/0;0/0,1/0;0/9,1/15;0/3,1/2;0/5,1/5;0/14,1/30;0/26,1/23;0/22,1/44;0/267,1/267
2760;44;51;2;2;0/2540.36,1/2321.02;0/32.93,1/37.02;0/2760,1/2760;0/2760,1/2760;0/0,1/0;0/0,1/0;0/1,1/0;0/8,1/12;0/3,1/2;0/5,1/5;0/14,1/30;0/27,1/24;0/22,1/44;0/273,1/273
2820;45;51;2;2;0/2590.36,1/2381.02;0/33.38,1/37.33;0/2820,1/2820;0/2820,1/2820;0/0,1/1;0/0,1/0;0/0,1/1;0/12,1/7;0/3,1/2;0/5,1/5;0/15,1/30;0/27,1/24;0/23,1/44;0/279,1/279
2880;45;53;2;2;0/2650.36,1/2441.02;0/33.73,1/37.78;0/2880,1/2880;0/2880,1/2880;0/0,1/0;0/0,1/0;0/0,1/1;0/10,1/9;0/3,1/2;0/5,1/5;0/15,1/30;0/28,1/25;0/23,1/44;0/285,1/285
2940;46;53;2;2;0/2710.36,1/2491.02;0/34.13,1/38.18;0/2940,1/2940;0/2940,1/2940;0/0,1/0;0/0,1/0;0/0,1/0;0/9,1/13;0/3,1/2;0/5,1/5;0/15,1/31;0/28,1/25;0/23,1/45;0/291,1/291
3000;46;54;2;2;0/2770.36,1/2551.02;0/34.58,1/38.53;0/3000,1/3000;0/3000,1/3000;0/0,1/0;0/0,1/1;0/0,1/0;0/9,1/11;0/3,1/2;0/5,1/5;0/15,1/31;0/28,1/26;0/23,1/45;0/297,1/297
3060;46;56;2;2;0/2830.36,1/2611.02;0/34.98,1/38.93;0/3060,1/3060;0/3060,1/3060;0/0,1/0;0/0,1/0;0/0,1/0;0/9,1/17;0/3,1/2;0/5,1/5;0/15,1/31;0/29,1/27;0/23,1/45;0/303,1/303
3120;46;57;2;2;0/2890.36,1/2671.02;0/35.33,1/39.2;0/3120,1/3120;0/3120,1/3120;0/0,1/0;0/0,1/0;0/1,1/0;0/9,1/11;0/3,1/2;0/5,1/5;0/15,1/31;0/30,1/27;0/23,1/45;0/309,1/309
3180;47;59;2;2;0/2940.36,1/2731.02;0/35.78,1/39.56;0/3180,1/3180;0/3180,1/3180;0/0,1/0;0/0,1/0;0/0,1/0;0/11,1/8;0/3,1/2;0/5,1/5;0/16,1/31;0/31,1/28;0/24,1/45;0/315,1/315
3240;47;60;2;2;0/3000.36,1/2791.02;0/36.22,1/40;0/3240,1/3240;0/3240,1/3240;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/11;0/3,1/2;0/5,1/5;0/16,1/31;0/31,1/29;0/24,1/45;0/321,1/321
3300;47;62;2;2;0/3060.36,1/2851.02;0/36.62,1/40.31;0/3300,1/3300;0/3300,1/3300;0/0,1/0;0/0,1/0;0/0,1/0;0/14,1/9;0/3,1/2;0/5,1/5;0/16,1/31;0/32,1/30;0/24,1/45;0/327,1/326
3360;47;63;2;2;0/3120.36,1/2911.02;0/36.93,1/40.71;0/3360,1/3360;0/3360,1/3360;0/0,1/10;0/0,1/0;0/2,1/13;0/10,1/10;0/3,1/2;0/5,1/5;0/16,1/31;0/32,1/31;0/24,1/45;0/333,1/332
3420;50;64;2;2;0/3160.36,1/2941.02;0/37.29,1/41.16;0/3420,1/3420;0/3420,1/3420;0/0,1/9;0/0,1/0;0/0,1/10;0/7,1/15;0/3,1/2;0/5,1/5;0/17,1/33;0/33,1/31;0/26,1/48;0/339,1/338
3480;52;66;2;2;0/3220.36,1/2981.02;0/37.78,1/41.51;0/3480,1/3480;0/3480,1/3480;0/0,1/7;0/0,1/0;0/0,1/8;0/11,1/13;0/3,1/2;0/5,1/5;0/17,1/35;0/34,1/32;0/26,1/50;0/345,1/344
3540;54;66;2;2;0/3280.36,1/3029.2;0/38.13,1/41.82;0/3540,1/3540;0/3540,1/3540;0/0,1/5;0/0,1/0;0/0,1/6;0/9,1/10;0/3,1/2;0/5,1/5;0/17,1/37;0/34,1/32;0/26,1/52;0/351,1/350
3600;55;67;2;2;0/3340.36,1/3071.02;0/38.58,1/42.18;0/3600,1/3600;0/3600,1/3600;0/0,1/4;0/0,1/0;0/0,1/5;0/10,1/13;0/3,1/2;0/5,1/5;0/17,1/38;0/35,1/32;0/26,1/53;0/357,1/356
3660;57;69;2;2;0/3400.36,1/3111.02;0/39.02,1/42.58;0/3660,1/3660;0/3660,1/3660;0/0,1/2;0/0,1/0;0/1,1/3;0/9,1/16;0/3,1/2;0/5,1/5;0/17,1/40;0/36,1/33;0/26,1/55;0/363,1/362
3720;60;70;2;2;0/3450.36,1/3151.02;0/39.42,1/42.93;0/3720,1/3720;0/3720,1/3720;0/0,1/0;0/2,1/0;0/0,1/1;0/9,1/14;0/3,1/2;0/5,1/5;0/18,1/42;0/36,1/34;0/27,1/57;0/369,1/368
3780;61;71;2;2;0/3510.36,1/3201.02;0/39.87,1/43.24;0/3780,1/3780;0/3780,1/3780;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/9;0/3,1/2;0/5,1/5;0/18,1/43;0/37,1/34;0/27,1/58;0/375,1/374
3840;61;72;2;2;0/3570.36,1/3261.02;0/40.18,1/43.69;0/3840,1/3840;0/3840,1/3840;0/0,1/0;0/0,1/0;0/0,1/0;0/9,1/9;0/3,1/2;0/5,1/5;0/18,1/43;0/38,1/34;0/27,1/58;0/380,1/380
3900;61;74;2;2;0/3630.36,1/3321.02;0/40.62,1/44.13;0/3900,1/3900;0/3900,1/3900;0/0,1/0;0/0,1/0;0/0,1/0;0/16,1/9;0/3,1/2;0/5,1/5;0/18,1/43;0/38,1/36;0/27,1/58;0/386,1/386
3960;61;75;2;2;0/3690.36,1/3381.02;0/41.02,1/44.49;0/3960,1/3960;0/3960,1/3960;0/0,1/0;0/1,1/0;0/0,1/0;0/22,1/8;0/3,1/2;0/5,1/5;0/18,1/43;0/39,1/36;0/27,1/58;0/392,1/392
4020;61;76;2;2;0/3750.36,1/3441.02;0/41.29,1/44.93;0/4020,1/4020;0/4020,1/4020;0/0,1/0;0/0,1/0;0/0,1/0;0/16,1/9;0/3,1/2;0/5,1/5;0/18,1/43;0/39,1/37;0/27,1/58;0/398,1/398
4080;61;78;2;2;0/3810.36,1/3501.02;0/41.6,1/45.33;0/4080,1/4080;0/4080,1/4080;0/0,1/0;0/0,1/0;0/0,1/0;0/12,1/7;0/3,1/2;0/5,1/5;0/18,1/43;0/40,1/38;0/27,1/58;0/404,1/404
4140;61;81;2;2;0/3870.36,1/3561.02;0/41.78,1/45.6;0/4140,1/4140;0/4140,1/4140;0/0,1/0;0/0,1/0;0/0,1/0;0/11,1/7;0/3,1/2;0/5,1/5;0/18,1/43;0/41,1/40;0/27,1/58;0/410,1/410
4200;61;81;2;2;0/3930.36,1/3621.02;0/41.91,1/45.78;0/4200,1/4200;0/4200,1/4200;0/0,1/0;0/0,1/0;0/0,1/0;0/11,1/8;0/3,1/2;0/5,1/5;0/18,1/43;0/41,1/40;0/27,1/58;0/416,1/416
4260;61;82;2;2;0/3990.36,1/3681.02;0/42,1/45.96;0/4260,1/4260;0/4260,1/4260;0/0,1/0;0/0,1/0;0/0,1/0;0/8,1/11;0/3,1/2;0/5,1/5;0/18,1/43;0/41,1/41;0/27,1/58;0/422,1/422
4320;64;83;2;2;0/4028.8,1/3725.38;0/42.13,1/46.04;0/4320,1/4320;0/4320,1/4320;0/7,1/10;0/0,1/0;0/10,1/12;0/8,1/7;0/3,1/2;0/5,1/5;0/20,1/44;0/42,1/41;0/30,1/60;0/428,1/428
4380;68;86;2;2;0/4044.62,1/3759.11;0/42.27,1/46.22;0/4380,1/4380;0/4380,1/4380;0/6,1/6;0/0,1/0;0/7,1/9;0/6,1/9;0/3,1/2;0/5,1/5;0/22,1/46;0/44,1/42;0/34,1/63;0/434,1/434
4440;72;87;2;2;0/4071.91,1/3781.38;0/42.49,1/46.31;0/4440,1/4440;0/4440,1/4440;0/2,1/6;0/0,1/1;0/5,1/7;0/6,1/10;0/3,1/2;0/5,1/5;0/25,1/47;0/44,1/43;0/37,1/66;0/440,1/440
4500;76;89;2;2;0/4090.98,1/3821.47;0/42.71,1/46.4;0/4500,1/4500;0/4500,1/4500;0/0,1/5;0/0,1/0;0/1,1/6;0/9,1/11;0/3,1/2;0/5,1/5;0/27,1/49;0/46,1/43;0/41,1/68;0/446,1/446
4560;79;90;2;2;0/4141.02,1/3861.56;0/42.89,1/46.44;0/4560,1/4560;0/4560,1/4560;0/0,1/3;0/0,1/0;0/0,1/4;0/13,1/7;0/3,1/2;0/5,1/5;0/28,1/51;0/46,1/44;0/42,1/70;0/452,1/452
4620;81;92;2;2;0/4201.02,1/3901.64;0/42.98,1/46.58;0/4620,1/4620;0/4620,1/4620;0/0,1/1;0/0,1/0;0/0,1/2;0/16,1/12;0/3,1/2;0/5,1/5;0/28,1/53;0/47,1/45;0/42,1/72;0/458,1/458
4680;83;94;2;2;0/4261.02,1/3949.64;0/43.02,1/46.67;0/4680,1/4680;0/4680,1/4680;0/0,1/0;0/0,1/0;0/0,1/0;0/13,1/14;0/3,1/2;0/5,1/5;0/28,1/55;0/48,1/46;0/42,1/74;0/464,1/464
4740;83;95;2;2;0/4321.02,1/4001.73;0/43.11,1/46.8;0/4740,1/4740;0/4740,1/4740;0/0,1/0;0/0,1/0;0/0,1/0;0/12,1/21;0/3,1/2;0/5,1/5;0/28,1/55;0/48,1/47;0/42,1/74;0/470,1/470
4800;83;97;2;2;0/4381.02,1/4061.73;0/43.24,1/46.8;0/4800,1/4800;0/4800,1/4800;0/0,1/0;0/0,1/0;0/1,1/0;0/16,1/15;0/3,1/2;0/5,1/5;0/28,1/55;0/49,1/48;0/42,1/74;0/476,1/476
4860;84;98;2;2;0/4431.07,1/4121.73;0/43.33,1/46.89;0/4860,1/4860;0/4860,1/4860;0/0,1/0;0/0,1/0;0/0,1/0;0/14,1/12;0/3,1/2;0/5,1/5;0/29,1/55;0/49,1/49;0/43,1/74;0/482,1/482
4920;84;98;2;2;0/4491.07,1/4181.73;0/43.38,1/47.02;0/4920,1/4920;0/4920,1/4920;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/14;0/3,1/2;0/5,1/5;0/29,1/55;0/49,1/49;0/43,1/74;0/488,1/488
4980;84;100;2;2;0/4551.07,1/4241.73;0/43.51,1/47.16;0/4980,1/4980;0/4980,1/4980;0/0,1/0;0/0,1/0;0/0,1/0;0/8,1/14;0/3,1/2;0/5,1/5;0/29,1/55;0/50,1/50;0/43,1/74;0/494,1/494
5040;84;101;2;2;0/4611.07,1/4301.73;0/43.69,1/47.24;0/5040,1/5040;0/5040,1/5040;0/0,1/0;0/0,1/0;0/0,1/0;0/9,1/12;0/3,1/2;0/5,1/5;0/29,1/55;0/50,1/51;0/43,1/74;0/500,1/500
5100;84;102;2;2;0/4671.07,1/4361.73;0/43.82,1/47.38;0/5100,1/5100;0/5100,1/5100;0/0,1/0;0/0,1/0;0/0,1/0;0/6,1/11;0/3,1/2;0/5,1/5;0/29,1/55;0/51,1/51;0/43,1/74;0/506,1/506
5160;84;103;2;2;0/4731.07,1/4421.73;0/44.04,1/47.51;0/5160,1/5160;0/5160,1/5160;0/0,1/0;0/0,1/0;0/0,1/0;0/12,1/9;0/3,1/2;0/5,1/5;0/29,1/55;0/52,1/51;0/43,1/74;0/512,1/512
5220;84;104;2;2;0/4791.07,1/4481.73;0/44.13,1/47.69;0/5220,1/5220;0/5220,1/5220;0/0,1/0;0/0,1/0;0/0,1/1;0/9,1/10;0/3,1/2;0/5,1/5;0/29,1/55;0/52,1/52;0/43,1/74;0/518,1/518
5280;85;106;2;2;0/4851.07,1/4531.78;0/44.22,1/47.87;0/5280,1/5280;0/5280,1/5280;0/0,1/0;0/0,1/0;0/0,1/0;0/9,1/14;0/3,1/2;0/5,1/5;0/29,1/56;0/53,1/53;0/43,1/75;0/524,1/524
5340;85;107;2;2;0/4911.07,1/4591.78;0/44.36,1/47.96;0/5340,1/5340;0/5340,1/5340;0/0,1/0;0/0,1/0;0/0,1/0;0/8,1/12;0/3,1/2;0/5,1/5;0/29,1/56;0/54,1/53;0/43,1/75;0/530,1/530
5400;85;107;2;2;0/4971.07,1/4651.78;0/44.44,1/48;0/5400,1/5400;0/5400,1/5400;0/0,1/0;0/0,1/0;0/0,1/0;0/11,1/8;0/3,1/2;0/5,1/5;0/29,1/56;0/54,1/53;0/43,1/75;0/536,1/536
5459.96;85;110;2;2;0/5031.02,1/4711.73;0/44.62,1/48.13;0/5459.96,1/5459.96;0/5459.96,1/5459.96;0/0,1/0;0/0,1/1;0/0,1/0;0/15,1/9;0/3,1/2;0/5,1/5;0/29,1/56;0/56,1/54;0/43,1/75;0/542,1/542
5519.96;88;114;2;2;0/5080.49,1/4741.87;0/44.67,1/48.27;0/5519.96,1/5519.96;0/5519.96,1/5519.96;0/0,1/9;0/0,1/0;0/0,1/11;0/14,1/11;0/3,1/2;0/5,1/5;0/31,1/57;0/57,1/57;0/45,1/78;0/548,1/548
5579.96;90;114;2;2;0/5131.11,1/4775.42;0/44.71,1/48.36;0/5579.96,1/5579.96;0/5579.96,1/5579.96;0/0,1/6;0/0,1/0;0/0,1/8;0/11,1/8;0/3,1/2;0/5,1/5;0/31,1/59;0/57,1/57;0/45,1/81;0/554,1/554
5639.96;92;117;2;2;0/5191.11,1/4809.56;0/44.8,1/48.53;0/5639.96,1/5639.96;0/5639.96,1/5639.96;0/0,1/4;0/0,1/0;0/0,1/5;0/8,1/15;0/3,1/2;0/5,1/5;0/31,1/61;0/59,1/58;0/45,1/84;0/560,1/560
5699.96;93;118;2;2;0/5251.11,1/4852.18;0/44.98,1/48.67;0/5699.96,1/5699.96;0/5699.96,1/5699.96;0/0,1/2;0/0,1/0;0/0,1/4;0/14,1/18;0/3,1/2;0/5,1/5;0/31,1/62;0/60,1/58;0/45,1/85;0/566,1/566
