>>> Bots
Bot0:
DistanceTraveled: 443.999999999994
DistanceEstimated: 404
NumberOfPickups: 6
NumberOfSetdowns: 5
NumCollisions: 0
TotalTimeMoving: 388.069076471715
None: 0.42
ParkPod: 84.3285137232373
RepositionPod: 0
Insert: 511.038708498984
Extract: 0
Rest: 0
PickupPod: 13.4232395419205
SetdownPod: 11.1981457505075
GetItems: 125.401017319698
PutItems: 0
Rest: 2.56593072120699
Move: 443.198888888889
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 6
SetdownPod_Count: 5
GetItems_Count: 6
PutItems_Count: 0
Rest_Count: 0
Move_Count: 17
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot1:
DistanceTraveled: 292.999999999999
DistanceEstimated: 259
NumberOfPickups: 4
NumberOfSetdowns: 3
NumCollisions: 0
TotalTimeMoving: 265.360461764142
None: 0.42
ParkPod: 68.0678715691908
RepositionPod: 0
Insert: 0
Extract: 528.63360751465
Rest: 0
PickupPod: 8.9579653606034
SetdownPod: 6.65176045807939
GetItems: 0
PutItems: 253.432496403539
Rest: 1.68999999999992
Move: 326.389256861619
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 4
SetdownPod_Count: 3
GetItems_Count: 0
PutItems_Count: 4
Rest_Count: 0
Move_Count: 11
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 4
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 4
StatSlowStartImmediateReleaseCount: 4
StatSlowStartSearchFailures: 3
StatSlowStartExpectedArrivalMissingCount: 0
Bot2:
DistanceTraveled: 472.908051959089
DistanceEstimated: 452
NumberOfPickups: 6
NumberOfSetdowns: 5
NumCollisions: 0
TotalTimeMoving: 401.366111111111
None: 0.42
ParkPod: 106.194812417174
RepositionPod: 0
Insert: 490.81352091616
Extract: 0
Rest: 0
PickupPod: 13.4538888888886
SetdownPod: 11.2222222222222
GetItems: 120.414163070205
PutItems: 0
Rest: 1.90796536060406
Move: 450.430093791413
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 6
SetdownPod_Count: 5
GetItems_Count: 5
PutItems_Count: 0
Rest_Count: 0
Move_Count: 17
