Policy,Reference,Bots,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
HGS-M5,M4G,6,+0.08,−1.61**,−1.02,+10.04***,−10.06***,−9.17***,+0.27,−2.08*,+7.21*,−4.11
HGS-M5,HGS-M5-λ,6,−0.08,−0.03,+1.54**,+12.29***,−9.58***,−10.94***,−0.03,−3.19*,−2.86,+7.31
HGS-M5,M4G,10,−0.01,−1.50**,−1.59*,+11.02***,−11.36***,−9.92***,−0.90,−2.76*,+14.52**,+1.27
HGS-M5,HGS-M5-λ,10,−0.12***,+0.40*,+0.99**,+11.82***,−9.67***,−10.55***,+0.72,−2.38**,−5.55,+17.86***
