Policy,Bots,Seed,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
HGS-M5 (unlimited),45,0,8061.0,5265.0,3343.0,8.316,402.0,0.1203,21.98,3.965,396.5,6.74
HGS-M5 (unlimited),45,1,8216.0,5301.0,3330.0,8.452,394.0,0.1183,21.55,3.896,406.1,4.98
HGS-M5 (unlimited),45,2,8140.0,5253.0,3247.0,8.456,384.0,0.1183,21.39,3.955,412.1,5.86
HGS-M5 (unlimited),45,3,8161.0,5314.0,3339.0,8.244,405.0,0.1213,21.38,3.900,404.7,5.61
HGS-M5 (unlimited),45,4,8147.0,5256.0,3279.0,8.157,402.0,0.1226,21.92,4.013,394.6,5.78
HGS-M5 (unlimited),45,5,8150.0,5392.0,3393.0,8.255,411.0,0.1211,21.27,3.905,375.5,5.72
HGS-M5 (unlimited),45,6,8174.0,5295.0,3343.0,8.528,392.0,0.1173,21.36,3.889,407.5,5.43
HGS-M5 (unlimited),45,7,8165.0,5250.0,3269.0,8.255,396.0,0.1211,21.44,3.980,402.0,5.55
HGS-M5 (unlimited),45,8,8143.0,5277.0,3331.0,8.412,396.0,0.1189,21.62,3.924,402.7,5.81
HGS-M5 (unlimited),45,9,8156.0,5293.0,3360.0,8.550,393.0,0.1170,21.80,3.950,388.6,5.66
"HGS-M5, N=2",45,0,7947.0,5185.0,3358.0,5.247,640.0,0.1906,27.63,4.859,314.5,8.06
"HGS-M5, N=2",45,1,7998.0,5187.0,3321.0,4.613,720.0,0.2168,28.71,5.029,322.3,7.49
"HGS-M5, N=2",45,2,7940.0,5154.0,3344.0,5.160,648.0,0.1938,27.44,4.846,316.6,8.18
"HGS-M5, N=2",45,3,8013.0,5177.0,3398.0,5.463,622.0,0.1830,26.42,4.579,319.1,7.32
"HGS-M5, N=2",45,4,8035.0,5162.0,3334.0,5.177,644.0,0.1932,27.21,4.769,327.2,7.08
"HGS-M5, N=2",45,5,7926.0,5215.0,3381.0,5.242,645.0,0.1908,27.12,4.802,305.0,8.33
"HGS-M5, N=2",45,6,7911.0,5127.0,3339.0,5.021,665.0,0.1992,27.98,4.891,296.8,8.51
"HGS-M5, N=2",45,7,7976.0,5131.0,3311.0,5.206,636.0,0.1921,27.25,4.838,320.2,7.76
"HGS-M5, N=2",45,8,8019.0,5117.0,3346.0,5.286,633.0,0.1892,27.13,4.711,321.1,7.25
"HGS-M5, N=2",45,9,7966.0,5149.0,3347.0,5.094,657.0,0.1963,27.54,4.821,303.3,7.86
"HGS-M5, N=3",45,0,8172.0,5312.0,3375.0,8.017,421.0,0.1247,21.87,3.941,399.2,5.47
"HGS-M5, N=3",45,1,8165.0,5293.0,3331.0,7.931,420.0,0.1261,22.14,3.993,406.6,5.57
"HGS-M5, N=3",45,2,8141.0,5273.0,3283.0,7.707,426.0,0.1298,21.77,3.991,409.9,5.85
"HGS-M5, N=3",45,3,8119.0,5260.0,3340.0,8.010,417.0,0.1249,21.85,3.924,394.1,6.06
"HGS-M5, N=3",45,4,8181.0,5247.0,3279.0,7.643,429.0,0.1308,22.26,4.038,404.8,5.38
"HGS-M5, N=3",45,5,8137.0,5342.0,3376.0,7.420,455.0,0.1348,22.29,4.025,395.0,5.90
"HGS-M5, N=3",45,6,8196.0,5290.0,3298.0,7.362,448.0,0.1358,22.28,4.099,403.2,5.21
"HGS-M5, N=3",45,7,8117.0,5255.0,3266.0,7.795,419.0,0.1283,22.17,4.076,417.5,6.14
"HGS-M5, N=3",45,8,8185.0,5272.0,3333.0,7.680,434.0,0.1302,22.39,4.032,403.2,5.34
"HGS-M5, N=3",45,9,8142.0,5283.0,3350.0,7.395,453.0,0.1352,22.40,4.051,389.8,5.83
"HGS-M5, N=4",45,0,8061.0,5265.0,3343.0,8.316,402.0,0.1203,21.98,3.965,396.5,6.74
"HGS-M5, N=4",45,1,8216.0,5301.0,3330.0,8.452,394.0,0.1183,21.55,3.896,406.1,4.98
"HGS-M5, N=4",45,2,8159.0,5264.0,3259.0,8.487,384.0,0.1178,21.24,3.932,411.5,5.62
"HGS-M5, N=4",45,3,8162.0,5313.0,3337.0,8.240,405.0,0.1214,21.39,3.903,404.7,5.60
"HGS-M5, N=4",45,4,8156.0,5268.0,3290.0,8.308,396.0,0.1204,21.60,3.976,395.1,5.65
"HGS-M5, N=4",45,5,8137.0,5389.0,3414.0,8.187,417.0,0.1221,21.48,3.905,375.5,5.90
"HGS-M5, N=4",45,6,8175.0,5288.0,3349.0,8.500,394.0,0.1176,21.38,3.879,407.5,5.48
"HGS-M5, N=4",45,7,8165.0,5250.0,3269.0,8.255,396.0,0.1211,21.44,3.980,402.0,5.55
"HGS-M5, N=4",45,8,8138.0,5229.0,3309.0,8.293,399.0,0.1206,22.05,3.963,396.8,5.86
"HGS-M5, N=4",45,9,8178.0,5291.0,3341.0,8.567,390.0,0.1167,21.69,3.929,398.7,5.41
"HGS-M5, 1 packing station",45,0,8024.0,5240.0,3399.0,4.275,795.0,0.2339,31.10,5.651,290.9,7.18
"HGS-M5, 1 packing station",45,1,8037.0,5202.0,3356.0,4.297,781.0,0.2327,30.64,5.653,297.6,7.04
"HGS-M5, 1 packing station",45,2,8041.0,5183.0,3327.0,4.107,810.0,0.2435,31.58,5.852,285.4,6.99
"HGS-M5, 1 packing station",45,3,7925.0,5156.0,3353.0,3.973,844.0,0.2517,31.98,5.973,273.2,8.35
"HGS-M5, 1 packing station",45,4,8144.0,5227.0,3383.0,4.457,759.0,0.2244,30.45,5.518,296.7,5.79
"HGS-M5, 1 packing station",45,5,8073.0,5306.0,3444.0,4.520,762.0,0.2213,30.09,5.443,287.6,6.62
"HGS-M5, 1 packing station",45,6,8023.0,5228.0,3393.0,4.138,820.0,0.2417,31.37,5.798,277.5,7.20
"HGS-M5, 1 packing station",45,7,8003.0,5173.0,3312.0,4.010,826.0,0.2494,31.36,5.894,277.8,7.44
"HGS-M5, 1 packing station",45,8,8066.0,5177.0,3339.0,4.254,785.0,0.2351,30.93,5.683,281.3,6.72
"HGS-M5, 1 packing station",45,9,7929.0,5151.0,3369.0,3.899,864.0,0.2565,32.56,6.025,258.7,8.28
"HGS-M5, 2 packing stations",45,0,8113.0,5307.0,3396.0,7.649,444.0,0.1307,22.62,4.077,369.5,6.16
"HGS-M5, 2 packing stations",45,1,8226.0,5277.0,3313.0,7.330,452.0,0.1364,22.66,4.149,398.2,4.85
"HGS-M5, 2 packing stations",45,2,8094.0,5272.0,3285.0,7.080,464.0,0.1412,23.02,4.291,378.7,6.39
"HGS-M5, 2 packing stations",45,3,8131.0,5269.0,3382.0,7.135,474.0,0.1402,23.58,4.191,377.0,5.97
"HGS-M5, 2 packing stations",45,4,8173.0,5272.0,3315.0,6.906,480.0,0.1448,23.94,4.369,384.5,5.47
"HGS-M5, 2 packing stations",45,5,8049.0,5291.0,3405.0,7.276,468.0,0.1374,23.04,4.098,365.5,6.89
"HGS-M5, 2 packing stations",45,6,8159.0,5281.0,3345.0,6.911,484.0,0.1447,23.61,4.331,376.2,5.64
