Policy,Bots,Seed,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
HGS-M5 (dynamic),6,0,1425.0,928.0,601.0,5.272,114.0,0.1897,9.56,1.180,903.7,1.15
HGS-M5 (dynamic),6,1,1422.0,922.0,567.0,5.299,107.0,0.1887,9.48,1.227,917.5,1.32
HGS-M5 (dynamic),6,2,1416.0,959.0,598.0,5.387,111.0,0.1856,8.91,1.155,965.9,1.68
HGS-M5 (dynamic),6,3,1429.0,928.0,574.0,5.266,109.0,0.1899,9.25,1.205,900.4,0.85
HGS-M5 (dynamic),6,4,1417.0,924.0,582.0,5.105,114.0,0.1959,9.52,1.221,870.1,1.65
HGS-M5 (dynamic),6,5,1426.0,928.0,585.0,5.043,116.0,0.1983,9.63,1.220,907.1,1.02
HGS-M5 (dynamic),6,6,1416.0,922.0,577.0,5.343,108.0,0.1872,9.21,1.182,1053.0,1.69
HGS-M5 (dynamic),6,7,1426.0,935.0,596.0,5.094,117.0,0.1963,9.62,1.212,842.4,1.10
HGS-M5 (dynamic),6,8,1422.0,944.0,582.0,5.243,111.0,0.1907,9.28,1.216,842.7,1.31
HGS-M5 (dynamic),6,9,1423.0,922.0,578.0,5.255,110.0,0.1903,9.56,1.214,965.9,1.22
HGS-M5 fixed λ=3,6,0,999.0,669.0,433.0,5.773,75.0,0.1732,9.79,1.219,750.8,30.63
HGS-M5 fixed λ=3,6,1,369.0,248.0,142.0,5.462,26.0,0.1831,7.68,1.078,451.1,74.38
HGS-M5 fixed λ=3,6,2,1071.0,734.0,466.0,5.753,81.0,0.1738,9.39,1.185,825.0,25.63
HGS-M5 fixed λ=3,6,3,977.0,640.0,402.0,5.507,73.0,0.1816,10.40,1.317,681.2,32.15
HGS-M5 fixed λ=3,6,4,1017.0,668.0,411.0,5.789,71.0,0.1727,9.49,1.229,832.7,29.38
HGS-M5 fixed λ=3,6,5,963.0,634.0,393.0,5.384,73.0,0.1858,10.27,1.320,784.0,33.13
HGS-M5 fixed λ=3,6,6,929.0,604.0,383.0,5.039,76.0,0.1984,11.25,1.422,726.8,35.49
HGS-M5 fixed λ=3,6,7,1059.0,709.0,439.0,5.557,79.0,0.1800,9.51,1.239,779.2,26.46
HGS-M5 fixed λ=3,6,8,444.0,301.0,176.0,5.867,30.0,0.1705,11.12,1.511,582.8,69.17
HGS-M5 fixed λ=3,6,9,1000.0,660.0,401.0,5.493,73.0,0.1820,10.08,1.332,713.1,30.56
HGS-M5 fixed λ=4,6,0,369.0,249.0,152.0,6.333,24.0,0.1579,7.18,0.963,391.8,74.38
HGS-M5 fixed λ=4,6,1,1121.0,732.0,467.0,5.368,87.0,0.1863,9.86,1.231,853.7,22.15
HGS-M5 fixed λ=4,6,2,1270.0,859.0,559.0,5.646,99.0,0.1771,8.87,1.097,747.5,11.81
HGS-M5 fixed λ=4,6,3,1304.0,841.0,539.0,5.183,104.0,0.1929,9.31,1.171,845.9,9.51
HGS-M5 fixed λ=4,6,4,1297.0,853.0,541.0,5.104,106.0,0.1959,9.23,1.159,813.1,10.00
HGS-M5 fixed λ=4,6,5,1339.0,865.0,561.0,5.100,110.0,0.1961,9.72,1.198,873.0,7.07
HGS-M5 fixed λ=4,6,6,994.0,653.0,410.0,5.256,78.0,0.1902,10.49,1.342,769.0,30.97
HGS-M5 fixed λ=4,6,7,1377.0,912.0,582.0,5.491,106.0,0.1821,9.30,1.172,836.5,4.48
HGS-M5 fixed λ=4,6,8,1242.0,818.0,517.0,5.276,98.0,0.1896,8.95,1.131,873.9,13.80
HGS-M5 fixed λ=4,6,9,1049.0,691.0,429.0,5.500,78.0,0.1818,9.80,1.268,751.5,27.15
HGS-M5 fixed λ=5,6,0,1403.0,917.0,591.0,5.523,107.0,0.1810,9.18,1.140,815.2,2.68
HGS-M5 fixed λ=5,6,1,1299.0,842.0,517.0,5.330,97.0,0.1876,8.97,1.175,882.5,9.85
HGS-M5 fixed λ=5,6,2,1334.0,901.0,561.0,5.147,109.0,0.1943,9.21,1.197,745.4,7.40
HGS-M5 fixed λ=5,6,3,1121.0,731.0,474.0,5.780,82.0,0.1730,9.33,1.154,754.2,22.15
HGS-M5 fixed λ=5,6,4,1371.0,900.0,561.0,5.292,106.0,0.1889,9.35,1.200,897.3,4.89
HGS-M5 fixed λ=5,6,5,1351.0,889.0,569.0,5.126,111.0,0.1951,9.63,1.200,813.5,6.25
HGS-M5 fixed λ=5,6,6,396.0,260.0,148.0,5.692,26.0,0.1757,7.57,1.062,465.3,72.50
HGS-M5 fixed λ=5,6,7,1416.0,932.0,588.0,5.709,103.0,0.1752,8.94,1.134,799.7,1.72
HGS-M5 fixed λ=5,6,8,1249.0,823.0,519.0,5.406,96.0,0.1850,8.90,1.136,843.2,13.30
HGS-M5 fixed λ=5,6,9,1219.0,791.0,506.0,5.750,88.0,0.1739,8.72,1.089,856.1,15.35
HGS-M5 fixed λ=9,6,0,1419.0,920.0,598.0,5.642,106.0,0.1773,9.56,1.167,832.9,1.52
HGS-M5 fixed λ=9,6,1,1422.0,918.0,570.0,5.588,102.0,0.1789,9.05,1.160,909.6,1.27
HGS-M5 fixed λ=9,6,2,1419.0,961.0,605.0,5.990,101.0,0.1669,8.66,1.098,856.3,1.52
HGS-M5 fixed λ=9,6,3,1421.0,932.0,593.0,5.702,104.0,0.1754,8.93,1.133,881.1,1.37
HGS-M5 fixed λ=9,6,4,1423.0,936.0,584.0,5.562,105.0,0.1798,9.14,1.172,787.9,1.27
HGS-M5 fixed λ=9,6,5,1427.0,931.0,588.0,5.709,103.0,0.1752,9.01,1.136,876.6,0.98
HGS-M5 fixed λ=9,6,6,1416.0,925.0,585.0,5.850,100.0,0.1709,8.97,1.142,926.8,1.76
HGS-M5 fixed λ=9,6,7,1429.0,937.0,599.0,6.051,99.0,0.1653,8.94,1.117,877.0,0.84
HGS-M5 fixed λ=9,6,8,1422.0,933.0,590.0,5.842,101.0,0.1712,9.14,1.165,841.9,1.35
HGS-M5 fixed λ=9,6,9,1424.0,929.0,586.0,5.745,102.0,0.1741,9.16,1.158,876.9,1.19
HGS-M5 fixed λ=14,6,0,1425.0,933.0,608.0,5.682,107.0,0.1760,9.44,1.154,810.8,1.08
HGS-M5 fixed λ=14,6,1,1424.0,922.0,570.0,5.588,102.0,0.1789,9.55,1.212,931.4,1.18
HGS-M5 fixed λ=14,6,2,1425.0,954.0,600.0,6.061,99.0,0.1650,8.78,1.118,834.0,1.14
HGS-M5 fixed λ=14,6,3,1426.0,939.0,587.0,5.812,101.0,0.1721,8.89,1.135,929.9,1.02
HGS-M5 fixed λ=14,6,4,1424.0,934.0,581.0,5.696,102.0,0.1756,8.87,1.144,806.1,1.16
HGS-M5 fixed λ=14,6,5,1427.0,936.0,586.0,5.477,107.0,0.1826,9.53,1.193,825.7,0.99
HGS-M5 fixed λ=14,6,6,1424.0,927.0,578.0,5.723,101.0,0.1747,9.23,1.185,1005.9,1.17
HGS-M5 fixed λ=14,6,7,1430.0,934.0,601.0,5.950,101.0,0.1681,9.06,1.126,880.8,0.78
HGS-M5 fixed λ=14,6,8,1416.0,937.0,586.0,5.802,101.0,0.1724,8.84,1.129,879.2,1.73
HGS-M5 fixed λ=14,6,9,1424.0,921.0,580.0,5.686,102.0,0.1759,9.14,1.160,894.4,1.18
HGS-M5 fixed λ=18,6,0,1416.0,921.0,611.0,5.764,106.0,0.1735,9.84,1.173,869.0,1.73
HGS-M5 fixed λ=18,6,1,1423.0,922.0,570.0,5.534,103.0,0.1807,9.50,1.218,872.6,1.29
HGS-M5 fixed λ=18,6,2,1426.0,964.0,611.0,6.110,100.0,0.1637,8.84,1.101,832.4,1.06
HGS-M5 fixed λ=18,6,3,1422.0,929.0,585.0,5.680,103.0,0.1761,9.23,1.180,989.5,1.36
HGS-M5 fixed λ=18,6,4,1427.0,934.0,590.0,5.673,104.0,0.1763,9.50,1.193,832.3,0.99
HGS-M5 fixed λ=18,6,5,1420.0,917.0,585.0,5.571,105.0,0.1795,9.54,1.193,926.9,1.43
HGS-M5 fixed λ=18,6,6,1422.0,935.0,584.0,5.899,99.0,0.1695,8.96,1.145,977.1,1.28
HGS-M5 fixed λ=18,6,7,1423.0,940.0,590.0,5.900,100.0,0.1695,9.08,1.148,962.6,1.25
HGS-M5 fixed λ=18,6,8,1421.0,932.0,582.0,5.491,106.0,0.1821,9.22,1.178,766.4,1.39
HGS-M5 fixed λ=18,6,9,1425.0,917.0,579.0,5.790,100.0,0.1727,8.90,1.135,833.3,1.15
HGS-M5 fixed λ=22,6,0,1420.0,919.0,610.0,5.922,103.0,0.1689,9.51,1.135,862.2,1.48
HGS-M5 fixed λ=22,6,1,1422.0,921.0,566.0,5.717,99.0,0.1749,9.24,1.193,974.4,1.31
HGS-M5 fixed λ=22,6,2,1428.0,962.0,601.0,5.835,103.0,0.1714,8.90,1.129,925.6,0.89
HGS-M5 fixed λ=22,6,3,1424.0,937.0,593.0,5.871,101.0,0.1703,9.14,1.154,968.2,1.21
HGS-M5 fixed λ=22,6,4,1426.0,932.0,581.0,5.752,101.0,0.1738,9.12,1.175,861.6,1.05
HGS-M5 fixed λ=22,6,5,1417.0,924.0,581.0,5.481,106.0,0.1824,9.73,1.228,935.6,1.62
HGS-M5 fixed λ=22,6,6,1426.0,928.0,585.0,5.909,99.0,0.1692,9.27,1.165,1013.3,1.03
HGS-M5 fixed λ=22,6,7,1428.0,941.0,595.0,6.198,96.0,0.1613,9.13,1.145,933.4,0.91
HGS-M5 fixed λ=22,6,8,1426.0,941.0,589.0,5.832,101.0,0.1715,8.88,1.143,785.0,1.04
HGS-M5 fixed λ=22,6,9,1426.0,929.0,586.0,6.041,97.0,0.1655,8.80,1.122,878.6,1.01
HGS-M5 (dynamic),10,0,1430.0,923.0,591.0,4.884,121.0,0.2047,10.64,1.339,867.1,0.77
HGS-M5 (dynamic),10,1,1430.0,916.0,565.0,4.956,114.0,0.2018,10.53,1.371,896.4,0.73
HGS-M5 (dynamic),10,2,1430.0,969.0,614.0,5.248,117.0,0.1906,9.97,1.268,947.0,0.72
HGS-M5 (dynamic),10,3,1431.0,932.0,583.0,5.114,114.0,0.1955,10.31,1.326,954.3,0.71
HGS-M5 (dynamic),10,4,1429.0,928.0,579.0,5.124,113.0,0.1952,10.07,1.321,990.2,0.78
HGS-M5 (dynamic),10,5,1430.0,931.0,589.0,4.908,120.0,0.2037,10.48,1.341,1066.4,0.76
HGS-M5 (dynamic),10,6,1431.0,935.0,581.0,5.188,112.0,0.1928,9.93,1.295,1022.5,0.71
HGS-M5 (dynamic),10,7,1431.0,940.0,606.0,5.224,116.0,0.1914,10.07,1.284,966.6,0.72
HGS-M5 (dynamic),10,8,1430.0,943.0,587.0,4.975,118.0,0.2010,10.01,1.316,930.9,0.74
HGS-M5 (dynamic),10,9,1431.0,925.0,586.0,5.186,113.0,0.1928,9.84,1.259,910.3,0.73
HGS-M5 fixed λ=3,10,0,985.0,643.0,425.0,5.449,78.0,0.1835,11.09,1.326,793.8,31.60
HGS-M5 fixed λ=3,10,1,1143.0,742.0,463.0,5.202,89.0,0.1922,10.04,1.281,1017.5,20.63
HGS-M5 fixed λ=3,10,2,1292.0,860.0,543.0,5.272,103.0,0.1897,9.13,1.174,867.2,10.31
HGS-M5 fixed λ=3,10,3,1053.0,689.0,422.0,5.944,71.0,0.1682,9.61,1.255,725.2,26.88
HGS-M5 fixed λ=3,10,4,1366.0,895.0,569.0,5.080,112.0,0.1968,10.30,1.308,864.6,5.24
HGS-M5 fixed λ=3,10,5,583.0,391.0,252.0,5.362,47.0,0.1865,11.29,1.419,716.4,59.51
HGS-M5 fixed λ=3,10,6,1044.0,684.0,425.0,5.519,77.0,0.1812,10.24,1.302,736.4,27.50
HGS-M5 fixed λ=3,10,7,1075.0,711.0,444.0,5.692,78.0,0.1757,9.88,1.264,732.9,25.35
HGS-M5 fixed λ=3,10,8,430.0,290.0,173.0,5.581,31.0,0.1792,12.54,1.662,576.4,70.14
HGS-M5 fixed λ=3,10,9,392.0,260.0,160.0,5.714,28.0,0.1750,8.07,1.064,466.0,72.78
HGS-M5 fixed λ=4,10,0,389.0,267.0,167.0,6.185,27.0,0.1617,7.70,0.999,431.2,72.99
HGS-M5 fixed λ=4,10,1,1326.0,846.0,533.0,5.384,99.0,0.1857,9.94,1.243,863.2,8.04
HGS-M5 fixed λ=4,10,2,1023.0,696.0,436.0,5.590,78.0,0.1789,10.24,1.295,718.5,28.96
