decision,time,pendingOrders,stationsWithCap,podsInModel,dispatched,children,fastPath,units,decisionSec,lambda,mu,delta,rho,closedLines,valuedNotBoundLines,completedOrders
235,2381.9111111108,98,1,93,0,0,1,1,0.0010009,12.1762350471588,15.9379987202647,1,8.3776659939853,1,0,1
236,2398.44444444406,99,1,94,0,0,1,1,0.0010063,12.3874595803233,16.1989856050381,1,8.49500943618772,1,0,1
237,2402.04444444404,97,1,94,1,0,1,3,0.0040005,12.3575293400396,16.1445141377937,1,8.48271081816278,2,0,1
238,2408.5333333329,98,1,93,0,0,1,2,0.0010314,12.3105527034574,16.1174304470969,1,8.48465154614612,2,0,1
239,2418.62222222175,98,1,93,0,0,1,1,0.0010135,12.3073790015242,16.1472812499997,1,8.49856907894722,1,0,1
240,2432.22222222169,98,1,95,0,0,1,2,0.0009996,12.3975699721375,16.2502012782201,1,8.53305548291475,1,0,1
241,2438.755555555,98,1,94,1,0,1,3,0.0039997,12.3943318485784,16.2306726588526,1,8.53889250528362,2,0,1
242,2442.31111111054,97,1,94,0,0,1,2,0.0009662,12.3436701551576,16.1980177530131,1,8.53770519065065,2,0,1
243,2482.53333333258,98,1,94,1,0,1,1,0.002997,12.5801305093092,16.5423763390128,1,8.61017129120749,1,0,1
244,2492.62222222143,98,1,94,0,0,1,4,0.0010036,12.6460606343282,16.6134522058821,1,8.64577614795906,2,0,1
245,2499.06666666585,100,1,93,0,0,1,2,0.0009989,12.6352373887238,16.6331054687497,1,8.67225050916482,1,0,1
246,2502.71111111027,98,1,94,0,0,1,1,0.0009948,12.6347675254763,16.6169316093813,1,8.67998256831505,1,0,1
247,2519.19999999909,100,1,93,0,0,1,2,0,12.715668371481,16.7077968136901,1,8.70830621804454,1,0,1
248,2529.28888888794,100,1,93,0,0,1,1,0.0015356,12.7723891498728,16.7668428994469,1,8.73765052506388,1,0,1
249,2539.37777777678,100,1,94,1,0,1,4,0.001999,12.7783004100139,16.7592324608259,1,8.73226541045039,2,0,1
250,2549.46666666563,100,1,95,0,0,1,2,0.0009997,12.8323440818124,16.8639617626883,1,8.78541720571185,1,0,1
251,2563.02222222113,100,1,94,0,0,1,2,0.0009983,12.8909107517764,16.9254706053858,1,8.79855813216484,1,0,1
252,2583.15555555437,100,1,96,0,0,1,1,0.0020007,12.982138743514,17.0298017738112,1,8.81660997344948,1,0,1
253,2589.68888888768,100,1,95,1,0,1,1,0.0020007,12.9662109402876,16.9935946414375,1,8.81396657237622,1,0,1
254,2593.24444444322,100,1,94,1,0,1,4,0.0019999,12.9609502859607,16.9715084876542,1,8.81852892005561,2,0,1
255,2609.82222222092,100,1,94,0,0,1,1,0,13.009595117443,17.0689800601037,1,8.85058225338713,1,0,1
256,2613.37777777646,100,1,94,0,0,1,1,0.0009686,12.9970279973507,17.03730261825,1,8.85011634060845,1,0,1
257,2623.46666666531,100,1,94,0,0,1,2,0.0010311,13.0299141122365,17.0652979604291,1,8.86337180890504,1,0,1
258,2629.95555555417,100,1,94,0,0,1,2,0.0010005,13.0170377494563,17.0334471665748,1,8.86266399962985,1,0,1
259,2640.04444444301,100,1,93,0,0,1,2,0.0010351,13.045743964869,17.0561022948102,1,8.8731168007683,1,0,1
260,2650.13333333186,100,1,94,1,0,1,5,0.0020013,13.0508750741088,17.0480065543709,1,8.86758114440406,3,0,1
261,2663.68888888736,100,1,94,0,0,1,1,0.001,13.0558550333713,17.1358097312999,1,8.89492413533122,1,0,1
262,2670.26666666511,100,1,94,0,0,1,1,0.0009992,13.1174463681771,17.2016329663275,1,8.94484914249029,1,0,1
263,2673.7777777762,100,1,94,1,0,1,3,0.0019994,13.1266197148284,17.1987462686985,1,8.9590427331243,2,0,1
264,2680.35555555395,99,1,94,0,0,1,5,0.0010017,13.1056738505009,17.2041754910212,1,8.97751092984975,2,0,1
265,2683.86666666505,100,1,94,0,0,1,1,0.0009687,13.0659901838247,17.1846175243781,1,8.98286825137947,1,0,1
266,2690.4444444428,100,1,96,0,0,1,3,0,13.07550452152,17.182251429001,1,8.99713354599863,2,0,1
267,2693.95555555389,100,1,96,0,0,1,2,0.0009976,13.0484330200531,17.1788722494224,1,9.01080468931969,2,0,1
268,2704.04444444274,100,1,96,0,0,1,2,0.0009992,13.0620694947665,17.2288228461436,1,9.03541649262042,1,0,1
269,2710.57777777604,100,1,96,0,0,1,3,0.0009993,13.0393030149051,17.1839386160714,1,9.02720977954969,2,0,1
270,2724.17777777598,100,1,96,1,0,1,1,0.0029916,13.0115439690026,17.1789423932383,1,9.00612465018652,1,0,1
271,2730.71111110929,100,1,95,1,0,1,4,0.0030011,13.0026415853577,17.1524208147271,1,9.00741651723101,2,0,1
272,2734.26666666483,100,1,95,0,0,1,4,0.0010008,12.9472508685713,17.1105011478645,1,9.00050525064249,2,0,1
273,2794.57777777568,98,1,95,0,0,1,3,0.0010349,13.240082003546,17.529122652582,1,9.05140151515144,1,0,1
274,2804.66666666453,98,1,95,1,0,1,2,0.0019987,13.2603952786783,17.5409439300411,1,9.05646561605385,1,0,1
275,2814.75555555337,98,1,95,0,0,1,3,0.0009979,13.2695319032105,17.5380526552922,1,9.05394054045769,3,0,1
276,2834.88888888662,100,1,95,0,0,1,1,0.0019701,13.2770450669937,17.6256242875422,1,9.06550926617314,1,0,1
277,2851.28888888655,100,1,97,0,0,1,2,0,13.3933229207064,17.7647547073258,1,9.11987407434907,1,0,1
278,2855.02222221986,100,1,97,1,0,1,1,0.0019994,13.3821258521903,17.734789624183,1,9.11984733343218,1,0,1
279,2861.37777777539,99,1,96,0,0,1,2,0.0009683,13.3515625,17.6793103448276,1,9.10657193605684,1,0,1
280,2875.15555555311,100,1,97,0,0,1,2,0.0009702,13.365909090909,17.6834192439861,1,9.09165194346282,1,0,1
281,2881.51111110864,99,1,96,1,0,1,2,0.0019986,13.3709183897843,17.6752551317012,1,9.10260052637875,2,0,1
282,2891.59999999748,99,1,97,0,0,1,2,0.001001,13.3526786424525,17.682045437787,1,9.10516575267413,2,0,1
283,2905.33333333076,100,1,97,0,0,1,2,0.0010021,13.3411851950776,17.6974905648988,1,9.09626263300742,2,0,1
284,2921.77777777513,99,1,97,0,0,1,3,0.0010008,13.2868561822877,17.6557546557856,1,9.05816977992481,2,0,1
285,2945.55555555281,100,1,97,0,0,1,3,0.0009986,13.2712805410634,17.665150449929,1,9.01531816065344,2,0,1
286,2955.64444444165,100,1,97,0,0,1,1,0.0009994,13.229797979798,17.6397306397306,1,9.00171821305842,1,0,1
287,2965.7333333305,100,1,98,0,0,1,3,0.0019997,13.2216624685139,17.6140939597315,1,8.98801369863014,1,0,1
288,2982.08888888598,100,1,98,0,0,1,3,0,13.2116464265773,17.5860711631363,1,8.95781137611201,1,0,1
289,2995.91111110814,100,1,97,0,0,1,2,0.0019978,13.2105263157895,17.57,1,8.93389830508475,1,0,1
290,3002.22222221923,100,1,99,0,0,1,1,0.001007,13.1818629533179,17.5174258515852,1,8.9217346553759,1,0,1
291,3016.04444444139,100,1,98,1,0,1,2,0.0030042,13.1645885286783,17.4801324503311,1,8.88720538720539,1,0,1
292,3022.35555555247,100,1,98,1,0,1,3,0.0030023,13.1349390134318,17.4265527504937,1,8.87436215697409,1,0,1
293,3026.13333333024,100,1,97,0,0,1,2,0.000996,13.1042183622829,17.3717105263158,1,8.86073825503356,1,0,1
294,3032.44444444132,100,1,97,0,0,1,2,0.0010012,13.115542491749,17.3727185792347,1,8.87550949190383,2,0,1
295,3036.22222221908,100,1,97,0,0,1,1,0.001001,13.0819489961532,17.3570957269222,1,8.88172456929464,1,0,1
296,3042.53333333017,100,1,98,0,0,1,3,0.0020006,13.0829113298903,17.3444459650338,1,8.88939050294718,1,0,1
297,3046.31111110793,100,1,98,0,0,1,1,0.0010006,13.0769812091501,17.3227543290041,1,8.8923472222221,1,0,1
298,3052.62222221901,100,1,98,0,0,1,1,0.0009996,13.0870596097829,17.3223539818809,1,8.90616868619168,1,0,1
299,3062.71111110786,100,1,98,0,0,1,3,0.0010004,13.0924029001054,17.3157586743329,1,8.90196548763383,2,0,1
300,3076.48888888557,100,1,98,1,0,1,2,0.0030012,13.0388349514563,17.2733118971061,1,8.86468646864686,1,0,1
301,3092.8888888855,100,1,97,0,0,1,1,0.0009997,13.0328004962185,17.2517519389046,1,8.83833596869987,1,0,1
302,3096.62222221882,100,1,97,0,0,1,2,0.002,13.019600545342,17.2208135008677,1,8.83625348487145,2,0,1
303,3113.02222221875,100,1,97,1,0,1,5,0.0030045,13.010542516174,17.2368970914917,1,8.82934043511972,2,0,1
304,3116.75555555207,99,1,96,0,0,1,2,0.0010005,12.9579106027379,17.1949416887125,1,8.82150917254793,1,0,1
305,3136.88888888531,99,1,96,0,0,1,3,0.0009974,12.983144391408,17.2149920886074,1,8.80248786407759,1,0,1
306,3146.97777777416,99,1,96,1,0,1,2,0.0039997,12.9761904761905,17.192429022082,1,8.79032258064516,2,0,1
307,3157.066666663,99,1,95,0,0,1,3,0.0019985,12.95474336822,17.1915147842416,1,8.78923103117178,2,0,1
308,3177.19999999625,99,1,97,0,0,1,2,0.0009978,13.0022746331237,17.2820202020202,1,8.80665246716365,2,0,1
309,3193.4222222184,100,1,97,0,0,1,2,0.0009966,12.9530516431925,17.24375,1,8.77265500794913,1,0,1
310,3197.3333333295,100,1,97,0,0,1,1,0.0019992,12.9227166276347,17.190031152648,1,8.75873015873016,1,0,1
311,3203.51111110725,100,1,97,1,0,1,4,0.0030005,12.892523364486,17.1366459627329,1,8.74484944532488,3,0,1
312,3217.46666666274,100,1,96,1,0,1,2,0.0029977,12.8169316350864,17.1024691477468,1,8.71308759419909,2,0,1
313,3233.68888888489,98,1,96,0,0,1,1,0.001001,12.8277379946824,17.1432424435107,1,8.71963979858315,1,0,1
314,3243.77777777374,98,1,96,0,0,1,1,0.001,12.8294930875576,17.1323076923077,1,8.71361502347418,1,0,1
315,3247.64444444039,100,1,97,0,0,1,2,0.0009977,12.8031131066411,17.0839085932174,1,8.70211593967013,1,0,1
316,3253.86666666259,99,1,97,0,0,1,1,0.0010019,12.7752293577982,17.0336391437309,1,8.68954758190328,1,0,1
317,3284.04444444023,99,1,97,0,0,1,2,0,12.8080689747718,17.0644089694368,1,8.65089048218746,1,0,1
318,3297.91111110684,100,1,98,0,0,1,2,0.0010014,12.8059380549214,17.0486348573117,1,8.62923210470085,2,0,1
319,3304.17777777348,99,1,97,1,0,1,5,0.0020012,12.7689488636363,17.025265151515,1,8.63031874039932,3,0,1
320,3318.04444444009,100,1,98,0,0,1,2,0.0020016,12.7189209026558,17.0226041083882,1,8.61541584078977,1,0,1
321,3328.13333332893,100,1,98,0,0,1,3,0,12.7308355337284,17.0255752318537,1,8.61660209904789,2,0,1
322,3334.35555555113,100,1,98,0,0,1,2,0.0010005,12.6771300448431,16.978978978979,1,8.60578386605784,1,0,1
323,3338.22222221778,100,1,98,0,0,1,1,0.0009988,12.6487695749441,16.9281437125749,1,8.59270516717326,1,0,1
324,3344.44444443997,100,1,98,0,0,1,1,0.0009965,12.6205357142857,16.8776119402985,1,8.57966616084978,1,0,1
325,3354.53333332882,100,1,98,1,0,1,4,0.0019992,12.5924276169265,16.827380952381,1,8.55370650529501,2,0,1
326,3358.35555555102,100,1,97,1,0,1,3,0.0020014,12.5365853658537,16.7774480712166,1,8.54078549848943,3,0,1
327,3364.62222221766,99,1,97,0,0,1,1,0.0020041,12.4625550660793,16.7396449704142,1,8.53393665158371,1,0,1
328,3368.44444443987,100,1,97,0,0,1,2,0.0009997,12.4419726037851,16.6994027572927,1,8.52574929928045,1,0,1
329,3384.75555555091,100,1,97,0,0,1,6,0.0009998,12.500567747252,16.7654673316085,1,8.54611528147961,3,0,1
330,3388.57777777311,100,1,97,0,0,1,2,0.0010019,12.4335583847736,16.736080054578,1,8.54341811169327,1,0,1
331,3408.71111110636,100,1,95,1,0,1,3,0.0030022,12.4239130434783,16.7105263157895,1,8.50446428571429,2,0,1
332,3428.84444443961,100,1,92,0,0,1,4,0.001002,12.5344628577439,16.8831540532878,1,8.5664524264463,2,0,1
333,3455.46666666171,100,1,92,0,0,1,1,0.0010001,12.6916496215145,17.1189692569265,1,8.64746758352821,1,0,1
334,3459.02222221725,100,1,94,1,0,1,1,0.0030043,12.6688172043011,17.0753623188406,1,8.63782991202346,1,0,1
335,3475.59999999496,100,1,91,0,0,1,2,0.0009979,12.7226129827389,17.1350799131685,1,8.65509145979024,2,0,1
336,3485.68888888381,100,1,93,0,0,1,2,0.0010357,12.7819188544518,17.2390144780502,1,8.70733336809815,1,0,1
337,3489.1999999949,100,1,94,0,0,1,3,0.0009997,12.788081790708,17.2345125282817,1,8.71745691837507,2,0,1
338,3556.04444443906,100,1,96,1,0,1,3,0.0020317,13.0038094512594,17.5495537293501,1,8.73722432459798,2,0,1
339,3566.1333333279,100,1,96,0,0,1,2,0.0010003,12.974920718816,17.5346785714285,1,8.72992532005688,1,0,1
340,3569.59999999455,100,1,97,1,0,1,1,0.0020307,12.9692064433895,17.5139710944918,1,8.73210774739576,1,0,1
341,3586.26666666115,100,1,95,1,0,1,2,0.0019972,13.0359939652371,17.5911850383171,1,8.7582703443955,2,0,1
342,3589.7333333278,99,1,95,0,0,1,1,0.0009995,13.0073761053902,17.5765393832043,1,8.76344407100443,1,0,1
343,3596.35555554999,100,1,96,0,0,1,2,0.0010006,13.0307992406631,17.5952599916298,1,8.78522149088427,1,0,1
344,3599.82222221665,99,1,96,1,0,1,1,0.0020056,13.0331506610994,17.5855751173708,1,8.79278755868538,1,0,1
345,3606.44444443884,100,1,95,0,0,1,1,0.001001,13.0436012651106,17.5868781102614,1,8.80580676125607,1,0,1
346,3609.91111110549,99,1,95,0,0,1,1,0.0010055,13.025233879713,17.5494047510979,1,8.79935041592972,1,0,1
347,3619.99999999434,99,1,96,0,0,1,1,0.000969,13.0592748034166,17.5825990370023,1,8.81592500734849,1,0,1
348,3626.57777777209,100,1,97,0,0,1,2,0.0010001,13.08431530845,17.6036888411737,1,8.83877523633756,1,0,1
349,3630.08888888318,99,1,96,0,0,1,2,0,13.0906441067875,17.5996437435698,1,8.8489828878284,1,0,1
350,3640.17777777203,99,1,96,1,0,1,4,0.0029987,13.1191815498918,17.6254932179987,1,8.86184269038651,2,0,1
351,3650.26666666087,99,1,96,0,0,1,2,0.0010351,13.1011721423682,17.6250575506445,1,8.86148726851849,1,0,1
352,3660.35555554972,99,1,97,0,0,1,1,0.0010092,13.1352952416641,17.6584685342482,1,8.87814969242673,1,0,1
353,3666.79999999413,100,1,96,0,0,1,2,0,13.1455325708212,17.6597951294823,1,8.89096186325249,1,0,1
354,3680.48888888296,99,1,97,0,0,1,1,0.0009999,13.1581037414966,17.664303652968,1,8.88081382001835,1,0,1
355,3686.93333332738,100,1,97,0,0,1,1,0.0010022,13.149169179723,17.6400056482076,1,8.88066309111966,1,0,1
356,3690.57777777181,100,1,97,1,0,1,2,0.0019999,13.1269210277366,17.5979431761483,1,8.87149058467914,2,0,1
357,3700.66666666066,100,1,98,0,0,1,2,0,13.0948088325336,17.5783575088902,1,8.86141857982411,1,0,1
358,3707.06666666063,100,1,97,0,0,1,1,0,13.0808080808081,17.5474254742548,1,8.8577291381669,1,0,1
359,3727.19999999387,100,1,97,1,0,1,4,0.0019996,13.0987987231181,17.5594707207205,1,8.83946145124706,2,0,1
360,3737.28888888272,100,1,96,0,0,1,4,0.0010007,13.0854575787718,17.5648460221788,1,8.84200525675488,2,0,1
361,3740.8888888827,100,1,97,0,0,1,5,0.0009984,13.0471443749999,17.5364843749999,1,8.83952870934954,2,0,1
362,3747.37777777156,100,1,96,0,0,1,1,0.0009993,13.0263758622914,17.5314763615826,1,8.84876953027104,1,0,1
363,3761.02222221595,100,1,97,0,0,1,1,0,13.06432246797,17.5704657791147,1,8.85627250861036,1,0,1
364,3767.51111110481,100,1,97,0,0,1,2,0,13.0484209656084,17.5370777777777,1,8.85114961866306,1,0,1
365,3777.59999999366,100,1,97,1,0,1,5,0.0019944,13.0419884488449,17.5165004432624,1,8.84054250559283,3,0,1
366,3781.1555555492,100,1,96,1,0,1,5,0.0020323,12.9756619398269,17.484446327406,1,8.83597354615558,2,0,1
367,3787.6888888825,100,1,96,0,0,1,1,0.0009835,12.9484875711087,17.4701816435593,1,8.84033287987339,1,0,1
368,3791.24444443804,100,1,96,0,0,1,3,0.0009974,12.9346437631369,17.4395856542558,1,8.83636759754405,2,0,1
369,3841.51111110449,100,1,96,0,0,1,1,0.0009993,13.0240497076023,17.5824671052631,1,8.81442941952501,1,0,1
370,3851.59999999334,100,1,97,0,0,1,1,0.0009996,13.0388379014147,17.5904532318298,1,8.81837194911467,1,0,1
371,3871.73333332658,100,1,98,1,0,1,2,0.0030362,13.0407766990291,17.5811518324607,1,8.79057591623037,1,0,1
372,3878.13333332656,100,1,97,0,0,1,4,0.0010009,13.019378901409,17.5404687026815,1,8.78169870996998,2,0,1
373,3881.82222221543,100,1,98,0,0,1,1,0.0009999,12.9756837194337,17.5036566840277,1,8.77467906875541,1,0,1
374,3898.2666666598,100,1,97,0,0,1,1,0.0010003,12.9797125883107,17.4973268398267,1,8.76004009536187,1,0,1
375,3908.35555554865,100,1,97,0,0,1,1,0.001,12.9662986778846,17.467552623057,1,8.74510416666666,1,0,1
376,3928.48888888189,100,1,97,0,0,1,1,0.0009987,12.9494281533613,17.4332094777809,1,8.70535750696931,1,0,1
377,3952.17777777068,100,1,98,0,0,1,1,0.001,12.9693486590038,17.4484536082474,1,8.67948717948719,1,0,1
378,3962.26666665953,100,1,98,0,0,1,1,0.0009955,12.9445506692161,17.4035989717224,1,8.65728900255755,1,0,1
379,3972.35555554837,100,1,98,1,0,1,1,0.003003,12.9198473282443,17.3589743589744,1,8.63520408163266,1,0,1
380,3978.75555554834,100,1,96,1,0,1,1,0.0019993,12.9231293356848,17.3520278803951,1,8.64285719902484,1,0,1
381,3982.44444443722,100,1,96,0,0,1,1,0,12.925036658569,17.343288985733,1,8.64957923970396,1,0,1
382,3988.84444443719,100,1,96,0,0,1,5,0.0010004,12.9399849632206,17.3520917954637,1,8.66502169709943,3,0,1
383,3998.93333332603,100,1,98,0,0,1,2,0.0009692,12.9167001846554,17.375256593572,1,8.67661736104863,1,0,1
384,4002.57777777046,100,1,98,0,0,1,1,0.001,12.9101880021426,17.3552147573107,1,8.67760737865533,1,0,1
385,4009.02222221488,100,1,98,0,0,1,1,0.0009996,12.9104402281746,17.3443287913861,1,8.68312794107318,1,0,1
386,4012.66666665931,100,1,98,1,0,1,4,0.0019973,12.8910318949343,17.3071032745592,1,8.67540404040404,2,0,1
387,4019.11111110372,100,1,97,0,0,1,2,0,12.8451246105919,17.2666876046901,1,8.6660046237915,1,0,1
388,4022.75555554815,100,1,98,0,0,1,2,0.0009988,12.8246268656716,17.2280701754386,1,8.65743073047859,1,0,1
389,4029.19999999257,100,1,97,0,0,1,1,0.0010373,12.8062488571027,17.1923890906603,1,8.65025866196746,1,0,1
390,4032.844444437,100,1,98,0,0,1,2,0,12.7879879182156,17.156951371571,1,8.64313756281405,2,0,1
391,4063.02222221465,100,1,97,0,0,1,4,0.0019729,12.8114663994627,17.2094324768902,1,8.62617438367815,1,0,1
392,4069.42222221462,100,1,98,1,0,1,3,0.0020363,12.7969908191848,17.1790869309653,1,8.62163391429514,3,0,1
393,4073.11111110349,100,1,98,1,0,1,2,0.0019646,12.7310487205713,17.1427982772049,1,8.61404291541144,2,0,1
394,4083.19999999234,100,1,98,0,0,1,2,0.0020307,12.726619126758,17.1573680079256,1,8.62125811812638,1,0,1
395,4089.55555554786,100,1,97,0,0,1,2,0.0010057,12.7240195990485,17.142952513989,1,8.62458329700066,1,0,1
396,4109.64444443681,100,1,97,1,0,1,2,0.0020009,12.720802919708,17.1277641277641,1,8.59556103575833,1,0,1
397,4119.68888888131,100,1,97,0,0,1,2,0.0019828,12.705047055252,17.0957618464053,1,8.57942291922923,1,0,1
398,4133.28888888139,100,1,96,0,0,1,2,0.00097,12.7177390684299,17.1020941018007,1,8.5720054995545,1,0,1
399,4139.73333332587,100,1,98,0,0,1,1,0.0010003,12.7023593466425,17.0707317073171,1,8.56670746634027,1,0,1
400,4149.77777777038,100,1,98,0,0,1,2,0.0010014,12.6902173913044,17.043795620438,1,8.55311355311356,1,0,1
401,4153.33333332595,100,1,97,1,0,1,1,0.0029976,12.6672694394213,17.002427184466,1,8.54268292682927,1,0,1
402,4173.37777777052,100,1,98,0,0,1,2,0.0009995,12.6927873044525,17.0261602098467,1,8.53374292071201,1,0,1
403,4179.822222215,100,1,97,1,0,1,5,0.0020006,12.6851049454789,17.005394310968,1,8.53361605423123,2,0,1
404,4183.42222221502,100,1,97,0,0,1,1,0.0009703,12.6425161524481,16.9683891491894,1,8.52528026260727,1,0,1
405,4199.86666665956,100,1,98,0,0,1,4,0.0009961,12.6591486694655,16.9803003787542,1,8.52087449645567,2,0,1
406,4203.46666665958,100,1,97,0,0,1,1,0.0010357,12.6266384548612,16.9566367739143,1,8.51917775267744,1,0,1
407,4223.51111110415,100,1,97,1,0,1,2,0.0029981,12.6434937611408,16.9688995215311,1,8.50479616306955,2,0,1
408,4243.55555554871,100,1,98,0,0,1,1,0.0010033,12.6451302545886,16.9909506762134,1,8.49547533810668,1,0,1
409,4249.9111111043,100,1,97,1,0,1,2,0.0029644,12.652978613957,16.9911427101708,1,8.50569718506761,1,0,1
410,4253.59999999321,100,1,96,0,0,1,1,0.0009975,12.6454318256311,16.9707101697899,1,8.50555831128755,1,0,1
411,4263.64444443772,100,1,96,1,0,1,4,0.0019998,12.6484098939929,16.9644549763033,1,8.50237529691212,2,0,1
412,4269.95555554886,100,1,92,0,0,1,2,0.0009998,12.6388461205938,16.9713111028305,1,8.51585361387578,2,0,1
413,4279.99999999337,100,1,92,0,0,1,1,0.0009997,12.6876964479101,17.0565730549734,1,8.55856446782098,1,0,1
414,4283.68888888228,100,1,92,0,0,1,4,0.0009997,12.6909603124132,17.0506784432657,1,8.56564815412284,2,0,1
415,4293.73333332678,100,1,92,0,0,1,5,0.0009994,12.7327941659666,17.1265048288705,1,8.60364511450336,2,0,1
416,4300.04444443793,100,1,92,0,0,1,3,0.0009994,12.7501009728935,17.1693397175966,1,8.63522739624706,2,0,1
417,4313.77777777135,100,1,92,0,0,1,2,0.0009675,12.7504332755633,17.1892523364486,1,8.6349765258216,1,0,1
418,4323.82222221585,100,1,93,0,0,1,1,0.0009991,12.771795042772,17.2076865611241,1,8.64414231232112,1,0,1
419,4333.86666666035,100,1,93,1,0,1,3,0.0019973,12.7819372481291,17.2110271317832,1,8.64572624610602,2,0,1
420,4340.08888888261,100,1,92,0,0,1,1,0.0010058,12.7573077428763,17.1972060292601,1,8.64876989336187,1,0,1
421,4370.13333332723,100,1,92,1,0,1,4,0.001998,12.9310792260618,17.4210372906666,1,8.72061194619695,2,0,1
422,4410.17777777192,100,1,91,0,0,1,1,0,13.1529990989136,17.7398417407981,1,8.81900284014416,1,0,1
423,4413.91111110527,100,1,92,0,0,1,2,0.0010002,13.1581667721855,17.7362386214943,1,8.82743986436755,1,0,1
424,4420.22222221642,100,1,91,0,0,1,1,0.001003,13.1623537110774,17.7313546544629,1,8.8352110821207,1,0,1
425,4430.26666666092,100,1,91,1,0,1,4,0.002,13.1981303236799,17.769042431193,1,8.85406000000015,3,0,1
426,4440.31111110543,100,1,92,0,0,1,3,0.0010017,13.2257281792742,17.8562462832306,1,8.89758224147296,3,0,1
427,4450.35555554993,100,1,92,0,0,1,3,0.0009997,13.2339598492185,17.9172104807913,1,8.92802979588917,2,0,1
428,4463.95555555001,100,1,92,0,0,1,1,0.0010009,13.2868415032682,18.0083614907622,1,8.96334545855397,1,0,1
429,4473.99999999451,100,1,93,1,0,1,2,0.0030001,13.3367030201344,18.0651704545457,1,8.99171380090509,2,0,1
430,4494.04444443908,100,1,94,0,0,1,2,0.0009998,13.4085607825985,18.1821300408025,1,9.02963890539852,1,0,1
431,4500.39999999467,100,1,93,1,0,1,3,0.0029955,13.4344776788477,18.2064527819678,1,9.05202714244068,2,0,1
432,4510.44444443917,100,1,93,0,0,1,4,0.0010086,13.4603123459359,18.2610558011455,1,9.07929037026652,2,0,1
433,4514.08888888364,100,1,93,0,0,1,2,0,13.4326928756424,18.243049108136,1,9.08062085651613,2,0,1
434,4520.48888888368,100,1,95,0,0,1,1,0.0010004,13.4089566179473,18.2301545030519,1,9.08445549144243,1,0,1
435,4524.13333332814,100,1,94,1,0,1,2,0.0030274,13.4127819031906,18.2245422272051,1,9.09188571961239,2,0,1
436,4544.17777777271,100,1,95,0,0,1,2,0.0010001,13.4638902531576,18.3133003890824,1,9.11586333398646,1,0,1
437,4554.22222221721,100,1,94,0,0,1,1,0.0009978,13.4713328430033,18.3125930834576,1,9.11560189043221,1,0,1
438,4584.26666666183,100,1,94,0,0,1,1,0.0009983,13.5425273224045,18.3985337787678,1,9.11803715967631,1,0,1
439,4604.3111111064,100,1,95,1,0,1,1,0.0019998,13.6062061220728,18.4742043124144,1,9.13559553910604,1,0,1
440,4610.53333332866,100,1,94,0,0,1,2,0.001003,13.6058735904343,18.4629592845804,1,9.14027951410075,1,0,1
441,4614.3555555509,100,1,95,0,0,1,4,0.001,13.5896750951605,18.4302452064897,1,9.13428819444448,2,0,1
442,4620.57777777316,100,1,94,1,0,1,3,0.0019997,13.5741496599922,18.4284813264795,1,9.1435947873989,1,0,1
443,4630.62222221766,100,1,94,0,0,1,1,0.001,13.6032068201861,18.4572145401644,1,9.15800590298865,1,0,1
444,4634.39999999546,100,1,94,0,0,1,3,0.0010004,13.595217556326,18.4357125983586,1,9.15747732778728,2,0,1
445,4650.66666666223,100,1,93,0,0,1,2,0.0010006,13.6299986412774,18.5021253485761,1,9.18059756142624,1,0,1
446,4674.44444444014,100,1,95,0,0,1,2,0.0011291,13.7020756172841,18.5892491963153,1,9.19403342285294,1,0,1
447,4680.71111110685,100,1,95,1,0,1,4,0.003969,13.6948325269379,18.5687576402367,1,9.19404432349018,2,0,1
448,4694.48888888471,100,1,94,1,0,1,3,0.0039974,13.6920648234847,18.5842187037712,1,9.19197886317992,2,0,1
449,4700.75555555141,100,1,94,0,0,1,2,0.0020311,13.6863981749953,18.595649694287,1,9.20774904130467,1,0,1
450,4704.53333332921,100,1,94,0,0,1,1,0.0010359,13.6874723898555,18.5864592539035,1,9.21328786671992,1,0,1
451,4710.79999999591,100,1,93,1,0,1,2,0.0029843,13.701190948225,18.594473429734,1,9.22733267941686,1,0,1
452,4724.57777777377,100,1,94,1,0,1,2,0.0049936,13.7438319830249,18.641741868984,1,9.24103478087753,1,0,1
453,4740.84444444054,100,1,93,0,0,1,3,0.0010031,13.7937021887086,18.6987902515036,1,9.25959303809785,1,0,1
454,4750.88888888504,100,1,94,0,0,1,1,0.0019979,13.8190024985304,18.7225195141379,1,9.27153522265615,1,0,1
455,4754.6222222184,100,1,94,0,0,1,1,0.0009688,13.81979503556,18.7130701017991,1,9.27690496535996,1,0,1
456,4770.9333333296,100,1,94,0,0,1,1,0.0019975,13.8848799495039,18.7906726511488,1,9.30566715597718,1,0,1
457,4784.66666666302,100,1,94,1,0,1,2,0.003992,13.8987729835879,18.7989814072888,1,9.30013033679825,1,0,1
458,4794.71111110752,100,1,93,0,0,1,1,0.0029966,13.94689426206,18.8535841410363,1,9.32735333559706,1,0,1
459,4804.75555555203,100,1,94,0,0,1,5,0.0009993,13.9782071971909,18.8854501493962,1,9.34332796864863,3,0,1
460,4810.97777777428,100,1,93,1,0,1,6,0.0040027,13.9453535808111,18.8898844682749,1,9.35555792277337,3,0,1
461,4814.79999999653,100,1,93,1,0,1,3,0.0040044,13.8917420155141,18.8656920168317,1,9.35357839489974,2,0,1
