#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;48.57;0.18;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.09,RP/0
60;51.18;0.43;PP/0.05,TA/0.03,IS/0,PS/0.01,RB/0.01,OB/0.09,RP/0
119.96;51.36;0.48;PP/0.06,TA/0.04,IS/0,PS/0.01,RB/0.01,OB/0.1,RP/0
179.96;51.46;0.51;PP/0.06,TA/0.04,IS/0,PS/0.02,RB/0.01,OB/0.11,RP/0
239.96;51.76;0.56;PP/0.07,TA/0.04,IS/0,PS/0.02,RB/0.01,OB/0.12,RP/0
299.96;52.09;0.59;PP/0.07,TA/0.04,IS/0,PS/0.02,RB/0.01,OB/0.12,RP/0
360;52.26;0.63;PP/0.07,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/0.13,RP/0
420;52.26;0.66;PP/0.07,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/0.14,RP/0
480;51.61;0.69;PP/0.07,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/0.15,RP/0
540;51.8;0.73;PP/0.07,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/0.15,RP/0
600;51.84;0.75;PP/0.07,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/0.16,RP/0
659.96;51.79;0.79;PP/0.08,TA/0.05,IS/0,PS/0.03,RB/0.01,OB/0.16,RP/0
719.96;51.91;0.81;PP/0.08,TA/0.05,IS/0,PS/0.03,RB/0.01,OB/0.17,RP/0
779.96;52.18;0.84;PP/0.08,TA/0.05,IS/0,PS/0.03,RB/0.01,OB/0.17,RP/0
839.96;52.05;0.87;PP/0.08,TA/0.05,IS/0,PS/0.03,RB/0.01,OB/0.18,RP/0
899.96;52.22;0.91;PP/0.08,TA/0.05,IS/0,PS/0.03,RB/0.01,OB/0.19,RP/0
959.96;52.4;0.94;PP/0.08,TA/0.05,IS/0,PS/0.03,RB/0.01,OB/0.2,RP/0
1019.96;52.43;0.97;PP/0.08,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/0.2,RP/0
1079.96;52.55;1;PP/0.09,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/0.21,RP/0
1139.96;52.62;1.03;PP/0.09,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/0.22,RP/0
1199.96;52.63;1.06;PP/0.09,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/0.22,RP/0
1259.96;52.84;1.1;PP/0.09,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/0.23,RP/0
1319.96;52.48;1.14;PP/0.09,TA/0.06,IS/0,PS/0.03,RB/0.01,OB/0.23,RP/0
1379.96;52.85;1.18;PP/0.09,TA/0.07,IS/0,PS/0.04,RB/0.01,OB/0.24,RP/0
1439.96;52.93;1.22;PP/0.09,TA/0.07,IS/0,PS/0.04,RB/0.01,OB/0.25,RP/0
1499.96;53.03;1.25;PP/0.09,TA/0.07,IS/0,PS/0.04,RB/0.01,OB/0.26,RP/0
1559.96;53.04;1.28;PP/0.09,TA/0.07,IS/0,PS/0.04,RB/0.01,OB/0.26,RP/0
1619.96;52.83;1.31;PP/0.1,TA/0.07,IS/0,PS/0.04,RB/0.01,OB/0.27,RP/0
1679.96;52.83;1.34;PP/0.1,TA/0.07,IS/0,PS/0.04,RB/0.01,OB/0.27,RP/0
1739.96;53.13;1.37;PP/0.1,TA/0.07,IS/0,PS/0.04,RB/0.01,OB/0.28,RP/0
1799.96;53.26;1.4;PP/0.1,TA/0.07,IS/0,PS/0.04,RB/0.01,OB/0.28,RP/0
1859.96;53.34;1.43;PP/0.1,TA/0.07,IS/0,PS/0.04,RB/0.01,OB/0.29,RP/0
1919.96;53.4;1.46;PP/0.1,TA/0.07,IS/0,PS/0.04,RB/0.01,OB/0.29,RP/0
1979.96;53.47;1.49;PP/0.1,TA/0.08,IS/0,PS/0.04,RB/0.01,OB/0.3,RP/0
2039.96;53.6;1.52;PP/0.1,TA/0.08,IS/0,PS/0.04,RB/0.01,OB/0.31,RP/0
2099.96;53.17;1.55;PP/0.11,TA/0.08,IS/0,PS/0.04,RB/0.01,OB/0.31,RP/0
2159.96;53.42;1.58;PP/0.11,TA/0.08,IS/0,PS/0.04,RB/0.01,OB/0.32,RP/0
2219.96;53.67;1.62;PP/0.11,TA/0.08,IS/0,PS/0.04,RB/0.01,OB/0.33,RP/0
2279.96;53.92;1.67;PP/0.12,TA/0.09,IS/0,PS/0.05,RB/0.01,OB/0.33,RP/0
2340;53.62;1.72;PP/0.13,TA/0.09,IS/0,PS/0.05,RB/0.01,OB/0.34,RP/0
2400;53.84;1.76;PP/0.13,TA/0.09,IS/0,PS/0.05,RB/0.01,OB/0.35,RP/0
2460;54.09;1.81;PP/0.14,TA/0.09,IS/0,PS/0.05,RB/0.01,OB/0.36,RP/0
2520;54.18;1.85;PP/0.14,TA/0.09,IS/0,PS/0.05,RB/0.01,OB/0.36,RP/0
2580;53.86;1.89;PP/0.14,TA/0.1,IS/0,PS/0.05,RB/0.01,OB/0.37,RP/0
2640;54.04;1.93;PP/0.14,TA/0.1,IS/0,PS/0.05,RB/0.01,OB/0.38,RP/0
2700;54.42;1.97;PP/0.15,TA/0.1,IS/0,PS/0.05,RB/0.01,OB/0.39,RP/0
2760;54.59;2.01;PP/0.15,TA/0.1,IS/0,PS/0.05,RB/0.01,OB/0.4,RP/0
2820;54.19;2.04;PP/0.15,TA/0.1,IS/0,PS/0.05,RB/0.01,OB/0.4,RP/0
2880;54.29;2.08;PP/0.15,TA/0.1,IS/0,PS/0.05,RB/0.01,OB/0.41,RP/0
2940;54.39;2.11;PP/0.16,TA/0.1,IS/0,PS/0.05,RB/0.01,OB/0.41,RP/0
3000;54.54;2.14;PP/0.16,TA/0.1,IS/0,PS/0.05,RB/0.01,OB/0.42,RP/0
3060;54.67;2.18;PP/0.16,TA/0.1,IS/0.01,PS/0.05,RB/0.01,OB/0.43,RP/0
3120;54.77;2.22;PP/0.16,TA/0.1,IS/0.01,PS/0.05,RB/0.01,OB/0.44,RP/0
3180;54.53;2.26;PP/0.16,TA/0.1,IS/0.01,PS/0.06,RB/0.01,OB/0.45,RP/0
3240;54.62;2.29;PP/0.16,TA/0.11,IS/0.01,PS/0.06,RB/0.01,OB/0.46,RP/0
3300;54.74;2.32;PP/0.16,TA/0.11,IS/0.01,PS/0.06,RB/0.01,OB/0.47,RP/0
3360;54.94;2.36;PP/0.16,TA/0.11,IS/0.01,PS/0.06,RB/0.01,OB/0.48,RP/0
3420;54.94;2.4;PP/0.17,TA/0.11,IS/0.01,PS/0.06,RB/0.01,OB/0.49,RP/0
3480;55.15;2.44;PP/0.17,TA/0.11,IS/0.01,PS/0.06,RB/0.01,OB/0.49,RP/0
3540;54.85;2.47;PP/0.18,TA/0.11,IS/0.01,PS/0.06,RB/0.01,OB/0.49,RP/0
3600;55.13;2.51;PP/0.18,TA/0.11,IS/0.01,PS/0.06,RB/0.01,OB/0.5,RP/0
3660;55.37;2.55;PP/0.19,TA/0.11,IS/0.01,PS/0.06,RB/0.01,OB/0.51,RP/0
3720;55.05;2.58;PP/0.19,TA/0.11,IS/0.01,PS/0.06,RB/0.01,OB/0.52,RP/0
3780;55.13;2.62;PP/0.19,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.52,RP/0
3840;55.23;2.65;PP/0.19,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.53,RP/0
3900;55.54;2.68;PP/0.19,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.54,RP/0
3960;55.56;2.7;PP/0.19,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.54,RP/0
4020;55.66;2.74;PP/0.2,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.55,RP/0
4080;55.66;2.77;PP/0.2,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.56,RP/0
4140;55.76;2.8;PP/0.2,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.57,RP/0
4200;55.25;2.84;PP/0.2,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.58,RP/0
4260;55.41;2.87;PP/0.2,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.59,RP/0
4320;55.66;2.92;PP/0.21,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.6,RP/0
4380;55.75;2.96;PP/0.22,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.6,RP/0
4440;55.17;3.01;PP/0.22,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.61,RP/0
4500;55.61;3.05;PP/0.23,TA/0.12,IS/0.01,PS/0.06,RB/0.01,OB/0.61,RP/0
4560;55.69;3.09;PP/0.23,TA/0.13,IS/0.01,PS/0.07,RB/0.01,OB/0.62,RP/0
4620;55.71;3.13;PP/0.23,TA/0.13,IS/0.01,PS/0.07,RB/0.01,OB/0.63,RP/0
4680;55.14;3.17;PP/0.24,TA/0.13,IS/0.01,PS/0.07,RB/0.01,OB/0.63,RP/0
4740;55.5;3.23;PP/0.24,TA/0.13,IS/0.01,PS/0.07,RB/0.01,OB/0.65,RP/0
4800;55.93;3.3;PP/0.26,TA/0.13,IS/0.01,PS/0.07,RB/0.01,OB/0.67,RP/0
4860;55.2;3.36;PP/0.27,TA/0.13,IS/0.01,PS/0.07,RB/0.01,OB/0.68,RP/0
4920;55.39;3.41;PP/0.27,TA/0.13,IS/0.01,PS/0.07,RB/0.01,OB/0.69,RP/0
4980;55.61;3.44;PP/0.28,TA/0.13,IS/0.01,PS/0.07,RB/0.01,OB/0.7,RP/0
5040;55.63;3.48;PP/0.28,TA/0.13,IS/0.01,PS/0.07,RB/0.01,OB/0.71,RP/0
5100;55.79;3.51;PP/0.29,TA/0.13,IS/0.01,PS/0.07,RB/0.01,OB/0.72,RP/0
5160;55.2;3.55;PP/0.29,TA/0.13,IS/0.01,PS/0.07,RB/0.01,OB/0.72,RP/0
5220;55.28;3.58;PP/0.29,TA/0.13,IS/0.01,PS/0.07,RB/0.01,OB/0.73,RP/0
5280;55.52;3.61;PP/0.29,TA/0.13,IS/0.01,PS/0.07,RB/0.01,OB/0.74,RP/0
5340;55.68;3.64;PP/0.29,TA/0.13,IS/0.01,PS/0.07,RB/0.01,OB/0.74,RP/0
5400;55.68;3.67;PP/0.29,TA/0.14,IS/0.01,PS/0.07,RB/0.01,OB/0.75,RP/0
5459.96;55.79;3.71;PP/0.29,TA/0.14,IS/0.01,PS/0.07,RB/0.01,OB/0.76,RP/0
5519.96;55.63;3.76;PP/0.32,TA/0.14,IS/0.01,PS/0.07,RB/0.01,OB/0.76,RP/0
5579.96;56.68;3.81;PP/0.32,TA/0.14,IS/0.01,PS/0.07,RB/0.01,OB/0.77,RP/0
5639.96;56.85;3.85;PP/0.32,TA/0.14,IS/0.01,PS/0.07,RB/0.01,OB/0.78,RP/0
5699.96;56.88;3.89;PP/0.33,TA/0.14,IS/0.01,PS/0.07,RB/0.01,OB/0.79,RP/0
5759.96;56.98;3.92;PP/0.33,TA/0.14,IS/0.01,PS/0.07,RB/0.01,OB/0.79,RP/0
5819.96;56.98;3.95;PP/0.33,TA/0.14,IS/0.01,PS/0.07,RB/0.01,OB/0.8,RP/0
5879.96;55.01;3.98;PP/0.33,TA/0.14,IS/0.01,PS/0.07,RB/0.01,OB/0.81,RP/0
5939.96;55.32;4.01;PP/0.33,TA/0.14,IS/0.01,PS/0.07,RB/0.01,OB/0.81,RP/0
5999.96;55.51;4.04;PP/0.33,TA/0.14,IS/0.01,PS/0.07,RB/0.01,OB/0.82,RP/0
6059.96;55.7;4.08;PP/0.33,TA/0.14,IS/0.01,PS/0.07,RB/0.01,OB/0.83,RP/0
6119.96;55.7;4.1;PP/0.33,TA/0.15,IS/0.01,PS/0.07,RB/0.01,OB/0.84,RP/0
6179.96;55.82;4.13;PP/0.34,TA/0.15,IS/0.01,PS/0.07,RB/0.01,OB/0.84,RP/0
6239.96;55.28;4.17;PP/0.34,TA/0.15,IS/0.01,PS/0.07,RB/0.01,OB/0.85,RP/0
6299.96;55.54;4.21;PP/0.34,TA/0.15,IS/0.01,PS/0.07,RB/0.01,OB/0.86,RP/0
6359.96;55.79;4.25;PP/0.35,TA/0.15,IS/0.01,PS/0.07,RB/0.01,OB/0.87,RP/0
6419.96;55.57;4.3;PP/0.37,TA/0.15,IS/0.01,PS/0.07,RB/0.01,OB/0.88,RP/0
6479.96;56.02;4.35;PP/0.37,TA/0.15,IS/0.01,PS/0.07,RB/0.01,OB/0.88,RP/0
6539.96;56.16;4.38;PP/0.38,TA/0.15,IS/0.01,PS/0.07,RB/0.01,OB/0.89,RP/0
6599.96;56.46;4.42;PP/0.38,TA/0.15,IS/0.01,PS/0.07,RB/0.01,OB/0.9,RP/0
6659.96;56.57;4.46;PP/0.38,TA/0.15,IS/0.01,PS/0.07,RB/0.01,OB/0.91,RP/0
6719.96;55.92;4.49;PP/0.38,TA/0.15,IS/0.01,PS/0.07,RB/0.01,OB/0.91,RP/0
6779.96;56.19;4.53;PP/0.38,TA/0.15,IS/0.01,PS/0.07,RB/0.01,OB/0.92,RP/0
6839.96;56.34;4.56;PP/0.39,TA/0.16,IS/0.01,PS/0.07,RB/0.01,OB/0.93,RP/0
6899.96;56.43;4.6;PP/0.39,TA/0.16,IS/0.01,PS/0.07,RB/0.01,OB/0.94,RP/0
6959.96;56.11;4.65;PP/0.39,TA/0.16,IS/0.01,PS/0.07,RB/0.01,OB/0.95,RP/0
7019.96;56.11;4.68;PP/0.39,TA/0.16,IS/0.01,PS/0.07,RB/0.01,OB/0.95,RP/0
7079.96;56.32;4.71;PP/0.4,TA/0.16,IS/0.01,PS/0.07,RB/0.01,OB/0.96,RP/0
7139.96;61.59;4.84;PP/0.49,TA/0.16,IS/0.01,PS/0.07,RB/0.01,OB/0.97,RP/0
7199.96;60.68;4.89;PP/0.49,TA/0.16,IS/0.01,PS/0.07,RB/0.01,OB/0.99,RP/0
7259.96;60.84;4.95;PP/0.49,TA/0.16,IS/0.01,PS/0.07,RB/0.01,OB/1,RP/0
7319.96;60.96;5;PP/0.49,TA/0.16,IS/0.01,PS/0.07,RB/0.01,OB/1,RP/0
7379.96;60.97;5.06;PP/0.5,TA/0.16,IS/0.01,PS/0.07,RB/0.01,OB/1.02,RP/0
7439.96;61;5.09;PP/0.5,TA/0.16,IS/0.01,PS/0.07,RB/0.01,OB/1.03,RP/0
7499.96;61.14;5.13;PP/0.51,TA/0.16,IS/0.01,PS/0.07,RB/0.01,OB/1.04,RP/0
7559.96;61.36;5.18;PP/0.52,TA/0.16,IS/0.01,PS/0.07,RB/0.01,OB/1.05,RP/0
7619.96;60.83;5.22;PP/0.52,TA/0.17,IS/0.01,PS/0.08,RB/0.01,OB/1.05,RP/0
7679.96;61.23;5.26;PP/0.52,TA/0.17,IS/0.01,PS/0.08,RB/0.01,OB/1.06,RP/0
7739.96;61.24;5.3;PP/0.53,TA/0.17,IS/0.01,PS/0.08,RB/0.01,OB/1.07,RP/0
7799.96;60.87;5.34;PP/0.53,TA/0.17,IS/0.01,PS/0.08,RB/0.01,OB/1.08,RP/0
7859.96;60.97;5.37;PP/0.53,TA/0.17,IS/0.01,PS/0.08,RB/0.01,OB/1.08,RP/0
7919.96;61.15;5.41;PP/0.54,TA/0.17,IS/0.01,PS/0.08,RB/0.01,OB/1.09,RP/0
7979.96;61.21;5.45;PP/0.54,TA/0.17,IS/0.01,PS/0.08,RB/0.01,OB/1.1,RP/0
