#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;66.7;2.44;PP/0,TA/0,IS/0.01,PS/0,RB/0,OB/2.35,RP/0
59.9;79.11;3.37;PP/0.38,TA/0.02,IS/0.02,PS/0,RB/0.01,OB/2.54,RP/0
119.97;110.96;10.47;PP/0.46,TA/4.73,IS/0.05,PS/4.71,RB/0.01,OB/4.69,RP/0
180;112.9;15.39;PP/0.55,TA/5.06,IS/0.07,PS/5.03,RB/0.01,OB/9.03,RP/0
239.94;128.91;23.4;PP/0.65,TA/10.05,IS/0.11,PS/10.02,RB/0.01,OB/11.74,RP/0
299.99;129.21;28.82;PP/0.78,TA/11.33,IS/0.15,PS/11.3,RB/0.01,OB/15.51,RP/0
360;134.31;36.29;PP/0.89,TA/15.52,IS/0.19,PS/15.48,RB/0.01,OB/18.46,RP/0
419.99;135.88;40.87;PP/1.33,TA/16,IS/0.23,PS/15.95,RB/0.01,OB/21.86,RP/0
479.99;135.71;45.05;PP/1.47,TA/16.85,IS/0.28,PS/16.8,RB/0.01,OB/24.84,RP/0
539.82;134.75;50.59;PP/1.67,TA/17.38,IS/0.31,PS/17.33,RB/0.01,OB/29.43,RP/0
599.97;133.17;54.22;PP/1.8,TA/17.8,IS/0.35,PS/17.74,RB/0.01,OB/32.29,RP/0
660;134.87;58.44;PP/1.93,TA/18.71,IS/0.38,PS/18.65,RB/0.01,OB/35.24,RP/0
719.95;134.39;64.08;PP/2.06,TA/19.07,IS/0.43,PS/19.01,RB/0.01,OB/40.17,RP/0
779.97;134.44;68.75;PP/2.18,TA/19.9,IS/0.47,PS/19.83,RB/0.01,OB/43.65,RP/0
839.99;135.84;73.21;PP/2.36,TA/20.4,IS/0.51,PS/20.33,RB/0.01,OB/47.2,RP/0
899.98;135.09;77.15;PP/2.49,TA/21.01,IS/0.54,PS/20.94,RB/0.01,OB/50.21,RP/0
959.96;136.05;82.04;PP/2.62,TA/21.66,IS/0.58,PS/21.58,RB/0.01,OB/54.09,RP/0
1019.97;135.15;86.05;PP/2.75,TA/22.15,IS/0.61,PS/22.07,RB/0.01,OB/57.29,RP/0
1079.96;135.13;90.85;PP/2.89,TA/22.55,IS/0.64,PS/22.46,RB/0.01,OB/61.35,RP/0
1139.88;131.66;96.26;PP/3.04,TA/23.68,IS/0.67,PS/23.59,RB/0.01,OB/65.24,RP/0
1199.99;132.62;101.24;PP/3.17,TA/23.95,IS/0.69,PS/23.85,RB/0.01,OB/69.63,RP/0
1259.8;131.77;105.65;PP/3.35,TA/24.57,IS/0.72,PS/24.47,RB/0.01,OB/73,RP/0
1319.93;132.2;111.22;PP/3.43,TA/25.05,IS/0.76,PS/24.94,RB/0.01,OB/77.81,RP/0
1379.98;131.62;115.01;PP/3.56,TA/25.83,IS/0.8,PS/25.72,RB/0.01,OB/80.5,RP/0
1439.98;133.55;120.21;PP/3.68,TA/26.39,IS/0.83,PS/26.28,RB/0.01,OB/84.77,RP/0
1499.89;138.98;125.15;PP/3.81,TA/27.12,IS/0.86,PS/27,RB/0.01,OB/88.64,RP/0
1559.78;141.39;130.06;PP/3.96,TA/27.63,IS/0.89,PS/27.51,RB/0.01,OB/92.69,RP/0
1619.92;139.59;134.62;PP/4.1,TA/28.13,IS/0.92,PS/28,RB/0.01,OB/96.4,RP/0
1679.98;139.89;139.48;PP/4.22,TA/28.67,IS/0.94,PS/28.54,RB/0.01,OB/100.42,RP/0
1739.98;139.5;144.57;PP/4.37,TA/29.27,IS/0.96,PS/29.14,RB/0.01,OB/104.56,RP/0
1800;137.76;148.53;PP/4.53,TA/29.65,IS/0.97,PS/29.51,RB/0.01,OB/107.79,RP/0
1859.96;219.07;195.81;PP/4.74,TA/30.29,IS/0.99,PS/30.15,RB/0.01,OB/153.91,RP/0
1919.84;227.46;239.08;PP/4.92,TA/31.23,IS/1,PS/31.08,RB/0.01,OB/195.76,RP/0
1979.89;226.41;242.63;PP/5.05,TA/31.62,IS/1,PS/31.46,RB/0.01,OB/198.59,RP/0
2039.9;4400.49;271.88;PP/5.25,TA/31.97,IS/1.02,PS/31.81,RB/0.01,OB/227.08,RP/0
2099.79;4442.3;277.38;PP/5.45,TA/32.3,IS/1.03,PS/32.14,RB/0.01,OB/231.85,RP/0
2159.96;4452.38;282.55;PP/5.62,TA/32.97,IS/1.04,PS/32.81,RB/0.01,OB/235.99,RP/0
2219.99;4474.42;286.81;PP/5.95,TA/33.37,IS/1.05,PS/33.21,RB/0.01,OB/239.34,RP/0
2279.98;4483.79;291.72;PP/6.09,TA/33.7,IS/1.05,PS/33.53,RB/0.01,OB/243.58,RP/0
2339.96;4493.51;296.87;PP/6.24,TA/33.94,IS/1.05,PS/33.77,RB/0.01,OB/248.16,RP/0
2399.96;4504.96;301.03;PP/6.42,TA/34.46,IS/1.06,PS/34.29,RB/0.01,OB/251.42,RP/0
2459.9;4557.68;306.47;PP/6.91,TA/34.77,IS/1.07,PS/34.6,RB/0.02,OB/255.85,RP/0
2519.74;4588.93;311.01;PP/7.16,TA/35.56,IS/1.08,PS/35.38,RB/0.02,OB/259.18,RP/0
2580;4599.88;316.63;PP/7.33,TA/36.08,IS/1.08,PS/35.89,RB/0.02,OB/263.9,RP/0
2639.96;4612.11;322.4;PP/7.53,TA/36.42,IS/1.08,PS/36.23,RB/0.02,OB/268.94,RP/0
2699.78;4634.22;325.97;PP/7.76,TA/36.99,IS/1.08,PS/36.8,RB/0.02,OB/271.52,RP/0
2759.98;4648.38;330.84;PP/7.88,TA/37.4,IS/1.08,PS/37.2,RB/0.02,OB/275.69,RP/0
2819.97;4660.45;335.92;PP/8.07,TA/37.8,IS/1.08,PS/37.6,RB/0.02,OB/280.01,RP/0
2880;4919.66;340.93;PP/8.17,TA/38.14,IS/1.08,PS/37.94,RB/0.02,OB/284.45,RP/0
2939.96;4924.3;345;PP/8.26,TA/38.32,IS/1.08,PS/38.11,RB/0.02,OB/288.11,RP/0
2999.94;4934.8;350.02;PP/8.37,TA/38.41,IS/1.08,PS/38.21,RB/0.02,OB/292.8,RP/0
3059.97;5042.82;354.18;PP/8.45,TA/38.53,IS/1.08,PS/38.32,RB/0.02,OB/296.63,RP/0
3119.97;5048.16;358.03;PP/8.51,TA/38.84,IS/1.08,PS/38.63,RB/0.02,OB/300.02,RP/0
3179.98;2276.61;363.81;PP/9.15,TA/39.13,IS/1.08,PS/38.92,RB/0.02,OB/304.73,RP/0
3239.98;2277.85;368.62;PP/9.2,TA/39.3,IS/1.09,PS/39.09,RB/0.02,OB/309.22,RP/0
3299.97;2296;372.71;PP/9.28,TA/39.45,IS/1.09,PS/39.24,RB/0.02,OB/312.99,RP/0
3359.94;440.05;376.77;PP/9.58,TA/39.81,IS/1.09,PS/39.6,RB/0.02,OB/316.25,RP/0
3419.75;441.23;380.26;PP/9.62,TA/39.94,IS/1.09,PS/39.72,RB/0.02,OB/319.51,RP/0
3479.86;444.41;384.98;PP/9.67,TA/40.09,IS/1.09,PS/39.87,RB/0.02,OB/323.91,RP/0
3539.93;448.91;390.28;PP/9.75,TA/40.26,IS/1.09,PS/40.05,RB/0.02,OB/328.82,RP/0
3599.95;394.39;394.77;PP/9.82,TA/40.37,IS/1.09,PS/40.16,RB/0.02,OB/333.04,RP/0
3659.97;394.44;398.22;PP/9.9,TA/40.52,IS/1.09,PS/40.31,RB/0.02,OB/336.16,RP/0
3719.82;404.28;403.63;PP/9.97,TA/40.67,IS/1.09,PS/40.45,RB/0.02,OB/341.24,RP/0
3779.96;407.49;408.15;PP/10.04,TA/40.93,IS/1.09,PS/40.72,RB/0.02,OB/345.31,RP/0
3839.96;414.46;411.76;PP/10.09,TA/41.1,IS/1.09,PS/40.88,RB/0.02,OB/348.61,RP/0
3899.82;417.06;415.98;PP/10.17,TA/41.23,IS/1.09,PS/41.01,RB/0.02,OB/352.5,RP/0
3959.98;420.63;421.17;PP/10.24,TA/41.33,IS/1.09,PS/41.1,RB/0.02,OB/357.43,RP/0
4019.99;434.79;425.97;PP/10.31,TA/41.48,IS/1.09,PS/41.26,RB/0.02,OB/361.88,RP/0
4079.78;438.68;431.05;PP/10.38,TA/41.67,IS/1.09,PS/41.44,RB/0.02,OB/366.6,RP/0
4139.84;427.31;436.4;PP/10.46,TA/41.81,IS/1.09,PS/41.58,RB/0.02,OB/371.61,RP/0
4199.98;427.31;440.22;PP/10.53,TA/42.08,IS/1.09,PS/41.85,RB/0.02,OB/374.95,RP/0
4260;428.11;445;PP/10.56,TA/42.22,IS/1.09,PS/41.99,RB/0.02,OB/379.46,RP/0
4319.99;510.63;451;PP/10.66,TA/42.35,IS/1.09,PS/42.12,RB/0.02,OB/385.11,RP/0
4379.96;513.76;455.94;PP/10.78,TA/42.47,IS/1.09,PS/42.24,RB/0.02,OB/389.67,RP/0
4439.93;416.41;460.23;PP/10.86,TA/42.61,IS/1.09,PS/42.37,RB/0.02,OB/393.65,RP/0
4499.85;426.27;464.8;PP/11.17,TA/42.73,IS/1.09,PS/42.49,RB/0.02,OB/397.68,RP/0
4559.69;428.75;469.04;PP/11.22,TA/42.73,IS/1.09,PS/42.5,RB/0.02,OB/401.76,RP/0
4619.94;4242.69;492.79;PP/11.3,TA/42.91,IS/1.09,PS/42.68,RB/0.02,OB/425.15,RP/0
4679.76;4244.41;496.98;PP/11.36,TA/43,IS/1.09,PS/42.76,RB/0.02,OB/429.1,RP/0
4739.82;4246.66;501.32;PP/11.4,TA/43.06,IS/1.09,PS/42.83,RB/0.02,OB/433.23,RP/0
4799.99;4250.11;506.11;PP/11.46,TA/43.16,IS/1.09,PS/42.93,RB/0.02,OB/437.76,RP/0
4859.98;4253.17;511.05;PP/11.54,TA/43.22,IS/1.09,PS/42.98,RB/0.02,OB/442.43,RP/0
4919.96;4255.2;515.51;PP/11.58,TA/43.28,IS/1.09,PS/43.04,RB/0.02,OB/446.7,RP/0
4979.93;4259.02;520.93;PP/11.68,TA/43.44,IS/1.09,PS/43.2,RB/0.02,OB/451.74,RP/0
5039.93;4263.37;526.72;PP/11.74,TA/43.68,IS/1.09,PS/43.44,RB/0.02,OB/457.11,RP/0
5099.99;4266.97;532;PP/11.81,TA/43.79,IS/1.09,PS/43.55,RB/0.02,OB/462.11,RP/0
5160;4269.97;536.85;PP/11.9,TA/43.88,IS/1.09,PS/43.64,RB/0.02,OB/466.67,RP/0
5219.98;4274.64;541.23;PP/11.97,TA/44.01,IS/1.09,PS/43.76,RB/0.02,OB/470.75,RP/0
5279.9;4277.84;546.89;PP/12.03,TA/44.13,IS/1.09,PS/43.89,RB/0.02,OB/476.13,RP/0
5339.94;4284.3;551.52;PP/12.13,TA/44.25,IS/1.09,PS/44,RB/0.02,OB/480.43,RP/0
5399.99;4286.39;557.59;PP/12.2,TA/44.32,IS/1.09,PS/44.07,RB/0.02,OB/486.24,RP/0
5459.99;1257.79;684.47;PP/12.44,TA/44.74,IS/1.1,PS/44.49,RB/0.02,OB/612.22,RP/0
5519.99;1265.86;707.71;PP/12.68,TA/45.39,IS/1.11,PS/45.14,RB/0.02,OB/634.36,RP/0
5579.98;1445.13;743.47;PP/12.75,TA/46.09,IS/1.11,PS/45.84,RB/0.02,OB/669.15,RP/0
5639.96;1571.6;775.29;PP/13.02,TA/47.32,IS/1.12,PS/47.06,RB/0.02,OB/699.23,RP/0
5699.99;671.04;811.08;PP/13.17,TA/47.71,IS/1.14,PS/47.44,RB/0.02,OB/734.2,RP/0
5759.86;1061.95;1134.32;PP/13.32,TA/48.12,IS/1.15,PS/47.85,RB/0.02,OB/1056.57,RP/0
5819.95;1061.78;1152.38;PP/13.47,TA/48.43,IS/1.17,PS/48.15,RB/0.02,OB/1073.95,RP/0
5879.98;1065.68;1172.75;PP/13.64,TA/48.65,IS/1.18,PS/48.38,RB/0.02,OB/1093.66,RP/0
5939.81;1064.25;1202.04;PP/13.76,TA/48.94,IS/1.2,PS/48.66,RB/0.02,OB/1122.28,RP/0
5999.96;883.87;1225.05;PP/13.94,TA/49.26,IS/1.21,PS/48.98,RB/0.02,OB/1144.53,RP/0
6060;882.82;1229.62;PP/14.1,TA/49.54,IS/1.23,PS/49.26,RB/0.02,OB/1148.46,RP/0
6119.85;699.71;1234.05;PP/14.35,TA/49.99,IS/1.24,PS/49.7,RB/0.02,OB/1152,RP/0
6179.96;710.35;1243.22;PP/14.56,TA/50.14,IS/1.24,PS/49.85,RB/0.02,OB/1160.62,RP/0
6239.79;750.14;1256.05;PP/14.71,TA/50.35,IS/1.26,PS/50.06,RB/0.02,OB/1172.85,RP/0
6299.97;750.63;1297.17;PP/14.89,TA/50.68,IS/1.27,PS/50.38,RB/0.02,OB/1213.19,RP/0
6359.89;820.92;1305.76;PP/15.12,TA/50.95,IS/1.29,PS/50.65,RB/0.02,OB/1221.05,RP/0
6419.97;880.82;1310.12;PP/15.28,TA/51.08,IS/1.3,PS/50.77,RB/0.02,OB/1224.88,RP/0
6479.96;790.3;1316.18;PP/15.45,TA/51.36,IS/1.31,PS/51.05,RB/0.02,OB/1230.29,RP/0
6539.96;810.33;1351.52;PP/15.61,TA/51.49,IS/1.32,PS/51.16,RB/0.02,OB/1265.08,RP/0
6599.96;816.78;1377.2;PP/15.77,TA/51.6,IS/1.32,PS/51.28,RB/0.02,OB/1290.22,RP/0
6659.98;817.48;1380.98;PP/15.92,TA/51.67,IS/1.34,PS/51.35,RB/0.02,OB/1293.58,RP/0
6719.95;816.23;1386.15;PP/16.12,TA/51.9,IS/1.37,PS/51.57,RB/0.02,OB/1298.13,RP/0
6779.99;827.19;1390.62;PP/16.24,TA/52.08,IS/1.39,PS/51.75,RB/0.02,OB/1302.1,RP/0
6839.96;855.63;1396.3;PP/16.39,TA/52.22,IS/1.42,PS/51.88,RB/0.02,OB/1307.25,RP/0
6899.96;854.38;1401.95;PP/16.57,TA/52.4,IS/1.45,PS/52.07,RB/0.02,OB/1312.31,RP/0
6959.97;854.74;1406.39;PP/16.72,TA/52.59,IS/1.48,PS/52.25,RB/0.02,OB/1316.22,RP/0
7019.89;864.89;1411.13;PP/16.85,TA/52.87,IS/1.51,PS/52.52,RB/0.02,OB/1320.33,RP/0
