#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;87.29;0.3;PP/0,TA/0,IS/0.01,PS/0,RB/0.01,OB/0.15,RP/0
59.99;99.79;3.07;PP/1.76,TA/0.54,IS/0.01,PS/0.44,RB/0.01,OB/0.15,RP/0
119.94;101.81;5.16;PP/2.88,TA/1.19,IS/0.01,PS/1.06,RB/0.01,OB/0.33,RP/0
179.8;107.71;6.95;PP/3.99,TA/1.4,IS/0.01,PS/1.25,RB/0.01,OB/0.56,RP/0
239.95;113.97;8.61;PP/4.95,TA/1.51,IS/0.01,PS/1.33,RB/0.01,OB/0.97,RP/0
299.97;118.91;10.1;PP/5.89,TA/1.64,IS/0.01,PS/1.44,RB/0.01,OB/1.23,RP/0
359.91;122.72;11.31;PP/6.64,TA/1.77,IS/0.01,PS/1.55,RB/0.01,OB/1.4,RP/0
419.62;127.13;12.86;PP/7.48,TA/1.87,IS/0.02,PS/1.64,RB/0.01,OB/1.82,RP/0
479.96;128.95;13.79;PP/7.96,TA/1.92,IS/0.02,PS/1.66,RB/0.01,OB/2.07,RP/0
540;131.75;15.05;PP/8.52,TA/1.99,IS/0.02,PS/1.71,RB/0.01,OB/2.55,RP/0
599.98;132.43;16.18;PP/9.08,TA/2.06,IS/0.02,PS/1.74,RB/0.01,OB/2.9,RP/0
659.95;132.5;17.15;PP/9.64,TA/2.11,IS/0.02,PS/1.79,RB/0.01,OB/3.09,RP/0
719.96;131.35;18.35;PP/10.09,TA/2.19,IS/0.03,PS/1.85,RB/0.01,OB/3.53,RP/0
779.95;131.75;19.4;PP/10.74,TA/2.23,IS/0.03,PS/1.88,RB/0.01,OB/3.74,RP/0
839.99;133.56;20.05;PP/10.92,TA/2.29,IS/0.03,PS/1.92,RB/0.01,OB/4.07,RP/0
899.9;133.6;21.03;PP/11.32,TA/2.31,IS/0.03,PS/1.93,RB/0.01,OB/4.47,RP/0
959.98;133.01;22.01;PP/11.88,TA/2.35,IS/0.03,PS/1.96,RB/0.01,OB/4.71,RP/0
1019.97;133.19;22.96;PP/12.25,TA/2.39,IS/0.03,PS/1.98,RB/0.01,OB/5.13,RP/0
1079.99;132.76;24.21;PP/12.92,TA/2.42,IS/0.04,PS/1.99,RB/0.01,OB/5.53,RP/0
1139.99;132.59;24.91;PP/13.27,TA/2.44,IS/0.04,PS/2.01,RB/0.01,OB/5.77,RP/0
1199.98;133.13;25.48;PP/13.48,TA/2.46,IS/0.04,PS/2.02,RB/0.01,OB/6.02,RP/0
1260;134.16;26.84;PP/14.11,TA/2.54,IS/0.04,PS/2.09,RB/0.01,OB/6.53,RP/0
1319.86;134;27.96;PP/14.63,TA/2.67,IS/0.04,PS/2.2,RB/0.01,OB/6.86,RP/0
1379.75;133.84;29.42;PP/15.33,TA/2.73,IS/0.04,PS/2.25,RB/0.01,OB/7.4,RP/0
1440;133.96;30.62;PP/15.96,TA/2.78,IS/0.04,PS/2.27,RB/0.01,OB/7.76,RP/0
1499.9;133.46;31.64;PP/16.43,TA/2.83,IS/0.04,PS/2.31,RB/0.01,OB/8.12,RP/0
1559.97;133.49;32.39;PP/16.63,TA/2.87,IS/0.04,PS/2.34,RB/0.01,OB/8.51,RP/0
1619.59;135.16;33.45;PP/17.13,TA/2.9,IS/0.04,PS/2.36,RB/0.01,OB/8.89,RP/0
1679.89;134.36;34.4;PP/17.52,TA/2.93,IS/0.04,PS/2.38,RB/0.01,OB/9.31,RP/0
1739.96;137.09;35.16;PP/17.8,TA/2.96,IS/0.04,PS/2.39,RB/0.01,OB/9.62,RP/0
1799.97;139.54;36.17;PP/18.22,TA/2.98,IS/0.04,PS/2.4,RB/0.01,OB/10.05,RP/0
1859.93;139.14;37.26;PP/18.7,TA/3.01,IS/0.04,PS/2.42,RB/0.01,OB/10.48,RP/0
1919.94;141.3;38.15;PP/19.18,TA/3.04,IS/0.04,PS/2.45,RB/0.01,OB/10.73,RP/0
1979.99;138.84;38.88;PP/19.37,TA/3.07,IS/0.04,PS/2.46,RB/0.01,OB/11.14,RP/0
2039.99;140.82;39.91;PP/19.83,TA/3.1,IS/0.04,PS/2.47,RB/0.01,OB/11.57,RP/0
2099.93;139.81;41.2;PP/20.47,TA/3.12,IS/0.04,PS/2.48,RB/0.01,OB/12.03,RP/0
2159.82;138.88;42.25;PP/21.02,TA/3.16,IS/0.04,PS/2.52,RB/0.01,OB/12.35,RP/0
2219.96;139.31;43.45;PP/21.49,TA/3.2,IS/0.05,PS/2.54,RB/0.01,OB/12.88,RP/0
2279.96;138.46;44.5;PP/21.97,TA/3.21,IS/0.05,PS/2.54,RB/0.01,OB/13.3,RP/0
2339.92;138.6;45.34;PP/22.29,TA/3.25,IS/0.05,PS/2.57,RB/0.01,OB/13.68,RP/0
2399.98;138.68;46.12;PP/22.53,TA/3.27,IS/0.05,PS/2.58,RB/0.01,OB/14.09,RP/0
2459.99;139.16;46.99;PP/22.88,TA/3.29,IS/0.05,PS/2.59,RB/0.01,OB/14.47,RP/0
2519.97;138.43;47.9;PP/23.16,TA/3.3,IS/0.06,PS/2.6,RB/0.01,OB/14.98,RP/0
2579.85;138.09;48.75;PP/23.33,TA/3.38,IS/0.06,PS/2.67,RB/0.01,OB/15.49,RP/0
2639.98;138.25;49.55;PP/23.67,TA/3.39,IS/0.07,PS/2.67,RB/0.01,OB/15.82,RP/0
2699.99;138.27;50.57;PP/24.14,TA/3.43,IS/0.07,PS/2.7,RB/0.01,OB/16.2,RP/0
2759.9;138.54;51.67;PP/24.62,TA/3.46,IS/0.07,PS/2.72,RB/0.01,OB/16.61,RP/0
2819.74;139.78;52.97;PP/25.4,TA/3.48,IS/0.08,PS/2.74,RB/0.01,OB/16.97,RP/0
2879.92;139.25;54.1;PP/26.05,TA/3.52,IS/0.08,PS/2.77,RB/0.01,OB/17.27,RP/0
2939.98;141.66;55.86;PP/26.96,TA/3.57,IS/0.08,PS/2.8,RB/0.01,OB/17.86,RP/0
2999.96;145.29;57.16;PP/27.79,TA/3.6,IS/0.09,PS/2.82,RB/0.01,OB/18.13,RP/0
3059.96;143.9;58.56;PP/28.39,TA/3.64,IS/0.09,PS/2.84,RB/0.01,OB/18.72,RP/0
3119.95;144.38;59.88;PP/29.33,TA/3.7,IS/0.1,PS/2.88,RB/0.01,OB/18.88,RP/0
3179.99;143.86;61.06;PP/29.82,TA/3.71,IS/0.1,PS/2.88,RB/0.01,OB/19.41,RP/0
3239.95;144.29;62.34;PP/30.41,TA/3.74,IS/0.1,PS/2.89,RB/0.01,OB/19.9,RP/0
3300;144.98;63.84;PP/31.15,TA/3.77,IS/0.1,PS/2.9,RB/0.01,OB/20.44,RP/0
3359.94;144.38;65.14;PP/31.83,TA/3.78,IS/0.11,PS/2.91,RB/0.01,OB/20.88,RP/0
3419.95;144.48;65.86;PP/32.13,TA/3.8,IS/0.11,PS/2.91,RB/0.01,OB/21.15,RP/0
3479.65;143.47;66.74;PP/32.45,TA/3.84,IS/0.11,PS/2.93,RB/0.01,OB/21.53,RP/0
3539.89;143.92;67.86;PP/32.84,TA/3.87,IS/0.11,PS/2.95,RB/0.01,OB/22.09,RP/0
3599.96;144.81;69.01;PP/33.34,TA/3.9,IS/0.11,PS/2.96,RB/0.01,OB/22.56,RP/0
3659.97;144.63;69.82;PP/33.78,TA/3.92,IS/0.11,PS/2.97,RB/0.01,OB/22.79,RP/0
3719.79;143.35;70.8;PP/34.33,TA/3.95,IS/0.12,PS/2.99,RB/0.01,OB/23.07,RP/0
3779.99;144.21;71.77;PP/34.8,TA/3.98,IS/0.12,PS/3.01,RB/0.01,OB/23.42,RP/0
3839.96;144.36;73.09;PP/35.46,TA/4.01,IS/0.13,PS/3.02,RB/0.01,OB/23.88,RP/0
3899.9;143.82;74.5;PP/36.32,TA/4.05,IS/0.13,PS/3.05,RB/0.01,OB/24.27,RP/0
3959.97;144.84;75.97;PP/37.2,TA/4.07,IS/0.13,PS/3.06,RB/0.01,OB/24.69,RP/0
4019.83;145.23;77.18;PP/37.81,TA/4.08,IS/0.13,PS/3.06,RB/0.01,OB/25.15,RP/0
4079.93;145.23;78.71;PP/38.6,TA/4.1,IS/0.13,PS/3.07,RB/0.01,OB/25.72,RP/0
4139.97;145.36;80.05;PP/39.36,TA/4.14,IS/0.14,PS/3.09,RB/0.01,OB/26.07,RP/0
4199.73;144.78;81.58;PP/40.26,TA/4.16,IS/0.14,PS/3.1,RB/0.01,OB/26.49,RP/0
4259.98;147.45;83.52;PP/41.43,TA/4.2,IS/0.14,PS/3.11,RB/0.01,OB/27,RP/0
4319.98;148.09;84.48;PP/41.97,TA/4.22,IS/0.14,PS/3.13,RB/0.01,OB/27.26,RP/0
4379.99;144.5;85.61;PP/42.39,TA/4.25,IS/0.14,PS/3.13,RB/0.01,OB/27.81,RP/0
4439.86;143.33;86.84;PP/42.98,TA/4.27,IS/0.14,PS/3.14,RB/0.01,OB/28.25,RP/0
4499.98;143.96;87.83;PP/43.43,TA/4.29,IS/0.14,PS/3.15,RB/0.01,OB/28.62,RP/0
4559.75;144.88;88.51;PP/43.71,TA/4.3,IS/0.15,PS/3.15,RB/0.01,OB/28.92,RP/0
4619.96;143.5;89.64;PP/44.09,TA/4.31,IS/0.15,PS/3.15,RB/0.01,OB/29.53,RP/0
4679.95;144.96;90.62;PP/44.55,TA/4.34,IS/0.15,PS/3.16,RB/0.01,OB/29.89,RP/0
4739.99;147.44;91.86;PP/45.16,TA/4.38,IS/0.15,PS/3.18,RB/0.01,OB/30.35,RP/0
4799.73;144.12;92.73;PP/45.36,TA/4.4,IS/0.16,PS/3.2,RB/0.01,OB/30.88,RP/0
4859.97;144.26;93.78;PP/45.76,TA/4.42,IS/0.16,PS/3.2,RB/0.01,OB/31.38,RP/0
4919.97;144.6;94.75;PP/46.19,TA/4.45,IS/0.17,PS/3.23,RB/0.01,OB/31.76,RP/0
4979.93;151.95;96.12;PP/46.94,TA/4.5,IS/0.17,PS/3.26,RB/0.01,OB/32.2,RP/0
5040;152.99;97.51;PP/47.69,TA/4.54,IS/0.17,PS/3.28,RB/0.01,OB/32.62,RP/0
5099.91;155.51;99;PP/48.47,TA/4.57,IS/0.18,PS/3.3,RB/0.01,OB/33.14,RP/0
5159.94;148.61;100.09;PP/49.14,TA/4.6,IS/0.18,PS/3.33,RB/0.01,OB/33.4,RP/0
5219.97;148.49;101.69;PP/50.01,TA/4.62,IS/0.19,PS/3.33,RB/0.01,OB/33.97,RP/0
5279.98;148.53;103.25;PP/51,TA/4.65,IS/0.19,PS/3.35,RB/0.01,OB/34.33,RP/0
5339.96;150;104.74;PP/51.92,TA/4.67,IS/0.2,PS/3.35,RB/0.01,OB/34.71,RP/0
5399.91;148.98;106.47;PP/52.77,TA/4.7,IS/0.2,PS/3.36,RB/0.01,OB/35.39,RP/0
5459.82;149.07;107.58;PP/53.44,TA/4.72,IS/0.2,PS/3.36,RB/0.01,OB/35.65,RP/0
5519.99;148.33;108.74;PP/53.89,TA/4.76,IS/0.2,PS/3.37,RB/0.01,OB/36.19,RP/0
5579.86;148.23;110.67;PP/54.94,TA/4.81,IS/0.21,PS/3.39,RB/0.01,OB/36.82,RP/0
