#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;337;0;0;0;0;0;0;0;0;0
599.98;0.75;372;0;0;0;0;0;0;0;0;0
1199.98;0.71;372;0;0;0;0;0;0;0;0;0
1799.97;0.7;382;0;0;0;0;0;0;0;0;0
2399.98;0.65;382;0;0;0;0;0;0;0;0;0
2999.96;0.68;410;0;0;0;0;0;0;0;0;0
3599.96;0.67;421;0;0;0;0;0;0;0;0;0
4199.73;0.67;435;0;0;0;0;0;0;0;0;0
4799.73;0.63;435;0;0;0;0;0;0;0;0;0
5399.91;0.69;456;0;0;0;0;0;0;0;0;0
5999.78;0.66;456;0;0;0;0;0;0;0;0;0
6599.91;0.66;471;0;0;0;0;0;0;0;0;0
7199.99;0.63;475;0;0;0;0;0;0;0;0;0
