idx;src_id;dest_id;path_nodes;path_len_m;expected_sec;actual_sec;abs_err_sec;rel_err_pct
38;713;60;37;36;34.2916666666667;59.9187950974761;25.6271284308094;74.7328168091648
39;889;28;32;31;30.9583333333333;47.2722222222224;16.313888888889;52.6962763571112
40;698;76;14;13;16.8333333333333;67.0145382358574;50.1812049025241;298.106167737767
41;391;92;59;58;46.375;71.5632395419206;25.1882395419206;54.3142631631711
42;816;12;43;42;37.8333333333333;82.9965728752538;45.1632395419205;119.374201432389
43;604;60;27;26;29.7450937914129;74.0405555555555;44.2954617641426;148.916867012638
44;258;28;53;52;44.3333333333333;48.1787950974759;3.84546176414253;8.6739739040809
45;833;76;56;55;51.2034271247462;94.6000000000002;43.396572875254;84.7532583503201
46;612;60;41;40;41.2083333333333;71.738888888889;30.5305555555556;74.088304684867
47;720;44;36;35;37.875;106.259350653032;68.3843506530315;180.552740998103
48;594;92;52;51;43.6666666666667;63.9111111111112;20.2444444444445;46.3613231552165
49;881;12;46;45;40.9166666666667;86.4784271247464;45.5617604580797;111.352571384309
50;918;44;48;47;41.7916666666667;117.883701306063;76.0920346393964;182.07465915708
51;611;28;32;31;26.875;57.6409235282854;30.7659235282854;114.477854988969
52;369;60;25;24;21.5833333333333;55.4745382358575;33.8912049025242;157.024887579262
53;276;92;51;50;46.3700937914129;100.67;54.299906208587;117.101135168812
54;569;60;23;22;25.5833333333333;64.5327777777777;38.9494444444443;152.245385450597
55;874;44;41;40;33.5;118.942316013635;85.442316013635;255.05168959294
56;258;60;23;22;25.1200937914129;36.1305555555555;11.0104617641427;43.8312924130344
57;706;76;24;23;25;126.473427124746;101.473427124746;405.893708498984
58;794;60;50;49;42.3333333333333;61.1225901949516;18.7892568616182;44.3840713266572
59;417;12;22;21;20.2083333333333;138.190649346968;117.982316013635;583.83001738706
60;731;92;47;46;37.5;122.142316013635;84.6423160136349;225.712842703026
61;592;44;30;29;31.75;110.544444444444;78.7944444444442;248.171478565178
62;295;60;19;18;18.8333333333333;20.1188888888892;1.28555555555583;6.82595870206634
63;526;28;26;25;30.5833333333333;112.686392485349;82.103059152016;268.456869161905
64;922;44;30;29;27.0367604580795;69.1138888888886;42.0771284308091;155.629327322886
65;604;92;31;30;32.4117604580795;122.619444444444;90.2076839863646;278.317754763851
66;407;12;32;31;26.25;150.029163070206;123.779163070206;471.539668838879
67;596;28;47;46;36.25;153.802496403539;117.552496403539;324.282748699419
68;316;60;40;39;32.2083333333333;67.2695382358572;35.0612049025239;108.857557265275
69;494;28;52;51;45.7867604580795;146.802777777777;101.016017319698;220.622765858667
70;317;76;47;46;41.5833333333333;223.183333333333;181.6;436.713426853706
71;587;60;41;40;36.9583333333333;68.1229581676817;31.1646248343484;84.323674861822
72;797;12;29;28;29.7450937914129;152.302777777777;122.557683986364;412.02655081809
73;391;28;17;16;18.8333333333333;113.846666666666;95.013333333333;504.495575221237
74;392;44;55;54;46.9166666666667;134.424350653031;87.5076839863642;186.517266045536
75;609;12;40;39;35.8333333333333;129.288333333333;93.4549999999995;260.804651162789
76;924;92;38;37;34.3333333333333;150.60287156919;116.269538235857;338.649140492786
77;820;76;37;36;36.4117604580795;192.440649346968;156.028888888888;428.51234580795
78;267;44;50;49;42.3333333333333;108.61323954192;66.2799062085865;156.566707579338
79;821;60;58;57;51.9166666666667;97.3388888888881;45.4222222222214;87.4906367041182
80;288;44;29;28;28.9583333333333;67.2968542494921;38.3385209161587;132.392014674505
81;390;92;58;57;48.4583333333333;140.215649346968;91.7573160136348;189.353016709134
82;268;28;43;42;38.2916666666667;94.9809307212055;56.6892640545388;148.045956181603
83;302;76;32;31;30.9583333333333;217.094444444444;186.136111111111;601.24719605204
84;418;28;23;22;25.5833333333333;82.6676839863652;57.0843506530319;223.131012324554
85;935;60;61;60;49.6666666666667;105.287128430809;55.6204617641425;111.98750690767
86;467;12;40;39;32.2083333333333;112.420461764142;80.2121284308092;249.041537171982
87;305;44;45;44;41.75;121.911479083841;80.1614790838408;192.003542715786
88;284;28;27;26;27;79.6388888888885;52.6388888888885;194.958847736624
89;526;92;52;51;44.9166666666667;122.57463202727;77.6579653606032;172.893429374256
90;698;44;52;51;45.7867604580795;48.6843506530317;2.89759019495217;6.32844552871366
91;833;92;54;53;45.7867604580795;110.115555555555;64.3287950974759;140.496498232
92;905;76;25;24;25.6666666666667;175.706572875253;150.039906208587;584.571063150338
93;874;60;37;36;39.1666666666667;113.923888888889;74.7572222222223;190.869503546099
94;601;76;24;23;27.75;119.71;91.9600000000003;331.387387387389
95;359;92;27;26;27;85.0728715691904;58.0728715691904;215.08470951552
96;902;28;56;55;44.375;79.2547258186828;34.8797258186828;78.6021990280176
97;689;44;24;23;25.625;70.7700937914125;45.1450937914125;176.175975771366
98;830;60;53;52;47.7083333333333;112.761760458079;65.0534271247462;136.356528471084
99;567;76;19;18;18.8333333333333;99.870093791413;81.0367604580797;430.283683848211
100;470;12;37;36;30.2083333333333;150.162777777778;119.954444444445;397.090574712645
101;833;28;20;19;22.9583333333333;68.7339826803025;45.7756493469692;199.385768480447
102;462;76;23;22;25.1200937914129;71.0723160136358;45.952222222223;182.930137935757
103;929;92;43;42;38.2916666666667;97.2839826803026;58.992316013636;154.060455313086
104;274;60;39;38;37.2867604580795;119.992965360604;82.7062049025249;221.811184148082
105;584;92;42;41;37.7916666666667;102.465187582827;64.6735209161603;171.131698124349
106;728;28;20;19;20.9950937914129;97.9818542494933;76.9867604580804;366.689290473989
107;397;44;50;49;42.9583333333333;121.18676045808;78.2284271247469;182.103031134231
108;488;44;27;26;27;115.970093791414;88.9700937914142;329.518865894127
109;672;60;29;28;30.4583333333333;107.340093791415;76.8817604580812;252.416176606559
110;516;92;42;41;38.4166666666667;108.236111111113;69.819444444446;181.742588575564
111;669;60;28;27;30.4117604580795;101.347871569192;70.9361111111128;233.252235459678
112;497;12;53;52;47.25;221.802871569193;174.552871569193;369.424066813107
113;669;44;44;43;38.9583333333333;152.245093791415;113.286760458081;290.789545560851
114;302;60;26;25;22.875;96.4611111111126;73.5861111111126;321.687917425629
115;268;28;43;42;38.2916666666667;130.976204902526;92.6845382358594;242.048848494083
116;875;12;52;51;44.2916666666667;222.616666666667;178.325;402.615239887113
117;419;28;22;21;24.2916666666667;103.87277777778;79.5811111111131;327.606632361358
118;724;76;42;41;37.625;186.409812417175;148.784812417175;395.441361906113
119;307;92;43;42;38.4583333333333;147.910461764143;109.45212843081;284.599250524317
120;575;44;37;36;36.4117604580795;165.263239541921;128.851479083842;353.873247167456
121;282;12;23;22;24.3333333333333;211.520743138384;187.187409805051;769.263327965962
122;582;28;34;33;34.4166666666667;121.281854249495;86.865187582828;252.392796850832
123;322;60;46;45;36.8333333333333;127.389444444447;90.5561111111133;245.85369532429
124;298;60;22;21;20.8333333333333;83.2677777777789;62.4344444444455;299.685333333338
125;282;44;35;34;32.3333333333333;151.459538235859;119.126204902526;368.431561554204
126;267;60;30;29;29.3284271247462;91.5524026121232;62.223975487377;212.162674877559
127;692;76;47;46;38.375;213.363520916162;174.988520916162;455.996145709869
128;379;92;47;46;40.9583333333333;187.690093791416;146.731760458082;358.246414139774
129;573;60;27;26;28.25;62.5663924853524;34.3163924853524;121.473955700362
130;494;28;52;51;46.4117604580795;198.371298693939;151.95953823586;327.416018560887
131;390;44;38;37;39.2083333333333;194.372503596464;155.164170263131;395.742835952725
132;833;12;26;25;26.9583333333333;210.430093791416;183.471760458082;680.575309272639
133;269;92;42;41;35.6666666666667;215.012871569194;179.346204902527;502.839826829514
134;833;60;62;61;55.2034271247462;113.505836929797;58.3024098050509;105.613750525491
135;358;76;20;19;22.9583333333333;222.52953823586;199.571204902527;869.275665637141
136;669;12;48;47;42.25;217.083614707576;174.833614707576;413.807372088936
137;276;60;39;38;37.9117604580795;97.7341702631304;59.8224098050509;157.793806149411
138;385;28;31;30;33.9166666666667;184.290743138384;150.374076471717;443.363370432581
139;279;44;36;35;35.125;177.024076471717;141.899076471717;403.98313586254
140;471;92;40;39;35.8333333333333;249.021854249496;213.188520916162;594.944709533476
141;674;60;29;28;31.7083333333333;77.22;45.5116666666667;143.532194480946
142;477;92;50;49;47.2034271247462;202.394076471717;155.190649346971;328.769877104142
143;292;28;58;57;52.5416666666667;196.937871569193;144.396204902526;274.822277371977
144;296;44;56;55;51.8284271247462;191.362871569194;139.534444444448;269.223768085034
145;264;76;35;34;35.2450937914129;258.975836929798;223.730743138386;634.785495145697
146;597;60;32;31;34.5833333333333;94.5095382358588;59.9262049025255;173.28059248923
147;306;28;40;39;40.5367604580795;149.90240980505;109.365649346971;269.79375784128
148;359;44;63;62;55.875;196.288520916162;140.413520916162;251.299366292908
149;263;76;32;31;30.6617604580795;268.188520916163;237.526760458084;774.667719366043
150;730;12;30;29;29.1666666666667;216.634264054545;187.467597387878;642.746048187011
151;629;92;52;51;42.3333333333333;187.170375165656;144.837041832323;342.134744485801
152;766;92;14;13;14.25;148.772323206563;134.522323206563;944.01630320395
153;935;12;27;26;25.2083333333333;186.035743138384;160.827409805051;637.993030631605
154;385;92;53;52;44.9583333333333;193.296854249495;148.338520916162;329.94666376162
155;279;60;40;39;34.3284271247462;132.267871569192;97.9394444444461;285.301287147656
156;801;92;26;25;31.2083333333333;140.345000000002;109.136666666668;349.703604806413
157;407;44;40;39;36.2916666666667;203.990649346971;167.698982680304;462.086749061688
158;369;76;31;30;30.2916666666667;224.306486276767;194.014819610101;640.489088121377
159;472;60;35;34;37.2034271247462;139.683239541922;102.479812417176;275.457989592067
160;886;28;35;34;31.625;183.689639220199;152.064639220199;480.836803858336
161;471;44;44;43;38.9583333333333;209.431204902526;170.472871569193;437.577424348731
162;358;12;54;53;45.7867604580795;251.636118304038;205.849357845958;449.582708596354
163;564;60;18;17;21.625;107.278708498986;85.6537084989864;396.08651329011
164;385;92;53;52;44.3333333333333;110.301854249494;65.9685209161602;148.801174998858
165;811;28;42;41;37.7916666666667;229.65593072121;191.864264054543;507.689342591955
166;311;44;47;46;45.8284271247462;190.106760458082;144.278333333335;314.822790973397
167;409;12;30;29;25.5416666666667;213.63453823586;188.092871569193;736.415810385095
168;425;60;54;53;45.7867604580795;109.391666666668;63.6049062085883;138.915497781989
169;361;92;29;28;27.625;83.4485209161602;55.8235209161602;202.076093814155
170;525;28;25;24;31.1617604580795;155.735281374241;124.573520916162;399.764066872103
171;609;44;36;35;33.625;157.601204902526;123.976204902526;368.702468111603
172;723;92;39;38;31.5416666666667;113.754725818685;82.2130591520178;260.649064682751
173;583;28;35;34;37.8284271247462;133.567316013637;95.7388888888908;253.087152085849
174;728;12;26;25;25;161.50805915202;136.50805915202;546.032236608078
175;779;60;35;34;32.9583333333333;106.693614707574;73.7352813742403;223.722724776456
176;298;44;54;53;48.3700937914129;137.854076471716;89.4839826803034;184.998571774921
177;466;12;41;40;33.5;160.498520916161;126.998520916161;379.100062436301
178;584;44;42;41;41.875;116.17852091616;74.3035209161602;177.44124397889
179;802;76;31;30;33.9117604580795;312.761486276766;278.849725818687;822.280300556471
180;768;92;16;15;16.2083333333333;112.057503596462;95.8491702631291;591.35734866712
181;808;76;27;26;29.7450937914129;320.968246734847;291.223152943434;979.062816159306
182;871;28;50;49;43.5833333333333;144.536204902525;100.952871569192;231.631827692219
183;587;76;39;38;31.5416666666667;249.407503596465;217.865836929798;690.723921573996
184;801;28;52;51;43.6666666666667;146.350649346971;102.683982680304;235.154158809856
185;703;92;19;18;18.8333333333333;150.106854249495;131.273520916162;697.027544687584
186;365;44;57;56;51.875;176.487041832321;124.612041832321;240.215984255076
187;463;76;20;19;20.9950937914129;247.24629869394;226.251204902527;1077.63845758606
188;698;12;56;55;44.375;193.323152943432;148.948152943432;335.657809449988
189;935;60;61;60;50.2916666666667;220.507965360606;170.21629869394;338.458257552158
190;492;28;17;16;20.9534271247462;117.36564934697;96.412222222224;460.126267880829
191;490;44;25;24;25.6666666666667;166.492597387877;140.82593072121;548.672457355364
192;766;60;22;21;21.5416666666667;175.757965360606;154.21629869394;715.897711538598
193;724;60;48;47;41.625;152.926760458081;111.301760458081;267.391616716111
194;399;92;40;39;41.3284271247462;217.023152943432;175.694725818686;425.118345995523
195;682;60;39;38;37.125;156.213520916161;119.088520916161;320.777160716932
196;805;28;48;47;41.625;163.060743138384;121.435743138384;291.737521053174
197;805;76;30;29;31.75;294.600281374242;262.850281374242;827.874901966116
198;584;44;42;41;41.875;206.460743138384;164.585743138384;393.040580628976
199;698;44;52;51;46.4117604580795;183.625743138384;137.213982680305;295.644856661364
200;485;12;22;21;20.8333333333333;162.434076471718;141.600743138384;679.683567064244
201;517;28;27;26;25.6666666666667;178.211204902527;152.54453823586;594.329369750104
202;379;44;47;46;45.2034271247462;139.559076471717;94.3556493469708;208.735609993864
203;933;92;47;46;40.9583333333333;244.127041832322;203.168708498988;496.037538552972
204;392;12;47;46;36.25;209.476392485353;173.226392485353;477.865910304422
205;520;60;42;41;37;166.309076471717;129.309076471717;349.4839904641
206;395;28;46;45;40.9166666666667;135.814444444447;94.8977777777798;231.929395790908
207;881;12;46;45;40.9166666666667;212.852409805051;171.935743138384;420.209555531692
208;494;44;56;55;51.8284271247462;169.503520916162;117.675093791416;227.047395260873
209;565;60;19;18;22.9166666666667;84.5594444444466;61.64277777778;268.986666666676
210;604;92;31;30;32.4117604580795;220.32342712475;187.911666666671;579.76383883779
211;526;76;46;45;36.2083333333333;275.729632027275;239.521298693941;661.508765092589
212;517;60;39;38;35.625;107.171111111114;71.5461111111135;200.831189083827
213;399;12;40;39;31.5833333333333;208.947965360607;177.364632027274;561.576671326461
214;901;92;52;51;46.4117604580795;251.734076471719;205.32231601364;442.39286333276
215;923;44;33;32;31.7867604580795;170.812222222225;139.025461764146;437.369079958598
216;470;12;37;36;30.8333333333333;136.813520916162;105.980187582829;343.719527295661
217;674;28;37;36;30.2083333333333;195.198708498988;164.990375165654;546.175035031132
218;584;76;36;35;28.9166666666667;243.993708498989;215.077041832322;743.782277229932
219;493;60;52;51;45.7867604580795;107.00240980505;61.2156493469703;133.697271295306
220;312;92;48;47;41.625;236.832503596465;195.207503596465;468.966975607123
221;311;76;41;40;37.125;233.030187582829;195.905187582829;527.690740963849
222;494;28;52;51;45.7867604580795;153.405093791416;107.618333333336;235.04247135341
223;386;76;48;47;41.625;231.89342712475;190.26842712475;457.101326425827
224;805;12;54;53;45.7916666666667;60.1149062085881;14.3232395419214;31.2791400369531
225;607;76;36;35;37.875;120.981760458082;83.1067604580819;219.423789988335
226;403;92;40;39;37.0833333333333;230.641760458083;193.55842712475;521.955309100449
227;930;60;56;55;46.9583333333333;126.201017319701;79.2426839863676;168.751057291288
228;825;28;28;27;28.2916666666667;119.118333333336;90.8266666666694;321.036818851262
229;397;44;50;49;43.5833333333333;197.897222222226;154.313888888893;354.066284257498
230;811;12;48;47;41.625;95.3683333333347;53.7433333333347;129.113113113116
231;371;92;39;38;33.6666666666667;173.277777777781;139.611111111115;414.686468646876
232;627;44;18;17;22.25;139.305461764145;117.055461764145;526.091962984922
233;935;76;55;54;45.6666666666667;88.2211111111142;42.5544444444475;93.1849148418559
234;475;92;36;35;31.6666666666667;138.5110173197;106.844350653034;337.403212588527
235;395;28;46;45;40.9166666666667;181.535000000003;140.618333333337;343.670061099804
236;497;60;19;18;22.9166666666667;147.055093791415;124.138427124748;541.694954726173
237;584;76;36;35;29.5416666666667;76.5611111111123;47.0194444444456;159.163140573582
238;613;60;40;39;39.9117604580795;179.435000000003;139.523239541923;349.579266713801
239;256;28;55;54;45.6666666666667;161.3260173197;115.659350653033;253.268651065036
240;776;12;48;47;39.6666666666667;129.703145750511;90.0364790838447;226.98272037944
241;603;76;28;27;27.8284271247462;74.1000000000015;46.2715728752553;166.274481370558
242;467;92;40;39;40.7034271247462;159.211479083843;118.508051959097;291.150058681542
243;420;44;27;26;27.625;178.959350653035;151.334350653035;547.816653947638
244;462;12;45;44;35.5416666666667;129.075649346971;93.5339826803041;263.167125946928
245;415;60;44;43;41.0833333333333;185.266111111116;144.182777777783;350.951994590952
246;788;76;38;37;35.5833333333333;134.486204902528;98.9028715691947;277.947180053943
247;593;12;23;22;24.4950937914129;130.747503596464;106.252409805051;433.77016928304
248;723;60;47;46;40.9583333333333;116.944725818686;75.9863924853529;185.521202405745
249;269;44;46;45;43.0416666666667;181.0398196101;137.998152943433;320.615263372933
250;361;92;29;28;27;151.42018758283;124.42018758283;460.815509566036
251;729;28;23;22;25.7450937914129;170.777871569195;145.032777777782;563.341423235199
252;593;60;47;46;40.9583333333333;98.3836147075747;57.4252813742414;140.204145776378
253;703;60;27;26;27.625;82.9801875828282;55.3551875828282;200.3807695306
254;468;28;41;40;36.9583333333333;201.820375165656;164.862041832322;446.075423221616
255;687;44;26;25;27.5833333333333;162.797503596464;135.214170263131;490.20242995697
256;283;76;52;51;44.4534271247462;200.345281374243;155.891854249497;350.685794847784
257;526;12;24;23;25.1666666666667;149.581392485353;124.414725818687;494.363148948424
258;306;92;42;41;38.4166666666667;211.841948040909;173.425281374243;451.432402709525
259;273;60;36;35;33.9534271247462;135.53629869394;101.582871569194;299.18296964832
260;786;92;34;33;28.8333333333333;206.273708498989;177.440375165655;615.400145083198
261;391;28;17;16;18.8333333333333;210.317503596465;191.484170263131;1016.73010759185
262;933;60;59;58;48.9583333333333;77.1569480409071;28.1986147075737;57.5971704665336
263;808;44;39;38;31.5416666666667;195.53917026313;163.997503596464;519.939245219965
264;567;28;45;44;37.0367604580795;196.22453823586;159.187777777781;429.810209664421
265;584;76;36;35;29.5416666666667;209.519632027273;179.977965360607;609.234297412491
266;281;12;24;23;25;166.053059152019;141.053059152019;564.212236608077
267;692;60;49;48;43.7916666666667;82.1650937914139;38.3734271247473;87.6272360603172
268;597;12;52;51;43.6666666666667;186.509725818686;142.843059152019;327.121509508441
269;672;60;29;28;31.7083333333333;77.6144444444449;45.9061111111115;144.7761717039
270;909;28;65;64;53.125;217.824357845957;164.699357845957;310.022320651213
271;404;12;35;34;28.875;166.678520916162;137.803520916162;477.241630878484
272;616;92;41;40;39.7034271247462;236.647965360608;196.944538235862;496.039139435172
273;881;76;38;37;36.4534271247462;204.173614707575;167.720187582829;460.094429554946
274;322;44;38;37;39.2083333333333;274.704170263132;235.495836929799;600.627001733812
275;373;12;35;34;30.3700937914129;130.515000000001;100.144906208589;329.748425857363
276;361;76;23;22;23;211.129819610099;188.129819610099;817.955737435212
277;801;60;38;37;39.2083333333333;118.278427124747;79.0700937914134;201.666551646538
278;272;44;45;44;39;257.843614707577;218.843614707577;561.137473609172
279;935;60;61;60;50.2916666666667;122.829444444446;72.5377777777797;144.234189450432
280;293;76;23;22;24.9583333333333;185.987871569193;161.029538235859;645.193475402441
281;392;76;17;16;18.3700937914129;147.708982680302;129.33888888889;704.073100319985
282;813;12;46;45;39.6666666666667;140.051760458081;100.385093791414;253.071665020372
283;525;28;25;24;31.1617604580795;172.516204902525;141.354444444446;453.615079400291
284;801;60;38;37;38.5833333333333;111.493427124747;72.910093791414;188.967845679691
285;374;28;40;39;40.5367604580795;168.156760458081;127.620000000001;314.825354956467
286;788;92;36;35;29.5416666666667;330.352597387879;300.810930721212;1018.25985011412
287;403;12;36;35;29.5416666666667;150.862871569192;121.321204902525;410.678267653118
288;667;60;28;27;31.0367604580795;133.401204902525;102.364444444445;329.816781563612
289;308;76;38;37;35.5833333333333;194.140555555557;158.557222222224;445.594067135055
290;833;44;14;13;14.25;281.933152943432;267.683152943432;1878.4782662697
291;607;12;42;41;37.7916666666667;93.3345382358575;55.5428715691908;146.971214736558
292;288;92;65;64;53.1200937914129;266.936760458082;213.816666666669;402.515604558729
293;257;60;20;19;23.1200937914129;106.496204902525;83.3761111111117;360.621855012019
294;306;28;40;39;40.5367604580795;199.810000000001;159.273239541922;392.910626656098
295;274;92;51;50;45.7450937914129;235.891760458082;190.14666666667;415.665705121723
296;721;12;39;38;37.75;102.673982680303;64.923982680303;171.984060080273
297;876;92;27;26;25.6666666666667;216.777871569193;191.111204902527;744.589110009844
298;817;28;36;35;33;181.430000000002;148.430000000002;449.787878787884
299;671;92;34;33;35.9117604580795;198.644264054543;162.732503596463;453.145436260146
300;287;44;30;29;29;287.240468957069;258.240468957069;890.484375714029
301;934;12;36;35;33.7916666666667;111.509444444445;77.7177777777784;229.990957665435
302;399;60;28;27;28.4534271247462;108.08925686162;79.6358297368736;279.881328135737
303;629;76;54;53;45.7867604580795;229.835000000002;184.048239541922;401.968249556396
304;730;28;24;23;25.1666666666667;191.1010173197;165.934350653033;659.341790674303
305;368;12;44;43;40.4583333333333;117.531948040907;77.0736147075735;190.50121039977
306;298;76;28;27;28.9166666666667;195.54064934697;166.623982680303;576.22126575321
307;273;28;38;37;34.9583333333333;156.768427124747;121.810093791414;348.443653276988
308;470;60;27;26;26.2916666666667;117.478982680303;91.1873160136359;346.829728102577
309;297;76;27;26;28.25;173.916204902525;145.666204902525;515.632583725754
310;414;44;33;32;31.625;294.243333333336;262.618333333336;830.413702239796
311;879;76;42;41;41.875;174.172316013637;132.297316013637;315.933888987789
312;629;60;56;55;51.2034271247462;198.836298693939;147.632871569193;288.326152875504
313;798;92;46;45;36.2083333333333;277.838708498987;241.630375165654;667.3336022987
314;608;12;41;40;37.125;146.199076471716;109.074076471716;293.80222618644
315;494;60;14;13;16.8333333333333;158.123708498985;141.290375165652;839.348763360308
316;466;44;49;48;42.2916666666667;329.487503596464;287.195836929797;679.083752346318
317;671;28;40;39;32.2083333333333;146.995743138383;114.787409805049;356.390405604292
318;899;12;28;27;28.9166666666667;145.151580068175;116.234913401509;401.965118391384
319;879;60;48;47;45.875;154.74815294343;108.87315294343;237.325673991127
320;526;12;24;23;25.7916666666667;130.937041832319;105.145375165652;407.671890787665
321;602;28;41;40;32.875;153.988614707572;121.113614707572;368.406432570561
322;302;92;38;37;35.75;272.350468957066;236.600468957066;661.819493586198
323;376;76;38;37;34.9583333333333;228.880375165653;193.922041832319;554.723361618076
324;802;12;57;56;47.1666666666667;143.100281374238;95.9336147075713;203.392822701565
325;796;28;22;21;22.9583333333333;164.967503596461;142.009170263128;618.551739803097
326;282;76;53;52;49.0416666666667;221.463802290399;172.422135623732;351.582944347457
327;577;44;37;36;36.4117604580795;341.459451637368;305.047691179289;837.772432152757
328;781;12;47;46;43.0784271247462;121.949913401509;78.8714862767629;183.088129119402
329;564;92;22;21;24.2916666666667;193.784264054541;169.492597387874;697.739680498967
330;788;12;40;39;36.4583333333333;125.823152943429;89.3648196100955;245.11493378769
331;398;92;41;40;41.8333333333333;225.557229415145;183.723896081812;439.180628084013
332;669;12;48;47;41.625;70.5039826803018;28.8789826803018;69.3789373700943
333;811;60;48;47;45.25;216.512229415145;171.262229415145;378.480065005845
334;913;28;49;48;41.8284271247462;163.601580068175;121.773152943429;291.125345402688
335;264;44;53;52;44.9583333333333;309.215468957066;264.257135623733;587.782322054643
336;376;76;38;37;34.9583333333333;234.059913401509;199.101580068176;569.53968076713
337;789;92;37;36;30.2083333333333;219.03491340151;188.826580068176;625.081092639481
338;627;28;16;15;16.8333333333333;158.595375165651;141.762041832318;842.150743558325
339;293;76;23;22;25.5833333333333;177.362691179287;151.779357845954;593.274362915779
340;505;44;51;50;47.8700937914128;315.892135623732;268.02204183232;559.894540838352
341;492;60;55;54;46.4583333333333;177.141118304032;130.682784970698;281.290299488499
342;592;28;24;23;28.375;184.978152943429;156.603152943429;551.905384822657
343;719;60;43;42;38.2916666666667;170.38352091616;132.091854249493;344.962405004116
344;266;44;51;50;43.625;243.933246734843;200.308246734843;459.159304836316
345;808;12;49;48;40.9583333333333;98.4348124171725;57.4764790838391;140.329145270818
346;385;60;41;40;32.875;163.247222222219;130.372222222219;396.569497253898
347;729;92;45;44;35.5416666666667;260.671673859584;225.130007192918;633.425577096134
348;287;12;18;17;21;82.4736147075689;61.4736147075689;292.731498607471
349;776;12;48;47;39.0416666666667;113.720093791408;74.6784271247414;191.278788793361
350;380;92;48;47;41;253.904357845948;212.904357845948;519.278921575483
351;868;44;47;46;37.5;266.487691179285;228.987691179285;610.633843144759
352;467;28;42;41;37.625;156.231854249487;118.606854249487;315.234164118237
353;813;76;40;39;38.4166666666667;267.226673859583;228.810007192916;595.600886402385
354;288;60;53;52;45.1200937914129;182.410281374232;137.29018758282;304.277265507255
355;789;28;31;30;32.4117604580795;137.259999999993;104.848239541913;323.488258768052
356;671;92;34;33;35.9117604580795;196.460281374232;160.548520916153;447.06391128768
357;264;12;41;40;36.9583333333333;116.821111111109;79.8627777777757;216.088688462978
358;706;76;24;23;25.625;259.732409805044;234.107409805044;913.589891922125
