#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
2159.82;84;352;3;6;0/1683.99,1/1781.83,2/1703.16;0/74,1/148.02,2/128.39,3/156.4,4/85.22,5/109.35;0/2159.82,1/2159.82,2/2159.82;0/2159.82,1/2159.82,2/2159.82,3/2159.82,4/2159.82,5/2159.82;0/0,1/0,2/0;0/14,1/17,2/9,3/19,4/13,5/14;0/0,1/0,2/0;0/35,1/31,2/28,3/31,4/30,5/31;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/31,1/23,2/30;0/57,1/61,2/54,3/69,4/52,5/59;0/48,1/38,2/46;0/211,1/203,2/205,3/202,4/209,5/207
2219.96;84;364;3;6;0/1744.13,1/1841.97,2/1763.3;0/74.44,1/148.72,2/130.7,3/157.38,4/87.08,5/109.81;0/2219.96,1/2219.96,2/2219.96;0/2219.96,1/2219.96,2/2219.96,3/2219.96,4/2219.96,5/2219.96;0/0,1/0,2/0;0/13,1/18,2/9,3/20,4/12,5/13;0/0,1/0,2/0;0/33,1/36,2/31,3/31,4/30,5/34;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/31,1/23,2/30;0/58,1/63,2/56,3/72,4/55,5/60;0/48,1/38,2/46;0/217,1/209,2/211,3/208,4/215,5/213
2279.96;84;371;3;6;0/1804.13,1/1901.97,2/1823.31;0/74.91,1/149.01,2/131.52,3/168.41,4/88.81,5/110.29;0/2279.96,1/2279.96,2/2279.96;0/2279.96,1/2279.96,2/2279.96,3/2279.96,4/2279.96,5/2279.96;0/0,1/0,2/0;0/16,1/16,2/9,3/16,4/13,5/12;0/0,1/0,2/0;0/37,1/30,2/25,3/39,4/27,5/42;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/31,1/23,2/30;0/59,1/64,2/56,3/74,4/56,5/62;0/48,1/38,2/46;0/223,1/215,2/217,3/213,4/221,5/219
2339.92;84;382;3;6;0/1864.08,1/1961.92,2/1883.26;0/75.18,1/151.74,2/132.15,3/169.49,4/89.36,5/111.07;0/2339.92,1/2339.92,2/2339.92;0/2339.92,1/2339.92,2/2339.92,3/2339.92,4/2339.92,5/2339.92;0/0,1/0,2/0;0/16,1/15,2/11,3/15,4/10,5/10;0/0,1/0,2/0;0/31,1/27,2/28,3/37,4/27,5/42;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/31,1/23,2/30;0/60,1/66,2/59,3/75,4/58,5/64;0/48,1/38,2/46;0/229,1/221,2/223,3/219,4/227,5/225
2399.98;84;392;3;6;0/1924.14,1/2021.98,2/1943.32;0/76,1/157.4,2/132.69,3/170.31,4/90.39,5/112.12;0/2399.98,1/2399.98,2/2399.98;0/2399.98,1/2399.98,2/2399.98,3/2399.98,4/2399.98,5/2399.98;0/0,1/0,2/0;0/20,1/13,2/9,3/16,4/8,5/11;0/0,1/0,2/0;0/36,1/28,2/28,3/38,4/21,5/39;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/31,1/23,2/30;0/62,1/68,2/60,3/77,4/60,5/65;0/48,1/38,2/46;0/235,1/226,2/229,3/225,4/233,5/231
2459.99;84;401;3;6;0/1984.16,1/2082,2/2003.33;0/76.58,1/158.36,2/133.1,3/171,4/95.3,5/112.89;0/2459.99,1/2459.99,2/2459.99;0/2459.99,1/2459.99,2/2459.99,3/2459.99,4/2459.99,5/2459.99;0/29,1/25,2/27;0/15,1/13,2/12,3/17,4/11,5/11;0/29,1/25,2/27;0/33,1/28,2/30,3/36,4/32,5/35;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/31,1/23,2/30;0/63,1/71,2/61,3/78,4/63,5/65;0/48,1/38,2/46;0/241,1/232,2/235,3/231,4/239,5/237
2519.97;86;410;3;6;0/2040.75,1/2141.98,2/2060.22;0/77.5,1/159.3,2/134.22,3/171.87,4/96.4,5/113.55;0/2519.97,1/2519.97,2/2519.97;0/2519.97,1/2519.97,2/2519.97,3/2519.97,4/2519.97,5/2519.97;0/27,1/22,2/23;0/15,1/13,2/18,3/18,4/14,5/13;0/29,1/25,2/26;0/31,1/24,2/37,3/41,4/36,5/35;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/32,1/23,2/31;0/64,1/72,2/63,3/80,4/65,5/66;0/49,1/38,2/47;0/247,1/238,2/241,3/237,4/245,5/243
2579.85;90;417;3;6;0/2074.29,1/2167.54,2/2073.89;0/78.07,1/160.35,2/135.35,3/172.74,4/97.24,5/115.41;0/2579.85,1/2579.85,2/2579.85;0/2579.85,1/2579.85,2/2579.85,3/2579.85,4/2579.85,5/2579.85;0/25,1/19,2/20;0/20,1/14,2/17,3/19,4/16,5/16;0/28,1/23,2/22;0/34,1/27,2/33,3/41,4/36,5/39;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/32,1/25,2/33;0/67,1/73,2/64,3/80,4/66,5/67;0/51,1/42,2/51;0/253,1/244,2/247,3/243,4/251,5/249
2639.98;94;430;3;6;0/2116.9,1/2200.09,2/2107.69;0/78.91,1/161.03,2/136.09,3/173.42,4/97.51,5/116.13;0/2639.98,1/2639.98,2/2639.98;0/2639.98,1/2639.98,2/2639.98,3/2639.98,4/2639.98,5/2639.98;0/23,1/18,2/17;0/19,1/14,2/20,3/21,4/14,5/14;0/26,1/21,2/20;0/38,1/26,2/36,3/38,4/30,5/33;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/33,1/26,2/35;0/68,1/76,2/66,3/84,4/67,5/69;0/53,1/45,2/54;0/259,1/250,2/253,3/249,4/257,5/255
2699.99;98;439;3;6;0/2164.53,1/2222.67,2/2129.05;0/79.51,1/161.96,2/136.67,3/173.92,4/98.01,5/116.96;0/2699.99,1/2699.99,2/2699.99;0/2699.99,1/2699.99,2/2699.99,3/2699.99,4/2699.99,5/2699.99;0/18,1/12,2/11;0/20,1/15,2/21,3/20,4/14,5/15;0/26,1/18,2/16;0/35,1/26,2/37,3/36,4/28,5/34;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/33,1/27,2/38;0/69,1/78,2/68,3/85,4/68,5/71;0/54,1/48,2/58;0/265,1/256,2/259,3/255,4/263,5/261
2759.9;104;447;3;6;0/2184.55,1/2257.42,2/2154.64;0/80.15,1/162.76,2/137.23,3/174.95,4/98.48,5/117.62;0/2759.9,1/2759.9,2/2759.9;0/2759.9,1/2759.9,2/2759.9,3/2759.9,4/2759.9,5/2759.9;0/18,1/9,2/10;0/20,1/16,2/20,3/23,4/16,5/15;0/22,1/15,2/13;0/35,1/28,2/36,3/38,4/27,5/31;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/35,1/29,2/40;0/72,1/79,2/70,3/85,4/69,5/72;0/58,1/51,2/61;0/271,1/262,2/265,3/261,4/269,5/267
2819.74;111;456;3;6;0/2204.63,1/2274.79,2/2184.85;0/80.85,1/163.97,2/138.56,3/177.02,4/98.84,5/118.99;0/2819.74,1/2819.74,2/2819.74;0/2819.74,1/2819.74,2/2819.74,3/2819.74,4/2819.74,5/2819.74;0/14,1/8,2/8;0/23,1/16,2/18,3/27,4/16,5/16;0/20,1/11,2/12;0/35,1/25,2/30,3/46,4/27,5/28;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/37,1/31,2/43;0/72,1/80,2/71,3/87,4/72,5/74;0/62,1/55,2/64;0/277,1/268,2/271,3/267,4/275,5/273
2879.92;122;464;3;6;0/2224.39,1/2298.74,2/2214.87;0/81.17,1/164.99,2/139.07,3/177.34,4/99.17,5/119.31;0/2879.92,1/2879.92,2/2879.92;0/2879.92,1/2879.92,2/2879.92,3/2879.92,4/2879.92,5/2879.92;0/13,1/4,2/6;0/23,1/17,2/19,3/27,4/14,5/13;0/16,1/7,2/8;0/32,1/26,2/33,3/40,4/24,5/25;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/40,1/35,2/47;0/74,1/82,2/73,3/88,4/72,5/75;0/67,1/59,2/68;0/283,1/274,2/277,3/273,4/281,5/279
2939.98;131;475;3;6;0/2245.23,1/2329.64,2/2244.97;0/81.79,1/165.73,2/139.66,3/178.42,4/99.73,5/121.28;0/2939.98,1/2939.98,2/2939.98;0/2939.98,1/2939.98,2/2939.98,3/2939.98,4/2939.98,5/2939.98;0/10,1/1,2/4;0/25,1/19,2/19,3/24,4/16,5/13;0/13,1/4,2/8;0/38,1/31,2/36,3/37,4/26,5/29;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/43,1/38,2/50;0/76,1/83,2/74,3/90,4/75,5/77;0/70,1/62,2/71;0/289,1/280,2/283,3/279,4/287,5/285
2999.96;139;479;3;6;0/2278.09,1/2353.86,2/2275.8;0/82.37,1/169.73,2/140.17,3/179.28,4/100.42,5/121.92;0/2999.96,1/2999.96,2/2999.96;0/2999.96,1/2999.96,2/2999.96,3/2999.96,4/2999.96,5/2999.96;0/7,1/0,2/1;0/25,1/20,2/21,3/24,4/19,5/13;0/10,1/1,2/6;0/32,1/32,2/35,3/34,4/28,5/26;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/46,1/41,2/52;0/76,1/85,2/75,3/90,4/76,5/77;0/73,1/65,2/73;0/295,1/286,2/289,3/285,4/293,5/291
3059.96;146;492;3;6;0/2305.49,1/2403.87,2/2295.99;0/83.03,1/170.31,2/140.66,3/179.79,4/101.19,5/123;0/3059.96,1/3059.96,2/3059.96;0/3059.96,1/3059.96,2/3059.96,3/3059.96,4/3059.96,5/3059.96;0/3,1/0,2/0;0/24,1/19,2/17,3/23,4/18,5/21;0/7,1/0,2/2;0/30,1/35,2/36,3/34,4/32,5/38;0/6,1/0,2/6;0/5,1/5,2/6,3/5,4/6,5/6;0/49,1/42,2/55;0/79,1/88,2/76,3/92,4/78,5/79;0/76,1/66,2/77;0/301,1/292,2/295,3/291,4/299,5/297
3119.95;151;500;3;6;0/2335.59,1/2463.86,2/2336.14;0/99.28,1/170.72,2/140.96,3/180.3,4/101.66,5/123.31;0/3119.95,1/3119.95,2/3119.95;0/3119.95,1/3119.95,2/3119.95,3/3119.95,4/3119.95,5/3119.95;0/0,1/0,2/1;0/16,1/18,2/15,3/22,4/18,5/20;0/4,1/0,2/1;0/34,1/29,2/30,3/30,4/30,5/32;0/7,1/0,2/0;0/6,1/6,2/7,3/6,4/6,5/7;0/52,1/42,2/57;0/82,1/88,2/78,3/93,4/79,5/80;0/79,1/66,2/79;0/305,1/298,2/301,3/297,4/305,5/303
3179.99;155;509;3;6;0/2358.54,1/2523.9,2/2396.17;0/100.67,1/171.56,2/141.64,3/181.16,4/102.19,5/124.01;0/3179.99,1/3179.99,2/3179.99;0/3179.99,1/3179.99,2/3179.99,3/3179.99,4/3179.99,5/3179.99;0/0,1/0,2/0;0/18,1/21,2/17,3/24,4/15,5/21;0/0,1/0,2/1;0/35,1/32,2/34,3/32,4/28,5/32;0/6,1/0,2/6;0/5,1/5,2/6,3/5,4/6,5/6;0/56,1/42,2/57;0/82,1/90,2/79,3/96,4/81,5/81;0/83,1/66,2/79;0/311,1/304,2/307,3/303,4/310,5/309
3239.95;156;520;3;6;0/2415.94,1/2583.86,2/2446.17;0/101.21,1/176.06,2/142.07,3/181.66,4/103.86,5/124.75;0/3239.95,1/3239.95,2/3239.95;0/3239.95,1/3239.95,2/3239.95,3/3239.95,4/3239.95,5/3239.95;0/0,1/0,2/0;0/20,1/21,2/14,3/20,4/11,5/22;0/0,1/0,2/0;0/36,1/33,2/33,3/33,4/31,5/34;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/56,1/42,2/58;0/83,1/93,2/81,3/97,4/83,5/83;0/83,1/66,2/80;0/317,1/309,2/313,3/309,4/316,5/315
3300;156;535;3;6;0/2475.99,1/2643.91,2/2506.22;0/101.74,1/176.43,2/142.75,3/182.14,4/104.19,5/125.96;0/3300,1/3300,2/3300;0/3300,1/3300,2/3300,3/3300,4/3300,5/3300;0/0,1/0,2/0;0/18,1/19,2/12,3/21,4/10,5/24;0/0,1/0,2/0;0/32,1/35,2/35,3/35,4/29,5/40;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/56,1/42,2/58;0/85,1/95,2/83,3/100,4/85,5/87;0/83,1/66,2/80;0/323,1/315,2/319,3/315,4/322,5/321
3359.94;156;547;3;6;0/2535.93,1/2703.85,2/2566.16;0/102.42,1/176.86,2/143.02,3/182.66,4/104.65,5/126.75;0/3359.94,1/3359.94,2/3359.94;0/3359.94,1/3359.94,2/3359.94,3/3359.94,4/3359.94,5/3359.94;0/0,1/0,2/0;0/21,1/17,2/12,3/23,4/15,5/26;0/1,1/0,2/1;0/33,1/32,2/29,3/37,4/34,5/42;0/6,1/0,2/6;0/5,1/5,2/6,3/5,4/6,5/6;0/56,1/42,2/58;0/87,1/98,2/84,3/102,4/87,5/89;0/83,1/66,2/80;0/329,1/321,2/325,3/321,4/328,5/327
3419.95;158;554;3;6;0/2586.03,1/2763.86,2/2616.17;0/103.36,1/177.59,2/143.28,3/183.74,4/104.96,5/127.45;0/3419.95,1/3419.95,2/3419.95;0/3419.95,1/3419.95,2/3419.95,3/3419.95,4/3419.95,5/3419.95;0/0,1/0,2/1;0/24,1/18,2/12,3/24,4/16,5/24;0/1,1/0,2/1;0/36,1/30,2/23,3/35,4/34,5/39;0/6,1/0,2/6;0/5,1/5,2/6,3/5,4/6,5/6;0/57,1/42,2/59;0/89,1/98,2/84,3/103,4/90,5/90;0/84,1/66,2/81;0/335,1/327,2/331,3/327,4/334,5/333
3479.65;159;564;3;6;0/2636.1,1/2823.57,2/2675.88;0/104.32,1/178.1,2/144.2,3/184.24,4/105.93,5/128.14;0/3479.65,1/3479.65,2/3479.65;0/3479.65,1/3479.65,2/3479.65,3/3479.65,4/3479.65,5/3479.65;0/1,1/0,2/0;0/25,1/18,2/18,3/24,4/16,5/22;0/1,1/0,2/1;0/35,1/30,2/32,3/29,4/39,5/40;0/6,1/0,2/6;0/5,1/5,2/6,3/5,4/6,5/6;0/58,1/42,2/59;0/90,1/100,2/88,3/103,4/91,5/92;0/85,1/66,2/81;0/341,1/333,2/337,3/333,4/340,5/339
3539.89;160;577;3;6;0/2696.33,1/2883.8,2/2726.14;0/104.83,1/178.58,2/144.96,3/184.78,4/106.42,5/129.09;0/3539.89,1/3539.89,2/3539.89;0/3539.89,1/3539.89,2/3539.89,3/3539.89,4/3539.89,5/3539.89;0/0,1/0,2/0;0/27,1/17,2/19,3/21,4/17,5/22;0/1,1/0,2/0;0/36,1/31,2/39,3/34,4/38,5/41;0/7,1/0,2/0;0/6,1/6,2/7,3/6,4/6,5/7;0/58,1/42,2/60;0/92,1/102,2/90,3/106,4/92,5/95;0/85,1/66,2/82;0/347,1/339,2/343,3/339,4/346,5/344
3599.96;161;588;3;6;0/2746.71,1/2943.87,2/2786.21;0/105.61,1/179.21,2/145.97,3/188.27,4/107.11,5/129.6;0/3599.96,1/3599.96,2/3599.96;0/3599.96,1/3599.96,2/3599.96,3/3599.96,4/3599.96,5/3599.96;0/0,1/0,2/1;0/21,1/18,2/15,3/20,4/18,5/21;0/0,1/0,2/1;0/34,1/34,2/36,3/34,4/43,5/41;0/0,1/0,2/7;0/6,1/6,2/7,3/6,4/6,5/7;0/59,1/42,2/60;0/95,1/104,2/91,3/108,4/94,5/96;0/86,1/66,2/82;0/353,1/345,2/349,3/345,4/352,5/350
3659.97;162;597;3;6;0/2806.72,1/3003.88,2/2836.3;0/106.48,1/180.2,2/146.56,3/188.49,4/107.57,5/130.14;0/3659.97,1/3659.97,2/3659.97;0/3659.97,1/3659.97,2/3659.97,3/3659.97,4/3659.97,5/3659.97;0/24,1/6,2/14;0/22,1/16,2/14,3/19,4/18,5/19;0/24,1/6,2/24;0/37,1/31,2/30,3/29,4/40,5/37;0/0,1/0,2/7;0/6,1/6,2/7,3/6,4/6,5/7;0/59,1/42,2/61;0/97,1/106,2/92,3/108,4/96,5/98;0/86,1/66,2/83;0/359,1/351,2/355,3/350,4/358,5/356
3719.79;165;606;3;6;0/2860.87,1/3063.7,2/2876.19;0/107.22,1/180.72,2/146.99,3/188.94,4/108,5/130.85;0/3719.79,1/3719.79,2/3719.79;0/3719.79,1/3719.79,2/3719.79,3/3719.79,4/3719.79,5/3719.79;0/19,1/2,2/14;0/23,1/16,2/12,3/20,4/18,5/20;0/23,1/6,2/22;0/36,1/28,2/30,3/27,4/36,5/36;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/60,1/42,2/63;0/99,1/107,2/94,3/111,4/96,5/99;0/87,1/66,2/85;0/365,1/357,2/361,3/356,4/364,5/362
3779.99;172;614;3;6;0/2877.03,1/3084.35,2/2896.97;0/107.64,1/181.63,2/148.31,3/189.46,4/108.37,5/131.42;0/3779.99,1/3779.99,2/3779.99;0/3779.99,1/3779.99,2/3779.99,3/3779.99,4/3779.99,5/3779.99;0/16,1/0,2/13;0/20,1/14,2/13,3/22,4/18,5/22;0/19,1/2,2/19;0/33,1/30,2/27,3/31,4/30,5/33;0/5,1/5,2/5;0/5,1/5,2/5,3/5,4/5,5/5;0/62,1/45,2/65;0/100,1/108,2/96,3/113,4/96,5/101;0/91,1/70,2/89;0/371,1/363,2/367,3/362,4/370,5/368
3839.96;180;623;3;6;0/2913.28,1/3124.5,2/2913.18;0/108.28,1/182.38,2/148.88,3/209.28,4/109.09,5/131.91;0/3839.96,1/3839.96,2/3839.96;0/3839.96,1/3839.96,2/3839.96,3/3839.96,4/3839.96,5/3839.96;0/12,1/0,2/10;0/20,1/15,2/14,3/23,4/14,5/19;0/17,1/0,2/14;0/27,1/32,2/35,3/34,4/24,5/38;0/6,1/0,2/6;0/5,1/5,2/6,3/5,4/6,5/6;0/65,1/47,2/68;0/100,1/110,2/98,3/114,4/98,5/103;0/94,1/72,2/94;0/377,1/369,2/373,3/366,4/376,5/374
3899.9;187;634;3;6;0/2929.34,1/3184.44,2/2932.54;0/109.57,1/182.75,2/149.3,3/214.82,4/109.54,5/132.93;0/3899.9,1/3899.9,2/3899.9;0/3899.9,1/3899.9,2/3899.9,3/3899.9,4/3899.9,5/3899.9;0/10,1/0,2/8;0/20,1/17,2/14,3/21,4/15,5/20;0/14,1/0,2/11;0/25,1/32,2/32,3/31,4/27,5/39;0/6,1/0,2/6;0/5,1/5,2/6,3/5,4/6,5/6;0/68,1/47,2/72;0/103,1/112,2/100,3/116,4/99,5/104;0/98,1/72,2/98;0/383,1/375,2/379,3/372,4/382,5/380
3959.97;195;641;3;6;0/2948.11,1/3244.5,2/2957.5;0/110.13,1/183.06,2/149.9,3/216.61,4/109.92,5/133.46;0/3959.97,1/3959.97,2/3959.97;0/3959.97,1/3959.97,2/3959.97,3/3959.97,4/3959.97,5/3959.97;0/6,1/0,2/3;0/18,1/16,2/14,3/25,4/19,5/20;0/10,1/0,2/7;0/26,1/28,2/30,3/36,4/31,5/33;0/6,1/0,2/6;0/5,1/5,2/6,3/5,4/6,5/6;0/72,1/47,2/76;0/105,1/112,2/101,3/118,4/100,5/105;0/102,1/72,2/102;0/389,1/381,2/385,3/378,4/388,5/386
4019.83;200;652;3;6;0/2978.24,1/3304.36,2/2993.05;0/110.98,1/184.01,2/150.62,3/217.23,4/111.15,5/133.84;0/4019.83,1/4019.83,2/4019.83;0/4019.83,1/4019.83,2/4019.83,3/4019.83,4/4019.83,5/4019.83;0/4,1/0,2/0;0/20,1/16,2/14,3/26,4/22,5/19;0/7,1/0,2/5;0/32,1/29,2/24,3/41,4/33,5/32;0/6,1/0,2/6;0/5,1/5,2/6,3/5,4/6,5/6;0/75,1/47,2/78;0/108,1/114,2/101,3/120,4/103,5/106;0/105,1/72,2/104;0/395,1/387,2/391,3/384,4/394,5/392
4079.93;207;660;3;6;0/3008.51,1/3364.47,2/3014.87;0/111.38,1/185.03,2/151.41,3/217.78,4/111.51,5/134.81;0/4079.93,1/4079.93,2/4079.93;0/4079.93,1/4079.93,2/4079.93,3/4079.93,4/4079.93,5/4079.93;0/1,1/0,2/0;0/21,1/19,2/16,3/24,4/22,5/24;0/5,1/0,2/1;0/29,1/31,2/25,3/37,4/35,5/38;0/6,1/0,2/6;0/5,1/5,2/6,3/5,4/6,5/6;0/78,1/47,2/82;0/109,1/114,2/104,3/121,4/104,5/108;0/108,1/72,2/108;0/401,1/393,2/397,3/390,4/400,5/398
4139.97;211;672;3;6;0/3046.05,1/3424.5,2/3058.46;0/113.17,1/185.73,2/151.79,3/218.61,4/112.33,5/135.22;0/4139.97,1/4139.97,2/4139.97;0/4139.97,1/4139.97,2/4139.97,3/4139.97,4/4139.97,5/4139.97;0/0,1/0,2/0;0/19,1/19,2/13,3/20,4/22,5/21;0/2,1/0,2/0;0/29,1/35,2/24,3/33,4/33,5/34;0/7,1/0,2/0;0/6,1/6,2/7,3/6,4/6,5/7;0/81,1/47,2/83;0/112,1/117,2/106,3/122,4/105,5/110;0/111,1/72,2/109;0/406,1/399,2/402,3/396,4/406,5/404
4199.73;213;684;3;6;0/3078.48,1/3484.26,2/3118.22;0/113.75,1/186.09,2/152.41,3/219.18,4/113.54,5/135.72;0/4199.73,1/4199.73,2/4199.73;0/4199.73,1/4199.73,2/4199.73,3/4199.73,4/4199.73,5/4199.73;0/0,1/0,2/0;0/17,1/20,2/12,3/18,4/15,5/20;0/0,1/0,2/0;0/30,1/32,2/27,3/32,4/30,5/33;0/7,1/0,2/0;0/6,1/6,2/7,3/6,4/6,5/7;0/83,1/47,2/83;0/114,1/118,2/109,3/124,4/108,5/111;0/113,1/72,2/109;0/412,1/405,2/408,3/402,4/412,5/410
4259.98;213;696;3;6;0/3138.73,1/3544.52,2/3178.47;0/114.18,1/186.45,2/152.91,3/219.8,4/114.04,5/136.21;0/4259.98,1/4259.98,2/4259.98;0/4259.98,1/4259.98,2/4259.98,3/4259.98,4/4259.98,5/4259.98;0/0,1/0,2/0;0/15,1/20,2/11,3/19,4/11,5/17;0/0,1/0,2/0;0/29,1/35,2/30,3/33,4/28,5/35;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/83,1/47,2/83;0/115,1/121,2/110,3/126,4/110,5/114;0/113,1/72,2/109;0/418,1/411,2/414,3/408,4/418,5/416
4319.98;213;704;3;6;0/3198.73,1/3604.51,2/3238.47;0/114.56,1/186.96,2/153.42,3/220.65,4/114.56,5/137.05;0/4319.98,1/4319.98,2/4319.98;0/4319.98,1/4319.98,2/4319.98,3/4319.98,4/4319.98,5/4319.98;0/0,1/0,2/0;0/15,1/18,2/11,3/19,4/10,5/19;0/0,1/0,2/1;0/23,1/34,2/24,3/29,4/26,5/41;0/0,1/0,2/7;0/6,1/6,2/7,3/6,4/6,5/7;0/83,1/47,2/83;0/116,1/122,2/112,3/127,4/111,5/116;0/113,1/72,2/109;0/424,1/417,2/420,3/414,4/424,5/422
4379.99;214;716;3;6;0/3258.74,1/3664.53,2/3288.52;0/122.97,1/187.97,2/154.3,3/221.48,4/115.68,5/138.04;0/4379.99,1/4379.99,2/4379.99;0/4379.99,1/4379.99,2/4379.99,3/4379.99,4/4379.99,5/4379.99;0/0,1/0,2/0;0/16,1/17,2/14,3/16,4/12,5/16;0/0,1/0,2/0;0/28,1/34,2/35,3/26,4/28,5/37;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/83,1/47,2/84;0/119,1/123,2/114,3/130,4/112,5/118;0/113,1/72,2/110;0/430,1/423,2/426,3/420,4/430,5/428
4439.86;214;727;3;6;0/3318.61,1/3724.4,2/3348.39;0/123.9,1/188.57,2/154.73,3/222.43,4/121.46,5/138.65;0/4439.86,1/4439.86,2/4439.86;0/4439.86,1/4439.86,2/4439.86,3/4439.86,4/4439.86,5/4439.86;0/0,1/0,2/0;0/17,1/17,2/14,3/14,4/12,5/16;0/0,1/0,2/0;0/32,1/31,2/29,3/30,4/30,5/35;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/83,1/47,2/84;0/121,1/125,2/115,3/133,4/114,5/119;0/113,1/72,2/110;0/436,1/429,2/432,3/426,4/435,5/434
4499.98;214;735;3;6;0/3378.73,1/3784.52,2/3408.51;0/124.49,1/189.35,2/155.23,3/223.9,4/121.94,5/139.36;0/4499.98,1/4499.98,2/4499.98;0/4499.98,1/4499.98,2/4499.98,3/4499.98,4/4499.98,5/4499.98;0/0,1/0,2/0;0/17,1/16,2/14,3/13,4/11,5/16;0/0,1/0,2/0;0/31,1/31,2/30,3/30,4/27,5/31;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/83,1/47,2/84;0/122,1/127,2/116,3/135,4/115,5/120;0/113,1/72,2/110;0/442,1/435,2/438,3/432,4/441,5/440
4559.75;214;746;3;6;0/3438.5,1/3844.29,2/3468.28;0/132.64,1/189.82,2/155.95,3/224.79,4/122.85,5/140.04;0/4559.75,1/4559.75,2/4559.75;0/4559.75,1/4559.75,2/4559.75,3/4559.75,4/4559.75,5/4559.75;0/0,1/0,2/1;0/19,1/17,2/15,3/14,4/11,5/13;0/0,1/0,2/1;0/34,1/30,2/30,3/27,4/25,5/28;0/0,1/0,2/7;0/6,1/6,2/7,3/6,4/6,5/7;0/83,1/47,2/84;0/126,1/128,2/117,3/136,4/117,5/122;0/113,1/72,2/110;0/447,1/441,2/444,3/438,4/447,5/446
4619.96;214;758;3;6;0/3498.71,1/3904.5,2/3528.49;0/133.27,1/190.92,2/156.58,3/225.69,4/123.24,5/141.48;0/4619.96,1/4619.96,2/4619.96;0/4619.96,1/4619.96,2/4619.96,3/4619.96,4/4619.96,5/4619.96;0/0,1/0,2/0;0/15,1/14,2/14,3/16,4/10,5/13;0/0,1/0,2/1;0/31,1/32,2/34,3/28,4/24,5/34;0/0,1/0,2/7;0/6,1/6,2/7,3/6,4/6,5/7;0/83,1/47,2/84;0/127,1/131,2/121,3/136,4/119,5/124;0/113,1/72,2/110;0/453,1/447,2/450,3/443,4/453,5/452
4679.95;215;768;3;6;0/3558.7,1/3964.49,2/3578.51;0/133.74,1/191.75,2/157.24,3/226.59,4/127.59,5/141.86;0/4679.95,1/4679.95,2/4679.95;0/4679.95,1/4679.95,2/4679.95,3/4679.95,4/4679.95,5/4679.95;0/0,1/0,2/0;0/15,1/12,2/14,3/11,4/9,5/12;0/0,1/0,2/0;0/29,1/29,2/32,3/24,4/26,5/31;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/83,1/47,2/85;0/127,1/132,2/123,3/139,4/121,5/126;0/113,1/72,2/111;0/459,1/453,2/456,3/449,4/459,5/458
4739.99;215;778;3;6;0/3618.74,1/4024.53,2/3638.55;0/134.87,1/192.2,2/157.73,3/227.42,4/128.41,5/142.64;0/4739.99,1/4739.99,2/4739.99;0/4739.99,1/4739.99,2/4739.99,3/4739.99,4/4739.99,5/4739.99;0/0,1/0,2/0;0/16,1/10,2/13,3/11,4/11,5/15;0/0,1/0,2/0;0/30,1/26,2/26,3/25,4/33,5/35;0/0,1/0,2/0;0/7,1/7,2/8,3/7,4/8,5/8;0/83,1/47,2/85;0/129,1/134,2/123,3/141,4/123,5/128;0/113,1/72,2/111;0/465,1/459,2/462,3/455,4/465,5/464
