Policy,Reference,Bots,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
M4G-WS-NS₀,M4G-WS-NS,6,+0.13,+0.11,+0.17,+2.91,−2.66**,−2.79,+2.49*,+0.94,−0.19,−0.86
M4G-WS-NS₀,M4G-WS-NS,10,+0.05,+0.64,+0.22,+1.18,−0.98,−1.18,+4.45***,+3.17***,+0.22,−4.11
