#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;78.85;1.04;PP/0,TA/0,IS/0,PS/0,RB/0.01,OB/0.95,RP/0
60;118.5;2.44;PP/0.1,TA/0.03,IS/0,PS/0.01,RB/0.01,OB/2.06,RP/0
119.96;172.96;3.94;PP/0.11,TA/0.04,IS/0,PS/0.02,RB/0.01,OB/3.5,RP/0
179.96;235.75;6.44;PP/0.11,TA/0.04,IS/0,PS/0.02,RB/0.01,OB/5.97,RP/0
239.96;272.75;7.8;PP/0.11,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/7.3,RP/0
299.96;317.41;9.7;PP/0.12,TA/0.05,IS/0,PS/0.02,RB/0.01,OB/9.16,RP/0
360;364.75;11.93;PP/0.13,TA/0.05,IS/0.01,PS/0.02,RB/0.01,OB/11.35,RP/0
420;402.19;13.27;PP/0.13,TA/0.05,IS/0.01,PS/0.03,RB/0.01,OB/12.65,RP/0
480;408.97;13.94;PP/0.13,TA/0.05,IS/0.01,PS/0.03,RB/0.01,OB/13.29,RP/0
540;432.53;14.69;PP/0.13,TA/0.06,IS/0.01,PS/0.03,RB/0.01,OB/14.01,RP/0
600;449.5;15.4;PP/0.13,TA/0.06,IS/0.01,PS/0.03,RB/0.01,OB/14.69,RP/0
659.96;491.68;16.93;PP/0.14,TA/0.06,IS/0.01,PS/0.03,RB/0.01,OB/16.19,RP/0
719.96;535.31;18.53;PP/0.14,TA/0.06,IS/0.01,PS/0.03,RB/0.01,OB/17.77,RP/0
779.96;563.38;19.65;PP/0.14,TA/0.06,IS/0.01,PS/0.04,RB/0.01,OB/18.87,RP/0
839.96;592.53;20.78;PP/0.14,TA/0.06,IS/0.01,PS/0.04,RB/0.01,OB/19.96,RP/0
899.96;622.35;22;PP/0.14,TA/0.06,IS/0.01,PS/0.04,RB/0.01,OB/21.14,RP/0
959.96;650.22;23.12;PP/0.15,TA/0.07,IS/0.01,PS/0.04,RB/0.01,OB/22.24,RP/0
1019.96;677.04;24.25;PP/0.15,TA/0.07,IS/0.01,PS/0.04,RB/0.01,OB/23.34,RP/0
1079.96;702.23;25.09;PP/0.15,TA/0.07,IS/0.01,PS/0.04,RB/0.01,OB/24.16,RP/0
1139.96;741.38;26.6;PP/0.15,TA/0.07,IS/0.01,PS/0.04,RB/0.01,OB/25.64,RP/0
1199.96;774.97;28.17;PP/0.15,TA/0.07,IS/0.01,PS/0.04,RB/0.01,OB/27.17,RP/0
1259.96;829.7;30.85;PP/0.16,TA/0.08,IS/0.01,PS/0.04,RB/0.01,OB/29.78,RP/0
1319.96;865.72;32.27;PP/0.16,TA/0.08,IS/0.01,PS/0.05,RB/0.01,OB/31.16,RP/0
1379.96;888.79;33.39;PP/0.17,TA/0.08,IS/0.01,PS/0.05,RB/0.01,OB/32.23,RP/0
1439.96;924.84;34.7;PP/0.19,TA/0.08,IS/0.01,PS/0.05,RB/0.01,OB/33.5,RP/0
1499.96;954.24;36.17;PP/0.19,TA/0.08,IS/0.01,PS/0.05,RB/0.01,OB/34.94,RP/0
1559.96;970.9;36.71;PP/0.19,TA/0.08,IS/0.01,PS/0.05,RB/0.01,OB/35.45,RP/0
1619.96;1010.97;38.43;PP/0.19,TA/0.08,IS/0.01,PS/0.05,RB/0.01,OB/37.15,RP/0
1679.96;1048.74;40.14;PP/0.19,TA/0.09,IS/0.01,PS/0.05,RB/0.01,OB/38.84,RP/0
1739.96;1082.95;41.6;PP/0.19,TA/0.09,IS/0.01,PS/0.05,RB/0.01,OB/40.27,RP/0
1799.96;1103.31;42.37;PP/0.2,TA/0.09,IS/0.01,PS/0.05,RB/0.01,OB/41.01,RP/0
1859.96;1128.61;43.16;PP/0.2,TA/0.09,IS/0.01,PS/0.05,RB/0.01,OB/41.77,RP/0
