#TimeStamp;BotsQueueing;TaskBotCounts
0;0;None/15,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/0
60;3;None/0,ParkPod/1,RepositionPod/0,Insert/4,Extract/4,Rest/6
119.96;1;None/0,ParkPod/0,RepositionPod/0,Insert/2,Extract/3,Rest/10
179.96;2;None/0,ParkPod/0,RepositionPod/0,Insert/3,Extract/3,Rest/9
239.96;1;None/0,ParkPod/1,RepositionPod/0,Insert/1,Extract/4,Rest/9
299.96;3;None/0,ParkPod/2,RepositionPod/0,Insert/1,Extract/3,Rest/9
360;5;None/0,ParkPod/0,RepositionPod/0,Insert/1,Extract/8,Rest/6
420;7;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/9,Rest/6
480;6;None/0,ParkPod/0,RepositionPod/0,Insert/1,Extract/8,Rest/6
540;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/5,Rest/10
600;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/4,Rest/11
659.96;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/5,Rest/10
719.96;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/9
779.96;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/5,Rest/10
839.96;4;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/6,Rest/7
899.96;3;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/9
959.96;1;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/4,Rest/11
1019.96;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/4,Rest/11
1079.96;1;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/3,Rest/11
1139.96;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/4,Rest/11
1199.96;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/5,Rest/10
1259.96;4;None/0,ParkPod/1,RepositionPod/0,Insert/4,Extract/4,Rest/6
1319.96;2;None/0,ParkPod/0,RepositionPod/0,Insert/2,Extract/6,Rest/7
1379.96;4;None/0,ParkPod/0,RepositionPod/0,Insert/2,Extract/6,Rest/7
1439.96;2;None/0,ParkPod/1,RepositionPod/0,Insert/1,Extract/5,Rest/8
1499.96;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/4,Rest/11
1559.96;1;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/4,Rest/11
1619.96;1;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/3,Rest/11
