decision,time,solved,pendingOrders,stationsWithCap,podsPa,podsPb,botsRa,lambda,mu,delta,epsilon,valuedLines,boundLines,valuedOrders,boundOrders,newTrips,boundUnits,objective,solveSec,qmax,rho,unitsFromSunk,unitsFromNew,inboundCoverUnits,splitsDeferred,splitsCommitted
686,6957.42222223142,1,117,1,87,3,4,12.6772912829958,18.9949480316411,0.0896922158751812,0.0126772912829958,9,2,5,1,0,2,-67.5674044159117,0.0894177,0,8.30169942916874,2,0,10,0,0
687,6961.51111112033,1,118,1,88,3,4,12.6560088202867,18.9735537190083,0.0897938319986369,0.0126560088202867,21,2,9,1,1,3,-52.4030493791274,0.1447524,0,8.30007230657993,1,2,20,0,0
688,6971.55555556484,1,118,1,87,4,3,12.6729139813456,18.9884585727093,0.0898035547240412,0.0126729139813456,19,1,9,1,0,1,-74.2000171316609,0.0904835,0,8.30830750545979,1,0,28,0,0
689,6977.46666667598,1,117,1,87,3,3,12.661721577805,18.9821526125248,0.0897435897435897,0.012661721577805,7,2,4,1,0,2,-55.23114617498,0.0825402,0,8.3132515409831,2,0,8,0,0
690,6981.60000000934,1,118,1,87,4,3,12.6562146764173,18.963505872066,0.0898599915146372,0.0126562146764173,19,1,8,1,0,4,-64.1572930790868,0.1135449,0,8.312769697344,4,0,29,0,0
691,7037.51111112078,1,118,1,87,2,4,12.6606574928593,18.9598023538386,0.0898000677736361,0.0126606574928593,12,1,6,1,1,1,-50.9844230339216,0.1285209,0,8.25931304255201,1,0,5,0,1
692,7041.64444445414,1,117,1,87,4,4,12.6569596568091,18.9439412568307,0.089793500338524,0.0126569596568091,18,1,6,1,0,3,-59.5449792419621,0.118584,0,8.26004586609489,3,0,25,0,0
693,7061.6888888987,1,117,1,87,3,4,12.6822697004081,18.9715131033928,0.0897414230184215,0.0126822697004081,22,1,10,1,1,3,-76.797577279693,0.0790319,0,8.26200606284604,3,0,18,0,0
694,7067.5555555654,1,117,1,88,2,5,12.6815852012077,18.9602131684723,0.0896592442645074,0.0126815852012077,3,1,2,1,0,2,-35.6913668967196,0.0894765,0,8.26470830420587,2,0,4,0,0
695,7071.73333334321,1,117,1,88,3,5,12.6781178820288,18.9447895268163,0.0897208870899739,0.0126781178820288,38,1,14,1,2,2,-64.4902548115712,0.1115175,0,8.26559144479601,2,0,15,0,0
696,7087.60000000997,1,117,1,88,2,5,12.6857188295167,18.9459351248644,0.0895183659746154,0.0126857188295167,2,1,1,1,0,1,-32.8259540332078,0.0965847,0,8.2619347774622,1,0,2,0,0
697,7097.64444445447,1,117,1,88,1,5,12.7100016197814,18.9822011161882,0.0895873602823767,0.0127100016197814,9,2,3,1,1,3,-24.5460452557831,0.1706393,0,8.2660081456309,1,2,1,1,0
698,7107.68888889897,1,117,1,88,1,6,12.7115115723931,18.9742562983039,0.0896876049714478,0.0127115115723931,17,3,6,2,2,4,-49.5051990945371,0.2250395,0,8.26428301944538,1,3,1,1,0
699,7107.73333334342,1,117,1,87,2,5,12.6978844087106,18.9437593694887,0.089811320754717,0.0126978844087106,8,1,2,1,0,2,-41.4074250370721,0.1135055,0,8.25856742505663,2,0,9,0,0
700,7117.73333334348,1,117,1,89,2,5,12.7238767738527,18.9723932446426,0.0898349115897092,0.0127238767738527,7,1,1,1,0,1,-38.6194052756131,0.1185841,0,8.27861855158734,1,0,7,0,0
701,7131.777777788,1,117,1,89,3,5,12.7515788997468,19.0035666127294,0.0898659966499162,0.0127515788997468,18,1,7,1,1,2,-42.5906324261521,0.0925201,0,8.28807633498009,2,0,12,0,0
702,7137.77777778804,1,117,1,89,2,5,12.7592345653879,19.0149757843403,0.0898143502257903,0.0127592345653879,15,2,4,1,1,3,-33.3054828647557,0.2060343,0,8.28720383266734,1,2,6,1,0
703,7146.00000001031,1,117,1,89,2,5,12.7705261120576,19.0318034776781,0.0898688716278293,0.0127705261120576,15,2,4,1,1,3,-33.379158107729,0.2021026,0,8.28285531634159,1,2,6,1,0
704,7157.8222222326,1,117,1,89,2,5,12.7449774662935,19.0042232655718,0.0899232565899233,0.0127449774662935,11,4,4,2,1,6,-59.1553167568175,0.1970702,0,8.2725838265745,3,3,6,1,0
705,7157.86666667705,1,117,1,88,3,4,12.7450319049865,19.0043044399071,0.0901741811817652,0.0127450319049865,9,2,3,1,0,3,-64.2717138982333,0.0826156,0,8.26680565586966,3,0,11,1,0
706,7161.82222223263,1,117,2,88,5,4,12.7133539358519,18.9574327610288,0.0902731512325117,0.0127133539358519,31,3,12,2,2,5,-81.5002084794339,0.4885016,0,8.27306095895916,4,1,20,0,0
707,7167.86666667711,1,117,1,87,2,3,12.7107181954092,18.9639011018323,0.0902898911869757,0.0127107181954092,8,2,2,1,1,2,-42.1120317616355,0.1780336,0,8.28338938577227,1,1,8,0,0
708,7177.91111112161,1,117,1,88,3,3,12.7102812914842,18.9736141269347,0.0903959491989707,0.0127102812914842,23,2,7,1,2,2,-37.9924308790069,0.1425235,0,8.28931388575058,1,1,7,0,0
709,7181.86666667719,1,117,1,87,3,2,12.7248600336824,18.9853280310229,0.0903893951946976,0.0127248600336824,14,1,3,1,0,1,-50.1733161806464,0.1678345,0,8.30192339969047,1,0,17,0,0
710,7191.91111112169,1,117,1,87,3,3,12.7620077292959,19.0307059259261,0.0903674280039722,0.0127620077292959,13,1,2,1,0,1,-47.426309806082,0.1700296,0,8.32343681154918,1,0,16,0,0
711,7197.95555556617,1,117,1,87,4,3,12.750506206711,19.023918206179,0.0903529800777052,0.012750506206711,18,2,8,1,1,3,-50.8440928947526,0.114504,0,8.32795300494268,2,1,17,0,0
712,7208.00000001068,1,117,1,86,5,2,12.7644638623445,19.0550848088588,0.0903838217086257,0.0127644638623445,16,2,8,1,0,3,-72.969052185775,0.0873721,0,8.34325291561068,3,0,27,0,0
713,7211.95555556626,1,117,1,86,2,2,12.7640753669449,19.0444882465403,0.0904294781963564,0.0127640753669449,7,1,1,1,0,1,-38.7982432233053,0.1095198,0,8.34608417224517,1,0,8,0,0
714,7232.00000001082,1,117,1,87,2,3,12.7730253816117,19.0681571277161,0.0904597132970835,0.0127730253816117,20,2,9,1,2,2,-34.3882611483526,0.1440424,0,8.34646543725359,1,1,7,0,0
715,7258.04444445542,1,115,1,88,4,3,12.8036923758866,19.1039219576721,0.0904754071393321,0.0128036923758866,22,1,13,1,1,2,-72.7969120337115,0.1175226,0,8.34637367082761,2,0,22,0,0
716,7262.04444445544,1,117,1,88,3,3,12.8100753546101,19.1134457671959,0.0903940886699507,0.0128100753546101,20,1,9,1,1,3,-48.7850381016095,0.140546,0,8.34474763224771,3,0,15,1,0
717,7278.08888889998,1,117,2,88,7,3,12.7908704883228,19.0648734177216,0.090327868852459,0.0127908704883228,31,2,14,2,1,4,-107.578633011176,0.2861632,0,8.33264177040114,4,0,35,0,1
718,7298.13333334454,1,115,1,89,4,4,12.7775423728814,19.0552922590838,0.0902624478783419,0.0127775423728814,33,2,16,1,2,2,-59.390085484724,0.1534224,0,8.3186206896552,1,1,20,0,0
719,7302.08888890012,1,113,1,88,2,3,12.7524476607361,19.0281001373128,0.0901826484018265,0.0127524476607361,11,2,3,1,1,3,-49.7793738880618,0.1557904,0,8.31413886082447,2,1,9,0,0
720,7308.17777778905,1,115,1,87,5,2,12.7350034795477,19.0122571631672,0.090264765784114,0.0127350034795477,44,2,22,1,2,2,-79.0693431455402,0.1185178,0,8.31458904863029,1,1,31,0,0
721,7312.13333334463,1,113,1,86,3,1,12.6975333347938,18.9864059770266,0.0901047162919068,0.0126975333347938,19,3,6,1,1,4,-44.5900766976549,0.2161763,0,8.31063606427319,1,3,14,0,0
722,7322.17777778913,1,113,1,85,4,0,12.7106277435744,18.9961030013859,0.0902091100664613,0.0127106277435744,16,1,5,1,0,2,-55.857977695025,0.0029696,0,8.31650694974766,2,0,23,0,0
723,7332.22222223363,1,113,1,85,4,1,12.7341530320108,19.0213915979722,0.0901732232475312,0.0127341530320108,15,1,4,1,0,1,-53.0580690051282,0.2237393,0,8.32920236067693,1,0,21,0,0
724,7338.22222223367,1,114,1,85,4,1,12.7698448580703,19.0648388021895,0.0901447166302854,0.0127698448580703,30,1,15,1,0,3,-114.498999298343,0.1587976,0,8.35557749972503,3,0,47,0,0
725,7348.26666667817,1,114,1,85,4,2,12.7793202806865,19.0691419813369,0.0900072586498911,0.0127793202806865,29,1,14,1,0,2,-103.223294741843,0.1275526,0,8.35907593702439,2,0,44,0,0
726,7372.26666667832,1,113,1,86,3,3,12.7711598746082,19.0670826833074,0.0898776955262311,0.0127711598746082,28,2,7,1,1,3,-63.2784442592385,0.1316113,0,8.34266211604099,2,1,19,0,0
727,7402.31111112294,1,113,1,85,4,2,12.7462249609783,19.0796295755453,0.0898362235067437,0.0127462249609783,34,4,8,1,1,6,-90.5698987327913,0.1215169,0,8.32707150747798,5,1,36,0,0
728,7408.31111112297,1,114,1,84,4,1,12.7252805250742,19.0582350632138,0.0899119295436349,0.0127252805250742,29,2,12,1,0,4,-94.4774693241847,0.1515425,0,8.3250306695968,4,0,44,0,0
729,7428.35555556754,1,114,1,84,3,1,12.7687556629721,19.1134789737656,0.089863407620417,0.0127687556629721,26,1,10,1,0,3,-101.180369619719,0.1620674,0,8.33948540589774,3,0,38,0,0
730,7438.40000001204,1,115,1,86,3,3,12.7744225716434,19.1121205916835,0.0897568752491032,0.0127744225716434,25,1,9,1,0,2,-89.9277503314589,0.1295535,0,8.34053977106621,2,0,35,0,0
731,7452.35555556768,1,113,1,86,4,3,12.7275541795666,19.0913312693499,0.0896579156722355,0.0127275541795666,37,4,9,1,1,5,-90.5065850439413,0.098578,0,8.32748143146526,4,1,42,0,0
732,7458.4444444566,1,115,1,85,3,2,12.7050506350842,19.0673943843381,0.0897120647259459,0.0127050506350842,32,2,15,1,1,3,-80.8472427267812,0.1145572,0,8.32429430949172,3,0,31,0,0
733,7472.40000001224,1,113,1,85,5,2,12.6873287441476,19.080016797613,0.0896431679721497,0.0126873287441476,34,2,8,0,0,2,-92.2310467855042,0.0800308,0,8.31297701552567,2,0,47,0,1
734,7488.48888890122,1,116,1,85,3,2,12.6837782340863,19.0648148148149,0.0895604829164365,0.0126837782340863,30,1,14,1,1,2,-73.3269689088573,0.1161222,0,8.30241935483874,2,0,28,0,0
735,7508.53333334579,1,116,1,85,3,2,12.6736402342514,19.0397522779586,0.0894276942454538,0.0126736402342514,29,1,13,1,1,2,-62.0119304495786,0.1025519,0,8.28203701635063,2,0,26,0,0
736,7512.44444445692,1,113,1,86,4,2,12.668578068869,19.0223572234095,0.0893025447690858,0.012668578068869,28,1,6,1,0,2,-87.4061608897611,0.1015385,0,8.2816692533263,2,0,41,0,0
737,7522.48888890143,1,114,1,87,4,3,12.6537203140961,19.0291738671276,0.0891849529780564,0.0126537203140961,37,3,10,1,1,5,-70.6986864337608,0.2331151,0,8.28628239966559,3,2,39,0,0
738,7528.57777779035,1,117,1,86,2,2,12.646433484505,19.0084429675075,0.0891615222317731,0.012646433484505,17,1,5,1,0,1,-64.8434135505751,0.0806033,0,8.28442835214899,1,0,21,0,0
739,7532.53333334593,1,114,1,87,5,3,12.6225254582485,18.9821133231241,0.0891212736069923,0.0126225254582485,36,2,10,1,0,5,-114.505861755865,0.0625348,0,8.28010688042756,5,0,55,0,0
740,7548.62222223491,1,117,1,87,2,3,12.6280815530689,18.9807403160042,0.0890272373540856,0.0126280815530689,27,1,7,1,1,1,-62.3534255553866,0.1125199,0,8.27560277777784,1,0,20,0,0
741,7558.66666667942,1,117,1,83,2,3,12.6462040291267,18.9982668162758,0.0889182262949445,0.0126462040291267,27,1,7,1,1,1,-62.4013296054642,0.1276016,0,8.28486335862892,1,0,20,0,0
742,7562.57777779055,1,116,1,83,5,3,12.6273791621325,18.9988159040012,0.0888096714197148,0.0126273791621325,40,3,12,1,1,6,-97.0171570727108,0.0894486,0,8.29223102662993,3,3,51,0,0
743,7568.71111112392,1,117,1,82,2,2,12.6292052937722,18.9918642773927,0.0887669962917182,0.0126292052937722,16,1,3,1,0,1,-60.1814990915247,0.0876008,0,8.29631305202592,1,0,19,0,0
744,7578.75555556842,1,117,1,82,2,2,12.6483245339196,19.0301539340127,0.0887345679012346,0.0126483245339196,15,2,3,1,0,2,-62.4347316003512,0.0846101,0,8.31463564978776,2,0,18,0,0
745,7588.80000001293,1,117,1,82,1,2,12.6798552496709,19.0678855120241,0.0887861271676301,0.0126798552496709,5,1,1,1,0,1,-44.6426660858823,0.1115109,0,8.33271654670021,1,0,6,0,0
746,7598.84444445743,1,117,1,83,1,3,12.6831824698342,19.0824245341597,0.088828967642527,0.0126831824698342,12,2,2,1,1,2,-46.5410787693759,0.1286093,0,8.34066237916912,1,1,5,0,0
747,7622.62222223535,1,117,1,85,5,3,12.73418409951,19.1687037503971,0.0889008620689655,0.01273418409951,36,2,9,1,0,4,-113.717013089762,0.0925783,0,8.3633750356518,4,0,50,0,0
748,7638.88888890211,1,117,1,87,2,3,12.7717247888159,19.2445353852658,0.0888087196806878,0.0127717247888159,16,1,7,0,1,3,-49.9567997891125,0.1032401,0,8.37986685748397,3,0,16,0,1
749,7658.93333334668,1,117,1,86,2,3,12.8024670307219,19.2810568423409,0.0887764489420423,0.0128024670307219,15,1,7,1,1,2,-41.3647194335778,0.1570969,0,8.3863729498224,2,0,13,0,0
750,7678.97777779124,1,117,1,88,2,3,12.8093815690692,19.3010138574662,0.0887510529136994,0.0128093815690692,19,2,4,1,1,3,-36.1650049580212,0.1791217,0,8.38569605996076,2,1,11,0,0
751,7699.0222222358,1,118,1,88,3,2,12.8183976170435,19.3241205040069,0.0887750420553601,0.0128183976170435,18,2,4,1,0,4,-68.4907362259013,0.1165654,0,8.38641569585658,4,0,24,0,0
752,7709.06666668031,1,118,1,87,3,2,12.8435156510158,19.3619866967874,0.0888057422113623,0.0128435156510158,16,1,3,1,0,3,-52.7916131932213,0.1341038,0,8.39187935161019,3,0,20,1,0
753,7722.66666668039,1,118,2,88,7,3,12.8599726095619,19.3865052552555,0.0887736424649176,0.0128599726095619,50,3,20,2,2,6,-130.551489127519,0.2695946,0,8.41134364820859,6,0,46,0,1
754,7749.11111112499,1,117,1,89,2,4,12.8869936336657,19.4174341856583,0.0886643367269412,0.0128869936336657,20,1,9,1,1,1,-50.8844116186175,0.2170644,0,8.41001857261952,1,0,16,0,0
755,7752.71111112501,1,117,1,89,3,4,12.8954004093607,19.430101066578,0.088605674404491,0.0128954004093607,34,2,15,1,2,3,-86.3356535538799,0.1184969,0,8.41004374523524,2,1,23,1,0
756,7759.15555556949,1,117,2,90,4,5,12.8632414748744,19.400613823839,0.0885290556900726,0.0128632414748744,45,4,20,2,3,6,-115.536262316705,0.2810295,0,8.4169978262959,4,2,28,0,0
757,7779.20000001405,1,117,1,90,3,5,12.8973760700201,19.4615629952094,0.0885302767513762,0.0128973760700201,36,2,16,1,2,3,-81.1564297676068,0.1035697,0,8.43418318679837,3,0,24,0,0
758,7782.75555556963,1,117,1,90,2,5,12.8824695623561,19.4484972677597,0.0884410017297135,0.0128824695623561,25,2,12,1,2,4,-82.4217086070092,0.0724871,0,8.43564425770314,3,1,11,0,0
759,7812.80000001425,1,117,1,90,3,4,12.9348479276244,19.5177616050761,0.0884251613871791,0.0129348479276244,23,1,11,1,1,2,-76.8834820828717,0.0824832,0,8.44554784199045,2,0,22,0,0
760,7832.84444445882,1,117,1,89,3,4,12.9406008455758,19.535884783217,0.0883476957662046,0.0129406008455758,26,2,13,1,2,4,-60.7839491667143,0.0965286,0,8.44421994804433,2,2,21,0,0
761,7849.24444445891,1,117,1,89,2,4,12.9359537309637,19.5574730739643,0.088325480517538,0.0129359537309637,35,3,16,1,3,3,-72.1680946773108,0.1035126,0,8.44983131528972,2,1,18,0,0
762,7852.88888890338,1,117,1,88,4,3,12.9320458121521,19.541758116141,0.0883186632850962,0.0129320458121521,33,1,16,1,2,2,-67.0526966610253,0.0820054,0,8.4501516517586,2,0,22,0,0
763,7869.28888890348,1,117,1,88,3,3,12.9722371895444,19.5926836842083,0.0881762035865764,0.0129722371895444,23,1,11,1,1,1,-66.5789866358167,0.1574944,0,8.46844895813606,1,0,23,0,0
764,7899.3333333481,1,117,1,88,3,3,13.004115719601,19.6310284570638,0.0880998365770316,0.013004115719601,35,1,14,1,2,1,-64.6622790565407,0.2723022,0,8.46509953212241,1,0,22,0,0
765,7909.3777777926,1,117,1,89,3,3,12.9873046875001,19.6150442477877,0.0879454693635623,0.0129873046875001,34,2,13,1,2,2,-56.5879011426488,0.184009,0,8.45992366412217,1,1,21,0,0
766,7912.93333334818,1,117,1,87,4,2,12.9776929576936,19.5907736106567,0.0878722932525312,0.0129776929576936,36,1,16,1,2,1,-63.4356697097597,0.1185023,0,8.45653864058226,1,0,20,0,0
767,7939.42222223722,1,117,1,89,4,3,13.0146180705675,19.6750402596227,0.0877128326085354,0.0130146180705675,44,3,19,1,2,5,-89.0202748041534,0.1146151,0,8.47847108779684,3,2,33,0,0
768,7949.46666668173,1,117,1,88,4,2,13.0337207967403,19.6941243756913,0.0876496950995518,0.0130337207967403,39,1,18,1,1,2,-105.614186679379,0.1170882,0,8.48841689863658,2,0,41,0,0
769,7962.97777779292,1,117,1,89,3,3,13.0346966019418,19.6858321114371,0.0874725274725275,0.0130346966019418,30,1,16,1,2,3,-86.2096037417625,0.0829768,0,8.48119867340498,3,0,18,0,0
770,7969.51111112629,1,117,1,89,4,3,13.0332435809356,19.6739006324225,0.0873538011695906,0.0130332435809356,40,1,17,1,1,1,-96.2273173537327,0.0945387,0,8.48312760855086,1,0,39,0,1
771,7973.02222223742,1,116,1,89,3,3,13.0261699721565,19.6535196071133,0.0871720116618076,0.0130261699721565,29,1,15,1,2,1,-57.5798983623725,0.1155194,0,8.48139268849559,1,0,15,0,1
772,7989.55555557085,1,115,1,90,4,3,13.0232793359124,19.6584975669101,0.0870608771547022,0.0130232793359124,41,2,17,1,2,3,-93.031727344426,0.1045634,0,8.47989347187243,2,1,38,0,0
773,8003.06666668204,1,115,1,89,2,2,13.0345473310498,19.6658257837267,0.0869470630891951,0.0130345473310498,21,1,8,1,1,1,-60.9090620198608,0.118511,0,8.47941953968355,1,0,12,0,0
774,8013.11111112655,1,115,1,89,2,3,13.03748529035,19.6606037275147,0.0868872637752516,0.01303748529035,26,1,14,1,2,2,-69.3100277957264,0.1135757,0,8.4788667676099,2,0,12,0,0
775,8029.60000001553,1,115,1,89,5,3,13.042116252914,19.6769137652976,0.0867962708679627,0.013042116252914,38,2,15,1,1,2,-85.1600883182705,0.1246061,0,8.48227861561702,1,1,36,0,0
776,8033.15555557111,1,115,1,88,2,2,13.0316026992063,19.6799930297607,0.0867027027027027,0.0130316026992063,19,1,10,1,1,1,-55.9296118374321,0.0935749,0,8.47829380367901,1,0,10,0,1
777,8039.64444446004,1,116,1,87,6,2,13.0206892411144,19.67276850508,0.0866561105513171,0.0130206892411144,35,2,14,1,0,3,-105.332480567472,0.0785124,0,8.48218867334176,3,0,46,0,0
778,8043.20000001561,1,115,1,87,2,2,13.0152311260398,19.6548852657007,0.0865819513245746,0.0130152311260398,18,1,8,1,1,1,-51.3106734894574,0.1400323,0,8.481470189702,1,0,9,0,0
779,8063.24444446018,1,115,1,87,2,2,13.0299468256792,19.6674884792814,0.0865419086541909,0.0130299468256792,17,1,7,1,1,1,-48.5161573771342,0.1256013,0,8.47800033635898,1,0,8,0,0
780,8069.68888890466,1,116,1,88,5,3,13.0304148004767,19.6586026758636,0.0865081638498997,0.0130304148004767,36,1,17,1,1,2,-102.45891416356,0.0985536,0,8.48114280031024,2,0,39,0,0
781,8073.28888890468,1,115,1,89,2,3,13.0098374429043,19.636782056678,0.0863571428571429,0.0130098374429043,12,2,1,1,1,2,-43.0171961854296,0.203086,0,8.47868533662172,1,1,7,0,0
782,8083.33333334919,1,115,1,88,3,2,12.9812559580554,19.6215237752163,0.0864259206394519,0.0129812559580554,12,3,1,1,1,3,-43.8705669963351,0.1585223,0,8.47376322339771,2,1,13,0,0
783,8093.37777779369,1,115,1,87,4,1,12.9791984457673,19.6371158041148,0.0865658870507701,0.0129791984457673,9,1,0,0,0,2,-38.9544806737692,0.1811444,0,8.46995548045721,2,0,13,0,1
784,8099.73333334928,1,117,1,87,4,1,12.9852203111969,19.6366425137669,0.0865816290173163,0.0129852203111969,23,1,10,1,0,1,-81.2335602649468,0.229141,0,8.47668729631552,1,0,29,0,0
785,8109.77777779379,1,117,1,88,4,2,12.9804447610004,19.6385177203066,0.0865110984632897,0.0129804447610004,29,2,15,1,1,4,-77.9260220952158,0.1175811,0,8.47916149710509,2,2,28,0,0
786,8133.42222223837,1,116,1,86,3,1,12.9969134982379,19.6538691924573,0.0864749733759318,0.0129969134982379,13,1,6,1,1,1,-27.2424177751581,0.15819,0,8.47170490237646,0,1,9,0,0
787,8149.82222223847,1,117,1,86,5,1,13.0033459267152,19.6726838088986,0.0864661654135338,0.0130033459267152,29,2,14,1,0,3,-98.356079029497,0.1750983,0,8.47625512259951,3,0,36,0,0
788,8153.46666668293,1,116,1,86,4,1,12.9982979395156,19.6555091875079,0.0864302399660225,0.0129982979395156,12,1,5,1,0,4,-51.92098389814,0.1476107,0,8.47575627518075,4,0,21,0,0
789,8163.51111112744,1,116,1,86,4,1,12.9924385633271,19.6371428571429,0.0864276115708325,0.0129924385633271,12,1,5,1,0,3,-51.871103777249,0.1491001,0,8.46950092421446,3,0,19,0,0
790,8173.55555557194,1,116,1,86,3,1,13.0023830716144,19.6426871224531,0.0864249876333828,0.0130023830716144,10,1,4,1,0,2,-64.8818249639678,0.161524,0,8.47355302943977,2,0,15,0,0
791,8183.60000001644,1,116,1,89,3,3,12.9886066094763,19.6309282231544,0.0864345738295318,0.0129886066094763,11,2,4,1,1,3,-49.4150796745509,0.0975052,0,8.47013620937578,2,1,13,0,0
792,8189.86666668315,1,117,1,88,4,2,12.987637319523,19.6200154101471,0.0865086085238498,0.012987637319523,23,1,13,1,0,3,-103.241526999259,0.0879801,0,8.47227938165444,3,0,30,0,1
793,8213.73333334951,1,115,1,88,4,2,12.9905926622766,19.6150568181819,0.0864388869320183,0.0129905926622766,10,1,4,1,0,1,-47.8680802724479,0.0955697,0,8.45621555419477,1,0,13,0,0
794,8230.08888890483,1,116,1,88,3,2,12.9810013745569,19.6280105890463,0.0864484336501232,0.0129810013745569,20,3,9,1,1,4,-73.9439425723668,0.1261669,0,8.45828084674672,3,1,17,0,0
795,8240.17777779357,1,116,1,88,4,2,12.9786732729921,19.6334604186339,0.0865377855887522,0.0129786732729921,25,2,12,1,1,2,-76.2900859879349,0.0855698,0,8.46228513770179,2,0,22,0,0
796,8243.91111112685,1,115,1,89,3,3,12.9825343320849,19.6393012275732,0.0865263157894737,0.0129825343320849,14,2,7,1,1,3,-48.859548167892,0.0895809,0,8.4596379906447,1,2,8,1,0
797,8254.00000001559,1,115,1,89,2,3,12.992910951742,19.63617898074,0.086581604038138,0.012992910951742,11,2,6,2,1,4,-102.321105799041,0.0946042,0,8.47191634269587,4,0,6,0,1
798,8264.08888890433,1,114,1,90,2,4,13.0109525466565,19.6540623095474,0.0866549912434326,0.0130109525466565,9,1,4,1,1,1,-24.3814114233442,0.130579,0,8.48127217131414,0,1,2,0,0
799,8270.35555557091,1,115,1,89,3,3,13.0073275909227,19.6392326443228,0.0866704004480538,0.0130073275909227,15,1,8,1,0,2,-77.4051986998793,0.1160968,0,8.48166373325376,2,0,20,0,1
800,8290.48888890395,1,114,1,89,3,4,13.0037209302326,19.6610407876232,0.0866494160430799,0.0130037209302326,20,3,8,1,1,6,-68.0380364800815,0.1566042,0,8.4824029126214,5,1,18,0,0
801,8304.31111112597,1,112,1,88,3,3,12.9997560408922,19.645698735955,0.0867379006913891,0.0129997560408922,8,1,3,1,0,2,-44.0243921737145,0.1300311,0,8.47228195033312,2,0,11,0,0
802,8334.48888890331,1,112,1,89,3,3,12.9935004642526,19.6269284712483,0.0867592657220632,0.0129935004642526,8,1,3,1,0,2,-43.9949804388601,0.1454746,0,8.44538322269165,2,0,10,0,0
803,8340.75555556989,1,114,1,89,4,3,12.9814471243043,19.5994397759105,0.0867806069061737,0.0129814471243043,17,1,7,1,0,1,-69.3344742260033,0.1145877,0,8.44028950542827,1,0,21,0,0
804,8354.62222223635,1,113,1,89,3,3,12.9694169305427,19.5720291860918,0.086747491638796,0.0129694169305427,7,1,2,1,0,1,-41.0507209870741,0.0935701,0,8.42504567613222,1,0,8,0,0
805,8360.88888890293,1,114,1,88,3,3,12.9667448238169,19.5587771085506,0.0867748450449196,0.0129667448238169,14,1,5,1,0,1,-62.4432418794309,0.0925826,0,8.42604356782324,1,0,18,0,0
806,8374.75555556939,1,114,1,89,2,4,12.9688158790728,19.5527056698434,0.0867598970291519,0.0129688158790728,6,1,1,1,0,1,-38.2048935701056,0.1299998,0,8.41999397313977,1,0,6,0,0
807,8381.02222223597,1,114,1,89,3,4,12.9631919377981,19.535060831055,0.0867932401418736,0.0129631919377981,14,1,4,1,0,1,-52.2841503766672,0.0680318,0,8.41907183475241,1,0,19,0,0
808,8384.84444445813,1,114,1,89,1,4,12.946965257847,19.5194858685759,0.0867782950045161,0.012946965257847,13,2,2,1,1,3,-42.0241427259533,0.145975,0,8.41902239922382,2,1,4,0,0
809,8394.93333334687,1,114,1,89,2,4,12.9519597698697,19.5178838198731,0.0868388171595169,0.0129519597698697,11,1,1,1,0,2,-43.7925700104143,0.1545874,0,8.41993789712919,2,0,16,0,0
810,8401.15555556901,1,114,1,90,3,5,12.9494846410829,19.5050489878169,0.0868419227301103,0.0129494846410829,15,1,4,1,0,1,-53.3534704595589,0.0840052,0,8.42104210791377,1,0,20,0,0
811,8411.24444445775,1,114,1,85,3,5,12.9773019594646,19.5378493489446,0.0868209534368071,0.0129773019594646,15,1,3,1,0,1,-51.7528321787326,0.0799653,0,8.43679858249881,1,0,20,0,1
812,8415.06666667992,1,113,1,85,2,5,12.9969034322242,19.567360153501,0.0868000276874091,0.0129969034322242,8,1,1,1,0,4,-40.5131722438276,0.1871241,0,8.44449135136145,4,0,14,1,0
813,8435.20000001296,1,113,1,85,2,5,13.030580409729,19.6178627715533,0.0868211691456243,0.013030580409729,16,3,5,2,1,6,-68.4942163266103,0.1795385,0,8.46948875766523,5,1,14,0,1
814,8445.2888889017,1,112,1,84,3,4,13.0500270061726,19.6380406396336,0.0869324856609771,0.0130500270061726,14,1,3,1,0,2,-50.9340289659929,0.1841516,0,8.47979717911515,2,0,21,0,0
815,8455.37777779044,1,112,1,84,3,4,13.04920511266,19.6277300041663,0.0869175008629617,0.01304920511266,14,1,3,1,0,2,-50.9169542862891,0.1680324,0,8.47693752708193,2,0,21,0,0
816,8461.51111112368,1,112,1,85,2,4,13.0425122229556,19.6265589709951,0.0869025450031037,0.0130425122229556,21,2,4,1,1,3,-62.007057994032,0.1155229,0,8.48306086320657,2,1,19,0,0
817,8471.60000001243,1,112,1,84,3,4,13.0639361848922,19.6676841464861,0.0869146005509642,0.0130639361848922,29,2,7,1,2,4,-64.9063974367858,0.1680884,0,8.50241927472794,2,2,25,0,0
818,8481.68888890117,1,111,1,84,4,3,13.094368853913,19.7135003624845,0.0868788232868238,0.013094368853913,19,2,4,1,0,2,-78.918197440187,0.0745109,0,8.51211640800041,2,0,24,1,0
819,8489.60000001216,1,111,1,85,4,3,13.1223200684807,19.755580762438,0.0869028006589786,0.0131223200684807,19,2,4,1,0,2,-79.0833190178011,0.0796083,0,8.52017938095669,2,0,24,1,0
820,8490.31111112326,1,111,1,86,4,4,13.1234318643271,19.757254564976,0.086926715568657,0.0131234318643271,19,2,4,1,0,2,-79.0967722514364,0.0764816,0,8.52090125788064,2,0,24,1,0
