#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;2;2;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/6,1/6;0/0,1/0;0/6,1/6;0/3,1/2;0/5,1/5;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0
1619.96;23;29;2;2;0/1500.36,1/1350.93;0/27.24,1/31.29;0/1619.96,1/1619.96;0/1619.96,1/1619.96;0/0,1/0;0/0,1/0;0/0,1/0;0/7,1/12;0/3,1/2;0/5,1/5;0/8,1/15;0/14,1/15;0/12,1/27;0/160,1/159
1679.96;23;30;2;2;0/1560.36,1/1410.93;0/27.42,1/31.38;0/1679.96,1/1679.96;0/1679.96,1/1679.96;0/0,1/0;0/0,1/0;0/0,1/0;0/7,1/13;0/3,1/2;0/5,1/5;0/8,1/15;0/14,1/16;0/12,1/27;0/166,1/165
1739.96;23;31;2;2;0/1620.36,1/1470.93;0/27.69,1/31.47;0/1739.96,1/1739.96;0/1739.96,1/1739.96;0/0,1/0;0/0,1/0;0/0,1/0;0/13,1/16;0/3,1/2;0/5,1/5;0/8,1/15;0/15,1/16;0/12,1/27;0/172,1/171
1799.96;23;32;2;2;0/1680.36,1/1530.93;0/27.78,1/31.56;0/1799.96,1/1799.96;0/1799.96,1/1799.96;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/14;0/3,1/2;0/5,1/5;0/8,1/15;0/15,1/17;0/12,1/27;0/178,1/177
1859.96;23;32;2;2;0/1740.36,1/1590.93;0/27.87,1/31.64;0/1859.96,1/1859.96;0/1859.96,1/1859.96;0/0,1/0;0/0,1/0;0/0,1/0;0/6,1/11;0/3,1/2;0/5,1/5;0/8,1/15;0/15,1/17;0/12,1/27;0/184,1/183
1919.96;23;34;2;2;0/1800.36,1/1650.93;0/28.09,1/31.82;0/1919.96,1/1919.96;0/1919.96,1/1919.96;0/0,1/0;0/0,1/0;0/0,1/0;0/11,1/12;0/3,1/2;0/5,1/5;0/8,1/15;0/16,1/18;0/12,1/27;0/190,1/189
1979.96;23;35;2;2;0/1860.36,1/1710.93;0/28.22,1/31.91;0/1979.96,1/1979.96;0/1979.96,1/1979.96;0/0,1/0;0/0,1/0;0/0,1/0;0/9,1/10;0/3,1/2;0/5,1/5;0/8,1/15;0/17,1/18;0/12,1/27;0/196,1/195
2039.96;23;37;2;2;0/1920.36,1/1770.93;0/28.36,1/32.04;0/2039.96,1/2039.96;0/2039.96,1/2039.96;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/9;0/3,1/2;0/5,1/5;0/8,1/15;0/18,1/19;0/12,1/27;0/202,1/201
2099.96;23;38;2;2;0/1980.36,1/1830.93;0/28.71,1/32.36;0/2099.96,1/2099.96;0/2099.96,1/2099.96;0/0,1/0;0/0,1/0;0/0,1/0;0/7,1/6;0/3,1/2;0/5,1/5;0/8,1/15;0/18,1/20;0/12,1/27;0/208,1/207
2159.96;23;40;2;2;0/2040.36,1/1890.93;0/29.16,1/32.84;0/2159.96,1/2159.96;0/2159.96,1/2159.96;0/6,1/19;0/1,1/0;0/13,1/25;0/5,1/7;0/3,1/2;0/5,1/5;0/8,1/15;0/19,1/21;0/12,1/27;0/214,1/213
2219.96;26;42;2;2;0/2061.73,1/1920.93;0/29.69,1/33.33;0/2219.96,1/2219.96;0/2219.96,1/2219.96;0/6,1/19;0/0,1/0;0/9,1/22;0/13,1/7;0/3,1/2;0/5,1/5;0/10,1/16;0/20,1/22;0/16,1/30;0/220,1/219
2279.96;30;43;2;2;0/2070.67,1/1931.91;0/29.96,1/33.78;0/2279.96,1/2279.96;0/2279.96,1/2279.96;0/2,1/15;0/0,1/0;0/4,1/18;0/9,1/11;0/3,1/2;0/5,1/5;0/12,1/18;0/20,1/23;0/21,1/35;0/225,1/225
2340;34;43;2;2;0/2100.4,1/1961.33;0/30.36,1/34.18;0/2340,1/2340;0/2340,1/2340;0/0,1/13;0/0,1/0;0/1,1/15;0/10,1/15;0/3,1/2;0/5,1/5;0/15,1/19;0/20,1/23;0/24,1/38;0/231,1/231
2400;36;45;2;2;0/2150.4,1/2000.98;0/30.71,1/34.44;0/2400,1/2400;0/2400,1/2400;0/0,1/9;0/0,1/0;0/0,1/13;0/9,1/9;0/3,1/2;0/5,1/5;0/16,1/20;0/21,1/24;0/25,1/40;0/237,1/237
2460;38;46;2;2;0/2210.4,1/2020.98;0/31.16,1/34.89;0/2460,1/2460;0/2460,1/2460;0/0,1/7;0/0,1/0;0/0,1/9;0/16,1/12;0/3,1/2;0/5,1/5;0/16,1/22;0/21,1/25;0/25,1/44;0/243,1/243
2520;40;46;2;2;0/2270.4,1/2050.98;0/31.42,1/35.29;0/2520,1/2520;0/2520,1/2520;0/0,1/5;0/0,1/0;0/0,1/6;0/10,1/13;0/3,1/2;0/5,1/5;0/16,1/24;0/21,1/25;0/25,1/47;0/249,1/249
2580;42;48;2;2;0/2330.4,1/2090.98;0/31.78,1/35.69;0/2580,1/2580;0/2580,1/2580;0/0,1/3;0/0,1/0;0/0,1/4;0/8,1/12;0/3,1/2;0/5,1/5;0/16,1/26;0/22,1/26;0/25,1/49;0/255,1/255
2640;44;49;2;2;0/2390.4,1/2130.98;0/32.13,1/36;0/2640,1/2640;0/2640,1/2640;0/0,1/2;0/0,1/0;0/0,1/3;0/11,1/7;0/3,1/2;0/5,1/5;0/16,1/28;0/23,1/26;0/25,1/51;0/261,1/261
2700;46;50;2;2;0/2450.4,1/2173.33;0/32.49,1/36.44;0/2700,1/2700;0/2700,1/2700;0/0,1/1;0/0,1/0;0/0,1/1;0/7,1/6;0/3,1/2;0/5,1/5;0/16,1/30;0/23,1/27;0/25,1/53;0/267,1/267
2760;47;50;2;2;0/2510.4,1/2220.98;0/32.93,1/36.98;0/2760,1/2760;0/2760,1/2760;0/0,1/0;0/0,1/0;0/0,1/0;0/8,1/8;0/3,1/2;0/5,1/5;0/16,1/31;0/23,1/27;0/25,1/54;0/273,1/273
2820;47;53;2;2;0/2570.4,1/2280.98;0/33.47,1/37.33;0/2820,1/2820;0/2820,1/2820;0/0,1/0;0/0,1/0;0/0,1/0;0/15,1/8;0/3,1/2;0/5,1/5;0/16,1/31;0/25,1/28;0/25,1/54;0/279,1/279
2880;47;53;2;2;0/2630.4,1/2340.98;0/33.87,1/37.73;0/2880,1/2880;0/2880,1/2880;0/0,1/0;0/0,1/0;0/0,1/0;0/16,1/9;0/3,1/2;0/5,1/5;0/16,1/31;0/25,1/28;0/25,1/54;0/285,1/285
2940;47;55;2;2;0/2690.4,1/2400.98;0/34.18,1/38.09;0/2940,1/2940;0/2940,1/2940;0/0,1/0;0/0,1/0;0/0,1/0;0/12,1/12;0/3,1/2;0/5,1/5;0/16,1/31;0/26,1/29;0/25,1/54;0/291,1/291
3000;47;57;2;2;0/2750.4,1/2460.98;0/34.58,1/38.44;0/3000,1/3000;0/3000,1/3000;0/0,1/0;0/0,1/0;0/0,1/0;0/9,1/11;0/3,1/2;0/5,1/5;0/16,1/31;0/27,1/30;0/25,1/54;0/297,1/297
3060;47;58;2;2;0/2810.4,1/2520.98;0/34.93,1/38.8;0/3060,1/3060;0/3060,1/3060;0/0,1/0;0/0,1/0;0/0,1/0;0/8,1/10;0/3,1/2;0/5,1/5;0/16,1/31;0/27,1/31;0/25,1/54;0/303,1/303
3120;47;60;2;2;0/2870.4,1/2580.98;0/35.38,1/39.24;0/3120,1/3120;0/3120,1/3120;0/0,1/0;0/0,1/1;0/0,1/0;0/6,1/14;0/3,1/2;0/5,1/5;0/16,1/31;0/28,1/32;0/25,1/54;0/309,1/309
3180;47;60;2;2;0/2930.4,1/2640.98;0/35.82,1/39.56;0/3180,1/3180;0/3180,1/3180;0/0,1/0;0/0,1/0;0/0,1/0;0/11,1/11;0/3,1/2;0/5,1/5;0/16,1/31;0/28,1/32;0/25,1/54;0/315,1/315
3240;47;61;2;2;0/2990.4,1/2700.98;0/36.18,1/39.91;0/3240,1/3240;0/3240,1/3240;0/0,1/0;0/0,1/0;0/1,1/0;0/12,1/8;0/3,1/2;0/5,1/5;0/16,1/31;0/29,1/32;0/25,1/54;0/321,1/321
3300;48;62;2;2;0/3040.4,1/2760.98;0/36.62,1/40.22;0/3300,1/3300;0/3300,1/3300;0/0,1/0;0/1,1/0;0/0,1/0;0/13,1/14;0/3,1/2;0/5,1/5;0/17,1/31;0/29,1/33;0/26,1/54;0/327,1/326
3360;48;64;2;2;0/3100.4,1/2820.98;0/36.98,1/40.62;0/3360,1/3360;0/3360,1/3360;0/0,1/5;0/0,1/0;0/2,1/9;0/12,1/16;0/3,1/2;0/5,1/5;0/17,1/31;0/30,1/34;0/26,1/54;0/333,1/332
3420;52;64;2;2;0/3140.4,1/2845.33;0/37.33,1/40.93;0/3420,1/3420;0/3420,1/3420;0/0,1/3;0/0,1/0;0/0,1/5;0/10,1/11;0/3,1/2;0/5,1/5;0/19,1/33;0/30,1/34;0/28,1/58;0/339,1/338
3480;53;64;2;2;0/3200.4,1/2880.98;0/37.69,1/41.42;0/3480,1/3480;0/3480,1/3480;0/0,1/2;0/0,1/0;0/0,1/3;0/10,1/14;0/3,1/2;0/5,1/5;0/19,1/34;0/30,1/34;0/28,1/60;0/345,1/344
3540;55;65;2;2;0/3260.4,1/2920.98;0/38.09,1/41.82;0/3540,1/3540;0/3540,1/3540;0/0,1/0;0/0,1/0;0/0,1/1;0/10,1/13;0/3,1/2;0/5,1/5;0/19,1/36;0/30,1/35;0/28,1/62;0/351,1/350
3600;56;65;2;2;0/3320.4,1/2970.98;0/38.44,1/42.09;0/3600,1/3600;0/3600,1/3600;0/0,1/0;0/0,1/0;0/0,1/0;0/9,1/7;0/3,1/2;0/5,1/5;0/19,1/37;0/30,1/35;0/28,1/63;0/357,1/356
3660;56;66;2;2;0/3380.4,1/3030.98;0/38.8,1/42.53;0/3660,1/3660;0/3660,1/3660;0/0,1/0;0/0,1/0;0/0,1/0;0/6,1/9;0/3,1/2;0/5,1/5;0/19,1/37;0/31,1/35;0/28,1/63;0/363,1/362
3720;56;67;2;2;0/3440.4,1/3090.98;0/39.24,1/42.93;0/3720,1/3720;0/3720,1/3720;0/0,1/0;0/0,1/0;0/0,1/0;0/9,1/9;0/3,1/2;0/5,1/5;0/19,1/37;0/32,1/35;0/28,1/63;0/369,1/368
3780;56;69;2;2;0/3500.4,1/3150.98;0/39.6,1/43.38;0/3780,1/3780;0/3780,1/3780;0/0,1/0;0/0,1/0;0/0,1/0;0/8,1/11;0/3,1/2;0/5,1/5;0/19,1/37;0/33,1/36;0/28,1/63;0/375,1/374
3840;56;70;2;2;0/3560.4,1/3210.98;0/40,1/43.73;0/3840,1/3840;0/3840,1/3840;0/0,1/0;0/0,1/0;0/0,1/0;0/12,1/10;0/3,1/2;0/5,1/5;0/19,1/37;0/34,1/36;0/28,1/63;0/380,1/380
3900;56;71;2;2;0/3620.4,1/3270.98;0/40.36,1/44.18;0/3900,1/3900;0/3900,1/3900;0/0,1/0;0/0,1/0;0/0,1/0;0/8,1/11;0/3,1/2;0/5,1/5;0/19,1/37;0/34,1/37;0/28,1/63;0/386,1/386
3960;56;74;2;2;0/3680.4,1/3330.98;0/40.8,1/44.58;0/3960,1/3960;0/3960,1/3960;0/0,1/0;0/0,1/0;0/0,1/0;0/15,1/12;0/3,1/2;0/5,1/5;0/19,1/37;0/36,1/38;0/28,1/63;0/392,1/392
4020;56;74;2;2;0/3740.4,1/3390.98;0/41.16,1/44.98;0/4020,1/4020;0/4020,1/4020;0/0,1/0;0/0,1/0;0/0,1/0;0/12,1/9;0/3,1/2;0/5,1/5;0/19,1/37;0/36,1/38;0/28,1/63;0/398,1/398
4080;56;75;2;2;0/3800.4,1/3450.98;0/41.51,1/45.33;0/4080,1/4080;0/4080,1/4080;0/0,1/0;0/0,1/0;0/0,1/0;0/9,1/5;0/3,1/2;0/5,1/5;0/19,1/37;0/37,1/38;0/28,1/63;0/404,1/404
4140;56;77;2;2;0/3860.4,1/3510.98;0/41.73,1/45.69;0/4140,1/4140;0/4140,1/4140;0/0,1/0;0/0,1/2;0/0,1/0;0/10,1/11;0/3,1/2;0/5,1/5;0/19,1/37;0/38,1/39;0/28,1/63;0/410,1/410
4200;56;79;2;2;0/3920.4,1/3570.98;0/41.87,1/45.78;0/4200,1/4200;0/4200,1/4200;0/0,1/0;0/0,1/0;0/0,1/0;0/7,1/7;0/3,1/2;0/5,1/5;0/19,1/37;0/39,1/40;0/28,1/63;0/416,1/416
4260;56;81;2;2;0/3980.4,1/3630.98;0/42.04,1/45.96;0/4260,1/4260;0/4260,1/4260;0/0,1/0;0/0,1/0;0/0,1/0;0/13,1/8;0/3,1/2;0/5,1/5;0/19,1/37;0/40,1/41;0/28,1/63;0/422,1/422
4320;58;82;2;2;0/4021.96,1/3669.24;0/42.13,1/46.04;0/4320,1/4320;0/4320,1/4320;0/4,1/19;0/0,1/0;0/8,1/21;0/10,1/7;0/3,1/2;0/5,1/5;0/20,1/38;0/41,1/41;0/30,1/66;0/428,1/428
4380;62;83;2;2;0/4037.38,1/3701.2;0/42.27,1/46.22;0/4380,1/4380;0/4380,1/4380;0/1,1/15;0/0,1/0;0/3,1/19;0/14,1/9;0/3,1/2;0/5,1/5;0/23,1/39;0/41,1/42;0/35,1/68;0/434,1/434
4440;66;84;2;2;0/4060.84,1/3721.38;0/42.4,1/46.4;0/4440,1/4440;0/4440,1/4440;0/1,1/13;0/0,1/0;0/1,1/15;0/14,1/7;0/3,1/2;0/5,1/5;0/25,1/41;0/41,1/43;0/38,1/72;0/440,1/440
4500;68;85;2;2;0/4120.84,1/3745.69;0/42.53,1/46.58;0/4500,1/4500;0/4500,1/4500;0/1,1/9;0/0,1/0;0/1,1/11;0/19,1/8;0/3,1/2;0/5,1/5;0/25,1/43;0/41,1/44;0/38,1/76;0/446,1/446
4560;70;87;2;2;0/4170.89,1/3781.64;0/42.53,1/46.76;0/4560,1/4560;0/4560,1/4560;0/0,1/7;0/0,1/0;0/0,1/10;0/13,1/13;0/3,1/2;0/5,1/5;0/26,1/44;0/43,1/44;0/39,1/78;0/452,1/452
4620;72;89;2;2;0/4230.89,1/3811.78;0/42.62,1/46.89;0/4620,1/4620;0/4620,1/4620;0/0,1/5;0/0,1/0;0/0,1/7;0/15,1/12;0/3,1/2;0/5,1/5;0/26,1/46;0/44,1/45;0/39,1/81;0/458,1/458
4680;74;91;2;2;0/4290.89,1/3851.87;0/42.71,1/46.93;0/4680,1/4680;0/4680,1/4680;0/0,1/4;0/0,1/0;0/0,1/5;0/14,1/10;0/3,1/2;0/5,1/5;0/26,1/48;0/45,1/46;0/39,1/83;0/464,1/464
4740;76;91;2;2;0/4350.89,1/3901.56;0/42.8,1/47.11;0/4740,1/4740;0/4740,1/4740;0/0,1/3;0/0,1/1;0/0,1/3;0/14,1/13;0/3,1/2;0/5,1/5;0/26,1/50;0/45,1/46;0/39,1/85;0/470,1/470
4800;78;92;2;2;0/4410.89,1/3935.07;0/42.89,1/47.16;0/4800,1/4800;0/4800,1/4800;0/0,1/2;0/0,1/0;0/0,1/2;0/12,1/9;0/3,1/2;0/5,1/5;0/26,1/52;0/46,1/46;0/39,1/87;0/476,1/476
4860;80;94;2;2;0/4470.89,1/3978.76;0/43.07,1/47.29;0/4860,1/4860;0/4860,1/4860;0/0,1/0;0/0,1/0;0/0,1/0;0/16,1/9;0/3,1/2;0/5,1/5;0/26,1/54;0/46,1/48;0/39,1/89;0/482,1/482
4920;81;95;2;2;0/4529.87,1/4032.13;0/43.11,1/47.42;0/4920,1/4920;0/4920,1/4920;0/0,1/1;0/0,1/0;0/0,1/1;0/11,1/10;0/3,1/2;0/5,1/5;0/27,1/54;0/47,1/48;0/40,1/89;0/488,1/488
4980;81;96;2;2;0/4580.93,1/4092.13;0/43.2,1/47.6;0/4980,1/4980;0/4980,1/4980;0/0,1/0;0/0,1/0;0/0,1/1;0/9,1/12;0/3,1/2;0/5,1/5;0/27,1/54;0/47,1/49;0/40,1/89;0/494,1/494
5040;82;99;2;2;0/4640.93,1/4142.18;0/43.91,1/47.69;0/5040,1/5040;0/5040,1/5040;0/0,1/0;0/0,1/0;0/0,1/0;0/7,1/13;0/3,1/2;0/5,1/5;0/27,1/55;0/49,1/50;0/40,1/90;0/500,1/500
5100;82;102;2;2;0/4700.93,1/4202.18;0/44.09,1/47.78;0/5100,1/5100;0/5100,1/5100;0/0,1/0;0/2,1/1;0/0,1/0;0/8,1/13;0/3,1/2;0/5,1/5;0/27,1/55;0/50,1/52;0/40,1/90;0/506,1/506
5160;82;103;2;2;0/4760.93,1/4262.18;0/44.22,1/47.87;0/5160,1/5160;0/5160,1/5160;0/0,1/0;0/0,1/0;0/0,1/0;0/8,1/11;0/3,1/2;0/5,1/5;0/27,1/55;0/51,1/52;0/40,1/90;0/512,1/512
5220;82;105;2;2;0/4820.93,1/4322.18;0/44.4,1/47.96;0/5220,1/5220;0/5220,1/5220;0/1,1/0;0/0,1/0;0/1,1/0;0/8,1/11;0/3,1/2;0/5,1/5;0/27,1/55;0/52,1/53;0/40,1/90;0/518,1/518
5280;82;107;2;2;0/4880.93,1/4382.18;0/44.53,1/48;0/5280,1/5280;0/5280,1/5280;0/0,1/0;0/0,1/0;0/1,1/0;0/5,1/7;0/3,1/2;0/5,1/5;0/27,1/55;0/53,1/54;0/40,1/90;0/524,1/524
5340;83;109;2;2;0/4930.98,1/4442.18;0/44.76,1/48.22;0/5340,1/5340;0/5340,1/5340;0/0,1/0;0/0,1/0;0/0,1/0;0/16,1/10;0/3,1/2;0/5,1/5;0/28,1/55;0/54,1/55;0/41,1/90;0/530,1/530
5400;83;110;2;2;0/4990.98,1/4502.18;0/44.76,1/48.36;0/5400,1/5400;0/5400,1/5400;0/0,1/0;0/0,1/0;0/0,1/0;0/10,1/11;0/3,1/2;0/5,1/5;0/28,1/55;0/55,1/55;0/41,1/90;0/536,1/536
5459.96;83;110;2;2;0/5050.93,1/4562.13;0/44.89,1/48.4;0/5459.96,1/5459.96;0/5459.96,1/5459.96;0/0,1/0;0/0,1/0;0/0,1/0;0/13,1/6;0/3,1/2;0/5,1/5;0/28,1/55;0/55,1/55;0/41,1/90;0/542,1/542
5519.96;85;112;2;2;0/5097.07,1/4622.13;0/44.98,1/48.58;0/5519.96,1/5519.96;0/5519.96,1/5519.96;0/1,1/5;0/0,1/0;0/1,1/9;0/9,1/6;0/3,1/2;0/5,1/5;0/30,1/55;0/56,1/56;0/43,1/90;0/548,1/548
5579.96;87;114;2;2;0/5151.02,1/4642.31;0/45.11,1/48.8;0/5579.96,1/5579.96;0/5579.96,1/5579.96;0/1,1/4;0/0,1/0;0/1,1/5;0/11,1/8;0/3,1/2;0/5,1/5;0/30,1/57;0/57,1/57;0/43,1/94;0/554,1/554
5639.96;89;117;2;2;0/5211.02,1/4684.58;0/45.2,1/48.98;0/5639.96,1/5639.96;0/5639.96,1/5639.96;0/1,1/2;0/0,1/1;0/1,1/3;0/10,1/10;0/3,1/2;0/5,1/5;0/30,1/59;0/59,1/58;0/43,1/96;0/560,1/560
5699.96;92;119;2;2;0/5261.07,1/4726.98;0/45.38,1/49.11;0/5699.96,1/5699.96;0/5699.96,1/5699.96;0/0,1/0;0/0,1/0;0/0,1/1;0/11,1/12;0/3,1/2;0/5,1/5;0/31,1/61;0/60,1/59;0/44,1/98;0/566,1/566
