idx;queue_wait_sec;picking_time_sec
0;5.55587524177946;53.2444444444467
1;4.0941759206417;133.55555555557
2;63.1194444444474;136.355555555551
3;136.708333333348;216.488888888894
4;159.516398142861;136.755555555489
5;57.8638888888671;5.86666666666383
6;109.652777777722;186.666666666576
7;104.355875241724;55.8222222221953
8;148.991017319625;25.9111111111109
9;158.586111111033;55.8666666667111
10;179.200319686149;136.088888888997
11;214.089208575101;86.0888888889574
12;198.311430797416;86.0000000000684
13;287.2083333334;66.0000000000525
14;142.711430797452;186.355555555704
15;127.378097464109;45.9111111111476
16;176.011111111255;25.9555555555762
17;155.0275092541;96.0000000000764
18;105.333653019644;25.9111111111317
19;129.955875241887;126.044444444545
20;100.933653019645;216.311111111283
21;135.955875241891;156.222222222347
22;55.7750000000465;76.0888888889494
23;260.271953698628;35.8666666666952
24;78.5336530196262;106.133333333418
25;66.4447641307265;186.311111111259
26;69.3305555556128;65.8666666667191
27;152.44166666679;76.044444444505
28;124.755875241884;146.000000000116
29;63.4799062086404;156.177777777902
30;267.29722222244;116.266666666759
31;116.191017319793;106.000000000084
32;25.0638888889109;146.13333333345
33;136.489208575224;96.0000000000764
34;119.479906208685;66.044444444497
35;223.955875241966;106.044444444529
36;53.2132395419655;86.0444444445129
37;91.952777777853;55.9555555555635
38;106.97809746409;76.2222222219564
39;118.800319686262;76.3999999996699
40;93.778097463736;25.9999999998877
41;91.6497314758012;86.5333333329595
42;39.3780974638089;55.7333333330926
43;20.1910173195961;146.755555554922
44;34.1305555553968;186.97777777697
45;87.4749999996043;66.2222222219361
46;198.844764129775;126.533333332787
47;159.155875241069;96.4444444440278
48;172.583064808776;105.5555555551
49;242.674999998914;96.3999999995835
50;214.178097463034;116.577777777274
51;293.155875240502;136.844444443853
52;303.155875240427;36.1333333331772
53;260.044764129534;96.4444444440278
54;198.044764129776;96.488888888472
55;308.533653018213;46.0444444442455
56;63.835461763852;56.0444444442023
57;177.111430796533;66.1777777774919
58;131.427509253399;46.0888888886898
59;226.094175919656;116.622222221718
60;162.000319685467;126.177777777233
61;61.8799062083049;186.97777777697
62;58.8861111108454;46.0444444442455
63;191.066986352045;136.711111110521
64;146.755875241089;177.022222221457
65;138.044764130029;267.377777776623
66;252.355875240644;45.5111111109145
67;308.889208573753;237.24444444342
68;191.644764129803;96.3999999995835
