>>> Bots
Bot0:
DistanceTraveled: 1444
DistanceEstimated: 1298
NumberOfPickups: 29
NumberOfSetdowns: 29
NumCollisions: 0
TotalTimeMoving: 1442.17777777079
None: 0.0444444444444445
ParkPod: 462.311111108612
RepositionPod: 0
Insert: 1759.91111110164
Extract: 0
Rest: 12066.444444457
PickupPod: 64.4444444441046
SetdownPod: 64.4444444441046
GetItems: 431.28888888658
PutItems: 0
Rest: 11851.2888889022
Move: 1877.24444443466
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 29
SetdownPod_Count: 29
GetItems_Count: 29
PutItems_Count: 0
Rest_Count: 2360
Move_Count: 108
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot1:
DistanceTraveled: 1588.99999999999
DistanceEstimated: 1355
NumberOfPickups: 38
NumberOfSetdowns: 37
NumCollisions: 0
TotalTimeMoving: 1799.82222221129
None: 0.0444444444444445
ParkPod: 536.266666663255
RepositionPod: 0
Insert: 0
Extract: 10210.8888889046
Rest: 3609.82222221008
PickupPod: 84.4444444439386
SetdownPod: 82.2222222217277
GetItems: 0
PutItems: 3367.9111111662
Rest: 3259.28888887853
Move: 7563.155555512
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 38
SetdownPod_Count: 37
GetItems_Count: 0
PutItems_Count: 38
Rest_Count: 648
Move_Count: 148
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot2:
DistanceTraveled: 3649.00000000011
DistanceEstimated: 3351
NumberOfPickups: 81
NumberOfSetdowns: 81
NumCollisions: 0
TotalTimeMoving: 3620.22222220535
None: 0.0444444444444445
ParkPod: 1341.9555555497
RepositionPod: 0
Insert: 4469.99999997851
Extract: 0
Rest: 8499.28888891671
PickupPod: 179.999999999169
SetdownPod: 179.999999999168
GetItems: 1223.24444443815
PutItems: 0
Rest: 8307.64444447277
Move: 4420.39999998009
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 81
SetdownPod_Count: 81
GetItems_Count: 81
PutItems_Count: 0
Rest_Count: 1653
Move_Count: 264
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot3:
DistanceTraveled: 1379
DistanceEstimated: 1160
NumberOfPickups: 34
NumberOfSetdowns: 33
NumCollisions: 0
TotalTimeMoving: 1582.88888887856
None: 0.0444444444444445
ParkPod: 470.488888885989
RepositionPod: 0
Insert: 0
Extract: 8008.3555555814
Rest: 5861.37777775508
PickupPod: 75.5555555550767
SetdownPod: 73.3333333329099
GetItems: 0
PutItems: 2227.77777776509
Rest: 5538.88888886806
Move: 6424.71111114578
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 34
SetdownPod_Count: 33
GetItems_Count: 0
PutItems_Count: 33
Rest_Count: 1102
Move_Count: 133
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot4:
DistanceTraveled: 1607.90703119784
DistanceEstimated: 1377
NumberOfPickups: 37
NumberOfSetdowns: 36
NumCollisions: 0
TotalTimeMoving: 1808.26666673117
None: 0.0444444444444445
ParkPod: 518.800000071126
RepositionPod: 0
Insert: 0
Extract: 9919.3333332772
Rest: 3919.28888887406
PickupPod: 82.2222222218219
SetdownPod: 79.9999999995975
GetItems: 0
PutItems: 2905.82222220846
Rest: 3505.42222220946
Move: 7784.0000000275
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 37
SetdownPod_Count: 36
GetItems_Count: 0
PutItems_Count: 37
Rest_Count: 697
Move_Count: 148
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot5:
DistanceTraveled: 1551.99999999999
DistanceEstimated: 1298
NumberOfPickups: 36
NumberOfSetdowns: 36
NumCollisions: 0
TotalTimeMoving: 1770.79999999096
None: 0.0444444444444445
ParkPod: 533.777777774712
RepositionPod: 0
Insert: 0
Extract: 8827.46666661838
Rest: 4986.71111116271
PickupPod: 79.9999999996174
SetdownPod: 79.9999999995634
GetItems: 0
PutItems: 2505.24444443053
Rest: 4584.31111116474
Move: 7098.4444444058
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 36
SetdownPod_Count: 36
GetItems_Count: 0
PutItems_Count: 36
Rest_Count: 912
Move_Count: 145
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot6:
DistanceTraveled: 1342
DistanceEstimated: 1216
NumberOfPickups: 27
NumberOfSetdowns: 27
NumCollisions: 0
TotalTimeMoving: 1354.53333332523
None: 0.0444444444444445
ParkPod: 430.488888886549
RepositionPod: 0
Insert: 1625.77777776774
Extract: 0
Rest: 12231.3333333463
PickupPod: 59.999999999658
SetdownPod: 59.9999999996584
GetItems: 351.022222219813
PutItems: 0
Rest: 12007.8222222362
Move: 1808.79999998966
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 27
SetdownPod_Count: 27
GetItems_Count: 27
PutItems_Count: 0
Rest_Count: 2391
Move_Count: 101
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot7:
DistanceTraveled: 1427.90123460072
DistanceEstimated: 1248
NumberOfPickups: 34
NumberOfSetdowns: 33
NumCollisions: 0
TotalTimeMoving: 1631.11111117534
None: 0.0444444444444445
ParkPod: 438.844444442054
RepositionPod: 0
Insert: 0
Extract: 9106.13333335528
Rest: 4804.35555553623
PickupPod: 75.555555555124
SetdownPod: 73.3333333329483
GetItems: 0
PutItems: 2694.88888887417
Rest: 4408.97777776056
Move: 7096.6222222552
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 34
SetdownPod_Count: 33
GetItems_Count: 0
PutItems_Count: 33
Rest_Count: 877
Move_Count: 135
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot8:
DistanceTraveled: 3499.00000000011
DistanceEstimated: 3211
NumberOfPickups: 79
NumberOfSetdowns: 79
NumCollisions: 0
TotalTimeMoving: 3479.77777775793
None: 0.0444444444444445
ParkPod: 1285.68888888138
RepositionPod: 0
Insert: 4276.84444442057
Extract: 0
Rest: 8746.53333336516
PickupPod: 175.555555554559
SetdownPod: 175.55555555456
GetItems: 1183.24444443816
PutItems: 0
Rest: 8590.00000003273
Move: 4184.75555553156
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 79
SetdownPod_Count: 79
GetItems_Count: 79
PutItems_Count: 0
Rest_Count: 1709
Move_Count: 254
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot9:
DistanceTraveled: 1270.00000000001
DistanceEstimated: 1150
NumberOfPickups: 25
NumberOfSetdowns: 25
NumCollisions: 0
TotalTimeMoving: 1276.93333332597
None: 0.0444444444444445
ParkPod: 389.999999997875
RepositionPod: 0
Insert: 1556.84444443505
Extract: 0
Rest: 12340.0444444565
PickupPod: 55.5555555552569
SetdownPod: 55.5555555552573
GetItems: 350.844444442865
PutItems: 0
Rest: 12150.5777777908
Move: 1674.39999998968
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 25
SetdownPod_Count: 25
GetItems_Count: 25
PutItems_Count: 0
Rest_Count: 2419
Move_Count: 93
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot10:
DistanceTraveled: 1493.99999999999
DistanceEstimated: 1328
NumberOfPickups: 35
NumberOfSetdowns: 34
NumCollisions: 0
TotalTimeMoving: 1680.79999999128
None: 0.0444444444444445
ParkPod: 477.42222221945
RepositionPod: 0
Insert: 0
Extract: 9564.44444446791
Rest: 4313.15555553508
PickupPod: 77.7777777773817
SetdownPod: 75.5555555551339
GetItems: 0
PutItems: 2946.40000006222
Rest: 3947.02222220384
Move: 7308.31111106831
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 35
SetdownPod_Count: 34
GetItems_Count: 0
PutItems_Count: 35
Rest_Count: 785
Move_Count: 138
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot11:
DistanceTraveled: 1547.99999999999
DistanceEstimated: 1364
NumberOfPickups: 36
NumberOfSetdowns: 36
NumCollisions: 0
TotalTimeMoving: 1754.48888887931
None: 0.0444444444444445
ParkPod: 543.422222218997
RepositionPod: 0
Insert: 0
Extract: 8931.42222217731
Rest: 4874.26666671507
PickupPod: 79.9999999995848
SetdownPod: 79.9999999995265
GetItems: 0
PutItems: 2709.77777776619
Rest: 4501.02222227274
Move: 6978.35555551778
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 36
SetdownPod_Count: 36
GetItems_Count: 0
PutItems_Count: 36
Rest_Count: 896
Move_Count: 144
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot12:
DistanceTraveled: 1409
DistanceEstimated: 1213
NumberOfPickups: 34
NumberOfSetdowns: 34
NumCollisions: 0
TotalTimeMoving: 1617.19999999065
None: 0.0444444444444445
ParkPod: 478.533333330556
RepositionPod: 0
Insert: 0
Extract: 9416.71111106352
Rest: 4457.24444449505
PickupPod: 75.5555555551449
SetdownPod: 75.5555555551354
GetItems: 0
PutItems: 2909.51111109614
Rest: 4114.66666671958
Move: 7177.24444440758
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 34
SetdownPod_Count: 34
GetItems_Count: 0
PutItems_Count: 34
Rest_Count: 819
Move_Count: 135
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot13:
DistanceTraveled: 1463
DistanceEstimated: 1228
NumberOfPickups: 34
NumberOfSetdowns: 33
NumCollisions: 0
TotalTimeMoving: 1675.73333332347
None: 0.0444444444444445
ParkPod: 486.266666663726
RepositionPod: 0
Insert: 0
Extract: 8492.84444446513
Rest: 5366.08888887136
PickupPod: 75.555555555124
SetdownPod: 73.3333333329142
GetItems: 0
PutItems: 2450.71111109729
Rest: 4996.57777776208
Move: 6749.06666669724
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 34
SetdownPod_Count: 33
GetItems_Count: 0
PutItems_Count: 33
Rest_Count: 994
Move_Count: 135
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot14:
DistanceTraveled: 1355
DistanceEstimated: 1165
NumberOfPickups: 33
NumberOfSetdowns: 33
NumCollisions: 0
TotalTimeMoving: 1557.55555554608
None: 0.0444444444444445
ParkPod: 479.688888886046
RepositionPod: 0
Insert: 0
Extract: 9058.31111105658
Rest: 4812.26666672423
PickupPod: 73.3333333329114
SetdownPod: 73.3333333328915
GetItems: 0
PutItems: 2552.53333331991
Rest: 4473.33333339281
Move: 7177.77777773277
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 33
SetdownPod_Count: 33
GetItems_Count: 0
PutItems_Count: 33
Rest_Count: 890
Move_Count: 131
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
>>> Pods
Pod0(0.73%0.73%):
SimpleItemDescription28 SimpleItemDescription6 SimpleItemDescription33 
StatItemsHandledAtOutputStations: 21
StatBundlesHandledAtInputStations: 2
Pod1(0.74%0.74%):
SimpleItemDescription11 SimpleItemDescription61 
StatItemsHandledAtOutputStations: 18
StatBundlesHandledAtInputStations: 3
Pod2(0.64%0.64%):
SimpleItemDescription38 SimpleItemDescription71 SimpleItemDescription79 
StatItemsHandledAtOutputStations: 34
StatBundlesHandledAtInputStations: 3
Pod3(0.82%0.82%):
SimpleItemDescription79 SimpleItemDescription90 
StatItemsHandledAtOutputStations: 0
StatBundlesHandledAtInputStations: 1
Pod4(0.85%0.85%):
SimpleItemDescription2 
StatItemsHandledAtOutputStations: 0
StatBundlesHandledAtInputStations: 0
Pod5(0.41%0.41%):
SimpleItemDescription76 SimpleItemDescription93 SimpleItemDescription12 SimpleItemDescription53 SimpleItemDescription36 
StatItemsHandledAtOutputStations: 70
StatBundlesHandledAtInputStations: 15
Pod6(0.79%0.79%):
SimpleItemDescription15 SimpleItemDescription14 SimpleItemDescription38 SimpleItemDescription93 
StatItemsHandledAtOutputStations: 56
StatBundlesHandledAtInputStations: 7
Pod7(0.95%0.95%):
SimpleItemDescription64 SimpleItemDescription5 SimpleItemDescription92 
StatItemsHandledAtOutputStations: 34
StatBundlesHandledAtInputStations: 4
Pod8(0.60%0.60%):
SimpleItemDescription30 SimpleItemDescription5 
StatItemsHandledAtOutputStations: 27
StatBundlesHandledAtInputStations: 2
Pod9(0.75%0.75%):
SimpleItemDescription40 SimpleItemDescription51 SimpleItemDescription2 SimpleItemDescription92 
StatItemsHandledAtOutputStations: 24
StatBundlesHandledAtInputStations: 3
Pod10(0.87%0.87%):
SimpleItemDescription69 SimpleItemDescription5 
StatItemsHandledAtOutputStations: 0
StatBundlesHandledAtInputStations: 0
Pod11(0.72%0.72%):
SimpleItemDescription32 SimpleItemDescription57 SimpleItemDescription92 
StatItemsHandledAtOutputStations: 42
StatBundlesHandledAtInputStations: 9
Pod12(0.42%0.42%):
SimpleItemDescription17 
StatItemsHandledAtOutputStations: 62
StatBundlesHandledAtInputStations: 5
Pod13(0.82%0.82%):
SimpleItemDescription15 SimpleItemDescription53 SimpleItemDescription49 SimpleItemDescription81 
StatItemsHandledAtOutputStations: 59
StatBundlesHandledAtInputStations: 9
Pod14(0.60%0.60%):
SimpleItemDescription84 SimpleItemDescription81 SimpleItemDescription93 SimpleItemDescription46 SimpleItemDescription28 
StatItemsHandledAtOutputStations: 21
StatBundlesHandledAtInputStations: 3
Pod15(0.18%0.18%):
SimpleItemDescription10 SimpleItemDescription26 
StatItemsHandledAtOutputStations: 44
StatBundlesHandledAtInputStations: 5
Pod16(0.67%0.67%):
SimpleItemDescription73 
StatItemsHandledAtOutputStations: 0
StatBundlesHandledAtInputStations: 0
Pod17(0.92%0.92%):
SimpleItemDescription59 SimpleItemDescription98 
StatItemsHandledAtOutputStations: 0
StatBundlesHandledAtInputStations: 0
Pod18(0.85%0.85%):
SimpleItemDescription2 
StatItemsHandledAtOutputStations: 19
StatBundlesHandledAtInputStations: 2
Pod19(0.68%0.68%):
SimpleItemDescription60 SimpleItemDescription82 
StatItemsHandledAtOutputStations: 38
StatBundlesHandledAtInputStations: 4
Pod20(0.97%0.97%):
SimpleItemDescription36 SimpleItemDescription81 SimpleItemDescription72 
StatItemsHandledAtOutputStations: 45
StatBundlesHandledAtInputStations: 5
Pod21(0.16%0.16%):
SimpleItemDescription15 SimpleItemDescription51 
StatItemsHandledAtOutputStations: 59
StatBundlesHandledAtInputStations: 8
Pod22(0.97%0.97%):
SimpleItemDescription38 SimpleItemDescription10 SimpleItemDescription28 SimpleItemDescription13 
StatItemsHandledAtOutputStations: 20
StatBundlesHandledAtInputStations: 5
Pod23(0.68%0.68%):
SimpleItemDescription41 
StatItemsHandledAtOutputStations: 67
StatBundlesHandledAtInputStations: 7
Pod24(0.38%0.38%):
SimpleItemDescription23 SimpleItemDescription76 SimpleItemDescription30 SimpleItemDescription69 
StatItemsHandledAtOutputStations: 63
StatBundlesHandledAtInputStations: 8
Pod25(0.97%0.97%):
SimpleItemDescription68 SimpleItemDescription26 SimpleItemDescription38 
StatItemsHandledAtOutputStations: 17
StatBundlesHandledAtInputStations: 2
Pod26(0.93%0.93%):
SimpleItemDescription50 SimpleItemDescription5 SimpleItemDescription28 SimpleItemDescription10 SimpleItemDescription81 
StatItemsHandledAtOutputStations: 95
StatBundlesHandledAtInputStations: 12
Pod27(0.98%0.98%):
SimpleItemDescription2 SimpleItemDescription33 
StatItemsHandledAtOutputStations: 38
StatBundlesHandledAtInputStations: 3
Pod28(0.70%0.70%):
SimpleItemDescription11 
StatItemsHandledAtOutputStations: 1
StatBundlesHandledAtInputStations: 0
Pod29(0.46%0.46%):
SimpleItemDescription79 SimpleItemDescription46 SimpleItemDescription93 
StatItemsHandledAtOutputStations: 33
StatBundlesHandledAtInputStations: 3
Pod30(0.90%0.90%):
SimpleItemDescription14 SimpleItemDescription5 
StatItemsHandledAtOutputStations: 46
StatBundlesHandledAtInputStations: 5
Pod31(0.54%0.54%):
SimpleItemDescription5 SimpleItemDescription74 SimpleItemDescription93 SimpleItemDescription73 
StatItemsHandledAtOutputStations: 82
StatBundlesHandledAtInputStations: 8
Pod32(0.91%0.91%):
SimpleItemDescription38 SimpleItemDescription5 SimpleItemDescription30 
StatItemsHandledAtOutputStations: 42
StatBundlesHandledAtInputStations: 4
Pod33(0.41%0.41%):
SimpleItemDescription18 SimpleItemDescription29 SimpleItemDescription38 
StatItemsHandledAtOutputStations: 34
StatBundlesHandledAtInputStations: 5
Pod34(0.78%0.78%):
SimpleItemDescription2 
StatItemsHandledAtOutputStations: 1
StatBundlesHandledAtInputStations: 0
Pod35(0.70%0.70%):
SimpleItemDescription31 SimpleItemDescription52 SimpleItemDescription91 
StatItemsHandledAtOutputStations: 27
StatBundlesHandledAtInputStations: 4
Pod36(0.97%0.97%):
SimpleItemDescription50 SimpleItemDescription41 
StatItemsHandledAtOutputStations: 67
StatBundlesHandledAtInputStations: 8
Pod37(0.64%0.64%):
SimpleItemDescription10 SimpleItemDescription94 SimpleItemDescription60 
StatItemsHandledAtOutputStations: 37
StatBundlesHandledAtInputStations: 3
Pod38(0.83%0.83%):
SimpleItemDescription12 SimpleItemDescription49 
StatItemsHandledAtOutputStations: 41
StatBundlesHandledAtInputStations: 4
Pod39(0.64%0.64%):
SimpleItemDescription2 
StatItemsHandledAtOutputStations: 57
StatBundlesHandledAtInputStations: 6
Pod40(0.76%0.76%):
SimpleItemDescription5 SimpleItemDescription79 
StatItemsHandledAtOutputStations: 0
StatBundlesHandledAtInputStations: 0
Pod41(0.70%0.70%):
SimpleItemDescription35 SimpleItemDescription2 
StatItemsHandledAtOutputStations: 15
StatBundlesHandledAtInputStations: 2
Pod42(0.76%0.76%):
SimpleItemDescription41 
StatItemsHandledAtOutputStations: 25
StatBundlesHandledAtInputStations: 3
Pod43(1.00%1.00%):
SimpleItemDescription85 SimpleItemDescription60 
StatItemsHandledAtOutputStations: 0
StatBundlesHandledAtInputStations: 1
Pod44(0.59%0.59%):
SimpleItemDescription23 SimpleItemDescription14 
StatItemsHandledAtOutputStations: 8
StatBundlesHandledAtInputStations: 2
Pod45(1.00%1.00%):
SimpleItemDescription10 SimpleItemDescription80 SimpleItemDescription87 
StatItemsHandledAtOutputStations: 37
StatBundlesHandledAtInputStations: 5
Pod46(0.82%0.82%):
SimpleItemDescription14 SimpleItemDescription49 
StatItemsHandledAtOutputStations: 14
StatBundlesHandledAtInputStations: 1
Pod47(0.55%0.55%):
SimpleItemDescription33 SimpleItemDescription79 SimpleItemDescription20 
StatItemsHandledAtOutputStations: 37
StatBundlesHandledAtInputStations: 3
Pod48(0.71%0.71%):
SimpleItemDescription31 
StatItemsHandledAtOutputStations: 0
StatBundlesHandledAtInputStations: 0
Pod49(0.56%0.56%):
SimpleItemDescription73 
StatItemsHandledAtOutputStations: 34
StatBundlesHandledAtInputStations: 2
Pod50(0.32%0.32%):
SimpleItemDescription51 SimpleItemDescription14 
StatItemsHandledAtOutputStations: 10
StatBundlesHandledAtInputStations: 0
Pod51(0.75%0.75%):
SimpleItemDescription14 SimpleItemDescription40 SimpleItemDescription51 
StatItemsHandledAtOutputStations: 35
StatBundlesHandledAtInputStations: 5
Pod52(0.74%0.74%):
SimpleItemDescription5 SimpleItemDescription59 
StatItemsHandledAtOutputStations: 0
StatBundlesHandledAtInputStations: 0
Pod53(0.89%0.89%):
SimpleItemDescription74 SimpleItemDescription44 
StatItemsHandledAtOutputStations: 0
StatBundlesHandledAtInputStations: 0
Pod54(0.89%0.89%):
SimpleItemDescription98 SimpleItemDescription59 SimpleItemDescription13 
StatItemsHandledAtOutputStations: 47
StatBundlesHandledAtInputStations: 6
Pod55(0.74%0.74%):
SimpleItemDescription10 SimpleItemDescription22 SimpleItemDescription51 
StatItemsHandledAtOutputStations: 28
StatBundlesHandledAtInputStations: 4
Pod56(0.79%0.79%):
SimpleItemDescription24 SimpleItemDescription40 
StatItemsHandledAtOutputStations: 0
StatBundlesHandledAtInputStations: 0
Pod57(0.64%0.64%):
SimpleItemDescription2 
StatItemsHandledAtOutputStations: 3
StatBundlesHandledAtInputStations: 0
Pod58(0.42%0.42%):
SimpleItemDescription92 SimpleItemDescription10 SimpleItemDescription75 
StatItemsHandledAtOutputStations: 63
StatBundlesHandledAtInputStations: 5
Pod59(0.61%0.61%):
SimpleItemDescription24 SimpleItemDescription18 
StatItemsHandledAtOutputStations: 14
StatBundlesHandledAtInputStations: 1
Pod60(0.52%0.52%):
SimpleItemDescription8 SimpleItemDescription64 SimpleItemDescription82 
StatItemsHandledAtOutputStations: 35
StatBundlesHandledAtInputStations: 3
Pod61(0.88%0.88%):
SimpleItemDescription71 SimpleItemDescription5 SimpleItemDescription33 
StatItemsHandledAtOutputStations: 17
StatBundlesHandledAtInputStations: 2
Pod62(0.72%0.72%):
SimpleItemDescription10 SimpleItemDescription92 
StatItemsHandledAtOutputStations: 0
StatBundlesHandledAtInputStations: 0
Pod63(0.17%0.17%):
SimpleItemDescription36 SimpleItemDescription76 
StatItemsHandledAtOutputStations: 27
StatBundlesHandledAtInputStations: 4
Pod64(0.46%0.46%):
