Policy,Reference,Bots,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
M4G-NS,M4G-WS-NS,6,< .001,< .001,< .001,< .001,.021,< .001,.326,.009,< .001,< .001
M4G-NS,M4G-WS-NS,10,.049,.211,< .001,.604,.112,.659,< .001,< .001,< .001,.060
