Policy,Bots,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
M4G-NS,6,1147.3,748.1,523.2,3.083,169.8,0.3252,14.84,1.746,435.5,20.37
M4G-WS-NS,6,1258.4,820.8,584.3,3.304,176.9,0.3029,14.66,1.678,346.8,12.66
M4G-NS,10,1411.2,919.0,634.5,3.208,198.2,0.3125,15.06,1.804,428.8,2.05
M4G-WS-NS,10,1419.2,922.6,646.7,3.181,203.5,0.3147,16.22,1.903,371.6,1.52
