Policy,Bots,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
M1G,6,1242.3,806.9,574.9,3.261,176.3,0.3068,14.86,1.696,324.5,13.78
M4G,6,1419.9,946.1,599.1,5.338,112.3,0.1875,9.37,1.190,830.8,1.45
M1G,10,1415.6,917.9,642.7,3.018,213.1,0.3317,16.77,1.980,373.6,1.76
M4G,10,1428.7,952.2,603.5,5.118,118.0,0.1956,10.35,1.317,787.8,0.86
