Policy,Bots,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
M1G,6,26.0,22.3,17.0,0.075,2.9,0.0070,0.31,0.043,12.8,1.80
M4G-NS,6,45.5,33.4,31.0,0.160,7.2,0.0168,0.69,0.106,29.6,3.15
M1G,10,15.8,16.8,12.5,0.090,5.3,0.0103,0.59,0.063,21.6,1.11
M4G-NS,10,9.6,16.1,11.1,0.167,9.1,0.0161,0.51,0.068,29.7,0.67
