#TimeStamp;BacklogBundleCount;BacklogOrderCount;BundleThroughputAgeAvg;OrderThroughputAgeAvg;BundleTurnoverAgeAvg;OrderTurnoverAgeAvg;BundleFrequencyAvg;OrderFrequencyAvg
0;1;100;0;0;0;0;0;0
60;3;88;0;38.06;0;55.2;0;0.57
119.96;1;85;47.33;43.95;95.78;115.16;0.41;0.5
179.96;2;82;10.62;47.1;10.7;150.2;0;0.49
239.96;2;80;22.27;41.09;34.43;221.72;0.86;0.27
299.96;2;81;9.73;55.15;33.99;259.64;0.4;0.26
360;2;80;21.42;55.19;33.58;350.57;0.64;0.23
420;4;78;33.07;38;33.13;348;0.68;0.35
480;3;81;32.62;76.17;32.69;420.48;0.3;0.37
540;3;81;24.12;87.32;32.24;425.85;0.33;0.45
600;5;80;0;85.51;0;388.8;0;0.49
659.96;6;82;0;92.37;0;489.08;0;0.46
719.96;5;82;18.71;77.23;42.94;446.36;0.45;0.54
779.96;6;84;30.36;84.65;30.4;584.12;0.37;0.47
839.96;6;81;42;63.63;54.13;567.32;0.07;0.52
899.96;7;84;0;96.08;0;657.08;0;0.54
959.96;8;83;41.07;88.46;41.15;777.56;0.13;0.42
1019.96;10;85;57.87;108.37;76.97;792.44;0.65;0.41
1079.96;10;86;28.09;105.76;28.16;936.92;0.29;0.4
1139.96;11;86;3.47;89.8;3.54;827.87;0.16;0.42
1199.96;12;84;39.29;99.35;39.36;850.52;0.21;0.35
1259.96;12;84;7.2;76.67;26.82;670.52;0.09;0.42
1319.96;14;83;67.2;65.22;86.82;561.73;0.09;0.37
1379.96;14;83;26.93;89.07;122.64;591.8;0.11;0.45
1439.96;16;80;0;93.94;0;745.88;0;0.45
1499.96;16;79;33.04;108.69;41.15;632.81;0.3;0.59
1559.96;17;80;38.64;97.33;145.48;686.36;0.46;0.64
1619.96;17;79;54.55;69.6;159.54;858.68;0.69;0.46
1679.96;18;81;134.04;86.03;144.58;831.32;0.77;0.42
1739.96;18;81;111.82;116.8;119.96;831.8;0.26;0.39
1799.96;20;81;155.71;79.13;155.78;964.76;0.55;0.32
1859.96;22;81;70.62;90.69;70.7;633.08;0.61;0.44
1919.96;21;84;14.37;133.74;118.61;668.46;0.56;0.47
1979.96;22;85;46.24;145.26;69.81;587.96;0.63;0.48
2039.96;24;87;0;129.07;0;839.78;0;0.48
2099.96;22;86;11.67;118.21;655.25;753.27;0.39;0.49
2159.96;24;81;46.65;52.01;104.73;908.46;0.52;0.43
2219.96;22;81;19.38;59.36;1091.6;697.22;0.3;0.58
2279.96;24;78;58.24;52.36;454.43;834.2;0.12;0.64
2340;24;81;18.76;84.36;30.9;1051.68;0.16;0.47
2400;25;80;22.76;95.25;622.84;963.84;0.06;0.61
2460;24;82;33.97;88.14;179.1;1140;0.09;0.54
2520;22;83;48.57;100.35;646.12;916.8;0.53;0.62
2580;20;80;50.16;59.65;350.69;1277.28;0.47;0.6
2640;21;81;52.76;69.32;52.84;1275.84;0.54;0.63
2700;20;83;27.08;95.18;427.16;1055.78;0.47;0.57
2760;16;81;40.97;86.49;839.49;997.44;0.56;0.61
2820;16;81;39.33;86.58;39.4;985.44;0.81;0.47
2880;18;83;35.69;88.7;1235.82;1066.12;0.33;0.35
2940;20;83;0;102.13;0;996;0;0.35
3000;22;83;50.09;98.08;50.15;1024.32;0.89;0.38
3060;22;84;25.47;91.82;25.52;998.88;0.83;0.42
3120;22;88;45.42;130.87;49.25;937.92;0.55;0.45
3180;22;88;12.49;90.07;24.63;479.08;0.14;0.63
3240;24;89;51.27;88.04;459.4;967.68;0.12;0.65
3300;23;89;19.51;95.83;906.27;908.64;0.1;0.59
3360;21;90;39.76;94.78;748.66;1061.24;0.31;0.56
3420;22;89;36.89;106.77;228.36;866.4;0.37;0.52
3480;20;88;40.78;104.38;100.97;684.83;0.21;0.5
3540;21;89;66.89;125.94;1146.27;728.07;0.47;0.44
3600;21;90;6.18;124.64;1230.45;465.51;0.38;0.48
3660;23;90;36.67;121.53;129.85;672.13;0.17;0.56
3720;24;86;70.89;71.74;141.49;620.16;0.13;0.52
3780;25;90;32.18;115.1;32.24;976.8;0.61;0.41
3840;25;88;46.64;92.9;104.33;1024.32;0.36;0.45
3900;27;87;7.11;66.46;7.16;739.33;0.23;0.46
3960;27;88;26.6;79.85;30.9;537.6;0.3;0.47
4020;29;91;67.87;94.58;70.75;916.32;0.39;0.46
4080;27;90;45.13;121.39;368.51;692.16;0.07;0.5
4140;24;91;51.78;153.73;528.25;857.76;0.26;0.46
4200;23;91;34.79;177.39;911.64;1287.36;0.24;0.47
4260;22;90;10.44;97.61;52.84;786.72;0.2;0.45
4320;24;91;88.58;108.29;88.66;928.32;0.14;0.43
4380;22;91;37.4;111.02;201.85;1030.56;0.74;0.39
4440;21;91;41.02;137.62;117.99;1277.76;0.74;0.43
4500;22;88;80.71;83.96;188.06;887.52;0.61;0.46
4560;24;89;72.53;109.79;86.87;905.28;0.17;0.55
4620;26;88;25.91;80.43;25.97;1043.04;0.92;0.61
4680;27;88;13.38;86.97;13.43;1031.04;0.67;0.51
4740;30;89;0;102.71;0;1279.2;0;0.49
4800;31;87;36.67;85.07;36.72;915.84;0.52;0.46
4860;32;87;36.22;80.77;36.27;594.72;0.59;0.56
4920;30;86;22.61;76.89;471.04;885.91;0.47;0.69
4980;31;85;55.44;83.98;71.64;687.23;0.64;0.72
5040;30;83;42.79;74.94;334.75;567.36;0.58;0.7
5100;31;84;35.98;93.15;312.54;601.44;0.72;0.66
5160;33;83;9.78;88.69;9.85;448.32;0.65;0.59
5220;33;84;25.78;79.84;372.09;264.48;0.98;0.49
5280;35;88;33.07;107.07;33.13;1020.48;1;0.44
5340;36;89;40.98;126.69;44.78;272.16;0.03;0.48
5400;38;89;100.98;109.41;104.78;405.12;0.03;0.49
5459.96;37;91;31.22;118.46;720.85;490.04;0.36;0.49
5519.96;37;93;35.26;100.84;351.67;620.12;0.33;0.55
5579.96;37;93;79.95;91.57;333.09;563.96;0.36;0.64
5639.96;38;92;81.69;83.37;497.87;756.44;0.46;0.66
5699.96;40;91;292.71;77.07;1492.79;526.43;0.14;0.57
5759.96;39;90;31.67;87.6;331.75;764.12;0.4;0.53
5819.96;38;89;43.31;68.35;343.39;896.12;0.49;0.61
5879.96;38;90;44.01;84.46;409.43;1375.64;0.47;0.57
5939.96;40;89;68.93;65.5;330.4;1669.88;0.33;0.33
5999.96;40;91;26.87;89.27;43.84;702.85;0.93;0.4
6059.96;42;94;109.51;114.65;160.25;595.29;0.96;0.57
6119.96;45;94;0;102.99;0;996.44;0;0.58
6179.96;45;93;18.49;116.23;86.82;1313.72;0.01;0.43
6239.96;45;91;41.99;81.05;90.4;1968.92;0.36;0.38
6299.96;46;92;18.98;116.68;1198.16;2371.64;0.27;0.41
6359.96;46;93;22.87;108.66;839.06;1511;0.5;0.46
6419.96;48;92;60.8;102.71;60.85;1202.36;1;0.54
6479.96;45;91;38.39;89.05;209.51;1091.48;0.11;0.55
6539.96;44;90;23.6;85.5;23.69;892.28;0.58;0.53
6599.96;45;92;47.33;104.47;47.42;1503.32;0.8;0.43
6659.96;45;93;22.71;116.69;22.79;1116.92;0.14;0.54
6719.96;45;93;46.44;124.92;46.52;1021.4;0.27;0.45
6779.96;46;92;65.81;101.43;66.22;1051.64;0.19;0.41
6839.96;46;95;46.06;132.21;61.75;791;0.31;0.48
6899.96;45;96;17.12;137.96;329.28;635;0.44;0.4
6959.96;46;98;52.73;121.54;68.91;507.71;0.39;0.42
7019.96;47;98;31.67;113.93;80.55;1261.88;0.25;0.39
7079.96;48;97;43.11;118.83;68.02;1881.56;0.25;0.31
7139.96;46;96;39.3;82.82;377.87;1595.96;0.56;0.32
