decision,time,solved,pendingOrders,stationsWithCap,podsPa,podsPb,botsRa,lambda,mu,delta,epsilon,valuedLines,boundLines,valuedOrders,boundOrders,newTrips,boundUnits,objective,solveSec,qmax,rho,unitsFromSunk,unitsFromNew,inboundCoverUnits,splitsDeferred,splitsCommitted
406,3312.533333329,1,90,1,89,4,1,15.4813075092309,24.4794681914915,0.0848254476342903,0.0154813075092309,35,3,22,1,1,3,-135.598636294665,0.1360567,0,10.3682151208611,2,1,39,1,0
407,3315.02222221788,1,90,1,89,4,1,15.4967224670923,24.5038427457993,0.0848285486443381,0.0154967224670923,35,3,22,1,1,3,-135.757697277599,0.1215441,0,10.362693802422,2,1,39,1,0
408,3317.77777777342,1,91,1,90,4,2,15.5001826484018,24.5093140794223,0.084831628091785,0.0155001826484018,42,3,28,1,2,3,-143.475141486946,0.0970654,0,10.3650076335878,2,1,39,1,0
409,3325.06666666228,1,91,1,89,4,2,15.5252279581712,24.5489164103935,0.0847759422296963,0.0155252279581712,42,3,28,1,2,3,-144.692896303736,0.0895459,0,10.3501519721141,2,1,39,1,0
410,3329.28888888448,1,92,1,89,4,2,15.5365296803653,24.5667870036101,0.0847207171707221,0.0155365296803653,35,3,23,1,1,3,-138.132443510996,0.0865432,0,10.3576864535769,2,1,39,1,0
411,3332.66666666225,1,92,1,89,4,2,15.5033358643381,24.4818864908073,0.0847241311604163,0.0155033358643381,35,4,23,2,1,5,-195.587239317387,0.0760377,0,10.343411009794,4,1,39,1,0
412,3340.84444443999,1,92,1,89,4,2,15.5401860288532,24.5400779376495,0.0848253595538597,0.0155401860288532,35,3,22,1,1,3,-136.103755965457,0.0892766,0,10.3522635306018,2,1,37,1,0
413,3341.46666666221,1,92,2,89,8,2,15.4738340104558,24.4586408552366,0.0848283931357254,0.0154738340104558,46,5,30,2,1,5,-218.258248442933,0.1686783,0,10.3550239736131,4,1,57,1,0
414,3342.75555555109,1,91,1,89,4,2,15.4445384947069,24.3803071952159,0.0849349640846438,0.0154445384947069,35,4,22,2,1,4,-182.579385860894,0.0985754,0,10.3431606282734,3,1,37,1,0
415,3351.55555555105,1,90,2,89,8,2,15.4273273198099,24.3213736750028,0.0850343426526071,0.0154273273198099,43,4,28,2,1,5,-194.984705551805,0.231026,0,10.3393434231101,4,1,54,1,0
416,3352.35555555105,1,90,1,89,4,2,15.4287133182844,24.3235587188612,0.0850674373795761,0.0154287133182844,42,3,27,1,2,3,-134.640460883936,0.0886163,0,10.3246525679758,2,1,36,1,0
417,3355.46666666215,1,90,1,89,4,2,15.439155806719,24.3400214319449,0.0850124736135099,0.015439155806719,42,3,27,1,2,3,-134.691459692353,0.0935338,0,10.3160573489842,2,1,36,1,0
418,3361.6444444399,1,90,2,89,7,2,15.43747192505,24.3058068607171,0.0849579510703364,0.01543747192505,43,4,28,2,1,4,-205.219683737668,0.1451149,0,10.3382164927937,3,1,54,1,0
419,3362.88888888434,1,89,1,89,4,2,15.4063628710639,24.3114591405087,0.0849909584086799,0.0154063628710639,41,4,26,1,2,6,-176.35682459043,0.0740066,0,10.3250474060594,5,1,35,1,1
420,3363.86666666211,1,90,1,89,4,3,15.4080122069635,24.314061815953,0.0850398179749716,0.0154080122069635,42,3,28,1,2,3,-141.512721616124,0.0806384,0,10.3106247099229,2,1,32,1,0
421,3371.73333332874,1,90,2,89,7,3,15.4197130788765,24.3010319193602,0.084985835694051,0.0154197130788765,42,4,28,2,1,4,-206.79134924057,0.1694881,0,10.3416421551563,3,1,50,1,0
422,3372.97777777318,1,89,1,89,4,3,15.3587884424602,24.227947965571,0.0850263355906697,0.0153587884424602,41,5,27,2,2,5,-178.416721939287,0.0735211,0,10.3314372706038,3,2,31,1,0
423,3375.37777777317,1,89,1,88,5,2,15.3748474530146,24.2532804892625,0.0851681813922983,0.0153748474530146,39,3,26,1,1,3,-152.204262875622,0.0620268,0,10.3267341213651,2,1,45,1,0
424,3386.88888888423,1,90,1,89,5,2,15.4542274305554,24.3784996087635,0.0851381628080657,0.0154542274305554,40,3,27,1,1,3,-150.434149618164,0.0855748,0,10.3490192659026,2,1,48,1,0
425,3393.99999999531,1,90,1,89,5,2,15.4974373759919,24.4466617762126,0.0851004464285714,0.0154974373759919,40,3,27,1,1,3,-150.873470868503,0.0669745,0,10.3470222718992,2,1,48,1,0
426,3398.44444443974,1,91,1,89,4,2,15.4522359910835,24.3982673543424,0.085063009636768,0.0154522359910835,31,2,23,1,0,2,-139.665175237654,0.0816442,0,10.3629004411141,2,0,46,0,0
427,3403.15555555083,1,90,1,89,4,2,15.4395171224439,24.3469308469308,0.0850041578120669,0.0154395171224439,29,1,22,1,0,2,-141.104412758246,0.085281,0,10.3619378306878,2,0,44,0,0
428,3421.99999999519,1,91,1,89,3,3,15.4682983038347,24.3612224157954,0.0848691485440472,0.0154682983038347,23,1,14,1,1,1,-87.2394465733387,0.126495,0,10.3580308641974,1,0,25,0,0
429,3423.28888888408,1,90,1,89,4,3,15.4737304026001,24.3697774981715,0.0847816091954023,0.0154737304026001,34,2,24,1,1,3,-127.210914279177,0.0851938,0,10.3463404467089,2,1,43,1,0
430,3432.08888888404,1,90,2,90,7,3,15.4448250122367,24.3470505401232,0.0847007058392153,0.0154448250122367,44,4,29,2,2,8,-174.473312789071,0.3266283,0,10.3573863449859,6,2,49,1,0
431,3432.97777777292,1,90,1,89,4,2,15.4518299613855,24.3580930641286,0.0847256459417511,0.0154518299613855,33,2,24,1,1,3,-125.705432460326,0.090569,0,10.3468005936121,2,1,39,1,0
432,3441.24444443955,1,90,1,89,4,2,15.5250581083101,24.4735291012945,0.0846531949754233,0.0155250581083101,33,2,24,1,1,3,-126.342900163747,0.0915205,0,10.3805248618156,2,1,39,1,0
433,3442.17777777288,1,90,2,90,7,2,15.4936817002441,24.3931666906958,0.0845811779653326,0.0154936817002441,42,3,28,2,1,6,-214.212366910046,0.1342035,0,10.3823640259368,5,1,55,1,0
434,3444.48888888398,1,90,1,90,4,3,15.4627956549843,24.3139131678373,0.0845312358737908,0.0154627956549843,36,1,25,1,1,2,-136.979895142728,0.176044,0,10.3539424650115,2,0,38,0,0
435,3452.26666666173,1,89,1,90,3,3,15.4652622021637,24.2873705374186,0.0843471208434712,0.0154652622021637,27,1,14,1,1,2,-107.371228054625,0.1826321,0,10.378303709822,2,0,29,0,0
436,3453.46666666172,1,88,1,90,4,3,15.4401766857377,24.2178113769447,0.0842322905429702,0.0154401766857377,34,1,23,1,1,1,-118.204327248902,0.1035156,0,10.3689163080174,1,0,34,0,0
437,3472.39999999497,1,88,1,90,3,3,15.5659786241843,24.4151308557412,0.0840652446675031,0.0155659786241843,25,3,13,1,1,3,-100.16998586094,0.1114438,0,10.4076178246371,2,1,27,1,0
438,3473.59999999497,1,88,2,90,7,3,15.5434417782886,24.3496238096739,0.0841455781096307,0.0155434417782886,41,4,24,2,1,6,-180.597810905684,0.2777421,0,10.4000579828491,5,1,50,1,0
439,3479.06666666161,1,88,1,90,3,3,15.5726989614432,24.3954567348206,0.0841945830363507,0.0155726989614432,25,3,13,1,1,3,-100.248400125368,0.1255189,0,10.4044669917066,2,1,26,1,0
440,3480.13333332827,1,88,1,90,3,3,15.5798342562333,24.4066345515736,0.0842741577029069,0.0155798342562333,25,3,13,1,1,3,-100.351328412425,0.1005528,0,10.4092342410641,2,1,26,1,0
441,3483.68888888381,1,88,2,90,6,3,15.5016444203943,24.3597269463339,0.0843533794571581,0.0155016444203943,40,6,23,2,2,10,-199.707669482613,0.2635448,0,10.4095344799741,7,3,47,1,0
442,3490.57777777267,1,88,1,88,3,3,15.540753542368,24.4211841380069,0.0845854693300336,0.015540753542368,25,3,13,1,1,3,-100.377026979431,0.1195195,0,10.4206504159275,2,1,26,1,0
443,3493.77777777266,1,88,2,88,7,3,15.5387403174411,24.3879212439839,0.0846635505776523,0.0155387403174411,38,4,22,2,1,5,-193.997668813836,0.226032,0,10.426719952138,4,1,44,1,0
444,3495.64444443932,1,87,1,88,3,3,15.5658450990585,24.4304619690307,0.084732354750813,0.0155658450990585,32,3,17,1,2,3,-101.114702472213,0.1193866,0,10.4297920128279,2,1,26,1,0
445,3502.08888888374,1,87,1,88,3,3,15.6041751159907,24.4906206057752,0.0847576474712946,0.0156041751159907,33,3,18,1,2,3,-102.859724487834,0.1085197,0,10.4554747882832,2,1,26,1,0
446,3502.57777777262,1,87,1,88,3,3,15.5386738268286,24.4104166536327,0.0847753889180213,0.0155386738268286,30,5,16,2,2,8,-150.284681145178,0.1055088,0,10.4565605346965,5,3,26,1,0
447,3513.64444443924,1,87,1,87,4,2,15.6279824605068,24.5507156896474,0.084989539748954,0.0156279824605067,28,3,15,1,1,3,-109.427480686543,0.0925752,0,10.4711986226738,2,1,29,1,0
448,3520.75555555032,1,87,1,87,4,2,15.6772511830891,24.6281141896501,0.0850434782608696,0.0156772511830891,28,3,15,1,1,3,-109.871449543355,0.0915598,0,10.4890961153042,2,1,29,1,0
449,3522.71111110587,1,88,1,88,4,2,15.6494907490197,24.5544198284282,0.0850971547536433,0.0156494907490197,28,4,15,2,1,5,-146.878307135726,0.1381606,0,10.4930398403499,4,1,29,1,0
450,3525.1555555503,1,88,1,88,4,2,15.6635965317516,24.5765521339941,0.0852371062651437,0.0156635965317516,28,3,14,1,1,3,-107.752806460765,0.0935464,0,10.47236152625,2,1,29,1,0
451,3535.64444443915,1,88,1,88,4,2,15.716890200286,24.6601711560043,0.0852900552486188,0.015716890200286,28,3,14,1,1,3,-108.234902149612,0.1114775,0,10.4779268001907,2,1,29,1,0
452,3536.66666666136,1,89,1,88,4,2,15.7209407039818,24.6665264917693,0.0853427488804685,0.0157209407039818,29,3,15,1,1,3,-111.750788417087,0.1045796,0,10.4806271359878,2,1,29,1,0
453,3544.04444443911,1,89,2,88,8,2,15.7042931553519,24.6104191394274,0.0853878532772099,0.0157042931553519,41,4,23,2,1,5,-202.894707747533,0.2460826,0,10.4770070050705,4,1,48,1,0
454,3545.68888888355,1,88,1,88,4,2,15.7048507762312,24.6112929949664,0.0854305769560007,0.0157048507762312,29,3,15,1,1,3,-111.629860666598,0.0995811,0,10.4624326854493,2,1,29,1,0
455,3548.17777777243,1,89,1,89,3,2,15.709378420176,24.6183883296047,0.0854751942618051,0.015709378420176,28,3,15,1,1,3,-110.356918416909,0.1065576,0,10.4654489618006,2,1,28,1,0
456,3559.68888888349,1,90,1,89,3,3,15.761575853665,24.7001876632938,0.0855268762245506,0.015761575853665,28,3,15,1,1,3,-124.30857713238,0.108552,0,10.4703498202867,2,1,28,1,0
457,3562.93333332792,1,90,1,89,3,3,15.7504127179617,24.6528199063749,0.0855783122291153,0.0157504127179617,28,4,15,2,1,5,-179.594715002311,0.0933082,0,10.4853387653003,4,1,28,1,0
458,3571.24444443899,1,90,1,89,3,3,15.7943929958715,24.7216586022337,0.0857142857142857,0.0157943929958715,35,3,19,1,2,3,-120.615971972387,0.0905187,0,10.4847885419403,2,1,26,1,0
459,3573.02222221676,1,90,1,90,3,3,15.7633420282844,24.6433580375513,0.0857142857142857,0.0157633420282844,35,4,19,2,2,4,-168.193315831778,0.0955908,0,10.4865353351282,3,1,26,1,0
460,3582.75555555005,1,90,1,90,3,3,15.8051261549394,24.7086805555552,0.0857985672144964,0.0158051261549394,35,3,18,1,2,3,-118.604783738724,0.1065519,0,10.484588637435,2,1,25,1,0
461,3588.57777777225,1,90,1,90,3,3,15.8144989339019,24.7233333333333,0.0857983193277311,0.0158144989339019,35,3,18,1,2,3,-118.694458996135,0.1065691,0,10.4612129760225,2,1,25,1,0
462,3594.26666666111,1,91,1,90,3,3,15.8144989339019,24.7233333333333,0.0857980728948471,0.0158144989339019,35,3,19,1,2,3,-120.81544506595,0.0810037,0,10.4464788732394,2,1,25,1,0
463,3594.31111110556,1,91,2,90,7,3,15.7139830508474,24.641196013289,0.0857978279030911,0.0157139830508474,46,6,25,2,2,6,-216.490324445916,0.3236961,0,10.4464788732394,4,2,45,1,0
464,3605.77777777218,1,91,1,88,3,2,15.7550767285415,24.7056352686764,0.0859687083888149,0.0157550767285415,26,3,14,1,1,3,-116.781183615285,0.1130602,0,10.4297282130036,2,1,25,1,0
465,3614.44444443881,1,91,2,88,8,2,15.7680486551561,24.696314615526,0.0860322205613685,0.0157680486551561,43,4,24,2,1,4,-209.187695893506,0.3339539,0,10.445780131497,3,1,51,1,0
466,3617.28888888324,1,91,1,89,3,2,15.7812632135305,24.7170115894038,0.0860570955730244,0.0157812632135305,26,3,14,1,1,3,-116.996172554298,0.1005839,0,10.4399125874125,2,1,25,1,0
467,3628.84444443874,1,92,1,89,3,2,15.8247769034009,24.7851638255252,0.0861200561473041,0.0158247769034009,26,3,14,1,1,3,-117.400570505112,0.091571,0,10.4394971761626,2,1,25,1,0
468,3629.15555554985,1,92,1,89,3,2,15.825354326534,24.7860682001675,0.0861827469720689,0.015825354326534,26,3,14,1,1,3,-117.448383692748,0.1015796,0,10.4398780982575,2,1,25,1,0
469,3633.33333332761,1,92,1,89,3,2,15.8075641294863,24.8105476734322,0.0862451697771931,0.0158075641294863,26,4,14,2,1,4,-165.232646245339,0.0665187,0,10.4501888387399,3,1,25,1,1
470,3634.57777777205,1,91,2,89,7,2,15.7090933641975,24.7301568802713,0.0863893674624662,0.0157090933641975,38,6,20,2,2,8,-215.7591490668,0.351175,0,10.4362639759362,6,2,42,1,0
471,3639.19999999425,1,90,1,89,3,2,15.7154903654528,24.7402274069999,0.0866115972846978,0.0157154903654528,25,3,13,1,1,3,-113.592494227949,0.0975743,0,10.4259929128247,2,1,24,1,0
472,3640.3555555498,1,91,1,89,3,2,15.7195997036519,24.7466965631747,0.0866797257590597,0.0157195997036519,25,3,13,1,1,3,-113.669649941509,0.0895701,0,10.4287191358024,2,1,24,1,0
473,3644.6666666609,1,91,2,89,8,2,15.7019700139469,24.6892817982454,0.0867475767695691,0.0157019700139469,42,4,22,2,2,4,-189.813070933364,0.2945765,0,10.4243634259258,3,1,43,1,0
474,3651.86666666087,1,91,1,89,3,2,15.7219491660855,24.7206963861475,0.0867765240685121,0.0157219491660855,32,3,17,1,2,3,-113.821114317216,0.0956106,0,10.4231507647557,2,1,24,1,0
475,3653.46666666086,1,91,1,89,3,2,15.6954853862212,24.6496311475408,0.0867945915310501,0.0156954853862212,25,4,13,2,1,4,-161.144217077471,0.0636054,0,10.4273751733703,3,1,24,1,0
476,3663.37777777193,1,91,1,89,3,2,15.7286012526096,24.7016393442622,0.0869424692954105,0.0157286012526096,24,3,12,1,1,3,-110.275617689192,0.1015689,0,10.4204702627939,2,1,23,1,0
477,3663.5555555497,1,91,1,89,3,2,15.6958510882844,24.6209428835834,0.0870161290322581,0.0156958510882844,24,4,12,2,1,4,-157.668512842816,0.075039,0,10.4204820503133,3,1,23,1,0
478,3673.64444443855,1,90,1,90,3,2,15.6567887707468,24.581668363192,0.08716999356085,0.0156567887707468,31,5,16,2,2,6,-144.34912420051,0.0935203,0,10.4090650862068,4,2,22,1,0
479,3674.88888888299,1,90,1,89,4,1,15.6576763485477,24.5830618892508,0.0873544761140104,0.0156576763485477,30,3,15,1,1,3,-124.596969954466,0.0924211,0,10.3810178817056,2,1,31,1,0
480,3683.7333333274,1,90,1,89,4,1,15.634916042034,24.518391065917,0.087384861834201,0.015634916042034,30,4,15,2,1,5,-161.484287266484,0.1164841,0,10.3874339041299,4,1,31,1,0
481,3686.44444443849,1,90,1,89,4,1,15.639751552795,24.525974025974,0.0874950059928086,0.015639751552795,29,3,14,1,1,3,-120.967255167768,0.1112365,0,10.3621399176954,2,1,29,1,0
482,3693.82222221624,1,90,1,89,3,1,15.6155732467862,24.4308162086816,0.087531887755102,0.0156155732467862,26,2,13,2,1,4,-164.774421113944,0.1471869,0,10.3889616250909,4,0,26,0,0
483,3694.93333332735,1,88,1,89,4,1,15.5579156130376,24.3623951882615,0.0875099443118536,0.0155579156130376,22,2,14,1,1,2,-103.24193083799,0.11106,0,10.3790478130813,2,0,21,0,0
484,3703.91111110509,1,88,1,89,3,3,15.5947132637115,24.3917310022153,0.0875158831003812,0.0155947132637115,29,1,16,1,2,1,-93.9385880472735,0.1377009,0,10.4106977738594,1,0,22,0,0
485,3705.02222221619,1,87,1,88,4,3,15.5684651846801,24.3226181319763,0.0873940258299659,0.0155684651846801,20,1,10,1,1,2,-91.9290145952844,0.0885108,0,10.4002451848478,2,0,18,0,0
486,3715.11111110504,1,87,1,88,4,3,15.5424539944305,24.3036462142209,0.0873348627482003,0.0155424539944305,29,2,17,1,2,3,-72.1122646687239,0.2040349,0,10.3969276720237,1,2,17,0,0
487,3734.08888888273,1,88,1,86,3,2,15.5952950996813,24.3583656795021,0.087292817679558,0.0155952950996813,23,1,10,1,1,1,-85.6981907538288,0.1261056,0,10.4109704057574,1,0,21,0,0
488,3764.26666666038,1,89,1,88,3,2,15.6893038617885,24.5051984126982,0.0872134247222879,0.0156893038617885,31,3,13,1,2,3,-86.1901183093619,0.1290174,0,10.3891487213997,1,2,21,1,0
489,3767.06666666037,1,90,1,88,3,2,15.6931205538617,24.5111597222221,0.0872367180132034,0.0156931205538617,31,3,13,1,2,3,-86.2655566590094,0.1701046,0,10.363778942953,1,2,21,1,0
490,3774.35555554923,1,90,1,88,3,2,15.6951219512195,24.5142857142856,0.0872598980791846,0.0156951219512195,29,5,13,2,2,6,-124.267719893147,0.1555242,0,10.3651006711409,3,3,21,2,0
491,3778.57777777143,1,91,1,88,2,2,15.6317763860773,24.3599291316158,0.0874530663329161,0.0156317763860773,22,2,9,2,1,4,-108.941825652584,0.1370582,0,10.3374799661609,4,0,20,0,1
492,3784.44444443807,1,89,1,88,2,2,15.616192550505,24.3082242531446,0.0874590035920662,0.015616192550505,20,1,7,1,1,1,-75.1948015395003,0.1230848,0,10.3480794009371,1,0,16,0,0
493,3785.46666666029,1,88,1,88,5,2,15.5860438990317,24.3103074651564,0.0874005925463901,0.0155860438990317,29,1,18,1,1,1,-97.6185669095993,0.0956068,0,10.3351307137964,1,0,27,0,1
494,3804.57777777132,1,89,1,88,2,3,15.5967339142881,24.2996136532953,0.0872812135355893,0.0155967339142881,28,1,10,1,2,1,-78.3188849075379,0.1590602,0,10.3216734426114,1,0,16,0,0
495,3805.59999999354,1,88,1,88,4,3,15.5355229053786,24.2257060305748,0.0871691376232244,0.0155355229053786,35,2,20,1,2,2,-101.646680611395,0.1004853,0,10.3088110768403,1,1,27,0,0
496,3824.71111110456,1,89,1,87,2,3,15.6024902932098,24.3029443819467,0.0870877844867627,0.0156024902932098,34,1,16,1,3,1,-64.8046447554209,0.1800615,0,10.3327750286158,1,0,15,0,0
497,3825.73333332678,1,88,1,87,5,3,15.5418454653607,24.229833613699,0.0869363804817789,0.0155418454653607,33,2,19,1,1,3,-123.647693560891,0.0781825,0,10.3201143169459,3,0,38,0,0
498,3834.79999999341,1,87,1,87,2,3,15.56935405315,24.2457742685277,0.0868694647670389,0.01556935405315,24,1,10,1,2,1,-60.121367734476,0.1691089,0,10.3452907380904,1,0,14,0,0
499,3844.88888888225,1,87,1,88,1,4,15.5803992406185,24.2842642484948,0.0867860711814897,0.0155803992406185,35,2,18,1,4,3,-71.7952661922174,0.2509983,0,10.3664052918476,2,1,11,0,0
500,3845.86666666003,1,86,1,87,3,3,15.4626648899152,24.2169120891287,0.0867065317387305,0.0154626648899152,28,4,15,1,2,7,-136.016672188645,0.0985341,0,10.3559163539037,4,3,26,0,0
501,3854.9777777711,1,86,1,86,2,3,15.5128914835994,24.2686339160603,0.0868268053855569,0.0155128914835994,32,1,14,1,3,1,-82.6129885917944,0.1465182,0,10.3962873280364,1,0,17,0,0
502,3855.95555554887,1,85,1,86,5,3,15.4340886939568,24.2131116207946,0.0866910866910867,0.0154340886939568,38,3,24,1,2,4,-121.065343520707,0.0795054,0,10.3906660104985,3,1,35,0,0
503,3866.04444443772,1,85,1,85,6,2,15.4710762013936,24.2914763527978,0.0866686957845077,0.0154710762013936,31,2,19,1,0,3,-132.523099842722,0.0905817,0,10.4288013661226,3,0,39,0,0
504,3875.11111110435,1,85,1,86,2,2,15.5625210430898,24.4350559060709,0.0866165641843164,0.0155625210430898,26,2,15,1,2,3,-75.0655741103808,0.1420908,0,10.4767298525376,2,1,16,1,0
505,3878.48888888211,1,85,1,86,2,2,15.5930417415796,24.4829771247362,0.0865974695052655,0.0155930417415796,26,2,15,1,2,3,-75.275668971658,0.1460497,0,10.4699041680749,2,1,16,1,0
506,3882.26666665987,1,86,1,86,2,2,15.6168187702264,24.5203099593494,0.086578449905482,0.0156168187702264,26,2,12,1,2,3,-77.0888209236744,0.1545465,0,10.4858691873098,2,1,18,1,0
507,3893.77777777093,1,87,1,86,2,2,15.6829240156417,24.6241032562667,0.0865595049430232,0.0156829240156417,28,2,17,1,2,3,-78.9382311592469,0.1700374,0,10.5028684890188,2,1,18,1,0
508,3895.24444443759,1,87,1,86,2,2,15.6325031565655,24.5653621031743,0.0865275999698772,0.0156325031565655,28,4,17,2,2,6,-119.717956851946,0.1401733,0,10.5097582990173,3,3,18,1,0
509,3905.28888888199,1,87,1,86,3,1,15.6237278429186,24.5718628802265,0.0866461260990456,0.0156237278429186,27,2,15,1,1,2,-101.917955209168,0.1625135,0,10.5171397541826,2,0,27,0,0
510,3905.33333332644,1,86,1,86,3,1,15.6239191495065,24.5721637533148,0.0866206689665517,0.0156239191495065,24,2,15,1,1,3,-93.9563392434831,0.125438,0,10.5172685325472,2,1,25,1,0
511,3915.42222221528,1,86,1,86,3,2,15.6762987345083,24.6545425551813,0.0866147626890253,0.0156762987345083,30,4,19,2,2,5,-139.698037799692,0.1194708,0,10.5252251529234,3,2,25,2,0
512,3916.8444444375,1,87,1,86,3,2,15.6502945898622,24.5865655188168,0.0867194502539588,0.0156502945898622,31,3,19,2,2,5,-140.37323764859,0.1375608,0,10.500842821585,4,1,26,1,1
513,3926.35555554857,1,86,2,86,8,2,15.6206896551724,24.5602409638553,0.0867426782919741,0.0156206896551724,48,4,30,2,1,8,-231.321052790303,0.1504832,0,10.5077319587629,7,1,56,1,0
514,3928.35555554856,1,86,1,86,3,2,15.5629601357082,24.4894627961294,0.086730526472117,0.0155629601357082,35,2,20,1,2,3,-123.037013381018,0.0945772,0,10.495484055484,3,0,27,0,0
515,3945.59999999293,1,86,1,87,3,2,15.5128841845877,24.4769160637058,0.0866538290623611,0.0155128841845877,31,3,19,1,2,4,-110.565418381199,0.1075433,0,10.4945955908572,2,2,26,0,0
516,3996.71111110382,1,89,1,87,4,1,15.6391711165472,24.6492010433938,0.0866770117490579,0.0156391711165472,28,1,15,1,1,3,-127.466682863068,0.138547,0,10.4525093032113,3,0,28,0,0
517,4005.91111110378,1,89,1,87,4,2,15.6304261104498,24.6551364242214,0.0865717867413908,0.0156304261104498,35,2,24,1,1,2,-131.201246592866,0.1104938,0,10.4729783040941,2,0,36,0,1
518,4016.84444443707,1,89,1,87,4,2,15.6684562597356,24.7617567676178,0.0864960282436011,0.0156684562597356,28,1,19,1,1,2,-114.661551664987,0.1125168,0,10.4785267933496,2,0,27,0,1
519,4026.04444443703,1,89,1,87,4,2,15.6879596488327,24.765562412994,0.0863916617733412,0.0156879596488327,35,1,25,1,1,1,-121.739618796097,0.1205828,0,10.4981063310427,1,0,34,0,0
520,4036.13333332587,1,89,1,87,4,2,15.6783187987862,24.7235027211628,0.0862435024525954,0.0156783187987862,34,1,24,1,1,1,-117.897366950627,0.1045178,0,10.4849986446086,1,0,33,0,0
521,4046.22222221472,1,89,1,87,4,2,15.686399812734,24.7095501474924,0.0861023880815015,0.015686399812734,34,1,23,1,1,1,-115.597212579181,0.1396042,0,10.4837765957446,1,0,33,0,1
522,4047.02222221471,1,88,1,87,4,2,15.659734344352,24.6410525712598,0.0859619727544256,0.015659734344352,38,1,23,1,2,2,-115.017306494092,0.1015235,0,10.4724473427854,2,0,26,0,0
523,4056.31111110356,1,88,1,88,4,2,15.6674465058963,24.6268367365408,0.0857973120232474,0.0156674465058963,33,1,21,1,1,1,-109.373993677604,0.1182108,0,10.4840840538831,1,0,30,0,0
524,4066.39999999241,1,87,1,89,4,2,15.6195500927642,24.6167763157892,0.0856645890708798,0.0156195500927642,37,3,23,1,2,5,-104.681474780916,0.1295438,0,10.4843555417184,2,3,29,0,0
525,4067.15555554796,1,87,1,87,4,0,15.5927237654319,24.5483114674439,0.0856523310444525,0.0155927237654319,18,1,10,1,0,1,-92.4555290298221,0.0039992,0,10.4727249170811,1,0,22,0,0
526,4076.48888888125,1,86,1,87,6,0,15.5784843921725,24.5451701760392,0.0856132245722948,0.0155784843921725,35,2,22,1,0,3,-154.858654877918,0.006992,0,10.4888677522453,3,0,46,0,0
527,4087.28888888121,1,86,1,87,4,0,15.5814686924492,24.523876811594,0.0855414746543779,0.0155814686924492,16,1,9,1,0,2,-77.0976737722013,0.0030024,0,10.4712097772276,2,0,19,0,0
528,4097.37777777007,1,86,1,87,3,0,15.6107923701887,24.5441359808746,0.0855149597238205,0.0156107923701887,13,1,8,1,0,2,-92.0384684617227,0.0020002,0,10.4842852461514,2,0,15,0,0
529,4126.62222221468,1,88,1,88,5,2,15.7286622476033,24.7488460725977,0.0855069339656535,0.0157286622476033,41,2,28,1,1,2,-153.908958083566,0.0875152,0,10.5372387572901,2,0,42,0,0
530,4127.42222221469,1,87,1,87,2,2,15.7037412894691,24.7548890067423,0.0853990543057745,0.0157037412894691,27,1,20,1,2,1,-80.1289197430904,0.1284971,0,10.526895202622,1,0,11,0,1
531,4146.66666665925,1,87,1,88,5,3,15.8073725936628,24.8920694865724,0.085305684662138,0.0158073725936628,41,1,25,1,1,2,-148.131711880818,0.0925103,0,10.5768500382506,2,0,40,0,0
532,4157.46666665931,1,87,1,88,2,3,15.8086194315141,24.8680001945595,0.0851276201340368,0.0158086194315141,26,1,19,1,2,1,-80.2708874211133,0.1594873,0,10.558311518128,1,0,10,0,0
533,4167.51111110381,1,87,1,88,2,3,15.8171267115602,24.8554848324518,0.0850412752633077,0.0158171267115602,25,1,18,1,2,1,-76.7240230179036,0.1470256,0,10.5575481691239,1,0,9,0,0
534,4177.55555554832,1,87,1,87,2,3,15.8557843364198,24.9162325286597,0.0849612843645663,0.0158557843364198,28,3,15,1,3,3,-71.2884339291917,0.1460279,0,10.5577256477371,1,2,8,1,0
535,4178.5333333261,1,87,1,87,2,3,15.857842312009,24.9194664902998,0.0850053172633818,0.015857842312009,28,3,15,1,3,3,-71.3502820261084,0.1394856,0,10.5463280188693,1,2,8,1,0
536,4181.77777777057,1,88,1,88,1,3,15.8043120624776,24.8546446110759,0.0850491756881059,0.0158043120624776,22,2,17,1,2,2,-64.0311343766737,0.1680373,0,10.5489483173974,1,1,6,0,0
537,4186.71111110393,1,87,1,87,4,2,15.820938434856,24.8550538479414,0.0850582832921229,0.015820938434856,41,1,24,1,1,3,-156.24961442334,0.0535975,0,10.5791764866691,3,0,40,0,1
538,4187.59999999282,1,86,1,87,2,2,15.7432799385493,24.7967808663837,0.0848830656522964,0.0157432799385493,14,3,8,1,1,3,-95.5274529457347,0.1204892,0,10.5715744514897,2,1,15,0,0
539,4207.64444443738,1,87,1,88,3,3,15.9064936328683,25.0280139929594,0.0850105559465165,0.0159064936328683,20,1,14,1,1,2,-90.8398964385283,0.1145355,0,10.6489386460428,2,0,16,0,0
540,4226.75555554861,1,87,1,89,3,3,15.9668308294134,25.1421364327945,0.0849613492621223,0.0159668308294134,36,2,18,1,1,3,-145.393120371699,0.101639,0,10.6891717768168,3,0,30,0,0
541,4227.68888888195,1,86,1,89,3,3,15.919232983381,25.0862070327998,0.0848871442590775,0.015919232983381,31,2,16,1,2,2,-81.5026478075071,0.1145842,0,10.6826431862162,2,0,14,0,0
