decision,time,solved,pendingOrders,stationsWithCap,podsPa,podsPb,botsRa,lambda,mu,delta,epsilon,valuedLines,boundLines,valuedOrders,boundOrders,newTrips,boundUnits,objective,solveSec,qmax,rho,unitsFromSunk,unitsFromNew,inboundCoverUnits,splitsDeferred,splitsCommitted
1391,11473.9555555243,1,90,1,89,3,3,17.3740774366201,26.9442383482853,0.0839002267573696,0.0173740774366201,22,2,17,1,2,2,-94.0509654246613,0.0740009,0,11.3972118331492,1,1,18,1,0
1392,11475.9555555243,1,90,1,89,3,3,17.3772567638012,26.9491689438619,0.0839045946405303,0.0173772567638012,22,3,17,2,2,5,-134.736982914847,0.0755159,0,11.3992974382988,4,1,18,2,0
1393,11477.9999999687,1,90,2,89,6,3,17.334765113666,26.8993922415997,0.0839372664477409,0.017334765113666,31,6,21,3,2,10,-225.525257531737,0.1618505,0,11.3968477655199,7,3,35,1,0
1394,11485.4666666352,1,89,1,89,4,3,17.3436903640494,26.9132420866564,0.0840333757601471,0.0173436903640494,24,2,19,1,2,2,-97.4081754163916,0.0579966,0,11.3977167276239,1,1,23,1,0
1395,11488.0888888574,1,89,2,89,7,3,17.3346817847422,26.8893719515132,0.0840329008733995,0.0173346817847422,27,3,19,2,1,3,-172.756149526185,0.1136162,0,11.3944008225737,2,1,38,1,0
1396,11496.9777777462,1,89,1,90,4,3,17.3559572556584,26.9223742331826,0.0840535502457211,0.0173559572556584,24,2,18,1,2,2,-104.232916115364,0.053542,0,11.3983957458352,1,1,25,1,0
1397,11506.1333333016,1,89,1,90,4,3,17.3660911475684,26.9282053848142,0.0840530623765171,0.0173660911475684,24,3,18,2,2,5,-138.057390734393,0.0490008,0,11.4076598741795,4,1,25,1,0
1398,11508.4888888571,1,89,1,91,4,3,17.3703568634285,26.9348198884362,0.0840807807299599,0.0173703568634285,23,2,17,1,2,2,-93.6162617890061,0.0491735,0,11.4004834508117,1,1,22,1,0
1399,11516.2222221903,1,89,1,91,4,3,17.3672242539783,26.9200937352687,0.0840826450940046,0.0173672242539783,23,3,17,2,2,5,-134.331951468209,0.0505124,0,11.4060213508856,4,1,22,1,1
1400,11520.0444444125,1,89,1,91,3,3,17.3595509213056,26.8983557058992,0.084112676056338,0.0173595509213056,17,1,11,1,1,3,-76.3756988073712,0.0725721,0,11.3986042091404,3,0,20,0,0
1401,11546.3999999677,1,90,1,91,3,4,17.3920455962516,26.9487057022331,0.0841005715572824,0.0173920455962516,26,2,18,1,3,4,-105.235573711643,0.0764817,0,11.4000194204824,3,1,17,1,0
1402,11548.3999999677,1,90,2,91,6,4,17.381936813046,26.9232059390538,0.0840953211602847,0.017381936813046,35,3,24,2,3,5,-186.026090592351,0.1841048,0,11.3960039088148,4,1,32,1,0
1403,11554.5777777453,1,90,1,89,3,4,17.3905731603584,26.9365829383925,0.0840969138231491,0.0173905731603584,25,2,17,1,3,4,-101.4625748093,0.0785075,0,11.3966980536728,3,1,17,1,0
1404,11558.4888888564,1,90,2,90,6,4,17.3721143204958,26.9160536694102,0.0840940370193523,0.0173721143204958,34,4,23,2,3,6,-180.829372874519,0.2091449,0,11.3947753339141,4,2,31,1,0
1405,11566.0888888563,1,90,1,90,2,3,17.3758713068439,26.9120637815146,0.0841260487695373,0.0173758713068439,15,1,8,1,1,1,-70.0870100237906,0.0765104,0,11.3998424290003,1,0,12,0,0
1406,11568.5777777451,1,89,1,91,4,4,17.3564972919684,26.8900969338608,0.0841187030180635,0.0173564972919684,36,2,27,1,4,4,-93.9265226143222,0.0995746,0,11.3972821643083,3,1,19,0,0
1407,11586.6222221893,1,88,1,90,2,4,17.3774504793149,26.9127694602723,0.0840898901591571,0.0173774504793149,13,1,7,1,1,2,-53.5034721536803,0.0815792,0,11.4037158729967,2,0,10,0,0
1408,11588.7111110782,1,88,1,90,4,4,17.3841109552571,26.9230846589109,0.0840872804683342,0.0173841109552571,31,2,24,1,3,4,-111.22198513537,0.0755108,0,11.4031309915022,2,2,23,1,0
1409,11589.1555555226,1,89,1,90,4,4,17.3857277512059,26.9255886198163,0.0840703011306392,0.0173857277512059,32,2,25,1,3,4,-114.942704297113,0.0665948,0,11.3992396458189,2,2,23,1,0
1410,11600.6666666336,1,90,1,91,4,4,17.4198567548648,26.9784448203548,0.0840510010065988,0.0174198567548648,28,2,21,1,2,4,-114.307209950733,0.0875153,0,11.4117065942932,2,2,23,1,0
1411,11600.8888888558,1,90,1,91,4,4,17.419867549669,26.9784615384618,0.084041126508717,0.017419867549669,28,2,21,1,2,4,-114.297499696464,0.0913984,0,11.4117136659437,2,2,23,1,0
1412,11612.1777777445,1,91,1,91,4,4,17.4334309336931,26.9994673947452,0.0840312674483529,0.0174334309336931,29,2,22,1,2,4,-118.134590791647,0.0915713,0,11.410698183735,2,2,23,1,0
1413,11623.6888888554,1,92,1,91,4,4,17.4479705665932,27.0219851851854,0.0840190800301264,0.0174479705665932,29,2,22,1,2,4,-118.246313009168,0.0995318,0,11.4103228911025,2,2,23,1,0
1414,11627.4666666332,1,92,1,91,4,4,17.4509933774836,27.0266666666669,0.0840069123139528,0.0174509933774836,29,2,22,1,2,4,-118.2595304503,0.1045255,0,11.4073593073594,2,2,23,1,0
1415,11635.2444444108,1,93,1,91,3,4,17.4437353441022,27.0056189599778,0.0839947642520957,0.0174437353441022,29,1,25,1,2,3,-107.089017769767,0.0855444,0,11.405228950644,3,0,21,0,0
1416,11636.8888888553,1,91,1,91,2,4,17.4467071286901,27.0102197453389,0.0839548085485307,0.0174467071286901,17,2,10,1,2,4,-46.5388416490528,0.2495949,0,11.4071719911081,2,2,8,1,0
1417,11637.5111110775,1,91,1,91,2,4,17.4472185046288,27.0110114349324,0.0839707395766695,0.0174472185046288,17,2,10,1,2,4,-46.5591417986928,0.2656173,0,11.4025723012517,2,2,8,1,0
1418,11646.7555555218,1,92,1,92,2,5,17.4566512243549,27.0256147540986,0.0839866555462886,0.0174566512243549,22,2,15,1,3,4,-53.30072367146,0.2520862,0,11.403804582793,2,2,8,1,0
1419,11649.0222221884,1,93,2,92,5,5,17.4452932124283,27.0259050585979,0.0839908868637475,0.0174452932124283,35,3,27,2,3,5,-155.777746803294,0.4026669,0,11.3989988492617,3,2,22,1,1
1420,11658.2666666327,1,92,1,93,2,5,17.4635130631899,27.0541308929746,0.0839925611347045,0.0174635130631899,22,2,15,1,3,4,-54.3978552868288,0.2715003,0,11.4010499790774,2,2,8,1,0
1421,11659.1111110772,1,93,2,93,5,5,17.4530540868033,27.028117536677,0.0839967821576188,0.0174530540868033,35,3,26,2,3,5,-147.676439924963,0.3981431,0,11.4017577000576,3,2,22,1,0
1422,11667.0666666326,1,91,1,94,2,5,17.4633338254675,27.0440369272593,0.0839984480656246,0.0174633338254675,22,4,15,2,3,6,-77.3676069715927,0.22268,0,11.403549450985,2,4,8,2,0
1423,11669.1999999659,1,92,2,93,5,5,17.4533621767822,27.0188040241803,0.0840580512934138,0.0174533621767822,39,5,30,3,4,7,-173.685147980512,0.3612425,0,11.3996507056291,3,4,21,2,0
1424,11669.7777777437,1,91,1,93,2,5,17.4194020621232,26.9645233961642,0.0841056854336699,0.0174194020621232,32,3,21,2,4,6,-79.4644966829678,0.2420724,0,11.3950982872966,3,3,8,0,0
1425,11677.1555555213,1,89,1,91,4,3,17.392452787423,26.9485507001864,0.0841142162147221,0.017392452787423,29,3,19,1,2,4,-113.881564384815,0.061571,0,11.3999690542833,3,1,34,0,0
1426,11699.3777777432,1,91,1,90,3,3,17.4439243999643,27.0185427824294,0.084129702259294,0.0174439243999643,23,1,17,1,2,1,-98.6490071396846,0.0640384,0,11.4166131722658,1,0,16,0,0
1427,11707.3333332987,1,90,1,90,4,3,17.4507634123392,27.0469062256418,0.0841038946700157,0.0174507634123392,25,1,17,0,1,3,-109.703834204573,0.0695793,0,11.4236825434754,3,0,38,0,1
1428,11709.466666632,1,91,1,90,3,3,17.4442164587437,27.0270006781959,0.0840734815468638,0.0174442164587437,29,1,22,1,3,2,-84.4027081997698,0.0610767,0,11.421986959014,2,0,13,0,0
1429,11719.5555555207,1,91,1,90,3,3,17.4596997398618,27.0412422800299,0.0840338450514015,0.0174596997398618,28,1,21,1,3,1,-80.6917757713801,0.0654866,0,11.4298034379508,1,0,11,0,0
1430,11729.6444444095,1,92,1,91,3,3,17.4603686728396,27.0325504833304,0.0839965850568698,0.0174603686728396,28,1,20,1,3,1,-78.3598498253742,0.0705517,0,11.4279237021805,1,0,10,0,1
1431,11737.511111076,1,90,1,91,4,3,17.4363801174375,27.0210839953798,0.0839593824816313,0.0174363801174375,23,3,14,1,1,6,-101.565098383,0.1035089,0,11.4297678333095,4,2,34,0,0
1432,11739.7333332982,1,91,1,90,2,2,17.4284100623542,26.9990263275983,0.0839887794950773,0.0174284100623542,21,1,16,1,2,1,-82.2544861134546,0.082007,0,11.4271179182417,1,0,9,0,1
1433,11749.8222221869,1,90,1,91,2,3,17.4286029386549,26.9896381539898,0.0839677871533408,0.0174286029386549,20,1,15,1,2,1,-83.4827013534161,0.0575489,0,11.4249196641568,1,0,8,0,1
1434,11757.6444444091,1,89,1,91,5,3,17.4298114277107,26.9994652247248,0.0839491250721094,0.0174298114277107,20,2,13,1,0,5,-115.618095908816,0.0630089,0,11.4357477975387,5,0,37,0,0
1435,11769.95555552,1,90,1,91,2,3,17.4338013295967,26.9959772103754,0.0839579386651292,0.0174338013295967,19,1,15,1,2,1,-65.6132624055991,0.0520268,0,11.4311451831787,1,0,7,0,0
1436,11780.0444444087,1,90,1,91,2,3,17.4335071707954,26.9858728557015,0.0839416058394161,0.0174335071707954,19,1,15,1,2,1,-65.579135521225,0.0586057,0,11.4286324786326,1,0,7,0,0
1437,11790.1333332975,1,90,1,91,2,3,17.4241042345278,26.9616935483873,0.0839252900359288,0.0174241042345278,18,1,14,1,2,1,-61.7631615904259,0.0555786,0,11.4201537147738,1,0,6,0,1
1438,11800.2222221862,1,90,1,90,1,3,17.4168972665294,26.9409407868974,0.0839112914279448,0.0174168972665294,15,1,13,1,2,1,-66.4559977761701,0.0725473,0,11.4131203930841,1,0,3,0,0
1439,11807.911111075,1,89,1,89,4,4,17.4183781536905,26.9336491169238,0.0839042034307009,0.0174183781536905,21,1,15,1,1,3,-125.61097645679,0.0935452,0,11.4166512674722,3,0,30,0,0
1440,11810.311111075,1,88,1,90,1,5,17.4139289462943,26.9442884501013,0.0838833356155005,0.0174139289462943,19,1,15,0,3,2,-57.5057455069313,0.0519638,0,11.4162927192671,2,0,2,0,1
1441,11817.9999999637,1,88,1,88,4,5,17.4176715179008,26.9404989608537,0.0838670827174687,0.0174176715179008,19,1,14,1,1,3,-120.425759305854,0.0924884,0,11.421302286344,3,0,25,0,1
1442,11820.3999999637,1,88,1,88,1,5,17.411786145182,26.9218380156429,0.0838508467157278,0.017411786145182,13,1,12,1,2,1,-44.357286586512,0.0924914,0,11.4199960236713,0,1,0,0,0
1443,11830.4888888524,1,90,1,87,2,4,17.4125416221029,26.913467040783,0.0838483837444621,0.0174125416221029,12,1,11,1,1,2,-65.0589258757625,0.0780705,0,11.4181815487918,2,0,5,0,0
1444,11840.5777777412,1,90,1,89,2,4,17.4276323687771,26.9272636399341,0.0838482147739078,0.0174276323687771,11,1,10,1,1,1,-61.373502040465,0.073009,0,11.4257691805503,1,0,3,0,0
1445,11850.6666666299,1,89,1,88,2,4,17.4303305249515,26.9219219219221,0.0838503375331384,0.0174303305249515,10,1,9,1,1,1,-57.6477493458506,0.0581061,0,11.4252336448599,1,0,2,0,0
1446,11860.7555555187,1,89,1,88,2,4,17.4467163534239,26.947230563897,0.083854750129785,0.0174467163534239,9,1,8,1,1,1,-53.9328869562641,0.0600004,0,11.4262662705149,1,0,1,1,0
1447,11865.6444444075,1,90,1,88,2,4,17.4606258051094,26.9687143316154,0.0838614510489511,0.0174606258051094,9,1,8,1,1,1,-53.9924367098611,0.0610692,0,11.4305242330436,1,0,1,1,0
1448,11877.1555555184,1,91,1,90,1,4,17.4772723885214,26.9944257212097,0.0838681486741131,0.0174772723885214,17,1,12,1,2,1,-55.8454566550411,0.0715822,0,11.4317216174177,1,0,1,1,0
1449,11878.5333332962,1,91,1,90,1,4,17.4686710579184,26.9716281134261,0.0838565267238085,0.0174686710579184,17,1,12,1,2,1,-55.8532037993176,0.0749744,0,11.4286559802653,1,0,1,0,1
1450,11880.8888888517,1,90,1,89,1,4,17.4585124505575,26.9464552808305,0.083844915554828,0.0174585124505575,16,1,11,1,2,1,-40.6184431855226,0.0805787,0,11.4294075153014,0,1,0,0,0
1451,11893.1111110737,1,90,1,90,2,4,17.4623489381199,26.9429056470393,0.0838356014945319,0.0174623489381199,16,1,11,1,1,1,-71.0449700768653,0.0670146,0,11.4296322854926,1,0,10,0,0
1452,11908.4444444069,1,90,1,90,4,4,17.4760351576529,26.9545627007866,0.0838262955592509,0.0174760351576529,19,1,14,1,1,3,-114.604683709967,0.0821519,0,11.4314699318769,3,0,23,0,0
1453,11913.2444444068,1,90,1,90,2,4,17.4702842377262,26.9362549800799,0.0838101465860171,0.0174702842377262,15,1,10,1,1,1,-67.3120795309446,0.0620011,0,11.4302620456467,1,0,9,0,0
1454,11923.3333332955,1,90,1,90,2,4,17.4742376578079,26.9329294845218,0.0838031429583027,0.0174742376578079,14,1,9,1,1,1,-63.5867106306419,0.0685778,0,11.4305718462603,1,0,8,0,0
1455,11933.4222221843,1,89,1,91,2,4,17.4710078877938,26.9185509205571,0.0837984263973211,0.0174710078877938,28,1,18,1,3,1,-61.3853881178767,0.0714727,0,11.4261865932829,1,0,7,0,0
1456,11938.6222221842,1,89,1,90,4,4,17.4735531685584,26.9224725758107,0.0837617998313338,0.0174735531685584,23,2,18,1,2,4,-110.857748313834,0.1025463,0,11.4230313839163,3,1,19,1,0
1457,11940.6666666286,1,89,1,90,4,4,17.4768143941657,26.9274973269949,0.0837637975096515,0.0174768143941657,23,2,18,1,2,4,-110.878478273837,0.0825075,0,11.4203466740965,3,1,19,1,0
1458,11943.511111073,1,89,2,90,5,4,17.455125129761,26.9020399219355,0.0837657926912104,0.017455125129761,37,4,24,2,4,7,-181.091765981937,0.1700557,0,11.4208913159313,5,2,22,1,0
1459,11946.2666666285,1,89,1,89,4,4,17.4555514191168,26.9026969240013,0.083790239400684,0.0174555514191168,25,2,19,1,2,4,-115.931549135113,0.0875065,0,11.41635727032,3,1,24,1,0
1460,11953.5999999618,1,89,2,89,6,4,17.4355719899964,26.897137345679,0.0837876691892478,0.0174355719899964,37,5,24,2,3,10,-192.257497136123,0.1395432,0,11.4205199850229,6,4,31,1,0
1461,11957.7777777395,1,88,1,90,4,3,17.44618188916,26.9135047992497,0.0838391502276176,0.01744618188916,23,2,15,1,2,4,-110.026778937532,0.1165219,0,11.4226580369026,3,1,23,1,0
1462,11963.6888888505,1,89,2,90,6,3,17.4108932588709,26.8748342480987,0.0838410918839873,0.0174108932588709,36,4,22,2,2,8,-164.380441104531,0.1635541,0,11.424066746877,7,1,32,0,0
1463,11968.7999999615,1,86,1,89,3,2,17.4115096401156,26.8664243705048,0.083867651435219,0.0174115096401156,13,1,9,1,1,3,-96.2269682905607,0.07852,0,11.4269899194701,3,0,13,0,0
1464,11973.7777777392,1,87,1,89,4,3,17.398753717239,26.8545981287819,0.0838652098658589,0.017398753717239,19,2,9,1,0,4,-104.665471996748,0.0795251,0,11.4284496662436,4,0,27,0,0
1465,11983.866666628,1,87,1,89,4,3,17.4111176554456,26.8815281472033,0.0838761994864171,0.0174111176554456,17,2,8,1,0,2,-99.5421425043058,0.0590012,0,11.44159160215,2,0,23,0,0
1466,11993.9555555167,1,87,1,90,4,3,17.4048983610048,26.8797542735044,0.0838917107964984,0.0174048983610048,22,2,12,1,1,3,-84.43960425394,0.0725639,0,11.442515043381,2,1,21,0,0
1467,12039.1555555161,1,88,1,89,2,3,17.4477398889243,26.9537498973728,0.0838958794621159,0.0174477398889243,14,2,7,1,1,3,-86.5840729117796,0.0820001,0,11.4420979279939,3,0,10,0,0
1468,12044.2222221827,1,88,1,89,4,4,17.4479383517652,26.9447000727555,0.0839181602245735,0.0174479383517652,22,1,14,1,1,1,-106.084202838356,0.0576094,0,11.4447388268895,1,0,27,0,0
1469,12059.2888888491,1,87,1,89,2,4,17.4656050955415,26.9891732283466,0.0838953331534934,0.0174656050955415,17,1,8,1,2,2,-80.7087283225628,0.072041,0,11.4492693110648,2,0,7,0,1
1470,12069.3777777378,1,87,1,89,2,4,17.4487470862469,26.9880817764665,0.0838838406988972,0.0174487470862469,15,3,5,1,2,3,-57.2742769751995,0.1005734,0,11.4505127937699,1,2,5,0,0
1471,12084.4444444043,1,89,1,88,3,2,17.4727991782947,27.0158997118231,0.0839307854024042,0.0174727991782947,15,1,10,1,0,1,-96.9744891719691,0.0595189,0,11.4592441277649,1,0,24,0,0
1472,12089.5111110709,1,88,1,89,4,3,17.4827766649803,27.0313265920227,0.083923808497454,0.0174827766649804,17,2,8,1,1,2,-74.4591543478989,0.0915582,0,11.4610122743353,1,1,19,1,0
1473,12096.0444444041,1,89,1,89,4,3,17.4999211359946,27.0578348409189,0.0839392470512199,0.0174999211359946,19,2,10,1,1,4,-73.0777155766391,0.1055209,0,11.462703232649,3,1,19,1,0
1474,12107.5555555151,1,90,1,90,4,3,17.5091693121692,27.0627494275432,0.0839501520738568,0.0175091693121692,26,1,15,1,2,1,-84.702584788585,0.1025471,0,11.4665038115038,1,0,20,0,0
1475,12114.6222221816,1,90,1,89,3,3,17.5074946511524,27.0507956570747,0.083918340998951,0.0175074946511524,23,1,14,1,1,1,-96.9640227819731,0.0695543,0,11.4679183583608,1,0,27,0,0
1476,12119.6888888482,1,90,1,90,4,3,17.5101522842641,27.0549019607845,0.0838933390677921,0.0175101522842641,25,2,15,1,2,4,-76.2431762528287,0.0790369,0,11.4648940589947,3,1,19,1,0
1477,12129.777777737,1,90,1,90,3,3,17.5127756860777,27.049605540592,0.083890724474172,0.0175127756860777,23,3,15,2,2,6,-137.223915419459,0.0642188,0,11.4643616674738,5,1,17,1,0
1478,12130.577777737,1,89,1,89,3,3,17.5143084399,27.051972977201,0.0839194630872483,0.0175143084399,22,2,14,1,2,4,-69.5982982843559,0.0785175,0,11.4606076388889,3,1,15,1,0
1479,12141.9555555146,1,89,1,89,3,4,17.5269499048828,27.0714985308523,0.0839235887529513,0.0175269499048828,22,2,14,1,2,4,-69.6898120660597,0.069545,0,11.4593698175788,3,1,15,1,0
1480,12142.0888888479,1,90,1,89,3,4,17.5269499048828,27.0714985308523,0.0839277095511342,0.0175269499048828,22,2,15,1,2,4,-71.9647556627028,0.0674892,0,11.4593698175788,3,1,15,1,0
1481,12149.91111107,1,90,1,89,3,4,17.5093545492928,27.0521241030659,0.0839318254904063,0.0175093545492928,22,4,15,2,2,6,-117.505462427073,0.072545,0,11.4576339964084,4,2,15,1,0
1482,12153.6444444033,1,90,1,88,4,3,17.5135602115732,27.0586218924403,0.083989501312336,0.0175135602115732,20,2,14,1,1,4,-101.177312013444,0.0640327,0,11.4556385973795,4,0,22,1,0
1483,12154.8444444033,1,91,2,88,7,3,17.5045223887521,27.0353327216308,0.0839980727019648,0.0175045223887521,27,3,17,2,0,5,-187.622677149253,0.1185802,0,11.4569781997632,5,0,45,1,0
1484,12162.6222221809,1,90,1,88,4,3,17.5189737214799,27.0576524730579,0.0840176541393607,0.0175189737214799,20,2,14,1,1,4,-101.213097496002,0.0665712,0,11.4569447350738,4,0,22,1,0
1485,12164.933333292,1,90,2,88,7,3,17.5089667472924,27.0328871362005,0.0840261997059217,0.0175089667472924,26,3,16,2,0,5,-183.914984739264,0.123182,0,11.457647527926,5,0,44,1,0
1486,12165.1555555142,1,90,1,89,4,3,17.5092033532848,27.0332524429134,0.0840479816195132,0.0175092033532849,20,2,14,1,1,4,-101.147907549551,0.0665572,0,11.453061854176,4,0,22,1,0
1487,12175.0222221808,1,90,2,89,7,3,17.511898638327,27.0281206300813,0.0840565004939788,0.017511898638327,25,3,15,2,0,7,-168.768258356385,0.2390379,0,11.457329878343,7,0,43,1,0
1488,12176.6666666252,1,90,1,89,4,3,17.515507908219,27.0336912300512,0.0840804781726972,0.017515507908219,20,2,13,1,1,4,-100.919658349364,0.0805391,0,11.4549539110386,4,0,22,1,0
1489,12185.1111110695,1,90,2,90,6,3,17.5096803782424,27.0588621650107,0.0840889694900789,0.0175096803782424,25,4,15,2,1,6,-192.810398585782,0.1360513,0,11.4608817021223,5,1,38,1,1
1490,12188.1777777361,1,90,1,90,2,4,17.5149437079125,27.0669959349594,0.0841395485194957,0.0175149437079125,23,2,16,1,2,4,-108.194886810859,0.0779992,0,11.4595914222773,3,1,19,1,0
1491,12195.1999999582,1,90,1,91,2,4,17.5008459436739,27.0529645873945,0.0841412742382271,0.0175008459436739,28,4,18,2,3,9,-176.630001016904,0.0705717,0,11.460091522158,6,3,19,1,0
1492,12199.6888888471,1,90,1,91,3,3,17.5077243662721,27.0635973147247,0.0841850314063664,0.0175077243662721,27,2,17,1,2,4,-114.369610031805,0.0751295,0,11.4598641539032,3,1,21,1,0
1493,12200.1777777359,1,90,2,91,7,3,17.4751034382794,27.0379156411159,0.0841777706853906,0.0174751034382794,26,3,15,2,0,6,-193.192433187525,0.1521223,0,11.4601483134239,6,0,38,0,1
1494,12220.311111069,1,88,1,91,4,3,17.4763432982402,27.0475313107978,0.0841993355481728,0.0174763432982402,23,2,14,1,2,2,-80.2242127651547,0.0710054,0,11.4564739132675,1,1,16,0,0
1495,12235.4222221799,1,89,1,90,3,2,17.452250629773,27.0348760970438,0.0842010199745006,0.017452250629773,24,3,12,1,1,4,-96.1204852154287,0.0545794,0,11.4481018534395,3,1,19,0,0
1496,12245.5111110686,1,88,1,90,4,1,17.4450480996086,27.0313560844421,0.0842270121044808,0.0174450480996086,21,2,11,1,0,4,-112.803765515844,0.0820349,0,11.4483128153682,4,0,30,0,0
1497,12250.4888888463,1,86,1,89,4,1,17.4420594990995,27.017428729449,0.0842331467381211,0.0174420594990995,19,1,13,1,1,2,-104.227017231127,0.102548,0,11.4488158734327,2,0,22,0,0
1498,12295.7777777346,1,91,1,89,3,2,17.4936365567845,27.1219171423016,0.084217225286381,0.0174936365567845,18,3,10,1,1,5,-111.99482334673,0.0576062,0,11.4618421338473,4,1,22,0,0
1499,12305.8666666233,1,91,1,88,4,2,17.4975228083721,27.1186195703812,0.0842565597667638,0.0174975228083721,16,1,10,1,0,1,-98.8452891357465,0.0675081,0,11.4621661277429,1,0,20,0,0
1500,12310.7999999566,1,88,1,88,3,2,17.4986148872551,27.1110068175848,0.0842473374662216,0.0174986148872551,17,1,10,1,1,2,-94.7908069418946,0.0676394,0,11.4653501224469,2,0,20,0,0
1501,12320.8888888453,1,88,1,89,3,3,17.5050083341991,27.1285346551259,0.0842358922755078,0.0175050083341991,19,2,12,1,2,3,-78.9956636031936,0.0710061,0,11.4744721569494,2,1,18,0,0
1502,12336.0444444006,1,90,1,90,4,2,17.5239898489482,27.1486522273764,0.0842464665713832,0.0175239898489482,20,1,14,1,1,1,-97.0372144220928,0.0716072,0,11.4800015132906,1,0,19,0,0
1503,12361.1111110669,1,90,1,91,4,2,17.513352508292,27.1566738990679,0.0842283477064706,0.017513352508292,20,3,12,1,2,4,-83.7294587484713,0.0895818,0,11.4710675492193,3,1,21,0,0
1504,12391.2888888443,1,91,1,92,4,2,17.5183173770035,27.1719566252173,0.0842631272804188,0.0175183173770035,20,2,15,1,2,4,-112.958638092471,0.0780029,0,11.460581461591,3,1,20,0,0
1505,12401.377777733,1,91,1,91,5,1,17.5094997930893,27.1489934231634,0.0842714444268273,0.0175094997930893,22,1,16,1,1,2,-114.99295463784,0.0884902,0,11.4526204493166,2,0,27,0,0
1506,12406.3999999552,1,90,1,90,4,1,17.4910250601786,27.1279071366038,0.0842488907669554,0.0174910250601785,24,2,16,1,1,3,-106.456997057131,0.083281,0,11.4500906745406,2,1,20,0,0
1507,12411.4666666218,1,88,1,89,5,0,17.4845226112756,27.1085681984619,0.0842483108108108,0.0174845226112756,16,1,12,1,0,1,-103.351614509929,0.0039697,0,11.4482837706283,1,0,24,0,0
1508,12416.4888888439,1,88,1,89,5,0,17.4709328374244,27.095035955161,0.0842391304347826,0.0174709328374244,22,2,15,1,0,2,-135.046495151024,0.005,0,11.4489162470713,2,0,27,0,0
1509,12466.7555555098,1,91,1,89,4,1,17.5273673789101,27.1993791283087,0.0842429995253915,0.0175273673789101,25,1,20,1,1,2,-128.660955516393,0.0582599,0,11.446588469991,2,0,25,0,1
1510,12481.8222221763,1,90,1,90,5,1,17.5224649989706,27.1993008948547,0.0842138547073858,0.0175224649989706,18,2,13,1,0,2,-124.944868991206,0.0669667,0,11.4436752050559,2,0,27,0,0
1511,12491.911111065,1,90,1,90,5,1,17.5140907659847,27.1770373954935,0.084226605915352,0.0175140907659847,16,1,12,1,0,2,-114.979562566155,0.0682784,0,11.4360447565075,2,0,25,0,0
1512,12496.9333332872,1,90,1,90,3,1,17.5074499837207,27.1574894005849,0.0842174542582598,0.0175074499837207,22,1,18,1,1,2,-119.505843306852,0.0760097,0,11.4341564962173,2,0,20,0,0
1513,12507.0222221759,1,90,1,89,3,2,17.4844376335104,27.1460102455267,0.0841950167074486,0.0174844376335104,30,3,22,1,2,4,-119.655435337406,0.0635741,0,11.431049402907,2,2,18,0,0
1514,12522.0888888424,1,89,1,88,4,1,17.5089958546029,27.1748980551381,0.0842074821883955,0.0175089958546029,19,1,13,1,1,4,-129.593625717374,0.07008,0,11.4403370581945,4,0,19,0,1
1515,12527.155555509,1,90,1,89,4,2,17.4968143592965,27.1634703841368,0.0841917174689931,0.0174968143592965,27,2,21,1,1,2,-126.916116051908,0.0485198,0,11.4418476537682,2,0,27,0,0
1516,12532.1777777311,1,88,1,89,4,2,17.4953138475848,27.1686046308061,0.0841845442848515,0.0174953138475848,19,2,13,1,1,4,-99.8395182951704,0.048373,0,11.4503279460489,2,2,17,0,0
1517,12542.2666666199,1,88,1,88,5,1,17.5086312012422,27.1800655790712,0.0841950553776705,0.0175086312012422,17,1,12,1,0,1,-104.997163974656,0.0610255,0,11.4568722834303,1,0,21,0,0
1518,12567.3777777306,1,90,1,89,4,1,17.5233624565706,27.1937242308913,0.0841837403919305,0.0175233624565707,24,1,19,1,1,1,-114.417932835501,0.0580116,0,11.4505625667735,1,0,25,0,0
1519,12582.4888888415,1,90,1,90,5,1,17.528107128268,27.191892427123,0.0841569881760742,0.017528107128268,15,1,10,1,0,1,-97.5004105474249,0.0655418,0,11.446927104175,1,0,19,0,0
1520,12597.5555555079,1,90,1,91,3,1,17.5304048846893,27.1862784204156,0.0841501126893443,0.0175304048846893,20,1,15,1,1,1,-99.3168579742238,0.0760013,0,11.4417071049951,1,0,21,0,0
1521,12607.6444443967,1,90,1,90,3,2,17.5292559159527,27.1753360215055,0.0841322227460841,0.0175292559159527,19,1,14,1,1,1,-95.5101087842016,0.0514049,0,11.4388195553781,1,0,20,0,0
1522,12612.6666666188,1,89,1,90,5,2,17.5246553946276,27.159063099731,0.0841165536560463,0.0175246553946276,16,1,11,1,0,2,-89.7474610743086,0.0625049,0,11.4382481318228,2,0,20,0,0
1523,12622.7555555076,1,89,1,89,4,2,17.524723262191,27.1500447508944,0.0841075026823332,0.017524723262191,22,1,17,1,1,2,-88.2893895188367,0.0639754,0,11.4361576613261,2,0,18,0,0
1524,12627.7777777297,1,89,1,89,3,3,17.5097710834689,27.134347241932,0.0840852621943246,0.0175097710834689,22,2,17,1,2,3,-81.8616027439778,0.0975194,0,11.4358074301125,2,1,18,0,0
