#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;94;0;0;0;0;0;0;0;0;0
599.71;0.72;96;0;0;0;0;0;0;0;0;0
1199.85;0.74;96;0;0;0;0;0;0;0;0;0
1799.77;0.76;96;0;0;0;0;0;0;0;0;0
2399.75;0.77;96;0;0;0;0;0;0;0;0;0
2999.98;0.79;96;0;0;0;0;0;0;0;0;0
3599.99;0.8;96;0;0;0;0;0;0;0;0;0
4199.8;0.8;97;0;0;0;0;0;0;0;0;0
4799.79;0.79;97;0;0;0;0;0;0;0;0;0
5399.63;0.77;97;0;0;0;0;0;0;0;0;0
5999.75;0.76;97;0;0;0;0;0;0;0;0;0
6599.8;0.75;97;0;0;0;0;0;0;0;0;0
7199.99;0.74;97;0;0;0;0;0;0;0;0;0
