#TimeStamp;TripTime;Type
29;18;O
30;17;O
31;23;I
32;16;O
35;21;O
42;11;O
42;28;I
46;27;O
48;26;O
48;28;O
51;29;I
53;35;O
54;34;I
57;30;I
66;34;O
67;56;O
78;49;O
79;48;I
91;50;I
94;80;O
122;27;I
148;33;I
161;32;I
171;36;I
177;41;O
202;49;O
205;37;I
208;20;I
209;41;O
220;58;I
222;25;O
247;25;O
247;36;O
272;40;I
277;35;I
287;30;O
289;14;O
290;46;I
299;47;I
299;27;O
300;63;I
316;25;I
318;43;I
322;82;I
327;25;O
335;45;I
343;47;O
351;27;O
357;18;O
389;26;I
390;14;O
393;44;I
395;22;I
398;46;I
410;30;I
415;30;O
420;22;I
422;46;I
438;37;I
439;27;I
445;22;O
462;48;I
470;28;O
477;20;O
499;20;I
501;40;I
507;41;I
521;44;I
529;26;O
540;55;I
541;22;I
549;31;O
552;13;O
555;42;I
565;12;I
571;59;I
577;26;O
581;67;I
585;24;I
588;61;I
602;9;I
612;50;I
613;22;O
629;25;I
631;29;I
648;26;I
659;40;I
666;23;O
670;31;I
672;11;O
682;28;O
690;27;O
698;27;I
701;39;I
720;31;I
734;50;I
739;29;O
743;53;I
743;13;O
753;72;I
765;70;I
772;51;I
774;41;I
780;46;I
789;52;O
791;13;O
791;16;O
803;38;I
816;56;I
822;16;O
823;47;I
830;42;O
858;16;O
874;29;O
876;32;I
882;59;I
890;25;I
892;24;I
894;19;O
898;49;I
903;50;I
903;47;I
908;31;I
937;46;I
946;47;I
949;100;I
957;34;O
963;40;I
964;15;O
966;46;I
969;29;O
973;22;I
1003;44;I
1019;58;I
1031;54;I
1036;48;I
1040;59;I
1048;23;O
1054;28;O
1054;67;I
1062;26;I
1066;48;I
1069;44;I
1078;46;I
1083;49;I
1084;23;O
1088;46;I
1092;64;I
1095;20;O
1116;20;I
1123;34;I
1135;38;I
1135;37;I
1147;24;I
1155;21;O
1163;27;O
1166;68;I
1185;50;I
1187;36;I
1194;47;I
1198;25;O
1203;36;I
1204;43;I
1206;28;I
1214;36;O
1227;39;O
1235;19;I
1237;47;I
1242;79;I
1244;40;I
1253;76;I
1258;48;I
1260;41;O
1271;62;I
1280;29;I
1281;23;I
1289;23;I
1294;40;I
1303;31;O
1310;15;O
1320;22;I
1334;57;I
1342;43;I
1346;35;I
1348;29;O
1354;51;I
1360;40;I
1362;39;I
1363;13;I
1364;28;O
1368;31;I
1380;35;I
1381;24;I
1405;37;I
1406;17;O
1412;38;O
1412;39;I
1413;25;O
1444;52;I
1446;18;O
1451;47;I
1457;33;I
1462;16;O
1476;36;I
1477;40;I
1483;54;I
1485;25;O
1488;40;I
1491;51;I
1493;17;I
1510;68;I
1521;19;O
1524;53;I
1539;45;I
1548;63;I
1554;47;I
1558;16;O
1564;40;I
1575;38;I
1576;32;I
1578;54;I
1579;22;O
1591;40;I
1603;38;I
1605;37;I
1616;42;I
1620;45;I
1631;34;O
1636;40;I
1638;27;I
1654;42;I
1685;44;I
1691;62;O
1700;41;O
1702;33;I
1708;47;I
1711;53;I
1713;28;I
1726;57;I
1730;40;I
1731;14;O
1733;14;O
1742;40;I
1742;44;O
1754;49;I
1757;66;I
1759;55;I
1772;21;O
1781;49;I
1796;23;I
1802;50;I
1807;36;I
1815;49;I
1820;64;I
1824;26;I
1843;25;I
1845;47;I
1847;20;I
1851;22;O
1855;38;I
1878;42;O
1891;15;O
1899;55;I
1902;37;I
1906;47;I
1918;24;O
1922;62;I
1922;49;I
1933;56;I
1934;40;I
1939;42;I
1947;39;I
1955;31;I
1959;43;I
1963;56;I
1969;16;O
1974;42;I
1974;21;O
1975;22;I
1984;57;I
1990;32;I
2004;33;I
2007;16;O
2028;35;I
2028;31;I
2032;27;I
2036;31;O
2037;40;I
2044;29;I
2048;18;O
2058;15;O
2067;25;I
2068;39;I
2069;40;I
2087;35;I
2092;50;I
2093;62;I
2100;23;I
2112;24;I
2118;39;I
2125;25;O
2136;8;O
2138;24;O
2143;42;I
2145;35;I
2147;36;I
2149;24;O
2173;29;I
2173;70;I
2176;40;I
2177;18;I
2179;10;O
2182;30;O
2183;38;I
2197;18;I
2210;38;I
2213;20;I
2214;34;I
2216;20;O
2222;57;I
2229;51;I
2239;33;I
2243;40;I
2244;22;I
2268;29;I
2272;23;O
2285;36;I
2303;34;I
2311;12;O
2312;39;I
2319;43;O
2320;16;O
2322;70;I
2333;31;I
2341;66;O
2346;71;I
2346;44;I
2351;55;I
2351;23;I
2352;36;I
2354;29;I
2387;53;I
2403;29;O
2405;24;O
2414;13;I
2418;47;I
2420;51;I
2422;37;I
2423;24;O
2425;58;I
2446;31;I
2448;35;I
2449;39;I
2458;54;I
2459;33;I
2464;16;O
2467;25;I
2481;50;I
2481;37;I
2500;60;O
2515;39;I
2516;25;I
2517;33;I
2531;47;I
2538;33;I
2544;31;I
2545;39;O
2550;20;I
2578;29;I
2587;14;I
2593;27;I
2593;16;O
2598;56;I
2600;52;O
2600;25;I
2608;45;I
2612;22;O
2621;31;O
2625;28;I
2626;60;I
2631;27;I
2633;40;I
2635;71;I
2644;37;I
2645;30;I
2646;22;O
2667;21;O
2673;34;I
2682;23;I
2685;28;I
2688;26;O
2693;16;I
2716;49;I
2720;25;I
2722;43;I
2755;60;I
2757;41;I
2759;54;I
2776;56;I
2780;26;I
2785;48;I
2789;24;O
2792;23;O
2801;61;I
2804;39;I
2810;34;O
2824;23;I
2847;51;I
2865;88;I
2867;42;I
2868;41;I
2870;26;I
2871;74;I
2872;43;I
2882;68;I
2886;41;I
2889;25;I
2896;40;O
2900;17;O
2908;18;O
2912;29;O
2913;76;I
2920;42;I
2933;33;I
2938;34;I
2942;16;O
2951;32;I
2956;19;O
2960;20;I
2981;41;I
2983;7;O
2992;29;I
3001;52;I
3002;25;I
3009;45;O
3014;29;I
3021;24;I
3031;22;I
3033;28;O
3035;24;I
3041;26;I
3049;73;I
3056;48;I
3063;25;O
3071;60;I
3091;26;I
3095;41;O
3104;39;I
3108;43;I
3109;37;O
3118;57;I
3129;40;I
3134;29;O
3136;34;I
3137;33;I
3139;34;I
3139;21;O
3169;40;O
3173;45;I
3177;59;I
3178;31;I
3183;54;I
3194;26;I
3203;26;I
3210;29;O
3234;32;O
3235;46;I
3240;30;I
3246;39;O
3256;24;O
3256;56;I
3258;49;I
3258;18;O
3271;52;I
3285;30;I
3285;18;O
3302;64;I
3315;44;I
3316;45;I
3318;18;O
3328;33;I
3336;34;I
3355;74;I
3363;31;I
3363;40;I
3376;38;O
3403;33;I
3408;35;O
3409;54;O
3410;51;I
3411;41;O
3414;16;I
3416;30;O
3419;60;O
3424;12;O
3429;54;I
3431;23;O
3457;25;O
3464;16;O
3470;31;O
3481;20;I
3494;24;O
3497;60;O
3511;17;O
3523;34;O
3526;51;I
3537;76;I
3539;29;O
3546;27;O
3558;29;O
3560;60;O
3564;33;O
3566;20;O
3575;37;I
3596;32;O
3597;20;I
3607;19;O
3615;19;O
3636;33;I
3648;17;O
3653;44;O
3655;14;O
3663;26;O
3675;31;O
3707;20;O
3722;23;O
3722;16;O
3729;33;I
3737;32;O
3756;43;I
3760;18;O
3763;23;O
3777;34;I
3788;16;O
3797;36;O
3806;16;O
3818;18;O
3840;20;O
3848;59;O
3850;22;O
3857;33;I
3860;16;O
3865;44;I
3867;34;O
3869;17;O
3888;31;O
3895;20;O
3933;20;I
3942;18;O
3946;18;O
3950;16;O
3951;22;O
3991;20;O
3992;34;I
3993;29;O
4007;19;I
4018;12;O
4024;15;O
4030;19;O
4037;34;O
4039;34;O
4056;23;I
4060;20;O
4069;33;O
4083;82;O
4103;16;O
4104;19;O
4114;27;O
4122;31;O
4141;26;I
4146;23;O
4157;19;O
4166;35;O
4170;28;O
4183;26;I
4205;14;O
4225;36;O
4233;28;O
4235;23;O
4246;17;O
4248;27;O
4259;49;O
4277;49;O
4277;40;O
4282;23;O
4282;21;O
4285;45;O
4308;46;O
4316;32;O
4338;42;O
4340;21;O
4353;30;O
4353;37;O
4364;45;O
4373;20;O
4377;20;O
4394;10;O
4399;24;O
4439;27;O
4443;30;O
4451;36;I
4462;69;O
4473;27;O
4477;35;O
4478;14;O
4488;18;O
4500;23;O
4502;28;I
4527;28;O
