Tag;Instance;Setting;Config;Seed;Timestamp
m1g_rp_seed1;Material\Instances\CoreBenchmark\benchmark_ss_layout.xlayo;Material\Instances\CoreBenchmark\small_sett.xsett;Material\Instances\CoreBenchmark\m1g_return_pending.xconf;1;20260516-164309
