#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;2;2;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0;0/3,1/2;0/5,1/5;0/0,1/0;0/0,1/0;0/0,1/0;0/0,1/0
60;0;1;2;2;0/60,1/60;0/40.89,1/35.51;0/60,1/60;0/60,1/60;0/0,1/0;0/0,1/0;0/0,1/0;0/6,1/9;0/3,1/2;0/5,1/5;0/0,1/0;0/0,1/1;0/0,1/0;0/2,1/3
119.96;0;1;2;2;0/119.96,1/116.58;0/41.11,1/35.64;0/119.96,1/119.96;0/119.96,1/119.96;0/0,1/0;0/0,1/0;0/0,1/3;0/5,1/11;0/3,1/2;0/5,1/5;0/0,1/0;0/0,1/1;0/0,1/1;0/8,1/9
179.96;1;3;2;2;0/179.96,1/138.89;0/41.33,1/35.78;0/179.96,1/179.96;0/179.96,1/179.96;0/0,1/0;0/0,1/0;0/0,1/1;0/11,1/11;0/3,1/2;0/5,1/5;0/0,1/1;0/1,1/2;0/0,1/5;0/14,1/15
239.96;1;3;2;2;0/239.96,1/180.22;0/41.42,1/35.91;0/239.96,1/239.96;0/239.96,1/239.96;0/0,1/0;0/0,1/0;0/0,1/0;0/7,1/11;0/3,1/2;0/5,1/5;0/0,1/1;0/1,1/2;0/0,1/6;0/20,1/21
299.96;1;3;2;2;0/299.96,1/240.22;0/41.78,1/36.22;0/299.96,1/299.96;0/299.96,1/299.96;0/0,1/0;0/0,1/0;0/0,1/3;0/7,1/5;0/3,1/2;0/5,1/5;0/0,1/1;0/1,1/2;0/0,1/6;0/26,1/27
360;2;4;2;2;0/360,1/272;0/42.27,1/40;0/360,1/360;0/360,1/360;0/0,1/0;0/0,1/0;0/0,1/2;0/12,1/7;0/3,1/2;0/5,1/5;0/0,1/2;0/2,1/2;0/0,1/9;0/32,1/32
420;3;5;2;2;0/420,1/310.27;0/42.62,1/65.69;0/420,1/420;0/420,1/420;0/0,1/0;0/0,1/0;0/0,1/2;0/8,1/7;0/3,1/2;0/5,1/5;0/0,1/3;0/2,1/3;0/0,1/11;0/38,1/36
480;4;5;2;2;0/466.36,1/350.27;0/43.02,1/66.13;0/480,1/480;0/480,1/480;0/0,1/0;0/0,1/0;0/1,1/0;0/8,1/7;0/3,1/2;0/5,1/5;0/0,1/4;0/2,1/3;0/2,1/13;0/44,1/42
540;4;7;2;2;0/510,1/410.27;0/43.38,1/66.44;0/540,1/540;0/540,1/540;0/0,1/0;0/0,1/0;0/1,1/0;0/6,1/12;0/3,1/2;0/5,1/5;0/0,1/4;0/3,1/4;0/3,1/13;0/50,1/48
