decision,time,solved,pendingOrders,stationsWithCap,podsPa,podsPb,botsRa,lambda,mu,delta,epsilon,valuedLines,boundLines,valuedOrders,boundOrders,newTrips,boundUnits,objective,solveSec,qmax,rho,unitsFromSunk,unitsFromNew,inboundCoverUnits
0,0.0444444444444444,1,92,2,99,0,10,10,24,0.5,0.01,94,12,57,12,10,12,-976.12,1.6402115,0,15,0,12,0
1,38.9333333333332,1,83,1,93,2,4,10,10,0.5,0.01,59,2,27,1,4,4,-358.04,0.5422273,0,15,4,0,0
2,50.8444444444443,1,83,1,94,3,5,10,10.7692307692308,0.5,0.01,72,1,40,1,5,2,-501.789230769231,0.1177238,0,15,2,0,0
3,55.4666666666665,1,82,1,94,2,5,10,10.7142857142857,0.5,0.01,63,2,32,1,5,2,-432.805714285714,0.3650844,0,15,2,0,0
4,60.9333333333331,1,82,1,94,3,5,10,11.3333333333333,0.5,0.01,72,2,40,1,5,2,-500.353333333333,0.1324526,0,15,2,0,0
5,65.5111111111111,1,81,1,94,2,5,10,11.875,0.5,0.01,60,1,31,1,5,2,-432.02,0.4088687,0,15,2,0,0
6,70.9777777777787,1,81,1,94,3,5,10,11.7647058823529,0.5,0.01,70,1,38,1,5,1,-482.421764705882,0.1370344,0,15,1,0,0
7,75.5555555555571,1,80,1,91,2,5,10,11.6666666666667,0.5,0.01,58,1,30,1,5,2,-412.853333333333,0.4672034,0,15,2,0,0
8,91.0222222222262,1,80,1,91,3,5,10,11.5789473684211,0.5,0.01,69,1,37,0,5,1,-462.220526315789,0.1379825,0,15,1,0,0
9,111.066666666674,1,82,1,91,3,5,10,12.1052631578947,0.5,0.01,70,1,39,1,5,1,-495.115263157895,0.1416767,0,15,1,0,0
10,115.600000000008,1,82,1,91,2,5,10,12.6315789473684,0.5,0.01,57,2,33,1,5,4,-419.776842105263,0.7296679,0,15,4,0,0
11,121.11111111112,1,81,1,90,3,5,10,13,0.5,0.01,69,2,38,1,5,4,-491.54,0.1480952,0,15,4,0,0
12,131.155555555566,1,81,1,90,2,5,10,13.3333333333333,0.5,0.01,68,1,37,1,5,2,-507.353333333333,0.254003,0,15,2,0,0
13,135.644444444455,1,80,1,90,2,6,10,13.1818181818182,0.5,0.01,64,1,36,0,6,1,-447.28275825254,0.6247261,0,15,1,0,0
14,141.200000000012,1,81,1,93,2,6,10,13.6363636363636,0.5,0.01,73,1,41,1,6,2,-553.383636363636,0.2504966,0,15,2,0,0
15,151.244444444458,1,81,1,92,2,6,10,13.4782608695652,0.5,0.01,72,2,40,0,6,2,-534.585217391304,0.297691,0,15,2,0,0
16,155.688888888903,1,81,1,92,2,6,10,14.3478260869565,0.5,0.01,62,1,35,1,6,2,-440.280869565217,0.5947567,0,15,2,0,0
17,161.288888888904,1,81,1,92,2,6,10,14.1666666666667,0.5,0.01,70,1,40,0,6,2,-533.353333333333,0.2289899,0,15,2,0,0
18,175.733333333351,1,82,1,93,1,6,10,14.5833333333333,0.5,0.01,61,1,34,0,6,3,-467.946666666667,0.7311605,0,15,3,0,0
19,185.777777777797,1,83,1,93,1,7,10,15,0.5,0.01,66,1,39,1,7,2,-512.02,0.6582183,0,15,2,0,0
20,195.822222222243,1,82,1,93,1,7,10,14.8,0.5,0.01,65,1,38,1,7,2,-495.62,0.7643389,0,15,2,0,0
21,211.333333333356,1,83,1,94,2,7,10,14.6153846153846,0.5,0.01,72,1,44,1,7,1,-551.856153846154,0.7295351,0,15,1,0,0
22,215.86666666669,1,82,1,94,1,7,10,14.4444444444444,0.5,0.01,64,1,38,0,7,2,-472.464444444444,0.4913443,0,15,2,0,0
23,231.377777777804,1,84,1,94,2,7,10,14.8148148148148,0.5,0.01,70,1,43,1,7,1,-538.935925925926,0.7741777,0,15,1,0,0
24,245.911111111139,1,84,1,96,1,7,10,14.6428571428571,0.5,0.01,62,0,39,0,7,0,-442.535716831798,0.3270922,0,15,0,0,0
25,251.422222222251,1,84,2,96,3,7,10,14.6428571428571,0.5,0.01,69,1,44,0,7,1,-542.152857142857,1.3361976,0,15,1,0,0
26,253.466666666696,1,85,1,96,1,7,10,15,0.5,0.01,61,0,39,0,7,0,-444.5,0.5016569,0,15,0,0,0
27,264.977777777803,1,86,1,96,1,7,10,15,0.5,0.01,61,0,40,0,7,0,-450,0.3899148,0,15,0,0,0
28,266.000000000025,1,86,1,96,1,7,10,15,0.5,0.01,61,0,40,0,7,0,-450,0.3792417,0,15,0,0,0
29,271.555555555578,1,86,2,96,3,7,10,15,0.5,0.01,70,1,44,0,7,1,-553.01,1.158161,0,15,1,0,0
30,276.488888888909,1,87,1,94,1,7,10,15.3571428571429,0.5,0.01,64,0,39,0,7,0,-462.464285714286,0.4999184,0,15,0,0,0
31,281.644444444462,1,87,2,94,3,7,10,15.3571428571429,0.5,0.01,70,1,45,1,7,2,-561.234285714286,0.8336091,0,15,2,0,0
32,288.000000000014,1,87,1,94,1,7,10,15.7142857142857,0.5,0.01,65,0,39,0,7,0,-468.428571428571,0.6283207,0,15,0,0,0
33,291.733333333346,1,87,2,94,3,7,10,15.7142857142857,0.5,0.01,70,1,44,1,7,2,-561.591428571429,0.71057,0,15,2,0,0
34,296.177777777788,1,86,1,93,1,7,10,15.5172413793103,0.5,0.01,64,0,39,0,7,0,-463.586206896552,0.5851465,0,15,0,0,0
35,299.555555555564,1,87,1,94,1,7,10,15.5172413793103,0.5,0.01,64,0,39,0,7,0,-463.586206896552,0.5936002,0,15,0,0,0
36,301.82222222223,1,87,2,94,3,7,10,15.5172413793103,0.5,0.01,69,1,43,1,7,2,-544.399310344828,0.6452052,0,15,2,0,0
37,311.06666666667,1,87,1,94,1,7,10,15.3333333333333,0.5,0.01,66,0,39,0,7,0,-470,0.3666801,0,15,0,0,0
38,311.911111111114,1,87,2,94,2,7,10,15.3333333333333,0.5,0.01,69,1,41,0,7,3,-562.363333333333,0.6954611,0,15,3,0,0
39,316.311111111112,1,87,1,94,1,8,10,15.6666666666667,0.5,0.01,73,0,43,0,8,0,-529.833333333333,0.4061421,0,15,0,0,0
40,321.999999999998,1,87,2,94,2,8,10,15.6666666666667,0.5,0.01,74,1,45,0,8,2,-595.52,1.0654911,0,15,2,0,0
41,322.577777777775,1,88,1,94,1,8,10,16,0.5,0.01,73,0,44,0,8,0,-545,0.3065521,0,15,0,0,0
42,331.644444444438,1,88,1,94,1,8,10,16,0.5,0.01,73,0,44,0,8,0,-540,0.3728373,0,15,0,0,0
43,332.088888888882,1,88,2,94,2,8,10,16,0.5,0.01,74,1,46,1,8,3,-631.03,0.8468007,0,15,3,0,0
44,334.088888888881,1,88,1,94,1,8,10,15.8064516129032,0.5,0.01,72,0,43,0,8,0,-522.838709677419,0.429933,0,15,0,0,0
45,336.444444444435,1,88,1,94,1,8,10,15.8064516129032,0.5,0.01,72,0,43,0,8,0,-522.838709677419,0.4820007,0,15,0,0,0
46,341.688888888877,1,88,1,94,1,8,10,15.8064516129032,0.5,0.01,72,0,43,0,8,0,-522.838709677419,0.4464656,0,15,0,0,0
47,345.644444444431,1,88,1,94,1,8,10,15.8064516129032,0.5,0.01,72,0,43,0,8,0,-522.838709677419,0.4600675,0,15,0,0,0
48,351.733333333317,1,88,1,94,0,8,10,15.8064516129032,0.5,0.01,72,0,43,0,8,0,-522.838709677419,0.4688227,0,15,0,0,0
49,352.222222222206,1,88,2,94,1,8,10,15.8064516129032,0.5,0.01,73,1,45,1,8,1,-583.558387096774,0.9107318,0,15,1,0,0
50,356.577777777759,1,87,1,94,0,8,9.83249645061725,15.3632757040895,0.0146842878120411,0.00983249645061725,22,7,11,6,2,7,-75.5982357215003,0.6292476,0,7.68163785204473,0,7,0
51,372.355555555529,1,83,1,92,1,7,9.43887575806787,14.5409707624289,0.0166326232856726,0.00943887575806787,1,1,0,0,0,1,-17.7254826062855,0.0961841,0,8.27716797245952,1,0,0
52,392.488888888853,1,84,1,93,1,7,10.1094406390085,15.8472312719593,0.0169194865810968,0.0101094406390085,8,1,5,1,1,1,-5.61385704356385,0.1155987,0,8.62275819209551,0,1,0
53,395.511111111073,1,83,1,92,2,6,9.97241099017829,15.4834802215926,0.0171711292200233,0.00997241099017829,15,1,6,1,0,2,-46.2567741106799,0.0545679,0,8.52713403507999,2,0,0
54,415.644444444397,1,84,1,92,2,6,10.4911393388474,16.1402143674575,0.0173862648507679,0.0104911393388474,14,1,5,1,0,2,-47.3917391068703,0.0565204,0,8.62285425110745,2,0,0
55,422.666666666616,1,83,1,93,2,6,10.5320841555352,16.0614283371912,0.0176046176046176,0.0105320841555352,6,1,3,1,0,2,-28.1071538398471,0.0726878,0,8.68185315523847,2,0,0
56,425.733333333281,1,82,1,92,2,6,10.5086767597569,15.8911697342665,0.0178622875252089,0.0105086767597569,13,1,4,1,0,1,-38.201593957072,0.0626502,0,8.68717278806569,1,0,0
57,435.822222222165,1,82,1,92,2,6,10.4895340998433,15.7343011497649,0.0180826636050517,0.0104895340998433,12,1,3,1,0,2,-28.9003163488244,0.0611977,0,8.58234608168995,2,0,0
58,442.79999999994,1,82,1,91,2,6,10.413921515241,15.4997901622192,0.0183066361556064,0.010413921515241,5,1,2,1,0,2,-26.9808640280089,0.0750014,0,8.54475611506953,2,0,0
59,455.955555555489,1,82,1,91,2,6,10.3969871794871,15.3591856060605,0.0185661239645815,0.0103969871794871,11,1,2,1,0,2,-27.9924448321889,0.0643119,0,8.34326131687236,2,0,0
60,472.977777777703,1,83,1,93,2,6,10.6522353745791,15.6232785493827,0.0187927107061503,0.0106522353745791,4,1,1,1,0,2,-26.8973715280158,0.0811551,0,8.36961350859787,2,0,0
61,476.088888888812,1,82,1,94,2,6,10.5074626865672,15.6444444444444,0.0190557451649602,0.0105074626865672,10,1,1,1,0,1,-27.9644623752681,0.0741083,0,8.28235294117646,1,0,0
62,483.066666666587,1,81,1,94,2,6,10.4777458923384,15.4888417538915,0.0192853091321611,0.0104777458923384,3,1,0,0,0,1,-10.8923567753147,0.1016497,0,8.28472931022104,1,0,0
63,486.177777777696,1,82,1,94,1,6,10.3498188405797,15.5247282608695,0.0195522810994616,0.0103498188405797,6,1,1,1,0,3,-51.5428404289512,0.0690655,0,8.20847701149423,3,0,0
64,493.155555555471,1,81,1,95,1,7,10.3714285714286,15.4468085106383,0.0198019801980198,0.0103714285714286,2,1,0,0,0,1,-18.8371748231966,0.0740062,0,8.24999999999999,1,0,0
65,496.26666666658,1,82,1,95,1,8,10.2620305164319,15.5022163120567,0.0200735086231269,0.0102620305164319,11,2,4,1,1,3,-29.0311333478962,0.090533,0,8.18656367041196,2,1,0
66,503.244444444355,1,80,1,94,1,7,10.2418123203111,15.5760895704731,0.0205749718151071,0.0102418123203111,2,1,0,0,0,1,-18.7700269033764,0.0930255,0,8.30724777091898,1,0,0
67,506.355555555464,1,81,1,94,2,7,10.2034023998765,15.7302453664762,0.0208450704225352,0.0102034023998765,18,2,9,1,1,2,-29.1836918156508,0.1264901,0,8.29727228121824,1,1,0
68,523.333333333248,1,83,1,94,1,6,10.3210665915368,16.0081849174856,0.0213004484304933,0.0103210665915368,1,1,0,0,0,1,-18.6760797959666,0.0837913,0,8.34469213783825,1,0,0
69,526.399999999918,1,84,1,91,3,6,10.2343078102454,16.0824837018141,0.0215746707761278,0.0102343078102454,16,2,8,1,0,3,-42.1018477864255,0.063021,0,8.29517580409361,3,0,0
70,543.377777777709,1,84,1,90,1,6,10.2025316455696,16.12,0.0220362622036262,0.0102025316455696,9,1,5,1,1,1,-7.32774786804715,0.1495262,0,8.22448979591836,0,1,0
71,546.444444444378,1,82,1,89,3,5,10.11171875,15.8615196078432,0.0222593210907067,0.01011171875,13,1,6,1,0,3,-30.4698667370029,0.0685896,0,8.17108585858589,3,0,0
72,556.48888888883,1,82,1,89,3,5,10.0987654320988,15.7307692307692,0.0224563349043526,0.0100987654320988,12,1,5,1,0,2,-29.7573477276299,0.0715609,0,8.09900990099009,2,0,0
73,563.422222222169,1,82,1,89,2,5,10.0323226720115,15.5217067755649,0.0226581928709588,0.0100323226720115,8,1,4,1,0,3,-28.230408007337,0.0445444,0,8.0652005794602,3,0,0
74,573.466666666622,1,82,1,89,2,5,10.1317771084339,15.5729166666669,0.0228839261097326,0.0101317771084339,7,1,3,1,0,2,-27.8288253102018,0.047338,0,8.08593750000011,2,0,0
75,583.511111111074,1,82,1,90,2,5,10.0636235726719,15.3698978200807,0.023115024766098,0.0100636235726719,6,1,2,1,0,1,-26.9619651256837,0.0445919,0,7.97494698211732,1,0,0
76,586.533333333299,1,81,1,90,3,5,9.96201021241832,15.1209083581349,0.0233516483516484,0.00996201021241832,11,1,4,1,0,1,-28.4784685785349,0.0525727,0,7.91374643042576,1,0,0
77,593.555555555527,1,82,1,90,2,5,9.93106378301754,14.9837102691142,0.0235551903588058,0.00993106378301754,5,1,1,1,0,1,-25.8604175074124,0.0450101,0,7.90806930869915,1,0,0
78,603.599999999979,1,82,1,90,1,5,9.90883928392464,14.863258925887,0.0237964989059081,0.00990883928392464,4,1,0,0,0,2,-26.3100261520549,0.0899902,0,7.83699107001312,2,0,0
79,613.644444444431,1,83,1,90,1,6,9.89615845959601,15.0148611111112,0.0240437158469945,0.00989615845959601,3,1,0,0,0,2,-25.9429377712677,0.0714371,0,7.77555307539687,2,0,0
80,626.577777777775,1,83,1,90,2,7,9.93547670446665,15.2458177016816,0.0242970242970243,0.00993547670446665,6,1,2,1,0,1,-26.7686704804332,0.0737208,0,7.68919501476114,1,0,0
81,636.622222222227,1,83,1,90,1,7,10.1078924468451,15.4188189867129,0.0245298446443173,0.0101078924468451,3,1,1,1,0,1,-33.8080112709986,0.0474345,0,7.77530188218855,1,0,0
82,643.6888888889,1,83,1,90,1,7,10.1600864451907,15.4094644418725,0.0247821350762527,0.0101600864451907,10,3,1,1,1,3,-18.8474035768309,0.1042621,0,7.83532090264705,1,2,0
83,646.66666666668,1,82,1,90,1,7,9.88440471499879,15.2317056263916,0.0255296034763715,0.00988440471499879,10,2,4,1,1,2,-20.2056215443421,0.0695132,0,7.80784910260408,1,1,0
84,663.73333333336,1,83,1,89,2,6,10.0162664367928,15.5090577085823,0.0260021668472373,0.0100162664367928,7,1,0,0,0,1,-19.4706027678168,0.0884624,0,7.88165227813201,1,0,0
85,673.777777777813,1,83,1,89,2,6,10.0724805905562,15.7585583432895,0.0262233035955664,0.0100724805905562,6,1,0,0,0,1,-19.2825008252245,0.1034186,0,7.87927917164477,1,0,0
86,676.711111111148,1,83,1,87,2,6,10.0061649659864,15.8161962365592,0.0264507422402159,0.0100061649659864,9,1,3,1,0,3,-28.8064438798185,0.0580875,0,7.84483333333336,3,0,0
