#TimeStamp;BacklogBundleCount;BacklogOrderCount;BundleThroughputAgeAvg;OrderThroughputAgeAvg;BundleTurnoverAgeAvg;OrderTurnoverAgeAvg;BundleFrequencyAvg;OrderFrequencyAvg
0;1;100;0;0;0;0;0;0
60;3;90;0;47.86;0;60;0;0.46
119.96;1;90;47.33;73.39;95.78;111.32;0.41;0.57
179.96;2;91;10.62;80.61;10.7;163.64;0;0.66
239.96;4;92;0;79.88;0;224.6;0;0.56
299.96;4;97;9.73;98.29;33.99;299.96;0.4;0.51
360;4;94;21.42;22.4;33.58;270.72;0.64;0.58
420;5;96;33.07;59.96;45.22;294.24;0.78;0.49
480;4;95;20.53;66.48;20.6;404.16;0.16;0.35
540;6;96;8;51.18;8.06;481.44;0.16;0.36
600;8;94;0;50.07;0;544.32;0;0.34
659.96;9;95;31.24;64.07;31.3;512.12;0.5;0.5
719.96;9;98;42.89;67.26;55.03;390.68;0.29;0.54
779.96;9;96;30.36;57.93;30.4;413.24;0.48;0.32
839.96;9;101;17.78;85.34;29.96;586.52;0.07;0.31
899.96;10;104;29.42;79.36;41.6;513.08;0.35;0.34
959.96;11;103;0;74.21;0;583.64;0;0.41
1019.96;13;103;12.44;57.37;76.97;731.96;0.65;0.47
1079.96;13;104;16;58.06;16.07;693.08;0.42;0.42
1139.96;14;103;3.47;60.41;3.54;766.52;0.16;0.33
1199.96;13;102;23.17;36.87;87.72;657.56;0.08;0.44
1259.96;14;104;50.93;73.47;51;618.68;0.24;0.41
1319.96;15;106;34.67;86.7;86.82;568.28;0.09;0.37
1379.96;14;105;52.62;68.22;90.4;598.52;0.4;0.35
1439.96;14;104;34.36;52.23;1234.43;886.04;0.96;0.31
1499.96;15;102;24.98;47.91;25.03;1219.64;0.46;0.43
1559.96;17;98;84.98;39.38;85.03;816.92;0.46;0.51
1619.96;18;99;41.02;69.29;60.4;648.44;0.51;0.49
1679.96;19;98;101.02;62.49;120.4;699.8;0.51;0.53
1739.96;17;99;31.42;79.06;700.25;652.28;0.3;0.47
1799.96;15;99;18.21;77.28;518.46;776.6;0.35;0.37
1859.96;16;99;45.51;84.69;300.4;958.52;0.16;0.37
1919.96;14;96;50.57;68.66;396.67;706.52;0.58;0.49
1979.96;16;97;71.56;76.87;81.9;972.92;0.8;0.55
2039.96;18;101;81.38;98.47;81.45;896.6;0.51;0.58
2099.96;18;101;19.2;99.96;685.48;941.24;0.21;0.46
2159.96;21;101;93.16;94.71;225.63;750.68;0.29;0.48
2219.96;20;99;3.31;84.34;612.05;760.76;0.44;0.64
2279.96;20;101;33.26;74.76;200.55;797.72;0.26;0.6
2340;20;104;60.09;98.74;454.03;861.6;0.23;0.57
2400;20;105;57.56;108.43;280.3;953.28;0.2;0.45
2460;20;104;94.84;80.4;259.7;1213.92;0.27;0.42
2520;17;101;31.49;62.39;361.15;1296.96;0.45;0.29
2580;18;99;53.88;63.64;516.72;1016.16;0.55;0.39
2640;16;101;37.43;71.6;101.19;832.32;0.44;0.43
2700;17;103;70.02;77.07;88.66;996.96;0.1;0.45
2760;16;103;48.06;85.09;614.1;984;0.49;0.42
2820;16;104;39.33;96.44;39.4;963.36;0.91;0.45
2880;17;108;21.96;114.52;740.15;1224;0.61;0.46
2940;19;108;68.22;104.11;304.48;977.76;0.93;0.51
3000;20;108;50.09;111.29;62.24;875.52;0.5;0.52
3060;19;106;29.5;81.56;424.48;1151.52;0.62;0.51
3120;20;108;25.02;96.27;25.07;997.44;0.41;0.54
3180;21;110;48.76;120.21;48.81;1068.96;0.32;0.46
3240;22;109;31.53;81.26;652.84;1164.48;0.22;0.6
3300;23;111;67.85;106.88;882.09;732;0.18;0.54
3360;21;110;16.2;86.4;645.9;557.76;0.36;0.6
3420;23;113;65.81;116.21;905.37;790.56;0.29;0.55
3480;22;111;82.12;120.87;505.97;554.88;0.22;0.53
3540;22;108;102.22;68.46;885.13;757.92;0.27;0.53
3600;22;108;135.86;88.17;625.97;786.24;0.28;0.5
3660;23;109;26.47;91.97;480.45;867.36;0.53;0.51
3720;25;109;0;101.65;0;861.12;0;0.44
3780;26;110;8;102.1;56.42;935.52;0.2;0.4
3840;26;109;43.82;71.48;43.88;1094.4;0.94;0.32
3900;28;111;7.87;99.6;345.67;1660.32;0.87;0.31
3960;27;110;31.05;85.79;107.46;1627.2;0.38;0.37
4020;29;110;30.4;79.54;30.45;1428;0.54;0.4
4080;25;111;44.96;90.9;760.55;1043.52;0.36;0.56
4140;24;113;54.04;118.23;875.82;629.28;0.38;0.51
4200;25;115;102.21;137.21;1020.45;864.96;0.52;0.48
4260;24;114;96.76;81.8;460.43;779.04;0.36;0.51
4320;25;118;52.31;112.56;52.39;760.32;0.74;0.51
4380;26;118;15.6;83.21;15.67;479.52;0.86;0.5
4440;26;119;51.42;124.01;51.49;640.32;0.75;0.64
4500;26;117;62;168.96;462.09;1179.36;0.45;0.58
4560;28;118;0;141.28;0;1494.72;0;0.57
4620;29;117;38;136.11;38.06;1256.16;0.72;0.53
4680;28;116;43.53;134.31;263.28;923.52;0.9;0.44
4740;30;118;9.07;119.15;49.25;714.72;0.6;0.53
4800;31;118;55.38;123.23;60.9;531.84;0.3;0.58
4860;31;117;58.89;107.23;84.63;1278.24;0.29;0.46
4920;29;119;47.82;128.83;265.52;1568.64;0.44;0.39
4980;30;120;83.64;114.53;295.3;1523.04;0.48;0.46
5040;30;122;17.2;99.39;772.39;1369.92;0.42;0.54
5100;30;119;34.73;107.61;538.21;435.36;0.26;0.67
5160;30;121;25.9;115.61;90.45;386.88;0.28;0.74
5220;32;120;0;64.99;0;719.52;0;0.67
5280;34;117;33.07;59.6;33.13;1037.76;1;0.48
5340;36;120;0;78.24;0;1139.04;0;0.41
5400;35;118;41.11;80.59;1926.27;525.12;0.04;0.48
