#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;67.01;0.21;PP/0,TA/0,IS/0.01,PS/0,RB/0,OB/0.15,RP/0
59.97;113.91;10.89;PP/9.9,TA/0.14,IS/0.02,PS/0,RB/0,OB/0.15,RP/0
119.98;128.67;39.54;PP/24.7,TA/12.61,IS/0.07,PS/12.44,RB/0.01,OB/1.1,RP/0
179.88;127.97;50.29;PP/30.74,TA/15.43,IS/0.14,PS/15.25,RB/0.01,OB/2.57,RP/0
239.94;129.92;57.58;PP/33.79,TA/18.64,IS/0.22,PS/18.45,RB/0.01,OB/3.18,RP/0
299.82;127.21;63.29;PP/36.92,TA/20,IS/0.3,PS/19.77,RB/0.01,OB/3.93,RP/0
359.98;130.63;69.17;PP/40.45,TA/21.03,IS/0.39,PS/20.79,RB/0.01,OB/4.76,RP/0
420;128.37;75.35;PP/44.05,TA/21.98,IS/0.49,PS/21.72,RB/0.01,OB/5.86,RP/0
479.98;132.46;82.11;PP/47.99,TA/23.02,IS/0.62,PS/22.74,RB/0.01,OB/7.1,RP/0
539.97;130.77;88.53;PP/51.41,TA/23.77,IS/0.74,PS/23.47,RB/0.01,OB/8.76,RP/0
599.85;131.18;96.19;PP/55.54,TA/24.85,IS/0.84,PS/24.53,RB/0.01,OB/10.55,RP/0
659.72;132.92;103.67;PP/59.68,TA/25.74,IS/0.94,PS/25.41,RB/0.01,OB/12.46,RP/0
719.9;132.52;111.23;PP/63.4,TA/26.61,IS/1.04,PS/26.25,RB/0.01,OB/14.83,RP/0
779.91;132.7;118.63;PP/67.3,TA/27.42,IS/1.13,PS/27.04,RB/0.01,OB/16.97,RP/0
839.99;133.91;126.45;PP/71.91,TA/28.38,IS/1.24,PS/27.98,RB/0.01,OB/18.57,RP/0
900;137.89;137;PP/78.87,TA/29.38,IS/1.34,PS/28.94,RB/0.01,OB/20.57,RP/0
959.99;136.93;144.65;PP/83.61,TA/30.25,IS/1.42,PS/29.79,RB/0.01,OB/22.07,RP/0
1020;137.69;150.17;PP/86.22,TA/30.74,IS/1.51,PS/30.25,RB/0.01,OB/23.98,RP/0
1079.93;137.48;157.07;PP/90.13,TA/31.5,IS/1.6,PS/30.98,RB/0.01,OB/25.62,RP/0
