#TimeStamp;TripTime;Type
30;14;I
36;17;O
36;22;O
39;27;I
42;20;O
43;24;O
43;24;I
46;26;O
51;29;I
51;33;O
53;37;I
55;33;O
55;39;O
55;33;I
57;38;I
58;34;I
62;38;O
64;34;O
64;41;I
67;36;I
69;35;O
70;43;I
72;42;O
73;37;I
74;48;I
76;32;O
78;40;O
80;47;I
81;54;I
82;50;I
83;60;I
85;60;O
87;43;O
88;51;O
90;51;O
91;56;I
92;44;I
102;66;O
104;69;O
106;63;O
108;51;I
109;68;O
112;68;O
112;66;O
119;69;O
121;72;O
121;81;O
122;69;O
124;105;O
127;72;O
127;90;O
130;32;I
137;83;O
137;26;I
139;69;O
141;87;O
145;69;O
146;25;I
150;80;O
153;98;O
153;32;O
155;98;O
164;47;O
167;48;O
168;24;I
174;37;I
178;50;I
179;41;O
180;48;I
184;30;I
190;40;I
193;50;O
198;35;I
199;38;O
202;61;O
205;23;I
208;45;O
208;44;I
210;67;O
216;37;I
218;10;I
219;53;O
227;33;O
232;45;I
233;59;O
240;48;O
241;41;I
247;53;O
257;41;I
259;50;I
259;63;O
262;72;O
264;76;I
272;46;I
274;35;I
275;41;I
278;75;O
280;24;I
286;18;O
286;50;I
290;58;O
290;33;I
298;40;O
304;24;I
308;63;I
309;36;I
315;74;O
319;47;O
320;26;I
321;43;O
323;31;O
324;37;O
325;22;I
327;50;I
331;63;O
333;14;O
339;41;I
345;35;I
346;40;I
348;67;O
355;60;I
356;54;O
356;64;O
362;32;I
363;32;I
367;35;O
369;101;O
369;21;I
370;54;O
378;50;O
380;56;O
381;43;I
384;24;I
389;41;I
395;59;O
397;36;I
404;38;O
414;33;I
418;37;O
421;36;O
422;74;O
425;73;O
429;94;O
435;35;O
438;15;O
439;35;I
439;25;I
442;38;O
444;84;O
445;51;I
445;68;O
446;36;O
447;31;I
447;63;I
456;20;O
457;25;I
457;22;I
458;63;O
459;57;O
459;31;I
463;39;O
464;54;I
466;12;I
471;55;O
472;38;I
475;53;I
478;57;O
493;65;I
494;71;O
495;50;O
499;89;I
501;25;I
508;31;I
514;77;O
519;34;I
519;73;O
526;33;O
526;114;I
532;69;O
538;55;I
539;32;I
541;55;O
544;74;I
557;52;O
560;22;O
562;49;O
567;45;I
571;38;O
573;76;O
580;36;O
583;14;O
586;71;O
589;52;I
600;62;I
600;55;I
600;34;O
603;50;O
605;45;O
606;49;O
606;22;I
616;52;O
619;67;I
625;34;I
626;68;O
628;54;O
629;60;O
629;51;I
630;22;O
631;59;I
631;63;I
633;76;I
638;47;I
639;43;O
643;37;I
645;54;I
649;45;O
654;58;O
660;49;I
663;40;O
667;38;O
670;70;I
671;44;I
671;70;O
680;52;I
681;65;O
682;36;O
694;76;I
697;62;O
699;37;I
699;66;I
705;35;I
706;46;O
707;41;I
711;34;I
719;73;O
719;70;I
719;45;O
725;48;I
727;25;O
732;36;I
736;54;O
739;49;O
744;40;I
746;51;O
747;33;O
747;35;I
751;72;O
751;60;I
752;41;I
755;39;O
757;25;I
760;32;I
763;52;O
769;60;I
774;54;I
787;45;I
790;58;O
792;27;O
796;36;O
800;24;I
803;49;O
804;41;O
809;59;I
812;42;O
817;40;I
819;61;O
826;77;O
826;53;I
831;30;O
836;48;I
837;56;I
839;66;O
848;57;O
851;62;I
855;32;O
855;30;I
857;55;I
860;61;I
861;41;O
864;47;I
864;40;I
866;49;O
870;45;O
870;56;I
878;50;I
883;43;O
889;65;O
891;74;O
891;37;I
894;24;I
902;69;I
909;24;I
910;60;O
912;14;O
913;54;O
916;58;I
923;53;O
925;79;I
926;43;O
929;29;O
930;33;O
931;46;I
932;81;I
941;37;O
943;63;I
945;42;I
948;79;O
953;69;O
956;38;I
956;52;O
958;45;O
959;62;O
961;26;O
965;63;O
965;44;I
965;37;O
968;60;I
969;55;I
971;28;O
973;54;I
973;43;I
975;45;O
976;44;I
986;43;I
988;25;I
991;63;O
994;54;O
998;17;I
1006;30;I
1008;56;O
1018;86;O
1022;42;I
1029;48;I
1035;57;O
1035;51;I
1041;50;I
1044;70;I
1045;63;O
1047;53;I
1047;38;I
1055;31;I
1055;34;I
1056;41;O
1063;33;I
1064;21;I
1064;25;I
1070;68;I
1076;31;I
1076;29;O
1076;40;O
1082;31;O
1082;39;O
1084;60;O
1092;63;I
1093;55;O
1093;60;O
1097;51;O
1102;55;O
1103;47;I
1105;31;I
1109;43;I
1110;40;I
1117;32;I
1118;31;O
1120;19;I
1121;75;O
1126;61;O
1134;50;O
1138;67;I
1146;39;O
1148;60;O
1150;14;O
1154;50;I
1154;54;O
1155;40;I
1157;45;I
1162;49;O
1162;68;I
1166;52;O
1169;34;I
1174;52;O
1175;46;O
1177;65;O
1179;47;I
1184;61;I
1185;47;I
1189;72;O
1192;18;I
1194;30;O
1200;56;I
1202;39;I
1202;56;O
1203;60;I
1203;44;O
1205;39;I
1207;62;I
1210;34;O
1213;51;I
1218;36;O
1224;64;O
1225;69;I
1232;58;I
1234;61;O
1235;37;I
1237;40;I
1238;21;I
1238;92;O
