Policy,Bots,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
M4G-WS,6,1407.8,939.5,589.7,4.414,133.6,0.2266,11.17,1.429,858.9,2.32
M4G-WS0,6,1395.9,933.1,589.6,4.357,135.5,0.2299,11.76,1.478,855.6,3.13
M4G,6,1419.9,946.1,599.1,5.338,112.3,0.1875,9.37,1.190,830.8,1.45
M4G-WS,10,1428.1,959.2,602.5,2.939,205.1,0.3405,15.69,2.039,736.2,0.91
M4G-WS0,10,1422.1,955.4,597.4,2.982,200.4,0.3355,16.32,2.091,700.4,1.32
M4G,10,1428.7,952.2,603.5,5.118,118.0,0.1956,10.35,1.317,787.8,0.86
