Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;13.50;0.50;23;0;8;26.4850694444444;54.4012505039347;20.0832395419204;40.1355555555556;2.875;373.004531042936;600
InputStation1;23.50;0.50;11;0;4;22.680301225631;25.6985426357752;20.0494444444445;30.2833333333334;2.75;491.051666666666;600
InputStation2;33.50;0.50;16;0;4;35.2279401145199;166.757520647574;20.0888888888888;50.161204902524;4;441.56315294343;600
InputStation3;43.50;0.50;15;0;4;30.1724080068175;0.0203935742674775;30.0772222222221;30.381204902524;3.75;451.436572875254;600
InputStation4;53.50;0.50;13;0;4;27.7486111111112;25.8691453400493;20.1206493469687;30.4210173196983;3.25;471.36036797273;600
InputStation5;63.50;0.50;15;0;4;32.6898845589643;24.9309646119163;30.1333333333333;40.1784271247462;3.75;456.654999999999;600
OutputStation0;81.50;11.50;29;14;2;85.3478246734841;50.6698330601805;80.3144444444442;90.3812049025241;14.5;321.266197709603;600
OutputStation1;81.50;17.50;23;14;2;75.55;46.7222222222238;70.7166666666666;80.3833333333334;11.5;373.242323206556;600
OutputStation2;81.50;23.50;21;9;2;70.4850468957064;201.962220805837;60.4361111111112;80.5339826803016;10.5;392.628787904555;600
OutputStation3;81.50;29.50;22;9;3;60.4378403053865;1899.27853217265;30.3823160136353;110.419538235857;7.33333333333333;386.349444444445;600
OutputStation4;81.50;35.50;15;5;3;43.5545983658253;2448.02824141906;10.135;100.393888888889;5;453.448795097475;600
OutputStation5;81.50;41.50;32;18;2;110.924260458079;192.461300154328;101.114538235857;120.733982680302;16;284.127034639396;600
OutputStation6;0.50;14.50;32;22;2;130.815461764143;199.603947922459;120.82536797273;140.805555555556;16;286.492222222224;600
OutputStation7;0.50;20.50;28;18;2;110.677269117929;810.608966755133;90.545093791413;130.809444444444;14;324.332590194953;600
OutputStation8;0.50;26.50;24;14;2;105.466388888889;1281.61406805557;80.1522222222222;130.780555555556;12;362.595;600
OutputStation9;0.50;32.50;20;9;4;47.9537968957065;1242.89679793626;10.2746320272705;90.8054617641427;5;403.649992807078;600
OutputStation10;0.50;38.50;15;7;3;26.9318831156561;443.244806607358;10.0444444444444;50.5200937914129;5;452.38844151059;600
OutputStation11;0.50;44.50;46;24;7;62.4420109245306;1853.70436776188;10.1938888888888;122.58787156919;6.57142857142857;149.094740204526;600
