#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;66.01;0.14;PP/0,TA/0,IS/0.01,PS/0,RB/0.01,OB/0.05,RP/0
59.89;73.4;0.87;PP/0.41,TA/0.06,IS/0.01,PS/0,RB/0.01,OB/0.05,RP/0
119.96;106.5;6.49;PP/0.64,TA/5.19,IS/0.02,PS/5.12,RB/0.01,OB/0.24,RP/0
179.98;117.18;9.61;PP/0.76,TA/7.81,IS/0.04,PS/7.73,RB/0.01,OB/0.51,RP/0
239.98;119.21;15.11;PP/1.14,TA/12.58,IS/0.05,PS/12.47,RB/0.01,OB/0.71,RP/0
299.86;178.67;20.41;PP/1.58,TA/13.38,IS/0.06,PS/13.26,RB/0.01,OB/0.84,RP/0
359.99;182.59;21.32;PP/1.82,TA/13.81,IS/0.08,PS/13.68,RB/0.01,OB/1,RP/0
419.68;154.27;22.45;PP/2.03,TA/14.41,IS/0.09,PS/14.25,RB/0.01,OB/1.22,RP/0
479.75;155.39;23.68;PP/2.34,TA/15.04,IS/0.1,PS/14.86,RB/0.01,OB/1.37,RP/0
539.97;136.71;24.58;PP/2.68,TA/15.26,IS/0.12,PS/15.08,RB/0.01,OB/1.61,RP/0
599.98;138.84;25.51;PP/2.91,TA/15.67,IS/0.14,PS/15.47,RB/0.01,OB/1.8,RP/0
