#TimeStamp;BacklogBundleCount;BacklogOrderCount;BundleThroughputAgeAvg;OrderThroughputAgeAvg;BundleTurnoverAgeAvg;OrderTurnoverAgeAvg;BundleFrequencyAvg;OrderFrequencyAvg
0;200;100;0;0;0;0;0;0.5
59.89;200;100;58.63;59.89;59.88;59.89;0.44;0.5
119.96;200;100;110.36;103.76;119.94;119.96;0.45;0.49
179.98;200;100;160.26;136.6;179.96;170.74;0.46;0.48
239.98;200;100;211.1;182.73;239.95;227.89;0.47;0.48
299.86;200;100;251.5;229.96;299.76;280.51;0.47;0.46
359.99;200;100;299.76;257.95;358.76;332.94;0.47;0.46
419.68;200;100;353.67;277.77;416.59;376.23;0.47;0.45
479.75;200;100;402.21;311.86;476.24;413.14;0.47;0.45
539.97;200;100;432.95;317.63;524.82;455.94;0.46;0.44
599.98;200;100;477.43;343.61;572.66;475.33;0.46;0.45
