>>> Bots
Bot0:
DistanceTraveled: 443.155868055551
DistanceEstimated: 426
NumberOfPickups: 6
NumberOfSetdowns: 5
NumCollisions: 0
TotalTimeMoving: 382.543347719177
None: 0.42
ParkPod: 83.812683986365
RepositionPod: 0
Insert: 510.616291501016
Extract: 0
Rest: 0
PickupPod: 13.4655555555556
SetdownPod: 11.1778715691907
GetItems: 130.428333333333
PutItems: 0
Rest: 2.76647908384109
Move: 437.01073594546
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 6
SetdownPod_Count: 5
GetItems_Count: 5
PutItems_Count: 0
Rest_Count: 0
Move_Count: 17
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot1:
DistanceTraveled: 364.999999999996
DistanceEstimated: 365
NumberOfPickups: 4
NumberOfSetdowns: 4
NumCollisions: 0
TotalTimeMoving: 297.225100984333
None: 0.42
ParkPod: 74.606572875254
RepositionPod: 0
Insert: 0
Extract: 522.271760458079
Rest: 0
PickupPod: 8.97777777777771
SetdownPod: 7.4773088207136
GetItems: 0
PutItems: 253.789170263127
Rest: 1.51536797272983
Move: 325.538708498985
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 4
SetdownPod_Count: 4
GetItems_Count: 0
PutItems_Count: 4
Rest_Count: 0
Move_Count: 12
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 4
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 4
StatSlowStartImmediateReleaseCount: 4
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot2:
DistanceTraveled: 489.101525979538
DistanceEstimated: 471
NumberOfPickups: 4
NumberOfSetdowns: 3
NumCollisions: 0
TotalTimeMoving: 399.458232348999
None: 0.42
ParkPod: 60.1139826803014
RepositionPod: 0
Insert: 535.460836929795
Extract: 0
Rest: 0
PickupPod: 8.90917026312768
SetdownPod: 6.70490620858709
GetItems: 110.393333333333
PutItems: 0
Rest: 1.43166666666674
Move: 468.555743138382
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 4
SetdownPod_Count: 3
GetItems_Count: 4
PutItems_Count: 0
Rest_Count: 0
Move_Count: 12
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot3:
DistanceTraveled: 546.99999999999
DistanceEstimated: 550
NumberOfPickups: 4
NumberOfSetdowns: 3
NumCollisions: 0
TotalTimeMoving: 433.044256861619
None: 0.42
ParkPod: 53.5896176414268
RepositionPod: 0
Insert: 0
Extract: 541.189083664636
Rest: 0
PickupPod: 8.97777777777782
SetdownPod: 6.71472581868301
GetItems: 0
PutItems: 102.585649346968
Rest: 1.76518758282556
Move: 475.155360779808
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 4
SetdownPod_Count: 3
GetItems_Count: 0
PutItems_Count: 4
Rest_Count: 0
Move_Count: 12
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 4
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 4
StatSlowStartImmediateReleaseCount: 4
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot4:
DistanceTraveled: 435.132576874345
DistanceEstimated: 405
NumberOfPickups: 5
NumberOfSetdowns: 4
NumCollisions: 0
TotalTimeMoving: 372.544444444445
None: 0.42
ParkPod: 86.6488888888892
RepositionPod: 0
Insert: 508.893982680302
Extract: 0
Rest: 0
PickupPod: 11.2015728752536
SetdownPod: 8.90740980504773
GetItems: 160.577316013635
PutItems: 0
Rest: 1.84861470757242
Move: 413.427958167682
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 5
SetdownPod_Count: 4
GetItems_Count: 5
PutItems_Count: 0
Rest_Count: 0
Move_Count: 15
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
