Policy,Bots,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
M4G-NS,6,1147.3,748.1,523.2,3.083,169.8,0.3252,14.84,1.746,435.5,20.37
M4G,6,1419.9,946.1,599.1,5.338,112.3,0.1875,9.37,1.190,830.8,1.45
M4G-NS,10,1411.2,919.0,634.5,3.208,198.2,0.3125,15.06,1.804,428.8,2.05
M4G,10,1428.7,952.2,603.5,5.118,118.0,0.1956,10.35,1.317,787.8,0.86
