#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;189.01;0.23;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.14,RP/0
59.98;216.2;3.32;PP/0.24,TA/0.12,IS/0,PS/0,RB/0.01,OB/0.14,RP/0
119.99;226.52;4.69;PP/0.37,TA/0.13,IS/0,PS/0,RB/0.01,OB/0.68,RP/0
179.98;236.55;6.11;PP/0.5,TA/0.16,IS/0,PS/0,RB/0.01,OB/1.04,RP/0
239.96;250.07;8.16;PP/0.64,TA/0.18,IS/0,PS/0,RB/0.01,OB/1.39,RP/0
299.99;258.25;9.89;PP/0.76,TA/0.2,IS/0,PS/0,RB/0.01,OB/2.42,RP/0
359.72;267.04;11.55;PP/0.88,TA/0.21,IS/0,PS/0,RB/0.01,OB/3.01,RP/0
419.98;274.98;14.02;PP/1.02,TA/0.23,IS/0,PS/0,RB/0.01,OB/3.88,RP/0
479.99;275.03;15.73;PP/1.14,TA/0.25,IS/0,PS/0,RB/0.01,OB/4.74,RP/0
539.92;277.06;17.91;PP/1.29,TA/0.26,IS/0,PS/0,RB/0.01,OB/5.72,RP/0
599.96;279.13;20.51;PP/1.44,TA/0.28,IS/0,PS/0,RB/0.01,OB/6.58,RP/0
659.71;279.91;22.33;PP/1.58,TA/0.29,IS/0,PS/0,RB/0.01,OB/7.53,RP/0
719.9;282.08;24.35;PP/1.71,TA/0.3,IS/0,PS/0,RB/0.01,OB/8.75,RP/0
779.97;283.07;26.12;PP/1.82,TA/0.32,IS/0,PS/0,RB/0.01,OB/9.83,RP/0
839.89;286.35;28.38;PP/1.95,TA/0.33,IS/0,PS/0,RB/0.01,OB/11.29,RP/0
899.99;295.44;30.81;PP/2.07,TA/0.35,IS/0,PS/0,RB/0.01,OB/12.54,RP/0
959.94;308.24;33.52;PP/2.22,TA/0.36,IS/0.01,PS/0,RB/0.02,OB/13.53,RP/0
1019.96;317.59;35.42;PP/2.34,TA/0.38,IS/0.01,PS/0,RB/0.02,OB/14.63,RP/0
1079.88;329.82;38.06;PP/2.5,TA/0.4,IS/0.01,PS/0,RB/0.02,OB/15.78,RP/0
1139.96;337.65;40.08;PP/2.62,TA/0.41,IS/0.01,PS/0,RB/0.02,OB/16.68,RP/0
1200;347.25;41.96;PP/2.78,TA/0.43,IS/0.01,PS/0,RB/0.02,OB/17.65,RP/0
1259.87;356.11;43.6;PP/2.91,TA/0.44,IS/0.01,PS/0,RB/0.02,OB/18.8,RP/0
1319.99;368.73;46.54;PP/3.05,TA/0.46,IS/0.01,PS/0,RB/0.02,OB/20.09,RP/0
1379.89;382.63;48.56;PP/3.2,TA/0.47,IS/0.01,PS/0,RB/0.02,OB/20.72,RP/0
1439.95;383.34;50.62;PP/3.34,TA/0.49,IS/0.01,PS/0,RB/0.02,OB/21.83,RP/0
1499.81;384.01;52.74;PP/3.45,TA/0.5,IS/0.01,PS/0,RB/0.02,OB/23.09,RP/0
1559.98;384.24;55.35;PP/3.6,TA/0.52,IS/0.01,PS/0,RB/0.02,OB/24.02,RP/0
1619.98;383.95;57.41;PP/3.73,TA/0.54,IS/0.01,PS/0,RB/0.02,OB/25.07,RP/0
1679.87;341.49;58.81;PP/3.93,TA/0.55,IS/0.01,PS/0,RB/0.02,OB/25.68,RP/0
1739.94;341.85;61.29;PP/4.05,TA/0.57,IS/0.01,PS/0,RB/0.02,OB/27.08,RP/0
1799.98;341.18;63.08;PP/4.23,TA/0.59,IS/0.01,PS/0,RB/0.02,OB/27.83,RP/0
1859.97;341.5;64.76;PP/4.4,TA/0.61,IS/0.01,PS/0,RB/0.02,OB/28.77,RP/0
1919.95;345.89;66.97;PP/4.55,TA/0.62,IS/0.01,PS/0,RB/0.02,OB/29.71,RP/0
1979.96;348.88;69.48;PP/4.74,TA/0.64,IS/0.01,PS/0,RB/0.02,OB/30.96,RP/0
2039.84;348.33;71.1;PP/4.94,TA/0.66,IS/0.01,PS/0,RB/0.02,OB/31.92,RP/0
2099.86;350.27;73.3;PP/5.09,TA/0.67,IS/0.01,PS/0,RB/0.02,OB/33.02,RP/0
2159.96;350.02;75.26;PP/5.22,TA/0.69,IS/0.01,PS/0,RB/0.02,OB/33.91,RP/0
2219.88;349.85;77.56;PP/5.4,TA/0.7,IS/0.01,PS/0,RB/0.02,OB/34.72,RP/0
