Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;13.50;0.50;534;0;81;65.6952320382417;508.86835079786;30.0916666666653;150.881204902524;6.59259259259259;23497.8258153511;28800
InputStation1;23.50;0.50;528;0;83;63.1410712104553;357.548220360287;30.0900937914089;110.645187582825;6.36144578313253;23556.5778499905;28800
InputStation2;33.50;0.50;421;0;65;64.7129520464789;443.980796625594;30.1333333333341;130.758333333333;6.47692307692308;24622.1381095024;28800
InputStation3;43.50;0.50;411;0;67;60.8484562042149;335.416047105762;30.0985209161572;110.411204902523;6.13432835820895;24718.3899712284;28800
InputStation4;53.50;0.50;399;0;65;61.3581505176236;311.233206473539;30.0999999999976;100.356204902524;6.13846153846154;24836.6959522996;28800
InputStation5;63.50;0.50;540;0;88;61.0384654122234;268.964457131843;30.10777777778;110.418982680303;6.13636363636364;23436.9629434984;28800
OutputStation0;81.50;11.50;2358;1636;508;47.8797024283046;605.055323512323;10.0444444444438;132.028427124729;4.64173228346457;5224.66650066233;28800
OutputStation1;81.50;17.50;2195;1494;496;45.5993674050999;600.826599831489;10.0444444444438;122.980562748495;4.42540322580645;6850;28800
OutputStation2;81.50;23.50;1857;1261;421;44.9744183039799;582.121187403889;10.0444444444438;140.517965360609;4.41092636579572;10231.345;28800
OutputStation3;81.50;29.50;2232;1510;495;46.4023422256619;644.283782234926;10.0444444444438;140.690649346951;4.50909090909091;6480;28800
OutputStation4;81.50;35.50;2375;1637;515;47.6000962853756;683.866263856886;10.0444444444438;153.336847056646;4.61165048543689;5050.72270556485;28800
OutputStation5;81.50;41.50;2347;1619;512;47.1160328353207;662.783164530795;10.0444444444438;133.034538235846;4.583984375;5330.45603889819;28800
OutputStation6;0.50;14.50;2344;1609;509;47.4533644053191;578.79113157565;10.0444444444438;152.799906208555;4.60510805500982;5365.13002877137;28800
OutputStation7;0.50;20.50;1826;1237;411;45.3249429215541;659.277907159694;10.0444444444438;132.689538235831;4.44282238442822;10548.3970562179;28800
OutputStation8;0.50;26.50;1886;1298;422;45.481735896481;714.234034327984;10.0444444444438;193.901948040892;4.46919431279621;9940;28800
OutputStation9;0.50;32.50;2173;1454;502;44.5930804703363;608.03113514172;10.0444444444438;141.417409805024;4.32868525896414;7070;28800
OutputStation10;0.50;38.50;2391;1662;517;47.6611510398965;654.385172534234;10.0444444444438;153.158982680292;4.6247582205029;4894.83594510677;28800
OutputStation11;0.50;44.50;2283;1568;515;45.6598399804085;572.933830863943;10.0444444444438;133.233888888863;4.43300970873786;5979.82483399566;28800
