parent,units,children,firstChildDone,lastChildDone,consolidated,consolidationWait,placed,submitted
497,6,2,5084.88888888702,5223.33333333228,5223.33333333228,138.444444445263,4584.96,4904.53333333039
217,5,2,7038.6222222319,7279.11111112221,7279.11111112221,240.488888890311,1359.36,6828.31111111954
691,6,2,7309.20000001128,7980.48888890413,7980.48888890413,671.288888892857,6785.28,7168.93333334378
504,7,2,6716.62222222999,8009.02222223764,8009.02222223764,1292.40000000764,4665.6,6646.48888889625
400,7,2,7357.77777778934,8040.57777779338,8040.57777779338,682.800000004037,3467.52,7187.60000001056
264,5,2,6968.48888889815,8583.42222223302,8583.42222223302,1614.93333333487,1900.8,6858.35555556417
882,6,2,9277.86666666736,9539.55555555244,9539.55555555244,261.688888885081,8881.92,9167.15555555786
563,6,2,9972.26666665725,10495.5111110941,10495.5111110941,523.24444443683,5322.24,9921.99999999132
1010,5,2,10493.999999983,10555.9555555377,10555.9555555377,61.955555554654,10310.4,10373.2888888736
1139,4,2,12317.155555512,12367.5111110668,12367.5111110668,50.3555555548228,11761.92,12176.2666666252
1168,6,2,12508.3555555092,12592.2222221747,12592.2222221747,83.8666666654462,12096,12377.5999999556
158,3,2,12843.9555555044,12986.1777777245,12986.1777777245,142.222222220153,679.68,12803.6444443938
520,4,2,13147.1999999444,13237.8222221653,13237.8222221653,90.6222222209035,4849.92,13016.3555555018
1300,4,2,13464.7999999398,13469.2888888286,13469.2888888286,4.48888888882357,13386.24,13424.5777777181
296,3,2,13062.1777777234,13484.9333332728,13484.9333332728,422.755555549404,2269.44,12941.3777777252
1034,4,2,12501.5555555093,13686.2666666032,13686.2666666032,1184.71111109387,10552.32,12400.977777733
1144,4,2,13042.0444443904,13746.6666666023,13746.6666666023,704.622222211969,11819.52,12901.0666666146
1078,4,2,12803.6444443938,14249.8222221506,14249.8222221506,1446.17777775673,11059.2,12723.1555555061
