idx;bot_id;task_id;trip_id;src_id;dest_id;path_nodes;path_len_m;expected_sec;actual_sec;gap_sec;abs_err_sec;rel_err_pct;stop_go_count;queue_stop_go_count;conflict_wait_sec
0;1;43252647;1;219;24;7;6;6.71078643762691;7.88856920266493;1.17778276503803;1.17778276503803;17.5505922589681;0;0;2.04444444444444
1;7;53729511;1;272;20;31;30;31.8308802290398;28.8219025359982;-3.00897769304154;3.00897769304154;9.45301440422123;0;0;0.355555555555554
2;3;2052950;1;142;16;14;13;12.0024531042936;17.4756493469708;5.47319624267718;5.47319624267718;45.6006467604467;0;0;0.177777777777806
3;10;50448354;1;263;28;16;15;20.3259740204526;20.0694444444473;-0.256529576005306;0.256529576005306;1.26207765368183;0;0;0.222222222222257
4;4;21153717;1;224;20;16;15;17.5857864376269;17.3138888888913;-0.271897548735563;0.271897548735563;1.54612106600934;0;0;0.177777777777806
5;12;51954348;1;134;28;14;13;16.2475468957064;16.1423160136372;-0.105230882069215;0.105230882069215;0.647672431688891;0;0;0.177777777777806
6;1;66185246;2;223;24;11;10;10.6274531042936;9.75523586932991;-0.872217234963664;0.872217234963664;8.2072085042773;0;0;0.0888888888888459
7;14;47052116;1;100;16;29;28;26.2524531042936;25.3996803137697;-0.852772790523879;0.852772790523879;3.24835468569758;0;0;0.177777777777692
8;10;52964449;2;197;24;13;12;11.9607864376269;29.3867604580665;17.4259740204396;17.4259740204396;145.692543808157;0;0;13.0222222222159
9;7;23562876;2;153;20;18;17;20.4191197709602;21.3552358693256;0.936116098365371;0.936116098365371;4.58450760300011;0;0;0.222222222222115
10;13;53808606;1;97;24;18;17;16.1691197709602;21.6534271247369;5.4843073537767;5.4843073537767;33.9184039172406;0;0;0.222222222222115
11;4;19182316;2;139;16;11;10;9.37745310429357;8.51079142488607;-0.866661679407507;0.866661679407507;9.24197295117046;0;0;0.0888888888888459
12;12;24500989;2;273;28;26;25;26.3676406871193;24.0219025359929;-2.34573815112637;2.34573815112637;8.89627623101019;0;0;0.177777777777692
13;14;61782511;2;197;24;13;12;11.9607864376269;11.0885692026677;-0.872217234959191;0.872217234959191;7.29230673507656;0;0;0.0888888888889596
14;11;59471393;1;146;16;18;17;14.6691197709602;13.7996803137784;-0.869439457181871;0.869439457181871;5.92700496524038;0;0;0.133333333333439
15;5;40853074;1;142;16;14;13;12.0024531042936;11.1330136471117;-0.869439457181834;0.869439457181834;7.24384798363273;0;0;0.0888888888889596
16;1;9307148;3;265;28;16;15;19.7058802290398;17.5724907460381;-2.13338948300171;2.13338948300171;10.8261567522257;0;0;0.177777777777919
17;3;8624464;2;268;20;23;22;23.7524531042936;19.9330136471182;-3.8194394571754;3.8194394571754;16.0801894457166;0;0;0.133333333333439
18;12;57954280;3;156;28;25;24;25.7058802290398;20.8219025360136;-4.88397769302619;4.88397769302619;18.9994571261901;0;0;0.177777777777919
19;11;9994955;2;200;20;20;19;19.6274531042936;17.2663469804494;-2.36110612384419;2.36110612384419;12.0296103182521;0;0;0.133333333333439
20;7;13194498;3;190;24;6;5;6.04411977096024;5.13301364711106;-0.911106123849182;0.911106123849182;15.0742566060109;0;0;0.0888888888889596
21;14;36592919;3;187;24;26;25;24.2524531042936;31.4756493469915;7.22319624269796;7.22319624269796;29.7833634050783;0;0;1.37777777777887
22;4;66410939;3;220;20;12;11;14.9191197709602;15.3947129682585;0.475593197298306;0.475593197298306;3.18781003571027;0;0;0.177777777777919
23;5;6215498;2;235;28;18;17;21.6691197709602;22.1502685238195;0.481148752859237;0.481148752859237;2.22043515354992;0;0;0.222222222222399
24;12;9307971;4;282;20;24;23;22.2941197709602;21.2663469804527;-1.02777279050756;1.02777279050756;4.61006220952625;0;0;0.133333333333439
25;3;990949;3;200;24;16;15;13.3357864376269;15.9747200689128;2.6389336312859;2.6389336312859;19.7883615160494;1;0;2.13333333333503
26;11;57201619;3;176;24;7;6;8.99264068711929;8.11079142489234;-0.881849262226945;0.881849262226945;9.80634379721267;0;0;0.133333333333439
27;13;51054032;2;111;16;11;10;10.6274531042936;16.0978715692015;5.47041846490794;5.47041846490794;51.4744070025381;0;0;0.177777777777919
28;7;25312629;4;192;24;8;7;8.00245310429357;7.13301364711174;-0.869439457181834;0.869439457181834;10.864661696241;0;0;0.0888888888889596
29;5;57865663;3;177;20;20;19;24.5024531042936;10.1058240793654;-14.3966290249281;14.3966290249281;58.7558680906337;0;0;0.133333333333439
30;1;59133445;4;146;28;26;25;24.2524531042936;22.3330136471259;-1.91943945716769;1.91943945716769;7.91441364266725;0;0;0.177777777777919
31;10;28655997;3;112;16;12;11;11.2941197709602;11.355235869335;0.0611160983748089;0.0611160983748089;0.541132019265037;0;0;0.444444444444798
32;14;3644816;4;279;28;15;14;16.2941197709602;16.7280463015929;0.4339265306327;0.4339265306327;2.66308666397588;0;0;0.177777777777919
33;4;32803348;4;285;20;27;26;24.9142135623731;22.688569202676;-2.22564435969706;2.22564435969706;8.93323144286745;0;0;0.133333333333439
34;3;61571180;4;142;16;14;13;11.3774531042936;10.4663469804445;-0.911106123849031;0.911106123849031;8.00799718089105;0;0;0.133333333333439
35;11;66405588;4;189;24;22;21;19.4558802290398;18.5996803137812;-0.856199915258596;0.856199915258596;4.40072566843126;0;0;0.133333333333439
36;13;49774232;3;112;16;12;11;10.6691197709602;9.79968031377825;-0.869439457181985;0.869439457181985;8.14912078828161;0;0;0.0888888888889596
37;10;41459726;4;228;24;16;15;13.3357864376269;12.466346980445;-0.869439457181908;0.869439457181908;6.51959643511376;0;0;0.0888888888889596
38;4;38905106;5;183;16;20;19;19.6225468957064;18.7330136471173;-0.889533248589096;0.889533248589096;4.53322014373034;0;0;0.177777777777919
39;12;46564252;5;234;28;19;18;23.2058802290398;8.86634698044645;-14.3395332485933;14.3395332485933;61.7926711120782;0;0;0.444444444444798
40;1;30876117;5;111;16;11;10;10.6274531042936;9.75523586933446;-0.872217234959116;0.872217234959116;8.20720850423451;0;0;0.0888888888889596
41;7;57980147;5;140;28;20;19;20.2524531042936;18.0663469804558;-2.18610612383775;2.18610612383775;10.794278167588;0;0;0.177777777777919
42;3;33132859;5;223;20;15;14;16.9142135623731;17.3947129682601;0.480499405887041;0.480499405887041;2.84080252454626;0;0;0.222222222222399
43;14;66515904;5;271;24;28;27;26.2107864376269;25.3552358693416;-0.855550568285267;0.855550568285267;3.26411636034347;0;0;0.177777777777919
44;5;20682694;4;176;20;7;6;8.83088022903976;9.43915741269825;0.608277183658489;0.608277183658489;6.8880696814142;0;0;0.133333333333439
45;11;38378011;5;107;28;15;14;16.9191197709602;15.3107914248981;-1.60832834606217;1.60832834606217;9.50598120844728;0;0;0.177777777777919
46;4;23924539;6;111;16;11;10;10.6274531042936;9.75523586933446;-0.872217234959116;0.872217234959116;8.20720850423451;0;0;0.133333333333439
47;12;41895032;6;262;28;19;18;24.4558802290398;15.5724907460365;-8.8833894830033;8.8833894830033;36.3241453581166;0;0;0.177777777777919
48;10;66450672;5;179;20;16;15;20.3259740204526;20.8169351904851;0.490961170032463;0.490961170032463;2.41543735881214;0;0;0.222222222222399
49;5;46946741;5;190;20;8;7;9.50245310429357;9.97745809152093;0.475004987227358;0.475004987227358;4.99876170936042;0;0;0.17777777777701
50;1;56982912;6;107;28;15;14;16.9191197709602;16.8089826802398;-0.110137090720489;0.110137090720489;0.650962297161149;0;0;0.17777777777701
51;13;14197042;4;104;24;31;30;27.5808802290398;26.7330136470464;-0.847866581993369;0.847866581993369;3.07410994483292;0;0;0.17777777777701
52;4;46541742;7;176;20;7;6;9.45588022903976;9.31388888885567;-0.14199134018409;0.14199134018409;1.50161948697302;0;0;0.133333333332757
53;7;30896486;6;197;24;13;12;10.7107864376269;9.84412475821091;-0.866661679415994;0.866661679415994;8.09148501338257;0;0;0.133333333332757
54;11;24476477;6;145;28;25;24;23.5857864376269;21.7107914248004;-1.87499501282651;1.87499501282651;7.94968197386581;0;0;0.533333333331029
55;12;18961705;7;151;20;18;17;21.0392135623731;28.5996803136627;7.56046675128961;7.56046675128961;35.9351205256592;0;0;7.2888888888574
56;1;54915211;7;202;20;22;21;21.5808802290398;22.061379634823;0.480499405783206;0.480499405783206;2.22650513178158;0;0;0.17777777777701
57;10;48565715;6;200;20;20;19;20.2524531042936;17.8885692026261;-2.36388390166751;2.36388390166751;11.6720867812619;0;0;0.133333333332757
58;14;22746728;6;281;20;23;22;21.6274531042936;22.1058240792672;0.47837097497365;0.47837097497365;2.21186920469467;0;0;0.17777777777701
59;4;54770906;8;197;24;13;12;10.7107864376269;33.0888888887416;22.3781024511147;22.3781024511147;208.930526076971;0;0;1.02222222221781
60;5;45077859;6;109;28;17;16;18.8774531042936;15.2663469804011;-3.6111061238925;3.6111061238925;19.1292019317541;0;0;0.133333333332757
61;12;17780525;8;231;24;19;18;15.9607864376269;15.0885692026495;-0.872217234977381;0.872217234977381;5.46475099072289;0;0;0.0888888888885049
62;1;28433869;8;145;16;17;16;13.3774531042936;12.6441247582102;-0.733328346083388;0.733328346083388;5.48182333637202;0;0;0.0888888888885049
63;10;32634650;7;190;20;8;7;9.50245310429357;9.39166666663959;-0.110786437653978;0.110786437653978;1.16587197472114;0;0;0.133333333332757
64;4;9132882;9;136;16;8;7;8.00245310429357;7.48856920265098;-0.513883901642593;0.513883901642593;6.42157966994993;0;0;0.488888888886777
65;11;30840926;7;273;28;26;25;26.3676406871193;24.0219025359497;-2.34573815116957;2.34573815116957;8.89627623117403;0;0;0.17777777777701
66;13;34453949;5;198;20;18;17;18.9191197709602;18.6361111110728;-0.283008659887489;0.283008659887489;1.49588703551574;0;0;0.133333333332757
67;3;45600217;6;148;28;11;10;11.6642135623731;9.44412475818672;-2.22008880418638;2.22008880418638;19.0333346720265;0;0;0.133333333332757
68;1;31018066;9;111;16;11;10;10.6274531042936;11.2663469804156;0.638893876122047;0.638893876122047;6.01173084324342;0;0;0.133333333332757
69;10;43423319;8;219;20;11;10;14.2475468957064;14.7280463015213;0.480499405814886;0.480499405814886;3.37250622392888;0;0;0.17777777777701
70;12;15856984;9;260;28;7;6;9.45588022903976;10.0613796348748;0.605499405835049;0.605499405835049;6.40341661663091;0;0;0.133333333332757
71;4;46640084;10;219;24;7;6;7.33578643762691;6.46634698043044;-0.869439457196461;0.869439457196461;11.8520279262345;0;0;0.0888888888885049
72;14;44033946;7;200;20;20;19;19.6274531042936;21.7969422910674;2.16948918677378;2.16948918677378;11.0533403149449;1;0;3.15555555554192
73;11;52172387;8;192;24;8;7;7.37745310429357;6.51079142487743;-0.866661679416146;0.866661679416146;11.7474373223974;0;0;0.0888888888885049
74;5;17532027;7;111;16;11;10;10.6274531042936;9.75523586931649;-0.872217234977079;0.872217234977079;8.20720850440353;0;0;0.133333333332757
75;3;53264332;7;219;24;7;6;7.33578643762691;6.46634698043044;-0.869439457196461;0.869439457196461;11.8520279262345;0;0;0.0888888888885049
76;7;40559;7;202;24;18;17;14.0441197709602;13.1774580915439;-0.866661679416298;0.866661679416298;6.17099322385686;0;0;0.0888888888885049
77;1;29969153;10;218;20;10;9;10.8357864376269;11.3107914248485;0.475004987221599;0.475004987221599;4.38366878081096;0;0;0.133333333332757
78;11;35093725;9;136;28;16;15;17.5857864376269;15.3996803137165;-2.18610612391036;2.18610612391036;12.4310967363559;0;0;0.17777777777701
79;10;48638545;9;177;20;20;19;23.8774531042936;13.310791424848;-10.5666616794455;10.5666616794455;44.2537218408167;0;0;0.17777777777701
80;13;11415673;6;111;24;17;16;16.1274531042936;15.2663469804011;-0.861106123892505;0.861106123892505;5.33938073373318;0;0;0.133333333332757
81;12;4739572;10;231;20;23;22;22.8774531042936;24.9058240792551;2.02837097496155;2.02837097496155;8.86624470702499;0;0;1.15555555555056
82;3;53778287;8;228;24;16;15;13.3357864376269;12.46634698043;-0.869439457196915;0.869439457196915;6.51959643522629;0;0;0.0888888888885049
83;4;40084941;11;118;16;18;17;14.6691197709602;13.7996803137635;-0.869439457196764;0.869439457196764;5.9270049653419;0;0;0.0888888888885049
84;11;49535170;10;229;24;17;16;14.0024531042936;13.133013647097;-0.869439457196611;0.869439457196611;6.20919385139747;0;0;0.133333333332757
85;14;25229732;8;190;20;8;7;9.50245310429357;10.6441247581847;1.14167165389114;1.14167165389114;12.0144939560427;0;0;0.222222222221262
86;5;15318330;8;260;20;13;12;12.8357864376269;13.794712968192;0.95892653056511;0.95892653056511;7.47072674685601;0;0;0.133333333332757
87;13;38847270;7;219;24;7;6;7.96078643762691;7.62190253598101;-0.338883901645898;0.338883901645898;4.25691487017102;0;0;0.0888888888885049
88;3;19513753;9;220;20;12;11;14.2941197709602;16.7724907459569;2.47837097499669;2.47837097499669;17.338395191229;1;0;2.17777777776837
89;1;30668413;11;230;24;18;17;14.6691197709602;13.7996803137635;-0.869439457196764;0.869439457196764;5.9270049653419;0;0;0.0888888888885049
90;14;46568871;9;193;24;9;8;8.66911977096024;7.79968031376393;-0.869439457196311;0.869439457196311;10.029154979595;0;0;0.0888888888885049
91;11;33868885;11;219;20;11;10;14.2475468957064;14.7280463015213;0.480499405814886;0.480499405814886;3.37250622392888;0;0;0.17777777777701
92;4;15644031;12;224;24;12;11;10.6691197709602;9.79968031376347;-0.869439457196764;0.869439457196764;8.14912078842014;0;0;0.0888888888885049
93;12;63100926;11;220;20;12;11;15.5441197709602;16.5058240792914;0.961704308331175;0.961704308331175;6.18693321012519;0;0;0.17777777777701
94;10;10265637;10;202;20;22;21;20.9558802290398;23.7502685237046;2.7943882946648;2.7943882946648;13.3346261961951;0;0;2.13333333332412
95;5;56830139;9;277;28;13;12;15.5808802290398;16.0613796348489;0.480499405809127;0.480499405809127;3.08390411033112;0;0;0.17777777777701
96;3;30093150;10;104;16;25;24;22.9558802290398;31.6636089576627;8.70772872862299;8.70772872862299;37.9324540890725;1;0;8.2222222221867
97;7;49345813;8;102;24;33;32;28.2941197709602;27.4441247581544;-0.849995012805806;0.849995012805806;3.00414015239379;0;0;0.17777777777701
98;13;51015809;8;192;24;8;7;8.00245310429357;7.13301364709696;-0.869439457196613;0.869439457196613;10.8646616964257;0;0;0.0888888888885049
99;1;12214527;12;220;20;12;11;14.9191197709602;19.5280463015006;4.60892653054034;4.60892653054034;30.8927510556723;0;0;4.13333333331548
100;14;51783759;10;243;20;32;31;33.1225468957064;33.308053402106;0.18550650639957;0.18550650639957;0.560061117835163;0;0;2.62222222221089
101;10;9643552;11;190;20;8;7;9.50245310429357;20.8583333332567;11.3558802289632;11.3558802289632;119.504722668214;3;0;6.26666666663959
102;12;53878657;12;237;28;18;17;20.4191197709602;19.5280463015006;-0.891073469459659;0.891073469459659;4.36391714948913;0;0;0.17777777777701
103;4;39635599;13;244;20;31;30;31.2058802290398;28.1916666666043;-3.01421356243546;3.01421356243546;9.65912046163169;0;0;0.17777777777701
104;1;33760584;13;228;24;16;15;13.3357864376269;13.2138888888771;-0.121897548749768;0.121897548749768;0.914063443651394;0;0;0.133333333332757
105;3;25017536;11;117;28;25;24;24.2107864376269;38.0666666664979;13.855880228871;13.855880228871;57.2301947504565;2;0;6.3555555555281
