>>> Bots
Bot0:
DistanceTraveled: 2618.00000000005
DistanceEstimated: 2414
NumberOfPickups: 51
NumberOfSetdowns: 51
NumCollisions: 0
TotalTimeMoving: 2546.5333333234
None: 0.0444444444444445
ParkPod: 839.111111107923
RepositionPod: 0
Insert: 2575.82222221242
Extract: 0
Rest: 10883.2000000135
PickupPod: 113.333333332875
SetdownPod: 113.333333332875
GetItems: 621.555555553387
PutItems: 0
Rest: 10399.111111127
Move: 3050.84444443219
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 51
SetdownPod_Count: 51
GetItems_Count: 51
PutItems_Count: 0
Rest_Count: 2070
Move_Count: 203
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot1:
DistanceTraveled: 2513.00000000002
DistanceEstimated: 2103
NumberOfPickups: 58
NumberOfSetdowns: 57
NumCollisions: 0
TotalTimeMoving: 2860.04444442643
None: 0.0444444444444445
ParkPod: 796.844444439397
RepositionPod: 0
Insert: 0
Extract: 10044.7111111256
Rest: 3515.24444443516
PickupPod: 128.888888888111
SetdownPod: 126.666666665876
GetItems: 0
PutItems: 2768.13333339051
Rest: 2930.53333332764
Move: 8402.62222217247
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 58
SetdownPod_Count: 57
GetItems_Count: 0
PutItems_Count: 58
Rest_Count: 582
Move_Count: 229
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot2:
DistanceTraveled: 5230
DistanceEstimated: 4756
NumberOfPickups: 112
NumberOfSetdowns: 112
NumCollisions: 0
TotalTimeMoving: 5187.15555552605
None: 0.0444444444444445
ParkPod: 1883.6444444335
RepositionPod: 0
Insert: 5547.11111108124
Extract: 0
Rest: 6895.51111115228
PickupPod: 248.888888887521
SetdownPod: 248.888888887532
GetItems: 1513.95555554848
PutItems: 0
Rest: 6204.4888889341
Move: 6110.08888885383
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 112
SetdownPod_Count: 112
GetItems_Count: 112
PutItems_Count: 0
Rest_Count: 1233
Move_Count: 410
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot3:
DistanceTraveled: 2297.00000000001
DistanceEstimated: 1976
NumberOfPickups: 49
NumberOfSetdowns: 48
NumCollisions: 0
TotalTimeMoving: 2571.06666665018
None: 0.0444444444444445
ParkPod: 703.999999995641
RepositionPod: 0
Insert: 0
Extract: 8821.20000002409
Rest: 4821.95555553606
PickupPod: 108.888888888269
SetdownPod: 106.666666666055
GetItems: 0
PutItems: 2524.4444444308
Rest: 4215.0666666508
Move: 7392.13333336431
Evade: 0
UseElevator: 0
SlowStartHold: 0
PickupPod_Count: 49
SetdownPod_Count: 48
GetItems_Count: 0
PutItems_Count: 48
Rest_Count: 838
Move_Count: 194
Evade_Count: 0
UseElevator_Count: 0
SlowStartHold_Count: 0
StatSlowStartHoldTimeSec: 0
StatSlowStartHoldEnergyJ: 0
StatSlowStartDecisionCount: 0
StatSlowStartImmediateReleaseCount: 0
StatSlowStartSearchFailures: 0
StatSlowStartExpectedArrivalMissingCount: 0
Bot4:
DistanceTraveled: 2385.07083344397
DistanceEstimated: 2030
NumberOfPickups: 55
NumberOfSetdowns: 54
NumCollisions: 0
TotalTimeMoving: 2715.77777783583
None: 0.0444444444444445
ParkPod: 720.088888958074
RepositionPod: 0
Insert: 0
Extract: 9844.71111105776
