decision,time,pendingOrders,stationsWithCap,podsInModel,dispatched,children,fastPath,units,decisionSec
0,0.0444444444444444,92,2,99,2,0,12,19,0.075612
1,42.4888888888888,83,1,98,0,0,1,2,0.0010004
2,52.5777777777776,83,1,98,0,0,1,2,0.0009991
3,54.7111111111109,82,1,98,0,0,1,1,0
4,74.755555555557,83,1,98,0,0,1,2,0.0010005
5,82.6666666666694,83,1,97,0,0,1,2,0.000999
6,84.800000000003,82,1,97,1,0,1,2,0.0020002
7,92.7111111111154,82,1,96,0,0,1,1,0.0009689
8,102.755555555561,81,1,96,1,0,1,2,0.0019685
9,112.800000000007,81,1,96,0,0,1,1,0
10,124.844444444454,81,1,96,0,0,1,2,0.0009683
11,132.844444444455,81,1,96,0,0,1,1,0.0009996
12,134.8888888889,80,1,96,0,0,1,2,0.0010361
13,144.933333333346,80,1,96,0,0,1,2,0.0009965
14,152.888888888903,80,1,96,0,0,1,2,0
15,154.977777777792,79,1,96,0,0,1,2,0.0010016
16,172.93333333335,80,1,97,0,0,1,2,0.0009967
17,175.022222222239,79,1,96,1,0,1,2,0.0010003
18,182.977777777796,78,1,96,0,0,1,1,0
19,195.066666666687,78,1,97,0,0,1,3,0.0009987
20,203.022222222244,78,1,95,0,0,1,1,0
21,213.06666666669,78,1,95,1,0,1,1,0.0020004
22,215.111111111135,77,1,95,0,0,1,1,0
23,223.111111111136,77,1,95,0,0,1,2,0
24,235.155555555582,77,1,95,0,0,1,1,0
25,243.155555555583,77,1,95,0,0,1,2,0.0009622
26,255.20000000003,77,1,96,0,0,1,1,0
27,263.244444444471,76,1,96,0,0,1,1,0
28,273.333333333355,76,1,96,1,0,1,1,0.0030014
29,275.333333333354,75,1,95,1,0,1,2,0.0019999
30,283.422222222239,75,1,95,0,0,1,2,0
31,303.555555555562,76,1,94,0,0,1,1,0
32,313.644444444446,76,1,95,0,0,1,1,0.0010343
33,315.555555555557,75,1,95,0,0,1,2,0.0009974
34,325.644444444441,75,1,95,0,0,1,4,0.0010013
35,333.77777777777,74,1,95,0,0,1,2,0.001004
36,335.733333333325,74,1,95,0,0,1,2,0.0030021
37,343.866666666654,73,1,95,1,0,1,2,0.0020001
38,345.822222222209,71,1,94,0,0,1,4,0
39,355.911111111093,70,1,94,1,0,1,3,0.0020297
40,374.044444444417,72,1,94,0,0,1,1,0.0010071
41,394.177777777741,72,1,95,0,0,1,2,0.0010002
42,404.266666666625,72,1,96,0,0,1,1,0.000999
43,414.355555555509,71,1,96,0,0,1,3,0.0009974
44,416.222222222175,71,1,96,0,0,1,3,0.001
45,424.444444444393,70,1,95,1,0,1,1,0.0020011
46,434.533333333277,70,1,96,0,0,1,3,0
47,436.355555555498,69,1,96,0,0,1,3,0.0009992
48,444.622222222161,69,1,95,0,0,1,1,0
49,456.488888888822,69,1,96,0,0,1,1,0
50,464.755555555484,69,1,96,0,0,1,1,0.0010007
51,474.844444444368,69,1,96,1,0,1,2,0.0010053
52,476.622222222145,68,1,95,1,0,1,2,0.0010011
53,496.755555555469,69,1,94,0,0,1,1,0.0010301
54,505.022222222132,68,1,95,0,0,1,7,0.0010043
55,515.11111111102,70,1,96,0,0,1,4,0.0009701
56,526.844444444362,70,1,96,0,0,1,2,0.0009998
57,545.155555555488,71,1,95,0,0,1,2,0.0009975
58,555.19999999994,71,1,95,1,0,1,2,0.0019999
59,556.888888888831,70,1,94,0,0,1,1,0.0010309
60,565.244444444393,70,1,95,0,0,1,2,0.0009998
61,586.933333333299,70,1,95,1,0,1,5,0.0020305
62,596.977777777751,70,1,95,0,0,1,3,0
63,615.288888888877,71,1,96,0,0,1,2,0
64,617.022222222212,70,1,97,0,0,1,1,0.0009998
65,627.066666666664,70,1,96,0,0,1,1,0.001029
66,647.111111111125,71,1,96,1,0,1,2,0.0020028
67,657.155555555577,71,1,96,0,0,1,3,0.001
68,685.333333333377,72,1,95,1,0,1,3,0.0019999
69,695.37777777783,72,1,95,0,0,1,1,0
70,715.42222222229,73,1,95,0,0,1,1,0.0009959
71,717.200000000069,72,1,95,0,0,1,1,0
72,735.466666666751,72,1,95,0,0,1,1,0.001032
73,737.24444444453,71,1,94,1,0,1,5,0.0019995
74,747.288888888982,71,1,95,0,0,1,2,0
75,755.511111111211,71,1,93,0,0,1,1,0.0010006
76,757.333333333435,70,1,94,0,0,1,3,0.0009678
77,775.555555555671,71,1,93,1,0,1,4,0.0020305
78,795.600000000132,72,1,94,0,0,1,1,0.0009962
79,807.377777777919,72,1,92,0,0,1,2,0.0010015
80,825.6444444446,72,1,92,0,0,1,1,0.001
81,827.422222222379,71,1,93,0,0,1,4,0
82,837.466666666832,71,1,94,1,0,1,2,0.0039993
83,845.688888889061,71,1,93,0,0,1,2,0.0010006
84,855.733333333513,71,1,92,1,0,1,4,0.001999
85,865.777777777965,72,1,93,0,0,1,1,0.0009998
86,875.822222222418,72,1,93,0,0,1,1,0.0010062
87,877.511111111308,71,1,93,0,0,1,2,0.002
88,905.866666666886,71,1,93,0,0,1,2,0.0009986
89,915.911111111339,71,1,93,1,0,1,3,0.0030099
90,917.555555555784,70,1,92,0,0,1,2,0.0019978
91,925.955555555791,70,1,93,0,0,1,1,0.0019996
92,937.600000000245,70,1,92,0,0,1,2,0.0010048
93,957.644444444705,71,1,93,1,0,1,1,0.0019972
94,966.000000000267,70,1,92,0,0,1,3,0.0020008
95,976.04444444472,70,1,92,0,0,1,1,0.0010014
96,977.688888889166,69,1,93,0,0,1,3,0.0019996
97,986.088888889172,69,1,93,0,0,1,2,0.0019965
98,997.733333333626,69,1,94,0,0,1,3,0.0010003
99,1006.13333333363,69,1,93,1,0,1,3,0.0020071
100,1027.77777777809,70,1,93,0,0,1,1,0.0010002
101,1036.1777777781,69,1,94,0,0,1,2,0.0019993
102,1047.82222222255,69,1,92,0,0,1,2,0.0009987
103,1067.86666666702,70,1,91,1,0,1,2,0.004
104,1076.22222222258,70,1,90,0,0,1,4,0.0010001
105,1086.26666666703,70,1,90,1,0,1,1,0.0019971
106,1097.91111111148,69,1,89,0,0,1,2,0.0009995
107,1106.31111111149,70,1,92,0,0,1,2,0.0010001
