#TimeStamp;TripTime;Type
17;9;O
39;30;O
111;26;I
111;18;O
132;21;O
209;18;O
213;15;I
239;17;O
296;11;O
310;26;O
318;14;I
384;30;O
387;22;O
421;15;I
455;23;O
459;8;I
496;10;O
515;25;O
545;25;I
571;24;I
577;12;O
608;15;O
643;8;I
671;12;O
711;19;O
713;22;I
771;21;O
791;28;I
807;22;O
823;19;I
868;18;O
876;6;O
878;15;I
959;24;I
962;32;O
966;30;I
986;16;O
1044;23;O
1072;17;I
1073;13;I
1088;5;I
1104;22;O
1112;17;O
1142;26;I
1162;13;I
1164;9;O
1202;16;I
1215;17;O
1217;8;O
1242;11;O
1274;23;O
1335;15;I
1342;12;O
1360;24;I
1386;22;I
1405;18;O
1419;24;O
1419;7;I
1458;22;I
1466;11;O
1477;17;I
1503;25;I
1522;13;I
1522;20;O
1533;11;O
1574;14;I
1631;13;O
1634;21;I
1637;14;I
1647;14;I
1681;21;I
1687;20;O
1694;10;O
1748;11;O
1776;19;O
1819;22;I
1825;16;I
1846;18;O
1866;26;O
1878;10;O
1886;13;I
1895;16;O
1916;11;O
1931;20;I
1937;16;I
1958;18;I
1967;17;O
1972;12;I
2041;22;O
2054;14;I
2097;11;O
2098;18;O
2117;14;I
2163;28;O
2177;10;O
2197;11;O
2198;25;I
2202;9;I
2216;20;I
2263;23;O
2270;30;O
2283;23;O
2295;21;I
2322;19;O
2334;12;I
2353;28;I
2360;3;I
2407;23;O
2418;13;I
2424;34;O
2424;16;O
2453;19;I
2468;16;O
2479;24;I
2491;14;O
2506;11;I
2541;17;I
2572;24;I
2577;21;I
2578;10;O
2598;8;O
2610;21;I
2612;25;O
2617;25;I
2617;9;I
2621;20;O
2636;10;O
2653;21;I
2654;12;O
2676;16;I
2680;20;I
2693;16;O
2715;14;I
2716;11;O
2733;16;I
2740;22;I
2752;7;O
2775;7;I
2778;23;O
2782;8;O
2798;18;I
2803;15;I
2803;11;O
2836;7;O
2838;26;I
2874;15;I
2893;14;O
2894;15;I
2935;12;O
2945;16;I
2956;14;I
2973;16;O
2974;14;O
2997;26;I
3001;16;O
3025;26;O
3057;10;I
3072;13;O
3124;19;I
3125;15;O
3134;11;I
3179;14;O
3200;12;O
3201;19;I
3213;24;I
3246;22;I
3252;14;I
3261;15;O
3266;9;O
3282;9;I
3310;20;I
3318;15;I
3327;18;O
3346;22;I
3352;15;O
3384;9;O
3389;19;I
3410;16;O
3424;22;I
3438;11;O
3452;18;O
3460;18;I
3480;10;I
3496;25;O
3509;17;O
3512;16;I
3523;12;I
3526;15;I
3539;27;I
3556;33;O
3572;28;O
3618;15;I
3626;8;O
3639;21;O
3645;25;I
3660;19;I
3689;34;O
3712;22;O
3744;26;I
3750;21;O
3750;29;O
3803;14;O
3807;26;I
3816;39;O
3831;28;O
3832;23;I
3835;26;O
3854;32;O
3859;27;O
3876;20;O
3882;29;O
3895;10;O
3916;20;I
3929;11;O
3936;16;I
3941;13;I
3958;17;O
3974;15;I
3977;12;O
3986;14;I
4006;20;O
4010;12;O
4043;13;O
4048;19;I
4062;21;I
4064;12;I
4076;11;O
4094;28;O
4120;11;I
4136;14;O
4149;22;I
4159;9;O
4224;10;O
4237;20;I
4241;18;O
4252;12;I
4258;11;O
4281;15;O
4350;16;O
4380;12;O
4395;13;O
4396;25;I
4433;8;O
4436;21;I
4444;9;O
4472;22;O
4496;11;I
4499;29;O
4499;15;I
4545;11;O
4551;19;O
4565;32;O
4584;13;O
4598;32;O
4624;11;O
4637;28;I
4640;11;O
4686;13;I
4698;21;O
4703;14;O
4712;26;I
4714;13;O
4741;21;O
4788;8;O
4792;8;O
4815;26;I
4825;20;O
4839;16;O
4846;16;I
4864;14;I
4868;11;O
4874;27;I
4883;19;O
4892;11;O
4893;10;O
4896;11;I
4931;10;O
4958;21;I
4976;8;O
4980;12;I
4999;11;O
5026;25;O
5040;11;I
5042;13;I
5053;8;O
5058;15;I
5079;28;I
5079;22;O
5096;17;O
5117;15;I
5156;11;O
5173;10;I
5193;20;O
5229;18;I
5235;11;I
5258;18;O
5271;25;I
5273;10;O
5289;11;O
5291;10;I
5322;25;I
5350;9;O
5362;12;O
5369;22;I
5369;9;O
5380;23;I
5391;10;O
5400;12;I
5424;17;O
5438;15;I
5442;15;O
5445;14;I
5501;18;O
5546;15;O
5572;25;I
5576;12;O
5593;20;I
5597;11;O
5609;22;I
5624;8;I
5627;13;O
5655;17;O
5671;9;I
5672;26;I
5693;9;O
5730;17;I
5733;23;O
5747;20;I
5766;21;I
5800;21;O
5803;20;I
5813;23;I
5825;13;I
5852;30;O
5853;24;I
5876;15;O
5906;19;O
5927;15;I
5934;19;O
6001;23;I
6028;17;O
6038;22;I
6045;15;O
6048;13;I
6056;24;O
6060;24;I
6093;14;O
6106;26;I
6108;9;O
6112;15;I
6120;7;O
6140;14;O
6161;16;O
6205;16;O
6224;14;I
6228;13;I
6254;22;I
6262;17;O
6267;9;O
6337;22;I
6370;18;O
6378;10;O
6404;26;O
6408;24;O
6440;22;O
6476;18;O
6481;13;I
6496;10;O
6549;11;O
6558;10;I
6559;22;I
6567;15;O
6579;14;O
6592;11;O
6592;22;I
6596;11;O
6615;7;O
6632;9;I
6641;20;O
6644;13;I
6653;24;O
6664;30;O
6709;14;I
6711;20;O
6722;18;O
6741;25;I
6745;14;O
6777;25;O
6786;15;I
6789;26;I
6798;9;O
6814;16;O
6821;13;I
6835;7;O
6842;10;O
6851;28;O
6855;18;I
6860;22;O
6877;14;O
6903;20;I
6910;28;O
6917;16;I
6943;18;O
6987;8;I
6994;13;I
7008;7;O
7039;15;O
7067;18;O
7078;21;I
7104;27;I
7108;29;O
7112;17;I
7119;32;O
7137;14;I
7138;20;O
7148;10;O
7152;11;O
7164;14;I
7176;21;I
7177;19;O
7198;12;O
7202;30;O
7203;23;I
7215;15;I
7226;9;O
7229;11;O
7269;22;O
7272;13;I
7298;20;O
7311;28;I
7316;23;O
7325;21;I
7347;15;I
7352;26;O
7362;9;I
7428;18;O
7437;15;I
7445;21;I
7458;14;O
7513;15;I
7516;24;O
7544;18;O
7562;28;O
7586;15;I
7606;15;I
7622;24;O
7628;25;O
7633;8;O
7654;18;O
7657;15;I
7690;19;O
7693;15;I
7705;12;O
7712;22;I
7734;17;O
7759;15;I
7762;24;O
7766;17;I
7769;14;O
7795;17;O
7839;10;O
7859;16;O
7904;28;O
7912;22;I
7921;24;O
7938;21;I
7945;22;O
7952;24;I
7957;17;O
7980;20;O
8012;21;I
8015;9;O
8057;20;O
8069;22;I
8078;10;I
8112;16;O
8113;23;I
8128;19;O
8201;11;O
8204;22;I
8231;20;O
8237;17;O
8267;9;I
8283;24;I
8299;18;O
8306;23;I
8336;16;O
8340;32;I
8357;8;O
8361;18;I
8402;12;O
8402;23;I
8408;13;I
8417;22;O
8442;10;O
8468;18;O
8469;13;I
8480;11;O
8487;20;I
8492;23;O
8524;23;I
8531;11;I
8560;24;O
8592;18;O
8615;13;I
8641;15;I
8678;13;O
8704;27;I
8704;8;I
8716;11;O
8723;26;I
8728;10;O
8733;18;I
8765;25;I
8779;23;O
8784;13;I
8788;20;O
8839;23;O
8852;17;O
8866;21;O
8887;20;I
8891;11;O
8900;13;I
8932;25;O
8951;20;I
8984;18;I
8985;22;I
8988;30;O
8993;10;O
