idx;queue_wait_sec;picking_time_sec
0;5.55587524177946;123.377777777794
1;5.60031968622388;153.600000000017
2;60.9910173197083;116.22222222222
3;48.1305555555635;116.355555555548
4;83.863888888879;56.2222222221951
5;61.5687950974576;96.4444444443978
6;65.6447641306332;55.7333333333064
7;83.0225419083997;96.3999999999534
8;37.7910173196783;76.3555555555187
9;107.511430797278;86.0888888889449
10;47.0799062085627;105.111111111173
11;77.7780974640604;86.0000000000684
12;108.311430797397;115.955555555648
13;86.0003196863019;86.0000000000684
14;135.111430797449;106.044444444529
15;114.311430797433;56.044444444489
16;111.427509254065;125.244444444544
17;75.5558752418417;45.9555555555921
18;143.378097464124;86.0444444445129
19;56.7558752418279;106.044444444529
20;137.422541908563;85.955555555624
21;81.6132395419882;76.0000000000605
22;109.383064809619;66.044444444497
23;79.5608425873734;65.9111111111636
24;61.3780974640583;56.0000000000446
25;81.46972437561;136.088888888997
26;89.4669863529639;75.9111111111715
27;90.4576839864396;45.9111111111476
28;116.622541908543;75.5555555556157
29;114.183064809623;105.95555555564
30;93.6003196863048;35.9555555555842
31;170.311430797473;65.955555555608
32;56.8892085751659;116.000000000092
33;108.849731476286;126.088888888989
34;130.355875241891;86.0000000000684
35;122.044764130776;86.0444444445129
36;153.511430797464;96.0444444445209
37;103.644764130759;85.955555555624
38;99.6447641307554;65.955555555608
39;131.111430797444;56.044444444489
40;108.622541908538;15.8666666666793
41;108.800319686313;76.0000000000605
42;39.3336530195995;65.9111111111636
43;90.9830648096047;115.37777777787
44;129.205287031857;46.0000000000111
45;130.089208575218;45.9999999999175
46;140.800319686295;56.1777777775351
47;109.649731476141;75.3777777774521
48;76.3163981425703;46.0888888886898
49;58.1465728749877;56.2222222219793
50;71.7336530192329;85.5111111107417
51;54.0892085748224;25.9555555554434
52;81.5083333329699;75.5111111107849
53;18.4892085750184;66.2222222219361
54;99.5114307968679;76.2666666663372
55;75.8275092536387;76.2666666663372
56;114.400319685718;86.444444444071
57;117.555875241229;35.6888888887347
58;44.5333333331409;76.2222222218929
59;72.716398142541;76.3111111107814
60;124.222541907881;56.1777777775351
61;69.6447641303189;45.7333333331358
62;141.022541907783;26.0444444443319
63;32.9416666665065;56.1777777775351
64;43.3336530193474;46.0888888886898
65;57.8669863525811;55.5111111108713
66;69.9638888885402;76.2222222218929
67;93.1558752413657;56.2222222219793
68;118.089208574577;55.6888888886483
69;74.3608425869784;75.5555555552291
70;98.4447641302231;25.5999999998894
71;159.383064808833;46.0888888886898
72;98.2669863524434;35.9999999998445
73;124.136391041631;46.133333333134
74;85.3780974636129;66.2666666663804
75;150.666986352208;45.244444444249
76;98.84476413019;86.3111111107382
77;69.5114307970202;95.5111111106985
78;108.489208574633;46.0444444442455
79;130.266986352305;25.9555555554434
80;131.511430796738;56.2222222219793
81;108.76084258683;76.3111111107814
82;120.755875241212;66.2666666663804
83;89.7780974635625;96.3999999995835
