#TimeStamp;TripTime;Type
31;20;I
35;24;I
35;22;O
37;19;O
37;22;O
48;27;O
49;27;O
49;27;I
60;33;I
63;33;O
65;29;O
66;52;O
68;39;I
71;40;I
73;47;O
75;45;O
75;42;O
77;44;O
86;45;I
87;55;O
89;53;I
90;62;O
92;51;O
94;51;O
94;63;O
97;50;I
100;48;O
106;54;O
109;71;I
110;58;I
110;72;O
113;61;O
119;65;O
120;73;O
121;73;O
124;79;O
132;83;O
132;93;O
140;80;O
141;69;I
142;78;O
143;83;O
164;35;I
168;33;O
169;47;O
169;49;I
179;39;O
181;15;O
186;28;O
191;52;O
196;59;I
215;65;O
217;73;O
220;49;O
237;55;O
243;64;O
249;74;O
251;48;O
255;29;O
255;43;O
273;55;O
276;40;I
278;83;O
281;38;O
283;54;O
284;45;O
285;77;O
286;73;O
291;34;I
292;37;O
294;56;O
294;55;O
