Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;13.50;0.50;26;0;1;120.386017319698;0;120.386017319698;120.386017319698;26;47.9449062085868;300
InputStation1;23.50;0.50;24;0;2;100.370786437627;199.276557347003;90.3888888888891;110.352683986365;12;66.8748196100964;300
InputStation2;33.50;0.50;26;0;2;125.51588022904;49.364083932471;120.547777777778;130.483982680302;13;50.2891630702055;300
InputStation3;43.50;0.50;18;0;1;70.4444444444446;0;70.4444444444446;70.4444444444446;18;121.904451637366;300
InputStation4;53.50;0.50;17;0;1;70.3387950974762;0;70.3387950974762;70.3387950974762;17;130.686666666667;300
InputStation5;63.50;0.50;22;0;2;80.3094444444445;202.04589832175;70.2584271247462;90.3604617641428;11;91.5433333333334;300
OutputStation0;81.50;11.50;9;1;3;13.4248148148148;34.2807115226337;10.0444444444445;20.1855555555556;3;210.009538235857;300
OutputStation1;81.50;17.50;15;10;2;45.2576406871193;2468.51363104888;10.1256493469684;80.3896320272702;7.5;150;300
OutputStation2;81.50;23.50;6;0;4;12.5506944444444;24.9911319176931;10.0444444444444;20.0493506530316;1.5;243.265649346968;300
OutputStation3;81.50;29.50;6;0;3;17.2236724398994;24.2907992978947;11.5326839863649;20.0861111111111;2;240;300
OutputStation4;81.50;35.50;12;3;3;37.1293193892273;235.653695887382;20.2194444444444;50.1881457505077;4;180;300
OutputStation5;81.50;41.50;14;5;4;28.4689357845953;544.632498766686;10.0694444444444;60.2633333333333;3.5;166.218982680302;300
OutputStation6;0.50;14.50;16;10;3;36.872190958418;2140.4527588069;10.0750937914128;90.2943506530317;5.33333333333333;146.471204902524;300
OutputStation7;0.50;20.50;6;0;2;20.0690728752539;200.986350351585;10.0444444444445;30.0937013060633;3;241.049538235857;300
OutputStation8;0.50;26.50;15;8;2;45.0972222222222;1253.6137191358;20.0611111111111;70.1333333333334;7.5;150;300
OutputStation9;0.50;32.50;13;6;3;36.9426238563969;2154.64524460231;10.0444444444444;90.5415728752539;4.33333333333333;179.629538235857;300
OutputStation10;0.50;38.50;12;3;4;28.2675703435596;250.518860627834;10.0444444444445;42.7966666666666;3;180.848427124746;300
OutputStation11;0.50;44.50;17;10;5;26.5558340526255;438.073964795323;10.0444444444445;60.1730591520164;3.4;136.130093791413;300
