Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;13.50;0.50;202;0;139;14.5423549611429;43.9684393146004;10.0444444444443;30.3384124554204;1.45323741007194;5196.40498733721;7200
InputStation1;23.50;0.50;164;0;103;15.9174426618509;44.4784670891603;10.0444444444443;40.2348124171743;1.59223300970874;5569.1316016469;7200
InputStation2;33.50;0.50;159;0;97;16.379581157029;67.6644861966502;10.0444444444443;40.2734271247509;1.63917525773196;5616.82186172589;7200
InputStation3;43.50;0.50;166;0;104;15.8543663246833;44.3361302337501;10.0444444444443;30.1333333333341;1.59615384615385;5549.26858621933;7200
InputStation4;53.50;0.50;135;0;85;15.7338749674331;53.8235848997926;10.0444444444443;40.1638888888888;1.58823529411765;5857.25266212416;7200
InputStation5;63.50;0.50;211;0;147;14.3726935492048;38.6324007351169;10.0444444444443;40.2305555555556;1.43537414965986;5111.42033200809;7200
OutputStation0;81.50;11.50;709;547;76;95.6743241579334;2230.30660589452;12.0805555555562;271.557683986365;9.32894736842105;159.947221938627;7200
OutputStation1;81.50;17.50;710;555;68;105.796905397169;2182.55646636684;12.5465728752533;231.467316013635;10.4411764705882;154.332452962578;7200
OutputStation2;81.50;23.50;710;561;67;108.109325236394;2198.11431146343;32.7916666666606;263.426298693939;10.5970149253731;145.353556030169;7200
OutputStation3;81.50;29.50;705;531;68;104.773564955853;2068.96960638619;20.0989035582224;221.179256861619;10.3676470588235;199.302842230403;7200
OutputStation4;81.50;35.50;698;533;76;94.2804022323412;2030.39613920121;12.3521284308144;203.490743138366;9.18421052631579;265.361948040599;7200
OutputStation5;81.50;41.50;706;520;73;98.9734876134153;1848.7662313717;22.791666666667;202.83463202727;9.67123287671233;190.381847056453;7200
OutputStation6;0.50;14.50;703;545;71;101.135547621536;1691.26944025311;12.1777777777788;211.055555555556;9.90140845070423;212.26192617892;7200
OutputStation7;0.50;20.50;704;527;70;101.64289248535;2757.7608636161;22.3750000000009;212.625649346975;10.0571428571429;210.222511072737;7200
OutputStation8;0.50;26.50;704;526;79;91.2778287305739;1694.65995533075;11.7756493469669;192.911111111112;8.91139240506329;210.75152943428;7200
OutputStation9;0.50;32.50;707;523;77;93.8033462576699;2188.5144234727;11.9944444444445;210.574350653024;9.18181818181818;184.248319797968;7200
OutputStation10;0.50;38.50;710;534;67;107.676994889278;1975.55491977199;21.9966666666623;223.067496403531;10.5970149253731;147.540462047736;7200
OutputStation11;0.50;44.50;706;539;74;97.761661981837;1884.97660315176;12.0888888888894;203.173520916154;9.54054054054054;188.920836646189;7200
