layer,metric,empty,loaded,total,unit
L1,orders_completed,,,3684,orders
L1,orders_per_hour,,,1842,orders/h
L1,total_energy_with_support_kJ,,,41856.3993646266,kJ
L1,total_energy_mech_kJ,,,13140.028369066,kJ
L1,energy_total_with_support_per_order_kJ,,,11.36167192308,kJ/order
L1,energy_mech_per_order_kJ,,,3.56678294491475,kJ/order
L1,total_distance_m,,,169440.851376908,m
L1,order_distance_m,,,45.9937164432432,m/order
L1,system_order_pile_on,,,4.19589977220957,orders/output_station_arrival
L1,input_station_arrivals,,,681,count
L1,output_station_arrivals,,,878,count
L1,station_arrivals_total,,,1559,count
L2,trip_count,1591,3138,4729,trips
L2,distance_m,39359,106354,145713,m
L2,total_time_sec,35053.9678831209,109135.219570955,144189.187454076,s
L2,total_move_turn_energy_kJ,2567.57246730048,9922.82280535755,12490.395272658,kJ
L2,move_turn_pct_of_mech,19.5400831351705,75.5159922540023,,%
L2,avg_distance_per_trip_m,24.7385292269013,33.8922880815806,,m/trip
L2,avg_time_per_trip_sec,22.0326636600383,34.7785913228027,,s/trip
L2,avg_energy_per_trip_kJ,1.61381047599025,3.16214875887749,,kJ/trip
L3,e1_accel_kJ,,,2497.22012789309,kJ
L3,e2_decel_kJ,,,0,kJ
L3,e3_cruise_kJ,,,7948.01779096913,kJ
L3,e4_rotation_kJ,,,2045.1573537958,kJ
L3,e5_lift_kJ,,,649.633096407925,kJ
L3,e1_pct_of_mech,,,19.0046783595385,%
L3,e2_pct_of_mech,,,0,%
L3,e3_pct_of_mech,,,60.4870672096891,%
L3,e4_pct_of_mech,,,15.5643298199453,%
L3,e5_pct_of_mech,,,4.94392461082718,%
L4,turn_count,2968,12728,15696,events
L4,turn_energy_kJ,305.825742300482,1739.33161149532,2045.1573537958,kJ
L4,turn_pct_of_total,0.730654683496113,4.15547356652291,,%
L4,turn_pct_of_state,11.9110851278922,17.5285969084948,,%
L4,turn_per_trip,1.86549340037712,4.05608667941364,,per trip
L4,turn_per_m,0.0754084199293681,0.119675799687835,,per m
L5,wait_time_sec,1335.85971086653,5223.36919539903,6559.22890626556,s
L5,wait_energy_kJ,120.227373977988,470.103227585912,590.330601563901,kJ
L5,wait_pct_of_total,0.287237736171817,1.12313346279662,,%
L5,wait_ratio_mean,0.0339674886806783,0.0262781399215512,0.0288834451338677,ratio
L5,wait_ratio_median,0.0118870728083303,0.00556536823044581,0.00693365882274028,ratio
L5,wait_ratio_p95,0.156641328704865,0.128579863309632,0.139090376144693,ratio
L6,composition_move_pct,,,24.9549365865656,%
L6,composition_turn_pct,,,4.88612825001902,%
L6,composition_lift_pct,,,1.55205203091821,%
L6,composition_wait_pct,,,1.41037119896843,%
L6,composition_support_pct,,,67.1965119335287,%
L6,energy_empty_to_loaded_ratio,,,0.25875423935961,ratio
L6,effective_motion_ratio,,,0.954509564676237,ratio
L6,wait_energy_per_order_kJ,,,0.160241748524403,kJ/order
L6,energy_per_m_empty_J,65.2346977133688,,,J/m
L6,energy_per_m_loaded_J,,93.2999492765439,,J/m
