#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;94;0;0;0;0;0;0;0;0;0
599.98;0.73;96;0;0;0;0;0;0;0;0;0
1199.89;0.74;98;0;0;0;0;0;0;0;0;0
1799.96;0.76;98;0;0;0;0;0;0;0;0;0
2399.9;0.77;99;0;0;0;0;0;0;0;0;0
2999.99;0.76;99;0;0;0;0;0;0;0;0;0
3600;0.73;99;0;0;0;0;0;0;0;0;0
4199.95;0.71;99;0;0;0;0;0;0;0;0;0
4799.85;0.68;99;0;0;0;0;0;0;0;0;0
5399.97;0.65;99;0;0;0;0;0;0;0;0;0
5999.99;0.66;99;0;0;0;0;0;0;0;0;0
6599.82;0.67;99;0;0;0;0;0;0;0;0;0
7199.99;0.68;99;0;0;0;0;0;0;0;0;0
