Policy,Bots,Items,Lines,Orders,Pile-on,Trips,Trips/order,m/line,EOR (kJ/order),Turnover (s),Station idle (%)
HGS-M5 (dynamic),45,8318.2,5396.9,3385.3,7.625,444.1,0.1312,20.45,3.601,395.2,3.79
HGS-M5 fixed λ=4,45,7399.2,4785.8,2991.0,7.984,374.7,0.1253,19.92,3.543,399.7,14.41
HGS-M5 fixed λ=6,45,7961.5,5156.3,3236.6,8.091,400.2,0.1237,19.74,3.469,383.8,7.92
HGS-M5 fixed λ=8,45,8223.2,5332.0,3339.4,8.195,407.8,0.1221,19.55,3.468,380.9,4.89
HGS-M5 fixed λ=13,45,8370.2,5421.4,3400.0,8.136,418.2,0.1230,19.92,3.552,388.2,3.20
HGS-M5 fixed λ=20,45,8372.4,5426.1,3403.2,8.113,419.7,0.1233,20.16,3.618,397.5,3.17
HGS-M5 fixed λ=45,45,8342.5,5411.0,3404.9,8.362,407.3,0.1196,20.32,3.656,387.6,3.51
