#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;937;0;0;0;0;0;0;0;0;0
599.9;0.72;938;0;0;0;0;0;0;0;0;0
1199.95;0.73;940;0;0;0;0;0;0;0;0;0
1799.97;0.75;941;0;0;0;0;0;0;0;0;0
2399.98;0.76;945;0;0;0;0;0;0;0;0;0
2999.87;0.77;948;0;0;0;0;0;0;0;0;0
3599.99;0.79;949;0;0;0;0;0;0;0;0;0
4199.96;0.8;951;0;0;0;0;0;0;0;0;0
4799.92;0.81;952;0;0;0;0;0;0;0;0;0
5399.94;0.82;955;0;0;0;0;0;0;0;0;0
5999.99;0.83;955;0;0;0;0;0;0;0;0;0
6599.88;0.84;957;0;0;0;0;0;0;0;0;0
7199.96;0.84;959;0;0;0;0;0;0;0;0;0
7799.99;0.84;959;0;0;0;0;0;0;0;0;0
8399.96;0.83;959;0;0;0;0;0;0;0;0;0
8999.97;0.83;959;0;0;0;0;0;0;0;0;0
9599.97;0.82;959;0;0;0;0;0;0;0;0;0
10199.96;0.82;959;0;0;0;0;0;0;0;0;0
10799.71;0.81;959;0;0;0;0;0;0;0;0;0
11400;0.81;959;0;0;0;0;0;0;0;0;0
11999.95;0.8;959;0;0;0;0;0;0;0;0;0
12599.91;0.8;959;0;0;0;0;0;0;0;0;0
13199.9;0.79;959;0;0;0;0;0;0;0;0;0
13799.99;0.79;959;0;0;0;0;0;0;0;0;0
14399.98;0.78;959;0;0;0;0;0;0;0;0;0
14999.91;0.78;959;0;0;0;0;0;0;0;0;0
15600;0.77;959;0;0;0;0;0;0;0;0;0
16199.99;0.77;959;0;0;0;0;0;0;0;0;0
16799.98;0.76;959;0;0;0;0;0;0;0;0;0
17399.96;0.76;959;0;0;0;0;0;0;0;0;0
17999.92;0.75;959;0;0;0;0;0;0;0;0;0
18599.97;0.75;959;0;0;0;0;0;0;0;0;0
19199.96;0.74;959;0;0;0;0;0;0;0;0;0
19799.96;0.74;959;0;0;0;0;0;0;0;0;0
20399.99;0.74;959;0;0;0;0;0;0;0;0;0
20999.99;0.73;959;0;0;0;0;0;0;0;0;0
21599.97;0.73;959;0;0;0;0;0;0;0;0;0
22199.98;0.72;959;0;0;0;0;0;0;0;0;0
22799.98;0.72;959;0;0;0;0;0;0;0;0;0
23399.99;0.71;959;0;0;0;0;0;0;0;0;0
23999.97;0.71;959;0;0;0;0;0;0;0;0;0
24599.82;0.7;959;0;0;0;0;0;0;0;0;0
25199.96;0.7;959;0;0;0;0;0;0;0;0;0
25799.84;0.69;959;0;0;0;0;0;0;0;0;0
26399.98;0.69;959;0;0;0;0;0;0;0;0;0
26999.93;0.68;959;0;0;0;0;0;0;0;0;0
27599.98;0.68;959;0;0;0;0;0;0;0;0;0
28199.97;0.67;959;0;0;0;0;0;0;0;0;0
28799.77;0.67;959;0;0;0;0;0;0;0;0;0
