kind,from_id,to_id,pod_id,station_id,loaded,orientation_bucket,from_x,from_y,to_x,to_y,abs_dx,abs_dy,euclid,manhattan,same_tier,from_storage,to_storage,from_queue,to_queue,from_degree,to_degree,path_found,path_hops,path_distance,path_turns,path_segments,eta_sec
bot_to_pod,0,197,5,-1,0,3.1415926535897931,22.5,6.5,12.5,8.5,10,2,10.198039027185569,12,1,0,1,1,0,1,4,1,20,20,3,4,22.291666666666664
bot_to_pod,0,197,5,-1,0,4.7123889803846897,22.5,6.5,12.5,8.5,10,2,10.198039027185569,12,1,0,1,1,0,1,4,1,20,20,3,4,21.666666666666664
bot_to_pod,0,275,6,-1,0,0,22.5,6.5,6.5,14.5,16,8,17.888543819998318,24,1,0,1,1,0,1,4,1,32,32,3,4,29.041666666666668
bot_to_pod,0,275,6,-1,0,1.5707963267948966,22.5,6.5,6.5,14.5,16,8,17.888543819998318,24,1,0,1,1,0,1,4,1,32,32,3,4,29.666666666666668
bot_to_pod,0,275,6,-1,0,3.1415926535897931,22.5,6.5,6.5,14.5,16,8,17.888543819998318,24,1,0,1,1,0,1,4,1,32,32,3,4,30.291666666666668
bot_to_pod,0,275,6,-1,0,4.7123889803846897,22.5,6.5,6.5,14.5,16,8,17.888543819998318,24,1,0,1,1,0,1,4,1,32,32,3,4,29.666666666666668
bot_to_pod,0,178,7,-1,0,0,22.5,6.5,7.5,7.5,15,1,15.033296378372908,16,1,0,1,1,0,1,4,1,24,24,3,4,23.708333333333332
bot_to_pod,0,178,7,-1,0,1.5707963267948966,22.5,6.5,7.5,7.5,15,1,15.033296378372908,16,1,0,1,1,0,1,4,1,24,24,3,4,24.333333333333332
bot_to_pod,0,178,7,-1,0,3.1415926535897931,22.5,6.5,7.5,7.5,15,1,15.033296378372908,16,1,0,1,1,0,1,4,1,24,24,3,4,24.958333333333332
bot_to_pod,0,178,7,-1,0,4.7123889803846897,22.5,6.5,7.5,7.5,15,1,15.033296378372908,16,1,0,1,1,0,1,4,1,24,24,3,4,24.333333333333332
bot_to_pod,0,285,8,-1,0,0,22.5,6.5,16.5,14.5,6,8,10,14,1,0,1,1,0,1,4,1,22,22,3,4,22.375
bot_to_pod,0,285,8,-1,0,1.5707963267948966,22.5,6.5,16.5,14.5,6,8,10,14,1,0,1,1,0,1,4,1,22,22,3,4,23
bot_to_pod,0,285,8,-1,0,3.1415926535897931,22.5,6.5,16.5,14.5,6,8,10,14,1,0,1,1,0,1,4,1,22,22,3,4,23.625
bot_to_pod,0,285,8,-1,0,4.7123889803846897,22.5,6.5,16.5,14.5,6,8,10,14,1,0,1,1,0,1,4,1,22,22,3,4,23
bot_to_pod,0,142,9,-1,0,0,22.5,6.5,13.5,4.5,9,2,9.2195444572928871,11,1,0,1,1,0,1,4,1,15,15,3,4,17.541666666666668
bot_to_pod,0,142,9,-1,0,1.5707963267948966,22.5,6.5,13.5,4.5,9,2,9.2195444572928871,11,1,0,1,1,0,1,4,1,15,15,3,4,18.166666666666668
bot_to_pod,0,142,9,-1,0,3.1415926535897931,22.5,6.5,13.5,4.5,9,2,9.2195444572928871,11,1,0,1,1,0,1,4,1,15,15,3,4,18.791666666666668
bot_to_pod,0,142,9,-1,0,4.7123889803846897,22.5,6.5,13.5,4.5,9,2,9.2195444572928871,11,1,0,1,1,0,1,4,1,15,15,3,4,18.166666666666668
bot_to_pod,0,146,10,-1,0,0,22.5,6.5,17.5,4.5,5,2,5.3851648071345037,7,1,0,1,1,0,1,4,1,11,11,3,4,14.875
bot_to_pod,0,146,10,-1,0,1.5707963267948966,22.5,6.5,17.5,4.5,5,2,5.3851648071345037,7,1,0,1,1,0,1,4,1,11,11,3,4,15.5
bot_to_pod,0,146,10,-1,0,3.1415926535897931,22.5,6.5,17.5,4.5,5,2,5.3851648071345037,7,1,0,1,1,0,1,4,1,11,11,3,4,16.125
bot_to_pod,0,146,10,-1,0,4.7123889803846897,22.5,6.5,17.5,4.5,5,2,5.3851648071345037,7,1,0,1,1,0,1,4,1,11,11,3,4,15.5
bot_to_pod,0,183,11,-1,0,0,22.5,6.5,12.5,7.5,10,1,10.04987562112089,11,1,0,1,1,0,1,4,1,19,19,3,4,20.375
bot_to_pod,0,183,11,-1,0,1.5707963267948966,22.5,6.5,12.5,7.5,10,1,10.04987562112089,11,1,0,1,1,0,1,4,1,19,19,3,4,21
bot_to_pod,0,183,11,-1,0,3.1415926535897931,22.5,6.5,12.5,7.5,10,1,10.04987562112089,11,1,0,1,1,0,1,4,1,19,19,3,4,21.625
bot_to_pod,0,183,11,-1,0,4.7123889803846897,22.5,6.5,12.5,7.5,10,1,10.04987562112089,11,1,0,1,1,0,1,4,1,19,19,3,4,21
bot_to_pod,0,221,12,-1,0,0,22.5,6.5,8.5,10.5,14,4,14.560219778561036,18,1,0,1,1,0,1,4,1,26,26,3,4,25.041666666666664
bot_to_pod,0,221,12,-1,0,1.5707963267948966,22.5,6.5,8.5,10.5,14,4,14.560219778561036,18,1,0,1,1,0,1,4,1,26,26,3,4,25.666666666666664
bot_to_pod,0,221,12,-1,0,3.1415926535897931,22.5,6.5,8.5,10.5,14,4,14.560219778561036,18,1,0,1,1,0,1,4,1,26,26,3,4,26.291666666666664
bot_to_pod,0,221,12,-1,0,4.7123889803846897,22.5,6.5,8.5,10.5,14,4,14.560219778561036,18,1,0,1,1,0,1,4,1,26,26,3,4,25.666666666666664
bot_to_pod,0,184,13,-1,0,0,22.5,6.5,13.5,7.5,9,1,9.0553851381374173,10,1,0,1,1,0,1,4,1,18,18,3,4,19.708333333333336
bot_to_pod,0,184,13,-1,0,1.5707963267948966,22.5,6.5,13.5,7.5,9,1,9.0553851381374173,10,1,0,1,1,0,1,4,1,18,18,3,4,20.333333333333336
bot_to_pod,0,184,13,-1,0,3.1415926535897931,22.5,6.5,13.5,7.5,9,1,9.0553851381374173,10,1,0,1,1,0,1,4,1,18,18,3,4,20.958333333333336
bot_to_pod,0,184,13,-1,0,4.7123889803846897,22.5,6.5,13.5,7.5,9,1,9.0553851381374173,10,1,0,1,1,0,1,4,1,18,18,3,4,20.333333333333336
bot_to_pod,0,286,14,-1,0,0,22.5,6.5,17.5,14.5,5,8,9.4339811320566032,13,1,0,1,1,0,1,4,1,21,21,3,4,21.708333333333332
bot_to_pod,0,286,14,-1,0,1.5707963267948966,22.5,6.5,17.5,14.5,5,8,9.4339811320566032,13,1,0,1,1,0,1,4,1,21,21,3,4,22.333333333333332
bot_to_pod,0,286,14,-1,0,3.1415926535897931,22.5,6.5,17.5,14.5,5,8,9.4339811320566032,13,1,0,1,1,0,1,4,1,21,21,3,4,22.958333333333332
bot_to_pod,0,286,14,-1,0,4.7123889803846897,22.5,6.5,17.5,14.5,5,8,9.4339811320566032,13,1,0,1,1,0,1,4,1,21,21,3,4,22.333333333333332
bot_to_pod,0,95,15,-1,0,0,22.5,6.5,8.5,1.5,14,5,14.866068747318506,19,1,0,1,1,0,1,4,1,21,21,3,4,21.703427124746192
bot_to_pod,0,95,15,-1,0,1.5707963267948966,22.5,6.5,8.5,1.5,14,5,14.866068747318506,19,1,0,1,1,0,1,4,1,21,21,3,4,22.328427124746192
bot_to_pod,0,95,15,-1,0,3.1415926535897931,22.5,6.5,8.5,1.5,14,5,14.866068747318506,19,1,0,1,1,0,1,4,1,21,21,3,4,22.953427124746192
bot_to_pod,0,95,15,-1,0,4.7123889803846897,22.5,6.5,8.5,1.5,14,5,14.866068747318506,19,1,0,1,1,0,1,4,1,21,21,3,4,22.328427124746192
bot_to_pod,0,267,16,-1,0,0,22.5,6.5,12.5,13.5,10,7,12.206555615733702,17,1,0,1,1,0,1,4,1,25,25,3,4,24.375
bot_to_pod,0,267,16,-1,0,1.5707963267948966,22.5,6.5,12.5,13.5,10,7,12.206555615733702,17,1,0,1,1,0,1,4,1,25,25,3,4,25
bot_to_pod,0,267,16,-1,0,3.1415926535897931,22.5,6.5,12.5,13.5,10,7,12.206555615733702,17,1,0,1,1,0,1,4,1,25,25,3,4,25.625
bot_to_pod,0,267,16,-1,0,4.7123889803846897,22.5,6.5,12.5,13.5,10,7,12.206555615733702,17,1,0,1,1,0,1,4,1,25,25,3,4,25
bot_to_pod,0,287,17,-1,0,0,22.5,6.5,18.5,14.5,4,8,8.9442719099991592,12,1,0,1,1,0,1,4,1,20,20,3,4,21.041666666666664
bot_to_pod,0,287,17,-1,0,1.5707963267948966,22.5,6.5,18.5,14.5,4,8,8.9442719099991592,12,1,0,1,1,0,1,4,1,20,20,3,4,21.666666666666664
bot_to_pod,0,287,17,-1,0,3.1415926535897931,22.5,6.5,18.5,14.5,4,8,8.9442719099991592,12,1,0,1,1,0,1,4,1,20,20,3,4,22.291666666666664
bot_to_pod,0,287,17,-1,0,4.7123889803846897,22.5,6.5,18.5,14.5,4,8,8.9442719099991592,12,1,0,1,1,0,1,4,1,20,20,3,4,21.666666666666664
bot_to_pod,0,226,18,-1,0,0,22.5,6.5,13.5,10.5,9,4,9.8488578017961039,13,1,0,1,1,0,1,4,1,21,21,3,4,21.708333333333336
bot_to_pod,0,226,18,-1,0,1.5707963267948966,22.5,6.5,13.5,10.5,9,4,9.8488578017961039,13,1,0,1,1,0,1,4,1,21,21,3,4,22.333333333333336
bot_to_pod,0,226,18,-1,0,3.1415926535897931,22.5,6.5,13.5,10.5,9,4,9.8488578017961039,13,1,0,1,1,0,1,4,1,21,21,3,4,22.958333333333336
bot_to_pod,0,226,18,-1,0,4.7123889803846897,22.5,6.5,13.5,10.5,9,4,9.8488578017961039,13,1,0,1,1,0,1,4,1,21,21,3,4,22.333333333333336
bot_to_pod,0,147,19,-1,0,0,22.5,6.5,18.5,4.5,4,2,4.4721359549995796,6,1,0,1,1,0,1,4,1,10,10,3,4,14.208333333333332
bot_to_pod,0,147,19,-1,0,1.5707963267948966,22.5,6.5,18.5,4.5,4,2,4.4721359549995796,6,1,0,1,1,0,1,4,1,10,10,3,4,14.833333333333332
bot_to_pod,0,147,19,-1,0,3.1415926535897931,22.5,6.5,18.5,4.5,4,2,4.4721359549995796,6,1,0,1,1,0,1,4,1,10,10,3,4,15.458333333333332
bot_to_pod,0,147,19,-1,0,4.7123889803846897,22.5,6.5,18.5,4.5,4,2,4.4721359549995796,6,1,0,1,1,0,1,4,1,10,10,3,4,14.833333333333332
bot_to_pod,0,245,20,-1,0,0,22.5,6.5,18.5,11.5,4,5,6.4031242374328485,9,1,0,1,1,0,1,4,1,17,17,3,4,19.041666666666664
bot_to_pod,0,245,20,-1,0,1.5707963267948966,22.5,6.5,18.5,11.5,4,5,6.4031242374328485,9,1,0,1,1,0,1,4,1,17,17,3,4,19.666666666666664
bot_to_pod,0,245,20,-1,0,3.1415926535897931,22.5,6.5,18.5,11.5,4,5,6.4031242374328485,9,1,0,1,1,0,1,4,1,17,17,3,4,20.291666666666664
bot_to_pod,0,245,20,-1,0,4.7123889803846897,22.5,6.5,18.5,11.5,4,5,6.4031242374328485,9,1,0,1,1,0,1,4,1,17,17,3,4,19.666666666666664
bot_to_pod,0,263,21,-1,0,0,22.5,6.5,8.5,13.5,14,7,15.652475842498529,21,1,0,1,1,0,1,4,1,29,29,3,4,27.041666666666668
bot_to_pod,0,263,21,-1,0,1.5707963267948966,22.5,6.5,8.5,13.5,14,7,15.652475842498529,21,1,0,1,1,0,1,4,1,29,29,3,4,27.666666666666668
bot_to_pod,0,263,21,-1,0,3.1415926535897931,22.5,6.5,8.5,13.5,14,7,15.652475842498529,21,1,0,1,1,0,1,4,1,29,29,3,4,28.291666666666668
bot_to_pod,0,263,21,-1,0,4.7123889803846897,22.5,6.5,8.5,13.5,14,7,15.652475842498529,21,1,0,1,1,0,1,4,1,29,29,3,4,27.666666666666668
bot_to_pod,0,284,22,-1,0,0,22.5,6.5,15.5,14.5,7,8,10.63014581273465,15,1,0,1,1,0,1,4,1,23,23,3,4,23.041666666666664
bot_to_pod,0,284,22,-1,0,1.5707963267948966,22.5,6.5,15.5,14.5,7,8,10.63014581273465,15,1,0,1,1,0,1,4,1,23,23,3,4,23.666666666666664
bot_to_pod,0,284,22,-1,0,3.1415926535897931,22.5,6.5,15.5,14.5,7,8,10.63014581273465,15,1,0,1,1,0,1,4,1,23,23,3,4,24.291666666666664
bot_to_pod,0,284,22,-1,0,4.7123889803846897,22.5,6.5,15.5,14.5,7,8,10.63014581273465,15,1,0,1,1,0,1,4,1,23,23,3,4,23.666666666666664
bot_to_pod,0,97,23,-1,0,0,22.5,6.5,10.5,1.5,12,5,13,17,1,0,1,1,0,1,4,1,19,19,3,4,20.370093791412859
bot_to_pod,0,97,23,-1,0,1.5707963267948966,22.5,6.5,10.5,1.5,12,5,13,17,1,0,1,1,0,1,4,1,19,19,3,4,20.995093791412859
bot_to_pod,0,97,23,-1,0,3.1415926535897931,22.5,6.5,10.5,1.5,12,5,13,17,1,0,1,1,0,1,4,1,19,19,3,4,21.620093791412859
bot_to_pod,0,97,23,-1,0,4.7123889803846897,22.5,6.5,10.5,1.5,12,5,13,17,1,0,1,1,0,1,4,1,19,19,3,4,20.995093791412859
bot_to_pod,0,228,24,-1,0,0,22.5,6.5,15.5,10.5,7,4,8.0622577482985491,11,1,0,1,1,0,1,4,1,19,19,3,4,20.375
bot_to_pod,0,228,24,-1,0,1.5707963267948966,22.5,6.5,15.5,10.5,7,4,8.0622577482985491,11,1,0,1,1,0,1,4,1,19,19,3,4,21
bot_to_pod,0,228,24,-1,0,3.1415926535897931,22.5,6.5,15.5,10.5,7,4,8.0622577482985491,11,1,0,1,1,0,1,4,1,19,19,3,4,21.625
bot_to_pod,0,228,24,-1,0,4.7123889803846897,22.5,6.5,15.5,10.5,7,4,8.0622577482985491,11,1,0,1,1,0,1,4,1,19,19,3,4,21
bot_to_pod,0,188,25,-1,0,0,22.5,6.5,17.5,7.5,5,1,5.0990195135927845,6,1,0,1,1,0,1,4,1,14,14,3,4,17.041666666666668
bot_to_pod,0,188,25,-1,0,1.5707963267948966,22.5,6.5,17.5,7.5,5,1,5.0990195135927845,6,1,0,1,1,0,1,4,1,14,14,3,4,17.666666666666668
bot_to_pod,0,188,25,-1,0,3.1415926535897931,22.5,6.5,17.5,7.5,5,1,5.0990195135927845,6,1,0,1,1,0,1,4,1,14,14,3,4,18.291666666666668
bot_to_pod,0,188,25,-1,0,4.7123889803846897,22.5,6.5,17.5,7.5,5,1,5.0990195135927845,6,1,0,1,1,0,1,4,1,14,14,3,4,17.666666666666668
bot_to_pod,0,274,26,-1,0,0,22.5,6.5,5.5,14.5,17,8,18.788294228055936,25,1,0,1,1,0,1,4,1,33,33,3,4,29.708333333333332
bot_to_pod,0,274,26,-1,0,1.5707963267948966,22.5,6.5,5.5,14.5,17,8,18.788294228055936,25,1,0,1,1,0,1,4,1,33,33,3,4,30.333333333333332
bot_to_pod,0,274,26,-1,0,3.1415926535897931,22.5,6.5,5.5,14.5,17,8,18.788294228055936,25,1,0,1,1,0,1,4,1,33,33,3,4,30.958333333333332
bot_to_pod,0,274,26,-1,0,4.7123889803846897,22.5,6.5,5.5,14.5,17,8,18.788294228055936,25,1,0,1,1,0,1,4,1,33,33,3,4,30.333333333333332
bot_to_pod,0,223,27,-1,0,0,22.5,6.5,10.5,10.5,12,4,12.649110640673518,16,1,0,1,1,0,1,4,1,24,24,3,4,23.708333333333336
bot_to_pod,0,223,27,-1,0,1.5707963267948966,22.5,6.5,10.5,10.5,12,4,12.649110640673518,16,1,0,1,1,0,1,4,1,24,24,3,4,24.333333333333336
bot_to_pod,0,223,27,-1,0,3.1415926535897931,22.5,6.5,10.5,10.5,12,4,12.649110640673518,16,1,0,1,1,0,1,4,1,24,24,3,4,24.958333333333336
bot_to_pod,0,223,27,-1,0,4.7123889803846897,22.5,6.5,10.5,10.5,12,4,12.649110640673518,16,1,0,1,1,0,1,4,1,24,24,3,4,24.333333333333336
bot_to_pod,0,190,28,-1,0,0,22.5,6.5,5.5,8.5,17,2,17.11724276862369,19,1,0,1,1,0,1,4,1,27,27,3,4,25.708333333333332
bot_to_pod,0,190,28,-1,0,1.5707963267948966,22.5,6.5,5.5,8.5,17,2,17.11724276862369,19,1,0,1,1,0,1,4,1,27,27,3,4,26.333333333333332
bot_to_pod,0,190,28,-1,0,3.1415926535897931,22.5,6.5,5.5,8.5,17,2,17.11724276862369,19,1,0,1,1,0,1,4,1,27,27,3,4,26.958333333333332
bot_to_pod,0,190,28,-1,0,4.7123889803846897,22.5,6.5,5.5,8.5,17,2,17.11724276862369,19,1,0,1,1,0,1,4,1,27,27,3,4,26.333333333333332
bot_to_pod,0,103,29,-1,0,0,22.5,6.5,16.5,1.5,6,5,7.810249675906654,11,1,0,1,1,0,1,4,1,13,13,3,4,16.370093791412856
bot_to_pod,0,103,29,-1,0,1.5707963267948966,22.5,6.5,16.5,1.5,6,5,7.810249675906654,11,1,0,1,1,0,1,4,1,13,13,3,4,16.995093791412856
bot_to_pod,0,103,29,-1,0,3.1415926535897931,22.5,6.5,16.5,1.5,6,5,7.810249675906654,11,1,0,1,1,0,1,4,1,13,13,3,4,17.620093791412856
bot_to_pod,0,103,29,-1,0,4.7123889803846897,22.5,6.5,16.5,1.5,6,5,7.810249675906654,11,1,0,1,1,0,1,4,1,13,13,3,4,16.995093791412856
bot_to_pod,0,114,30,-1,0,0,22.5,6.5,13.5,2.5,9,4,9.8488578017961039,13,1,0,1,1,0,1,4,1,15,15,3,4,17.541666666666668
bot_to_pod,0,114,30,-1,0,1.5707963267948966,22.5,6.5,13.5,2.5,9,4,9.8488578017961039,13,1,0,1,1,0,1,4,1,15,15,3,4,18.166666666666668
bot_to_pod,0,114,30,-1,0,3.1415926535897931,22.5,6.5,13.5,2.5,9,4,9.8488578017961039,13,1,0,1,1,0,1,4,1,15,15,3,4,18.791666666666668
bot_to_pod,0,114,30,-1,0,4.7123889803846897,22.5,6.5,13.5,2.5,9,4,9.8488578017961039,13,1,0,1,1,0,1,4,1,15,15,3,4,18.166666666666668
bot_to_pod,0,176,31,-1,0,0,22.5,6.5,5.5,7.5,17,1,17.029386365926403,18,1,0,1,1,0,1,4,1,26,26,3,4,25.041666666666668
bot_to_pod,0,176,31,-1,0,1.5707963267948966,22.5,6.5,5.5,7.5,17,1,17.029386365926403,18,1,0,1,1,0,1,4,1,26,26,3,4,25.666666666666668
bot_to_pod,0,176,31,-1,0,3.1415926535897931,22.5,6.5,5.5,7.5,17,1,17.029386365926403,18,1,0,1,1,0,1,4,1,26,26,3,4,26.291666666666668
bot_to_pod,0,176,31,-1,0,4.7123889803846897,22.5,6.5,5.5,7.5,17,1,17.029386365926403,18,1,0,1,1,0,1,4,1,26,26,3,4,25.666666666666668
bot_to_pod,0,144,32,-1,0,0,22.5,6.5,15.5,4.5,7,2,7.2801098892805181,9,1,0,1,1,0,1,4,1,13,13,3,4,16.208333333333336
bot_to_pod,0,144,32,-1,0,1.5707963267948966,22.5,6.5,15.5,4.5,7,2,7.2801098892805181,9,1,0,1,1,0,1,4,1,13,13,3,4,16.833333333333336
bot_to_pod,0,144,32,-1,0,3.1415926535897931,22.5,6.5,15.5,4.5,7,2,7.2801098892805181,9,1,0,1,1,0,1,4,1,13,13,3,4,17.458333333333336
bot_to_pod,0,144,32,-1,0,4.7123889803846897,22.5,6.5,15.5,4.5,7,2,7.2801098892805181,9,1,0,1,1,0,1,4,1,13,13,3,4,16.833333333333336
bot_to_pod,0,282,33,-1,0,0,22.5,6.5,13.5,14.5,9,8,12.041594578792296,17,1,0,1,1,0,1,4,1,25,25,3,4,24.375
bot_to_pod,0,282,33,-1,0,1.5707963267948966,22.5,6.5,13.5,14.5,9,8,12.041594578792296,17,1,0,1,1,0,1,4,1,25,25,3,4,25
bot_to_pod,0,282,33,-1,0,3.1415926535897931,22.5,6.5,13.5,14.5,9,8,12.041594578792296,17,1,0,1,1,0,1,4,1,25,25,3,4,25.625
bot_to_pod,0,282,33,-1,0,4.7123889803846897,22.5,6.5,13.5,14.5,9,8,12.041594578792296,17,1,0,1,1,0,1,4,1,25,25,3,4,25
bot_to_pod,0,218,34,-1,0,0,22.5,6.5,5.5,10.5,17,4,17.464249196572979,21,1,0,1,1,0,1,4,1,29,29,3,4,27.041666666666664
bot_to_pod,0,218,34,-1,0,1.5707963267948966,22.5,6.5,5.5,10.5,17,4,17.464249196572979,21,1,0,1,1,0,1,4,1,29,29,3,4,27.666666666666664
bot_to_pod,0,218,34,-1,0,3.1415926535897931,22.5,6.5,5.5,10.5,17,4,17.464249196572979,21,1,0,1,1,0,1,4,1,29,29,3,4,28.291666666666664
bot_to_pod,0,218,34,-1,0,4.7123889803846897,22.5,6.5,5.5,10.5,17,4,17.464249196572979,21,1,0,1,1,0,1,4,1,29,29,3,4,27.666666666666664
bot_to_pod,0,234,35,-1,0,0,22.5,6.5,7.5,11.5,15,5,15.811388300841896,20,1,0,1,1,0,1,4,1,28,28,3,4,26.375
bot_to_pod,0,234,35,-1,0,1.5707963267948966,22.5,6.5,7.5,11.5,15,5,15.811388300841896,20,1,0,1,1,0,1,4,1,28,28,3,4,27
bot_to_pod,0,234,35,-1,0,3.1415926535897931,22.5,6.5,7.5,11.5,15,5,15.811388300841896,20,1,0,1,1,0,1,4,1,28,28,3,4,27.625
bot_to_pod,0,234,35,-1,0,4.7123889803846897,22.5,6.5,7.5,11.5,15,5,15.811388300841896,20,1,0,1,1,0,1,4,1,28,28,3,4,27
bot_to_pod,0,94,36,-1,0,0,22.5,6.5,7.5,1.5,15,5,15.811388300841896,20,1,0,1,1,0,1,4,1,22,22,3,4,22.370093791412856
bot_to_pod,0,94,36,-1,0,1.5707963267948966,22.5,6.5,7.5,1.5,15,5,15.811388300841896,20,1,0,1,1,0,1,4,1,22,22,3,4,22.995093791412856
bot_to_pod,0,94,36,-1,0,3.1415926535897931,22.5,6.5,7.5,1.5,15,5,15.811388300841896,20,1,0,1,1,0,1,4,1,22,22,3,4,23.620093791412856
bot_to_pod,0,94,36,-1,0,4.7123889803846897,22.5,6.5,7.5,1.5,15,5,15.811388300841896,20,1,0,1,1,0,1,4,1,22,22,3,4,22.995093791412856
bot_to_pod,0,154,37,-1,0,0,22.5,6.5,11.5,5.5,11,1,11.045361017187261,12,1,0,1,1,0,1,4,1,18,18,3,4,19.703427124746192
bot_to_pod,0,154,37,-1,0,1.5707963267948966,22.5,6.5,11.5,5.5,11,1,11.045361017187261,12,1,0,1,1,0,1,4,1,18,18,3,4,20.328427124746192
bot_to_pod,0,154,37,-1,0,3.1415926535897931,22.5,6.5,11.5,5.5,11,1,11.045361017187261,12,1,0,1,1,0,1,4,1,18,18,3,4,20.953427124746192
bot_to_pod,0,154,37,-1,0,4.7123889803846897,22.5,6.5,11.5,5.5,11,1,11.045361017187261,12,1,0,1,1,0,1,4,1,18,18,3,4,20.328427124746192
bot_to_pod,0,150,38,-1,0,0,22.5,6.5,7.5,5.5,15,1,15.033296378372908,16,1,0,1,1,0,1,4,1,22,22,3,4,22.370093791412856
bot_to_pod,0,150,38,-1,0,1.5707963267948966,22.5,6.5,7.5,5.5,15,1,15.033296378372908,16,1,0,1,1,0,1,4,1,22,22,3,4,22.995093791412856
bot_to_pod,0,150,38,-1,0,3.1415926535897931,22.5,6.5,7.5,5.5,15,1,15.033296378372908,16,1,0,1,1,0,1,4,1,22,22,3,4,23.620093791412856
bot_to_pod,0,150,38,-1,0,4.7123889803846897,22.5,6.5,7.5,5.5,15,1,15.033296378372908,16,1,0,1,1,0,1,4,1,22,22,3,4,22.995093791412856
bot_to_pod,0,277,39,-1,0,0,22.5,6.5,8.5,14.5,14,8,16.124515496597098,22,1,0,1,1,0,1,4,1,30,30,3,4,27.708333333333332
