kind,visit_id,leg_index,source_scope,bot_id,station_queue_wp_id,from_id,to_id,pod_id,station_id,loaded,orientation_bucket,from_x,from_y,to_x,to_y,abs_dx,abs_dy,euclid,manhattan,same_tier,from_storage,to_storage,from_queue,to_queue,from_degree,to_degree,path_found,path_hops,path_distance,path_turns,path_segments,eta_sec
pod_to_station_queue,254,2,initial_bots,1,16,223,16,27,0,1,-1,10.5,10.5,1.5,3.5,9,7,11.401754250991379,16,1,1,0,0,1,4,1,1,16,16,3,4,18.208333333333336
bot_to_pod,255,1,initial_bots,1,24,70,223,27,1,0,0,4.5,11.5,10.5,10.5,6,1,6.0827625302982193,7,1,0,1,0,0,3,4,1,7,7,1,2,8.75
pod_to_station_queue,255,2,initial_bots,1,24,223,24,27,1,1,-1,10.5,10.5,1.5,9.5,9,1,9.0553851381374173,10,1,1,0,0,1,4,1,1,10,10,1,2,10.125
bot_to_pod,256,1,initial_bots,1,16,70,190,28,0,0,0,4.5,11.5,5.5,8.5,1,3,3.1622776601683795,4,1,0,1,0,0,3,4,1,4,4,1,2,6.75
pod_to_station_queue,256,2,initial_bots,1,16,190,16,28,0,1,-1,5.5,8.5,1.5,3.5,4,5,6.4031242374328485,9,1,1,0,0,1,4,1,1,9,9,2,3,11.583333333333332
bot_to_pod,257,1,initial_bots,1,24,70,190,28,1,0,0,4.5,11.5,5.5,8.5,1,3,3.1622776601683795,4,1,0,1,0,0,3,4,1,4,4,1,2,6.75
pod_to_station_queue,257,2,initial_bots,1,24,190,24,28,1,1,-1,5.5,8.5,1.5,9.5,4,1,4.1231056256176606,5,1,1,0,0,1,4,1,1,5,5,1,2,6.791666666666667
bot_to_pod,258,1,initial_bots,1,16,70,103,29,0,0,0,4.5,11.5,16.5,1.5,12,10,15.620499351813308,22,1,0,1,0,0,3,4,1,22,22,1,2,18.916666666666668
pod_to_station_queue,258,2,initial_bots,1,16,103,16,29,0,1,-1,16.5,1.5,1.5,3.5,15,2,15.132745950421556,17,1,1,0,0,1,4,1,1,25,25,3,4,24.375
bot_to_pod,259,1,initial_bots,1,24,70,103,29,1,0,0,4.5,11.5,16.5,1.5,12,10,15.620499351813308,22,1,0,1,0,0,3,4,1,22,22,1,2,18.916666666666668
pod_to_station_queue,259,2,initial_bots,1,24,103,24,29,1,1,-1,16.5,1.5,1.5,9.5,15,8,17,23,1,1,0,0,1,4,1,1,31,31,3,4,28.375
bot_to_pod,260,1,initial_bots,1,16,70,114,30,0,0,0,4.5,11.5,13.5,2.5,9,9,12.727922061357855,18,1,0,1,0,0,3,4,1,18,18,1,2,16.25
pod_to_station_queue,260,2,initial_bots,1,16,114,16,30,0,1,-1,13.5,2.5,1.5,3.5,12,1,12.041594578792296,13,1,1,0,0,1,4,1,1,13,13,1,2,12.125
bot_to_pod,261,1,initial_bots,1,24,70,114,30,1,0,0,4.5,11.5,13.5,2.5,9,9,12.727922061357855,18,1,0,1,0,0,3,4,1,18,18,1,2,16.25
pod_to_station_queue,261,2,initial_bots,1,24,114,24,30,1,1,-1,13.5,2.5,1.5,9.5,12,7,13.892443989449804,19,1,1,0,0,1,4,1,1,19,19,3,4,20.375
bot_to_pod,262,1,initial_bots,1,16,70,176,31,0,0,0,4.5,11.5,5.5,7.5,1,4,4.1231056256176606,5,1,0,1,0,0,3,4,1,5,5,1,2,7.416666666666667
pod_to_station_queue,262,2,initial_bots,1,16,176,16,31,0,1,-1,5.5,7.5,1.5,3.5,4,4,5.6568542494923806,8,1,1,0,0,1,4,1,1,8,8,2,3,10.916666666666668
bot_to_pod,263,1,initial_bots,1,24,70,176,31,1,0,0,4.5,11.5,5.5,7.5,1,4,4.1231056256176606,5,1,0,1,0,0,3,4,1,5,5,1,2,7.416666666666667
pod_to_station_queue,263,2,initial_bots,1,24,176,24,31,1,1,-1,5.5,7.5,1.5,9.5,4,2,4.4721359549995796,6,1,1,0,0,1,4,1,1,6,6,2,3,9.7352813742385713
bot_to_pod,264,1,initial_bots,1,16,70,144,32,0,0,0,4.5,11.5,15.5,4.5,11,7,13.038404810405298,18,1,0,1,0,0,3,4,1,18,18,1,2,16.25
pod_to_station_queue,264,2,initial_bots,1,16,144,16,32,0,1,-1,15.5,4.5,1.5,3.5,14,1,14.035668847618199,15,1,1,0,0,1,4,1,1,15,15,1,2,13.458333333333332
bot_to_pod,265,1,initial_bots,1,24,70,144,32,1,0,0,4.5,11.5,15.5,4.5,11,7,13.038404810405298,18,1,0,1,0,0,3,4,1,18,18,1,2,16.25
pod_to_station_queue,265,2,initial_bots,1,24,144,24,32,1,1,-1,15.5,4.5,1.5,9.5,14,5,14.866068747318506,19,1,1,0,0,1,4,1,1,21,21,3,4,21.708333333333336
bot_to_pod,266,1,initial_bots,1,16,70,282,33,0,0,0,4.5,11.5,13.5,14.5,9,3,9.4868329805051381,12,1,0,1,0,0,3,4,1,12,12,1,2,11.625
pod_to_station_queue,266,2,initial_bots,1,16,282,16,33,0,1,-1,13.5,14.5,1.5,3.5,12,11,16.278820596099706,23,1,1,0,0,1,4,1,1,25,25,2,3,22.25
bot_to_pod,267,1,initial_bots,1,24,70,282,33,1,0,0,4.5,11.5,13.5,14.5,9,3,9.4868329805051381,12,1,0,1,0,0,3,4,1,12,12,1,2,11.625
pod_to_station_queue,267,2,initial_bots,1,24,282,24,33,1,1,-1,13.5,14.5,1.5,9.5,12,5,13,17,1,1,0,0,1,4,1,1,19,19,2,3,18.25
bot_to_pod,268,1,initial_bots,1,16,70,218,34,0,0,0,4.5,11.5,5.5,10.5,1,1,1.4142135623730951,2,1,0,1,0,0,3,4,1,2,2,1,2,5.25
pod_to_station_queue,268,2,initial_bots,1,16,218,16,34,0,1,-1,5.5,10.5,1.5,3.5,4,7,8.0622577482985491,11,1,1,0,0,1,4,1,1,11,11,2,3,12.916666666666666
bot_to_pod,269,1,initial_bots,1,24,70,218,34,1,0,0,4.5,11.5,5.5,10.5,1,1,1.4142135623730951,2,1,0,1,0,0,3,4,1,2,2,1,2,5.25
pod_to_station_queue,269,2,initial_bots,1,24,218,24,34,1,1,-1,5.5,10.5,1.5,9.5,4,1,4.1231056256176606,5,1,1,0,0,1,4,1,1,5,5,1,2,6.791666666666667
bot_to_pod,270,1,initial_bots,1,16,70,234,35,0,0,0,4.5,11.5,7.5,11.5,3,0,3,3,1,0,1,0,0,3,4,1,3,3,0,1,3.5
pod_to_station_queue,270,2,initial_bots,1,16,234,16,35,0,1,-1,7.5,11.5,1.5,3.5,6,8,10,14,1,1,0,0,1,4,1,1,26,26,5,6,29.120093791412856
bot_to_pod,271,1,initial_bots,1,24,70,234,35,1,0,0,4.5,11.5,7.5,11.5,3,0,3,3,1,0,1,0,0,3,4,1,3,3,0,1,3.5
pod_to_station_queue,271,2,initial_bots,1,24,234,24,35,1,1,-1,7.5,11.5,1.5,9.5,6,2,6.324555320336759,8,1,1,0,0,1,4,1,1,20,20,5,6,25.286760458079524
bot_to_pod,272,1,initial_bots,1,16,70,94,36,0,0,0,4.5,11.5,7.5,1.5,3,10,10.440306508910551,13,1,0,1,0,0,3,4,1,13,13,1,2,12.916666666666668
pod_to_station_queue,272,2,initial_bots,1,16,94,16,36,0,1,-1,7.5,1.5,1.5,3.5,6,2,6.324555320336759,8,1,1,0,0,1,4,1,1,14,14,3,4,17.036760458079524
bot_to_pod,273,1,initial_bots,1,24,70,94,36,1,0,0,4.5,11.5,7.5,1.5,3,10,10.440306508910551,13,1,0,1,0,0,3,4,1,13,13,1,2,12.916666666666668
pod_to_station_queue,273,2,initial_bots,1,24,94,24,36,1,1,-1,7.5,1.5,1.5,9.5,6,8,10,14,1,1,0,0,1,4,1,1,20,20,3,4,21.036760458079524
bot_to_pod,274,1,initial_bots,1,16,70,154,37,0,0,0,4.5,11.5,11.5,5.5,7,6,9.2195444572928871,13,1,0,1,0,0,3,4,1,13,13,1,2,12.916666666666666
pod_to_station_queue,274,2,initial_bots,1,16,154,16,37,0,1,-1,11.5,5.5,1.5,3.5,10,2,10.198039027185569,12,1,1,0,0,1,4,1,1,20,20,3,4,21.041666666666668
bot_to_pod,275,1,initial_bots,1,24,70,154,37,1,0,0,4.5,11.5,11.5,5.5,7,6,9.2195444572928871,13,1,0,1,0,0,3,4,1,13,13,1,2,12.916666666666666
pod_to_station_queue,275,2,initial_bots,1,24,154,24,37,1,1,-1,11.5,5.5,1.5,9.5,10,4,10.770329614269007,14,1,1,0,0,1,4,1,1,26,26,5,6,29.286760458079524
bot_to_pod,276,1,initial_bots,1,16,70,150,38,0,0,0,4.5,11.5,7.5,5.5,3,6,6.7082039324993694,9,1,0,1,0,0,3,4,1,9,9,1,2,10.25
pod_to_station_queue,276,2,initial_bots,1,16,150,16,38,0,1,-1,7.5,5.5,1.5,3.5,6,2,6.324555320336759,8,1,1,0,0,1,4,1,1,20,20,5,6,25.286760458079524
bot_to_pod,277,1,initial_bots,1,24,70,150,38,1,0,0,4.5,11.5,7.5,5.5,3,6,6.7082039324993694,9,1,0,1,0,0,3,4,1,9,9,1,2,10.25
pod_to_station_queue,277,2,initial_bots,1,24,150,24,38,1,1,-1,7.5,5.5,1.5,9.5,6,4,7.2111025509279782,10,1,1,0,0,1,4,1,1,14,14,3,4,17.036760458079524
bot_to_pod,278,1,initial_bots,1,16,70,277,39,0,0,0,4.5,11.5,8.5,14.5,4,3,5,7,1,0,1,0,0,3,4,1,7,7,1,2,8.2916666666666679
pod_to_station_queue,278,2,initial_bots,1,16,277,16,39,0,1,-1,8.5,14.5,1.5,3.5,7,11,13.038404810405298,18,1,1,0,0,1,4,1,1,20,20,3,4,20.875
bot_to_pod,279,1,initial_bots,1,24,70,277,39,1,0,0,4.5,11.5,8.5,14.5,4,3,5,7,1,0,1,0,0,3,4,1,7,7,1,2,8.2916666666666679
pod_to_station_queue,279,2,initial_bots,1,24,277,24,39,1,1,-1,8.5,14.5,1.5,9.5,7,5,8.6023252670426267,12,1,1,0,0,1,4,1,1,14,14,3,4,16.875
bot_to_pod,280,1,initial_bots,1,16,70,186,40,0,0,0,4.5,11.5,15.5,7.5,11,4,11.704699910719626,15,1,0,1,0,0,3,4,1,15,15,1,2,14.25
pod_to_station_queue,280,2,initial_bots,1,16,186,16,40,0,1,-1,15.5,7.5,1.5,3.5,14,4,14.560219778561036,18,1,1,0,0,1,4,1,1,18,18,2,3,17.583333333333336
bot_to_pod,281,1,initial_bots,1,24,70,186,40,1,0,0,4.5,11.5,15.5,7.5,11,4,11.704699910719626,15,1,0,1,0,0,3,4,1,15,15,1,2,14.25
pod_to_station_queue,281,2,initial_bots,1,24,186,24,40,1,1,-1,15.5,7.5,1.5,9.5,14,2,14.142135623730951,16,1,1,0,0,1,4,1,1,24,24,4,5,25.828427124746192
bot_to_pod,282,1,initial_bots,1,16,70,230,41,0,0,0,4.5,11.5,17.5,10.5,13,1,13.038404810405298,14,1,0,1,0,0,3,4,1,14,14,1,2,13.416666666666668
pod_to_station_queue,282,2,initial_bots,1,16,230,16,41,0,1,-1,17.5,10.5,1.5,3.5,16,7,17.464249196572979,23,1,1,0,0,1,4,1,1,23,23,3,4,23.041666666666668
bot_to_pod,283,1,initial_bots,1,24,70,230,41,1,0,0,4.5,11.5,17.5,10.5,13,1,13.038404810405298,14,1,0,1,0,0,3,4,1,14,14,1,2,13.416666666666668
pod_to_station_queue,283,2,initial_bots,1,24,230,24,41,1,1,-1,17.5,10.5,1.5,9.5,16,1,16.031219541881399,17,1,1,0,0,1,4,1,1,17,17,1,2,14.791666666666666
bot_to_pod,284,1,initial_bots,1,16,70,107,42,0,0,0,4.5,11.5,6.5,2.5,2,9,9.2195444572928871,11,1,0,1,0,0,3,4,1,11,11,1,2,11.57842712474619
pod_to_station_queue,284,2,initial_bots,1,16,107,16,42,0,1,-1,6.5,2.5,1.5,3.5,5,1,5.0990195135927845,6,1,1,0,0,1,4,1,1,6,6,1,2,7.458333333333333
bot_to_pod,285,1,initial_bots,1,24,70,107,42,1,0,0,4.5,11.5,6.5,2.5,2,9,9.2195444572928871,11,1,0,1,0,0,3,4,1,11,11,1,2,11.57842712474619
pod_to_station_queue,285,2,initial_bots,1,24,107,24,42,1,1,-1,6.5,2.5,1.5,9.5,5,7,8.6023252670426267,12,1,1,0,0,1,4,1,1,12,12,3,4,15.70342712474619
bot_to_pod,286,1,initial_bots,1,16,70,139,43,0,0,0,4.5,11.5,10.5,4.5,6,7,9.2195444572928871,13,1,0,1,0,0,3,4,1,13,13,1,2,12.916666666666666
pod_to_station_queue,286,2,initial_bots,1,16,139,16,43,0,1,-1,10.5,4.5,1.5,3.5,9,1,9.0553851381374173,10,1,1,0,0,1,4,1,1,10,10,1,2,10.125
bot_to_pod,287,1,initial_bots,1,24,70,139,43,1,0,0,4.5,11.5,10.5,4.5,6,7,9.2195444572928871,13,1,0,1,0,0,3,4,1,13,13,1,2,12.916666666666666
pod_to_station_queue,287,2,initial_bots,1,24,139,24,43,1,1,-1,10.5,4.5,1.5,9.5,9,5,10.295630140987001,14,1,1,0,0,1,4,1,1,14,14,2,3,14.916666666666666
bot_to_pod,288,1,initial_bots,1,16,70,270,44,0,0,0,4.5,11.5,15.5,13.5,11,2,11.180339887498949,13,1,0,1,0,0,3,4,1,13,13,1,2,12.286760458079522
pod_to_station_queue,288,2,initial_bots,1,16,270,16,44,0,1,-1,15.5,13.5,1.5,3.5,14,10,17.204650534085253,24,1,1,0,0,1,4,1,1,24,24,2,3,21.583333333333336
bot_to_pod,289,1,initial_bots,1,24,70,270,44,1,0,0,4.5,11.5,15.5,13.5,11,2,11.180339887498949,13,1,0,1,0,0,3,4,1,13,13,1,2,12.286760458079522
pod_to_station_queue,289,2,initial_bots,1,24,270,24,44,1,1,-1,15.5,13.5,1.5,9.5,14,4,14.560219778561036,18,1,1,0,0,1,4,1,1,18,18,2,3,17.583333333333336
bot_to_pod,290,1,initial_bots,1,16,70,239,45,0,0,0,4.5,11.5,12.5,11.5,8,0,8,8,1,0,1,0,0,3,4,1,8,8,0,1,6.8333333333333339
pod_to_station_queue,290,2,initial_bots,1,16,239,16,45,0,1,-1,12.5,11.5,1.5,3.5,11,8,13.601470508735444,19,1,1,0,0,1,4,1,1,25,25,3,4,24.370093791412856
bot_to_pod,291,1,initial_bots,1,24,70,239,45,1,0,0,4.5,11.5,12.5,11.5,8,0,8,8,1,0,1,0,0,3,4,1,8,8,0,1,6.8333333333333339
pod_to_station_queue,291,2,initial_bots,1,24,239,24,45,1,1,-1,12.5,11.5,1.5,9.5,11,2,11.180339887498949,13,1,1,0,0,1,4,1,1,19,19,3,4,20.370093791412856
bot_to_pod,292,1,initial_bots,1,16,70,148,46,0,0,0,4.5,11.5,5.5,5.5,1,6,6.0827625302982193,7,1,0,1,0,0,3,4,1,7,7,1,2,8.75
pod_to_station_queue,292,2,initial_bots,1,16,148,16,46,0,1,-1,5.5,5.5,1.5,3.5,4,2,4.4721359549995796,6,1,1,0,0,1,4,1,1,6,6,2,3,9.5784271247461898
bot_to_pod,293,1,initial_bots,1,24,70,148,46,1,0,0,4.5,11.5,5.5,5.5,1,6,6.0827625302982193,7,1,0,1,0,0,3,4,1,7,7,1,2,8.75
pod_to_station_queue,293,2,initial_bots,1,24,148,24,46,1,1,-1,5.5,5.5,1.5,9.5,4,4,5.6568542494923806,8,1,1,0,0,1,4,1,1,8,8,2,3,11.073520916159048
bot_to_pod,294,1,initial_bots,1,16,70,177,47,0,0,0,4.5,11.5,6.5,7.5,2,4,4.4721359549995796,6,1,0,1,0,0,3,4,1,6,6,1,2,8.2450937914128577
pod_to_station_queue,294,2,initial_bots,1,16,177,16,47,0,1,-1,6.5,7.5,1.5,3.5,5,4,6.4031242374328485,9,1,1,0,0,1,4,1,1,21,21,5,6,25.958333333333332
bot_to_pod,295,1,initial_bots,1,24,70,177,47,1,0,0,4.5,11.5,6.5,7.5,2,4,4.4721359549995796,6,1,0,1,0,0,3,4,1,6,6,1,2,8.2450937914128577
pod_to_station_queue,295,2,initial_bots,1,24,177,24,47,1,1,-1,6.5,7.5,1.5,9.5,5,2,5.3851648071345037,7,1,1,0,0,1,4,1,1,15,15,3,4,17.708333333333336
bot_to_pod,296,1,initial_bots,1,16,70,109,48,0,0,0,4.5,11.5,8.5,2.5,4,9,9.8488578017961039,13,1,0,1,0,0,3,4,1,13,13,1,2,12.916666666666668
pod_to_station_queue,296,2,initial_bots,1,16,109,16,48,0,1,-1,8.5,2.5,1.5,3.5,7,1,7.0710678118654755,8,1,1,0,0,1,4,1,1,8,8,1,2,8.7916666666666661
bot_to_pod,297,1,initial_bots,1,24,70,109,48,1,0,0,4.5,11.5,8.5,2.5,4,9,9.8488578017961039,13,1,0,1,0,0,3,4,1,13,13,1,2,12.916666666666668
pod_to_station_queue,297,2,initial_bots,1,24,109,24,48,1,1,-1,8.5,2.5,1.5,9.5,7,7,9.8994949366116654,14,1,1,0,0,1,4,1,1,14,14,3,4,17.036760458079524
bot_to_pod,298,1,initial_bots,1,16,70,118,49,0,0,0,4.5,11.5,17.5,2.5,13,9,15.811388300841896,22,1,0,1,0,0,3,4,1,22,22,1,2,18.916666666666668
pod_to_station_queue,298,2,initial_bots,1,16,118,16,49,0,1,-1,17.5,2.5,1.5,3.5,16,1,16.031219541881399,17,1,1,0,0,1,4,1,1,17,17,1,2,14.791666666666666
bot_to_pod,299,1,initial_bots,1,24,70,118,49,1,0,0,4.5,11.5,17.5,2.5,13,9,15.811388300841896,22,1,0,1,0,0,3,4,1,22,22,1,2,18.916666666666668
pod_to_station_queue,299,2,initial_bots,1,24,118,24,49,1,1,-1,17.5,2.5,1.5,9.5,16,7,17.464249196572979,23,1,1,0,0,1,4,1,1,23,23,3,4,23.041666666666671
bot_to_pod,300,1,initial_bots,1,16,70,159,50,0,0,0,4.5,11.5,16.5,5.5,12,6,13.416407864998739,18,1,0,1,0,0,3,4,1,18,18,1,2,16.25
pod_to_station_queue,300,2,initial_bots,1,16,159,16,50,0,1,-1,16.5,5.5,1.5,3.5,15,2,15.132745950421556,17,1,1,0,0,1,4,1,1,27,27,3,4,25.708333333333336
bot_to_pod,301,1,initial_bots,1,24,70,159,50,1,0,0,4.5,11.5,16.5,5.5,12,6,13.416407864998739,18,1,0,1,0,0,3,4,1,18,18,1,2,16.25
pod_to_station_queue,301,2,initial_bots,1,24,159,24,50,1,1,-1,16.5,5.5,1.5,9.5,15,4,15.524174696260024,19,1,1,0,0,1,4,1,1,25,25,3,4,24.375
bot_to_pod,302,1,initial_bots,1,16,70,231,51,0,0,0,4.5,11.5,18.5,10.5,14,1,14.035668847618199,15,1,0,1,0,0,3,4,1,15,15,1,2,14.083333333333332
pod_to_station_queue,302,2,initial_bots,1,16,231,16,51,0,1,-1,18.5,10.5,1.5,3.5,17,7,18.384776310850235,24,1,1,0,0,1,4,1,1,24,24,3,4,23.708333333333332
bot_to_pod,303,1,initial_bots,1,24,70,231,51,1,0,0,4.5,11.5,18.5,10.5,14,1,14.035668847618199,15,1,0,1,0,0,3,4,1,15,15,1,2,14.083333333333332
pod_to_station_queue,303,2,initial_bots,1,24,231,24,51,1,1,-1,18.5,10.5,1.5,9.5,17,1,17.029386365926403,18,1,1,0,0,1,4,1,1,18,18,1,2,15.458333333333334
bot_to_pod,304,1,initial_bots,1,16,70,202,52,0,0,0,4.5,11.5,17.5,8.5,13,3,13.341664064126334,16,1,0,1,0,0,3,4,1,16,16,1,2,14.916666666666668
pod_to_station_queue,304,2,initial_bots,1,16,202,16,52,0,1,-1,17.5,8.5,1.5,3.5,16,5,16.763054614240211,21,1,1,0,0,1,4,1,1,23,23,3,4,23.041666666666668
bot_to_pod,305,1,initial_bots,1,24,70,202,52,1,0,0,4.5,11.5,17.5,8.5,13,3,13.341664064126334,16,1,0,1,0,0,3,4,1,16,16,1,2,14.916666666666668
pod_to_station_queue,305,2,initial_bots,1,24,202,24,52,1,1,-1,17.5,8.5,1.5,9.5,16,1,16.031219541881399,17,1,1,0,0,1,4,1,1,17,17,1,2,14.791666666666666
bot_to_pod,306,1,initial_bots,1,16,70,182,53,0,0,0,4.5,11.5,11.5,7.5,7,4,8.0622577482985491,11,1,0,1,0,0,3,4,1,11,11,1,2,11.583333333333332
pod_to_station_queue,306,2,initial_bots,1,16,182,16,53,0,1,-1,11.5,7.5,1.5,3.5,10,4,10.770329614269007,14,1,1,0,0,1,4,1,1,20,20,3,4,21.041666666666668
bot_to_pod,307,1,initial_bots,1,24,70,182,53,1,0,0,4.5,11.5,11.5,7.5,7,4,8.0622577482985491,11,1,0,1,0,0,3,4,1,11,11,1,2,11.583333333333332
pod_to_station_queue,307,2,initial_bots,1,24,182,24,53,1,1,-1,11.5,7.5,1.5,9.5,10,2,10.198039027185569,12,1,1,0,0,1,4,1,1,26,26,5,6,29.286760458079524
bot_to_pod,308,1,initial_bots,1,16,70,113,54,0,0,0,4.5,11.5,12.5,2.5,8,9,12.041594578792296,17,1,0,1,0,0,3,4,1,17,17,1,2,15.583333333333334
pod_to_station_queue,308,2,initial_bots,1,16,113,16,54,0,1,-1,12.5,2.5,1.5,3.5,11,1,11.045361017187261,12,1,1,0,0,1,4,1,1,12,12,1,2,11.458333333333332
bot_to_pod,309,1,initial_bots,1,24,70,113,54,1,0,0,4.5,11.5,12.5,2.5,8,9,12.041594578792296,17,1,0,1,0,0,3,4,1,17,17,1,2,15.583333333333334
pod_to_station_queue,309,2,initial_bots,1,24,113,24,54,1,1,-1,12.5,2.5,1.5,9.5,11,7,13.038404810405298,18,1,1,0,0,1,4,1,1,18,18,3,4,19.703427124746192
bot_to_pod,310,1,initial_bots,1,16,70,268,55,0,0,0,4.5,11.5,13.5,13.5,9,2,9.2195444572928871,11,1,0,1,0,0,3,4,1,11,11,1,2,10.95342712474619
pod_to_station_queue,310,2,initial_bots,1,16,268,16,55,0,1,-1,13.5,13.5,1.5,3.5,12,10,15.620499351813308,22,1,1,0,0,1,4,1,1,24,24,2,3,21.583333333333336
bot_to_pod,311,1,initial_bots,1,24,70,268,55,1,0,0,4.5,11.5,13.5,13.5,9,2,9.2195444572928871,11,1,0,1,0,0,3,4,1,11,11,1,2,10.95342712474619
pod_to_station_queue,311,2,initial_bots,1,24,268,24,55,1,1,-1,13.5,13.5,1.5,9.5,12,4,12.649110640673518,16,1,1,0,0,1,4,1,1,18,18,2,3,17.583333333333336
bot_to_pod,312,1,initial_bots,1,16,70,244,56,0,0,0,4.5,11.5,17.5,11.5,13,0,13,13,1,0,1,0,0,3,4,1,13,13,0,1,10.166666666666668
pod_to_station_queue,312,2,initial_bots,1,16,244,16,56,0,1,-1,17.5,11.5,1.5,3.5,16,8,17.888543819998318,24,1,1,0,0,1,4,1,1,32,32,3,4,29.041666666666664
bot_to_pod,313,1,initial_bots,1,24,70,244,56,1,0,0,4.5,11.5,17.5,11.5,13,0,13,13,1,0,1,0,0,3,4,1,13,13,0,1,10.166666666666668
pod_to_station_queue,313,2,initial_bots,1,24,244,24,56,1,1,-1,17.5,11.5,1.5,9.5,16,2,16.124515496597098,18,1,1,0,0,1,4,1,1,26,26,3,4,25.041666666666664
bot_to_pod,314,1,initial_bots,1,16,70,232,57,0,0,0,4.5,11.5,5.5,11.5,1,0,1,1,1,0,1,0,0,3,4,1,1,1,0,1,2
pod_to_station_queue,314,2,initial_bots,1,16,232,16,57,0,1,-1,5.5,11.5,1.5,3.5,4,8,8.9442719099991592,12,1,1,0,0,1,4,1,1,12,12,2,3,13.583333333333334
bot_to_pod,315,1,initial_bots,1,24,70,232,57,1,0,0,4.5,11.5,5.5,11.5,1,0,1,1,1,0,1,0,0,3,4,1,1,1,0,1,2
pod_to_station_queue,315,2,initial_bots,1,24,232,24,57,1,1,-1,5.5,11.5,1.5,9.5,4,2,4.4721359549995796,6,1,1,0,0,1,4,1,1,6,6,2,3,9.5784271247461898
bot_to_pod,316,1,initial_bots,1,16,70,265,58,0,0,0,4.5,11.5,10.5,13.5,6,2,6.324555320336759,8,1,0,1,0,0,3,4,1,8,8,1,2,8.9534271247461898
pod_to_station_queue,316,2,initial_bots,1,16,265,16,58,0,1,-1,10.5,13.5,1.5,3.5,9,10,13.45362404707371,19,1,1,0,0,1,4,1,1,23,23,4,5,25.161760458079524
bot_to_pod,317,1,initial_bots,1,24,70,265,58,1,0,0,4.5,11.5,10.5,13.5,6,2,6.324555320336759,8,1,0,1,0,0,3,4,1,8,8,1,2,8.9534271247461898
pod_to_station_queue,317,2,initial_bots,1,24,265,24,58,1,1,-1,10.5,13.5,1.5,9.5,9,4,9.8488578017961039,13,1,1,0,0,1,4,1,1,17,17,4,5,20.995093791412856
bot_to_pod,318,1,initial_bots,1,16,70,219,59,0,0,0,4.5,11.5,6.5,10.5,2,1,2.2360679774997898,3,1,0,1,0,0,3,4,1,3,3,1,2,6.0784271247461898
pod_to_station_queue,318,2,initial_bots,1,16,219,16,59,0,1,-1,6.5,10.5,1.5,3.5,5,7,8.6023252670426267,12,1,1,0,0,1,4,1,1,12,12,3,4,15.541666666666668
bot_to_pod,319,1,initial_bots,1,24,70,219,59,1,0,0,4.5,11.5,6.5,10.5,2,1,2.2360679774997898,3,1,0,1,0,0,3,4,1,3,3,1,2,6.0784271247461898
pod_to_station_queue,319,2,initial_bots,1,24,219,24,59,1,1,-1,6.5,10.5,1.5,9.5,5,1,5.0990195135927845,6,1,1,0,0,1,4,1,1,6,6,1,2,7.458333333333333
bot_to_pod,320,1,initial_bots,1,16,70,198,60,0,0,0,4.5,11.5,13.5,8.5,9,3,9.4868329805051381,12,1,0,1,0,0,3,4,1,12,12,1,2,12.25
pod_to_station_queue,320,2,initial_bots,1,16,198,16,60,0,1,-1,13.5,8.5,1.5,3.5,12,5,13,17,1,1,0,0,1,4,1,1,19,19,2,3,18.25
bot_to_pod,321,1,initial_bots,1,24,70,198,60,1,0,0,4.5,11.5,13.5,8.5,9,3,9.4868329805051381,12,1,0,1,0,0,3,4,1,12,12,1,2,12.25
pod_to_station_queue,321,2,initial_bots,1,24,198,24,60,1,1,-1,13.5,8.5,1.5,9.5,12,1,12.041594578792296,13,1,1,0,0,1,4,1,1,13,13,1,2,12.125
bot_to_pod,322,1,initial_bots,1,16,70,116,61,0,0,0,4.5,11.5,15.5,2.5,11,9,14.212670403551895,20,1,0,1,0,0,3,4,1,20,20,1,2,17.583333333333332
pod_to_station_queue,322,2,initial_bots,1,16,116,16,61,0,1,-1,15.5,2.5,1.5,3.5,14,1,14.035668847618199,15,1,1,0,0,1,4,1,1,15,15,1,2,13.458333333333332
bot_to_pod,323,1,initial_bots,1,24,70,116,61,1,0,0,4.5,11.5,15.5,2.5,11,9,14.212670403551895,20,1,0,1,0,0,3,4,1,20,20,1,2,17.583333333333332
pod_to_station_queue,323,2,initial_bots,1,24,116,24,61,1,1,-1,15.5,2.5,1.5,9.5,14,7,15.652475842498529,21,1,1,0,0,1,4,1,1,21,21,3,4,21.708333333333336
bot_to_pod,324,1,initial_bots,1,16,70,271,62,0,0,0,4.5,11.5,16.5,13.5,12,2,12.165525060596439,14,1,0,1,0,0,3,4,1,14,14,1,2,12.95342712474619
pod_to_station_queue,324,2,initial_bots,1,16,271,16,62,0,1,-1,16.5,13.5,1.5,3.5,15,10,18.027756377319946,25,1,1,0,0,1,4,1,1,33,33,3,4,29.708333333333336
bot_to_pod,325,1,initial_bots,1,24,70,271,62,1,0,0,4.5,11.5,16.5,13.5,12,2,12.165525060596439,14,1,0,1,0,0,3,4,1,14,14,1,2,12.95342712474619
pod_to_station_queue,325,2,initial_bots,1,24,271,24,62,1,1,-1,16.5,13.5,1.5,9.5,15,4,15.524174696260024,19,1,1,0,0,1,4,1,1,27,27,3,4,25.708333333333336
