kind,visit_id,leg_index,source_scope,bot_id,station_queue_wp_id,from_id,to_id,pod_id,station_id,loaded,orientation_bucket,from_x,from_y,to_x,to_y,abs_dx,abs_dy,euclid,manhattan,same_tier,from_storage,to_storage,from_queue,to_queue,from_degree,to_degree,path_found,path_hops,path_distance,path_turns,path_segments,eta_sec
pod_to_station_queue,1659,2,initial_bots,8,24,103,24,29,1,1,-1,16.5,1.5,1.5,9.5,15,8,17,23,1,1,0,0,1,4,1,1,31,31,3,4,28.375
bot_to_pod,1660,1,initial_bots,8,16,308,114,30,0,0,0,20.5,10.5,13.5,2.5,7,8,10.63014581273465,15,1,0,1,0,0,2,4,1,15,15,2,3,16.208333333333332
pod_to_station_queue,1660,2,initial_bots,8,16,114,16,30,0,1,-1,13.5,2.5,1.5,3.5,12,1,12.041594578792296,13,1,1,0,0,1,4,1,1,13,13,1,2,12.125
bot_to_pod,1661,1,initial_bots,8,24,308,114,30,1,0,0,20.5,10.5,13.5,2.5,7,8,10.63014581273465,15,1,0,1,0,0,2,4,1,15,15,2,3,16.208333333333332
pod_to_station_queue,1661,2,initial_bots,8,24,114,24,30,1,1,-1,13.5,2.5,1.5,9.5,12,7,13.892443989449804,19,1,1,0,0,1,4,1,1,19,19,3,4,20.375
bot_to_pod,1662,1,initial_bots,8,16,308,176,31,0,0,0,20.5,10.5,5.5,7.5,15,3,15.297058540778355,18,1,0,1,0,0,2,4,1,18,18,1,2,16.25
pod_to_station_queue,1662,2,initial_bots,8,16,176,16,31,0,1,-1,5.5,7.5,1.5,3.5,4,4,5.6568542494923806,8,1,1,0,0,1,4,1,1,8,8,2,3,10.916666666666668
bot_to_pod,1663,1,initial_bots,8,24,308,176,31,1,0,0,20.5,10.5,5.5,7.5,15,3,15.297058540778355,18,1,0,1,0,0,2,4,1,18,18,1,2,16.25
pod_to_station_queue,1663,2,initial_bots,8,24,176,24,31,1,1,-1,5.5,7.5,1.5,9.5,4,2,4.4721359549995796,6,1,1,0,0,1,4,1,1,6,6,2,3,9.7352813742385713
bot_to_pod,1664,1,initial_bots,8,16,308,144,32,0,0,0,20.5,10.5,15.5,4.5,5,6,7.810249675906654,11,1,0,1,0,0,2,4,1,11,11,2,3,13.541666666666666
pod_to_station_queue,1664,2,initial_bots,8,16,144,16,32,0,1,-1,15.5,4.5,1.5,3.5,14,1,14.035668847618199,15,1,1,0,0,1,4,1,1,15,15,1,2,13.458333333333332
bot_to_pod,1665,1,initial_bots,8,24,308,144,32,1,0,0,20.5,10.5,15.5,4.5,5,6,7.810249675906654,11,1,0,1,0,0,2,4,1,11,11,2,3,13.541666666666666
pod_to_station_queue,1665,2,initial_bots,8,24,144,24,32,1,1,-1,15.5,4.5,1.5,9.5,14,5,14.866068747318506,19,1,1,0,0,1,4,1,1,21,21,3,4,21.708333333333336
bot_to_pod,1666,1,initial_bots,8,16,308,282,33,0,0,0,20.5,10.5,13.5,14.5,7,4,8.0622577482985491,11,1,0,1,0,0,2,4,1,13,13,2,3,14.875
pod_to_station_queue,1666,2,initial_bots,8,16,282,16,33,0,1,-1,13.5,14.5,1.5,3.5,12,11,16.278820596099706,23,1,1,0,0,1,4,1,1,25,25,2,3,22.25
bot_to_pod,1667,1,initial_bots,8,24,308,282,33,1,0,0,20.5,10.5,13.5,14.5,7,4,8.0622577482985491,11,1,0,1,0,0,2,4,1,13,13,2,3,14.875
pod_to_station_queue,1667,2,initial_bots,8,24,282,24,33,1,1,-1,13.5,14.5,1.5,9.5,12,5,13,17,1,1,0,0,1,4,1,1,19,19,2,3,18.25
bot_to_pod,1668,1,initial_bots,8,16,308,218,34,0,0,0,20.5,10.5,5.5,10.5,15,0,15,15,1,0,1,0,0,2,4,1,17,17,2,3,17.375
pod_to_station_queue,1668,2,initial_bots,8,16,218,16,34,0,1,-1,5.5,10.5,1.5,3.5,4,7,8.0622577482985491,11,1,1,0,0,1,4,1,1,11,11,2,3,12.916666666666666
bot_to_pod,1669,1,initial_bots,8,24,308,218,34,1,0,0,20.5,10.5,5.5,10.5,15,0,15,15,1,0,1,0,0,2,4,1,17,17,2,3,17.375
pod_to_station_queue,1669,2,initial_bots,8,24,218,24,34,1,1,-1,5.5,10.5,1.5,9.5,4,1,4.1231056256176606,5,1,1,0,0,1,4,1,1,5,5,1,2,6.791666666666667
bot_to_pod,1670,1,initial_bots,8,16,308,234,35,0,0,0,20.5,10.5,7.5,11.5,13,1,13.038404810405298,14,1,0,1,0,0,2,4,1,16,16,2,3,16.083333333333332
pod_to_station_queue,1670,2,initial_bots,8,16,234,16,35,0,1,-1,7.5,11.5,1.5,3.5,6,8,10,14,1,1,0,0,1,4,1,1,26,26,5,6,29.120093791412856
bot_to_pod,1671,1,initial_bots,8,24,308,234,35,1,0,0,20.5,10.5,7.5,11.5,13,1,13.038404810405298,14,1,0,1,0,0,2,4,1,16,16,2,3,16.083333333333332
pod_to_station_queue,1671,2,initial_bots,8,24,234,24,35,1,1,-1,7.5,11.5,1.5,9.5,6,2,6.324555320336759,8,1,1,0,0,1,4,1,1,20,20,5,6,25.286760458079524
bot_to_pod,1672,1,initial_bots,8,16,308,94,36,0,0,0,20.5,10.5,7.5,1.5,13,9,15.811388300841896,22,1,0,1,0,0,2,4,1,22,22,1,2,18.916666666666668
pod_to_station_queue,1672,2,initial_bots,8,16,94,16,36,0,1,-1,7.5,1.5,1.5,3.5,6,2,6.324555320336759,8,1,1,0,0,1,4,1,1,14,14,3,4,17.036760458079524
bot_to_pod,1673,1,initial_bots,8,24,308,94,36,1,0,0,20.5,10.5,7.5,1.5,13,9,15.811388300841896,22,1,0,1,0,0,2,4,1,22,22,1,2,18.916666666666668
pod_to_station_queue,1673,2,initial_bots,8,24,94,24,36,1,1,-1,7.5,1.5,1.5,9.5,6,8,10,14,1,1,0,0,1,4,1,1,20,20,3,4,21.036760458079524
bot_to_pod,1674,1,initial_bots,8,16,308,154,37,0,0,0,20.5,10.5,11.5,5.5,9,5,10.295630140987001,14,1,0,1,0,0,2,4,1,14,14,1,2,13.583333333333332
pod_to_station_queue,1674,2,initial_bots,8,16,154,16,37,0,1,-1,11.5,5.5,1.5,3.5,10,2,10.198039027185569,12,1,1,0,0,1,4,1,1,20,20,3,4,21.041666666666668
bot_to_pod,1675,1,initial_bots,8,24,308,154,37,1,0,0,20.5,10.5,11.5,5.5,9,5,10.295630140987001,14,1,0,1,0,0,2,4,1,14,14,1,2,13.583333333333332
pod_to_station_queue,1675,2,initial_bots,8,24,154,24,37,1,1,-1,11.5,5.5,1.5,9.5,10,4,10.770329614269007,14,1,1,0,0,1,4,1,1,26,26,5,6,29.286760458079524
bot_to_pod,1676,1,initial_bots,8,16,308,150,38,0,0,0,20.5,10.5,7.5,5.5,13,5,13.928388277184119,18,1,0,1,0,0,2,4,1,18,18,1,2,16.25
pod_to_station_queue,1676,2,initial_bots,8,16,150,16,38,0,1,-1,7.5,5.5,1.5,3.5,6,2,6.324555320336759,8,1,1,0,0,1,4,1,1,20,20,5,6,25.286760458079524
bot_to_pod,1677,1,initial_bots,8,24,308,150,38,1,0,0,20.5,10.5,7.5,5.5,13,5,13.928388277184119,18,1,0,1,0,0,2,4,1,18,18,1,2,16.25
pod_to_station_queue,1677,2,initial_bots,8,24,150,24,38,1,1,-1,7.5,5.5,1.5,9.5,6,4,7.2111025509279782,10,1,1,0,0,1,4,1,1,14,14,3,4,17.036760458079524
bot_to_pod,1678,1,initial_bots,8,16,308,277,39,0,0,0,20.5,10.5,8.5,14.5,12,4,12.649110640673518,16,1,0,1,0,0,2,4,1,18,18,2,3,18.208333333333332
pod_to_station_queue,1678,2,initial_bots,8,16,277,16,39,0,1,-1,8.5,14.5,1.5,3.5,7,11,13.038404810405298,18,1,1,0,0,1,4,1,1,20,20,3,4,20.875
bot_to_pod,1679,1,initial_bots,8,24,308,277,39,1,0,0,20.5,10.5,8.5,14.5,12,4,12.649110640673518,16,1,0,1,0,0,2,4,1,18,18,2,3,18.208333333333332
pod_to_station_queue,1679,2,initial_bots,8,24,277,24,39,1,1,-1,8.5,14.5,1.5,9.5,7,5,8.6023252670426267,12,1,1,0,0,1,4,1,1,14,14,3,4,16.875
bot_to_pod,1680,1,initial_bots,8,16,308,186,40,0,0,0,20.5,10.5,15.5,7.5,5,3,5.8309518948453007,8,1,0,1,0,0,2,4,1,8,8,1,2,9.5833333333333321
pod_to_station_queue,1680,2,initial_bots,8,16,186,16,40,0,1,-1,15.5,7.5,1.5,3.5,14,4,14.560219778561036,18,1,1,0,0,1,4,1,1,18,18,2,3,17.583333333333336
bot_to_pod,1681,1,initial_bots,8,24,308,186,40,1,0,0,20.5,10.5,15.5,7.5,5,3,5.8309518948453007,8,1,0,1,0,0,2,4,1,8,8,1,2,9.5833333333333321
pod_to_station_queue,1681,2,initial_bots,8,24,186,24,40,1,1,-1,15.5,7.5,1.5,9.5,14,2,14.142135623730951,16,1,1,0,0,1,4,1,1,24,24,4,5,25.828427124746192
bot_to_pod,1682,1,initial_bots,8,16,308,230,41,0,0,0,20.5,10.5,17.5,10.5,3,0,3,3,1,0,1,0,0,2,4,1,5,5,2,3,9.375
pod_to_station_queue,1682,2,initial_bots,8,16,230,16,41,0,1,-1,17.5,10.5,1.5,3.5,16,7,17.464249196572979,23,1,1,0,0,1,4,1,1,23,23,3,4,23.041666666666668
bot_to_pod,1683,1,initial_bots,8,24,308,230,41,1,0,0,20.5,10.5,17.5,10.5,3,0,3,3,1,0,1,0,0,2,4,1,5,5,2,3,9.375
pod_to_station_queue,1683,2,initial_bots,8,24,230,24,41,1,1,-1,17.5,10.5,1.5,9.5,16,1,16.031219541881399,17,1,1,0,0,1,4,1,1,17,17,1,2,14.791666666666666
bot_to_pod,1684,1,initial_bots,8,16,308,107,42,0,0,0,20.5,10.5,6.5,2.5,14,8,16.124515496597098,22,1,0,1,0,0,2,4,1,22,22,2,3,20.875
pod_to_station_queue,1684,2,initial_bots,8,16,107,16,42,0,1,-1,6.5,2.5,1.5,3.5,5,1,5.0990195135927845,6,1,1,0,0,1,4,1,1,6,6,1,2,7.458333333333333
bot_to_pod,1685,1,initial_bots,8,24,308,107,42,1,0,0,20.5,10.5,6.5,2.5,14,8,16.124515496597098,22,1,0,1,0,0,2,4,1,22,22,2,3,20.875
pod_to_station_queue,1685,2,initial_bots,8,24,107,24,42,1,1,-1,6.5,2.5,1.5,9.5,5,7,8.6023252670426267,12,1,1,0,0,1,4,1,1,12,12,3,4,15.70342712474619
bot_to_pod,1686,1,initial_bots,8,16,308,139,43,0,0,0,20.5,10.5,10.5,4.5,10,6,11.661903789690601,16,1,0,1,0,0,2,4,1,16,16,2,3,16.875
pod_to_station_queue,1686,2,initial_bots,8,16,139,16,43,0,1,-1,10.5,4.5,1.5,3.5,9,1,9.0553851381374173,10,1,1,0,0,1,4,1,1,10,10,1,2,10.125
bot_to_pod,1687,1,initial_bots,8,24,308,139,43,1,0,0,20.5,10.5,10.5,4.5,10,6,11.661903789690601,16,1,0,1,0,0,2,4,1,16,16,2,3,16.875
pod_to_station_queue,1687,2,initial_bots,8,24,139,24,43,1,1,-1,10.5,4.5,1.5,9.5,9,5,10.295630140987001,14,1,1,0,0,1,4,1,1,14,14,2,3,14.916666666666666
bot_to_pod,1688,1,initial_bots,8,16,308,270,44,0,0,0,20.5,10.5,15.5,13.5,5,3,5.8309518948453007,8,1,0,1,0,0,2,4,1,10,10,2,3,12.25
pod_to_station_queue,1688,2,initial_bots,8,16,270,16,44,0,1,-1,15.5,13.5,1.5,3.5,14,10,17.204650534085253,24,1,1,0,0,1,4,1,1,24,24,2,3,21.583333333333336
bot_to_pod,1689,1,initial_bots,8,24,308,270,44,1,0,0,20.5,10.5,15.5,13.5,5,3,5.8309518948453007,8,1,0,1,0,0,2,4,1,10,10,2,3,12.25
pod_to_station_queue,1689,2,initial_bots,8,24,270,24,44,1,1,-1,15.5,13.5,1.5,9.5,14,4,14.560219778561036,18,1,1,0,0,1,4,1,1,18,18,2,3,17.583333333333336
bot_to_pod,1690,1,initial_bots,8,16,308,239,45,0,0,0,20.5,10.5,12.5,11.5,8,1,8.0622577482985491,9,1,0,1,0,0,2,4,1,11,11,2,3,12.75
pod_to_station_queue,1690,2,initial_bots,8,16,239,16,45,0,1,-1,12.5,11.5,1.5,3.5,11,8,13.601470508735444,19,1,1,0,0,1,4,1,1,25,25,3,4,24.370093791412856
bot_to_pod,1691,1,initial_bots,8,24,308,239,45,1,0,0,20.5,10.5,12.5,11.5,8,1,8.0622577482985491,9,1,0,1,0,0,2,4,1,11,11,2,3,12.75
pod_to_station_queue,1691,2,initial_bots,8,24,239,24,45,1,1,-1,12.5,11.5,1.5,9.5,11,2,11.180339887498949,13,1,1,0,0,1,4,1,1,19,19,3,4,20.370093791412856
bot_to_pod,1692,1,initial_bots,8,16,308,148,46,0,0,0,20.5,10.5,5.5,5.5,15,5,15.811388300841896,20,1,0,1,0,0,2,4,1,20,20,1,2,17.583333333333332
pod_to_station_queue,1692,2,initial_bots,8,16,148,16,46,0,1,-1,5.5,5.5,1.5,3.5,4,2,4.4721359549995796,6,1,1,0,0,1,4,1,1,6,6,2,3,9.5784271247461898
bot_to_pod,1693,1,initial_bots,8,24,308,148,46,1,0,0,20.5,10.5,5.5,5.5,15,5,15.811388300841896,20,1,0,1,0,0,2,4,1,20,20,1,2,17.583333333333332
pod_to_station_queue,1693,2,initial_bots,8,24,148,24,46,1,1,-1,5.5,5.5,1.5,9.5,4,4,5.6568542494923806,8,1,1,0,0,1,4,1,1,8,8,2,3,11.073520916159048
bot_to_pod,1694,1,initial_bots,8,16,308,177,47,0,0,0,20.5,10.5,6.5,7.5,14,3,14.317821063276353,17,1,0,1,0,0,2,4,1,17,17,1,2,15.583333333333332
pod_to_station_queue,1694,2,initial_bots,8,16,177,16,47,0,1,-1,6.5,7.5,1.5,3.5,5,4,6.4031242374328485,9,1,1,0,0,1,4,1,1,21,21,5,6,25.958333333333332
bot_to_pod,1695,1,initial_bots,8,24,308,177,47,1,0,0,20.5,10.5,6.5,7.5,14,3,14.317821063276353,17,1,0,1,0,0,2,4,1,17,17,1,2,15.583333333333332
pod_to_station_queue,1695,2,initial_bots,8,24,177,24,47,1,1,-1,6.5,7.5,1.5,9.5,5,2,5.3851648071345037,7,1,1,0,0,1,4,1,1,15,15,3,4,17.708333333333336
bot_to_pod,1696,1,initial_bots,8,16,308,109,48,0,0,0,20.5,10.5,8.5,2.5,12,8,14.422205101855956,20,1,0,1,0,0,2,4,1,20,20,2,3,19.541666666666664
pod_to_station_queue,1696,2,initial_bots,8,16,109,16,48,0,1,-1,8.5,2.5,1.5,3.5,7,1,7.0710678118654755,8,1,1,0,0,1,4,1,1,8,8,1,2,8.7916666666666661
bot_to_pod,1697,1,initial_bots,8,24,308,109,48,1,0,0,20.5,10.5,8.5,2.5,12,8,14.422205101855956,20,1,0,1,0,0,2,4,1,20,20,2,3,19.541666666666664
pod_to_station_queue,1697,2,initial_bots,8,24,109,24,48,1,1,-1,8.5,2.5,1.5,9.5,7,7,9.8994949366116654,14,1,1,0,0,1,4,1,1,14,14,3,4,17.036760458079524
bot_to_pod,1698,1,initial_bots,8,16,308,118,49,0,0,0,20.5,10.5,17.5,2.5,3,8,8.5440037453175304,11,1,0,1,0,0,2,4,1,11,11,2,3,13.541666666666666
pod_to_station_queue,1698,2,initial_bots,8,16,118,16,49,0,1,-1,17.5,2.5,1.5,3.5,16,1,16.031219541881399,17,1,1,0,0,1,4,1,1,17,17,1,2,14.791666666666666
bot_to_pod,1699,1,initial_bots,8,24,308,118,49,1,0,0,20.5,10.5,17.5,2.5,3,8,8.5440037453175304,11,1,0,1,0,0,2,4,1,11,11,2,3,13.541666666666666
pod_to_station_queue,1699,2,initial_bots,8,24,118,24,49,1,1,-1,17.5,2.5,1.5,9.5,16,7,17.464249196572979,23,1,1,0,0,1,4,1,1,23,23,3,4,23.041666666666671
bot_to_pod,1700,1,initial_bots,8,16,308,159,50,0,0,0,20.5,10.5,16.5,5.5,4,5,6.4031242374328485,9,1,0,1,0,0,2,4,1,9,9,1,2,10.25
pod_to_station_queue,1700,2,initial_bots,8,16,159,16,50,0,1,-1,16.5,5.5,1.5,3.5,15,2,15.132745950421556,17,1,1,0,0,1,4,1,1,27,27,3,4,25.708333333333336
bot_to_pod,1701,1,initial_bots,8,24,308,159,50,1,0,0,20.5,10.5,16.5,5.5,4,5,6.4031242374328485,9,1,0,1,0,0,2,4,1,9,9,1,2,10.25
pod_to_station_queue,1701,2,initial_bots,8,24,159,24,50,1,1,-1,16.5,5.5,1.5,9.5,15,4,15.524174696260024,19,1,1,0,0,1,4,1,1,25,25,3,4,24.375
bot_to_pod,1702,1,initial_bots,8,16,308,231,51,0,0,0,20.5,10.5,18.5,10.5,2,0,2,2,1,0,1,0,0,2,4,1,4,4,2,3,8.7034271247461898
pod_to_station_queue,1702,2,initial_bots,8,16,231,16,51,0,1,-1,18.5,10.5,1.5,3.5,17,7,18.384776310850235,24,1,1,0,0,1,4,1,1,24,24,3,4,23.708333333333332
bot_to_pod,1703,1,initial_bots,8,24,308,231,51,1,0,0,20.5,10.5,18.5,10.5,2,0,2,2,1,0,1,0,0,2,4,1,4,4,2,3,8.7034271247461898
pod_to_station_queue,1703,2,initial_bots,8,24,231,24,51,1,1,-1,18.5,10.5,1.5,9.5,17,1,17.029386365926403,18,1,1,0,0,1,4,1,1,18,18,1,2,15.458333333333334
bot_to_pod,1704,1,initial_bots,8,16,308,202,52,0,0,0,20.5,10.5,17.5,8.5,3,2,3.6055512754639891,5,1,0,1,0,0,2,4,1,5,5,2,3,9.375
pod_to_station_queue,1704,2,initial_bots,8,16,202,16,52,0,1,-1,17.5,8.5,1.5,3.5,16,5,16.763054614240211,21,1,1,0,0,1,4,1,1,23,23,3,4,23.041666666666668
bot_to_pod,1705,1,initial_bots,8,24,308,202,52,1,0,0,20.5,10.5,17.5,8.5,3,2,3.6055512754639891,5,1,0,1,0,0,2,4,1,5,5,2,3,9.375
pod_to_station_queue,1705,2,initial_bots,8,24,202,24,52,1,1,-1,17.5,8.5,1.5,9.5,16,1,16.031219541881399,17,1,1,0,0,1,4,1,1,17,17,1,2,14.791666666666666
bot_to_pod,1706,1,initial_bots,8,16,308,182,53,0,0,0,20.5,10.5,11.5,7.5,9,3,9.4868329805051381,12,1,0,1,0,0,2,4,1,12,12,1,2,12.25
pod_to_station_queue,1706,2,initial_bots,8,16,182,16,53,0,1,-1,11.5,7.5,1.5,3.5,10,4,10.770329614269007,14,1,1,0,0,1,4,1,1,20,20,3,4,21.041666666666668
bot_to_pod,1707,1,initial_bots,8,24,308,182,53,1,0,0,20.5,10.5,11.5,7.5,9,3,9.4868329805051381,12,1,0,1,0,0,2,4,1,12,12,1,2,12.25
pod_to_station_queue,1707,2,initial_bots,8,24,182,24,53,1,1,-1,11.5,7.5,1.5,9.5,10,2,10.198039027185569,12,1,1,0,0,1,4,1,1,26,26,5,6,29.286760458079524
bot_to_pod,1708,1,initial_bots,8,16,308,113,54,0,0,0,20.5,10.5,12.5,2.5,8,8,11.313708498984761,16,1,0,1,0,0,2,4,1,16,16,2,3,16.875
pod_to_station_queue,1708,2,initial_bots,8,16,113,16,54,0,1,-1,12.5,2.5,1.5,3.5,11,1,11.045361017187261,12,1,1,0,0,1,4,1,1,12,12,1,2,11.458333333333332
bot_to_pod,1709,1,initial_bots,8,24,308,113,54,1,0,0,20.5,10.5,12.5,2.5,8,8,11.313708498984761,16,1,0,1,0,0,2,4,1,16,16,2,3,16.875
pod_to_station_queue,1709,2,initial_bots,8,24,113,24,54,1,1,-1,12.5,2.5,1.5,9.5,11,7,13.038404810405298,18,1,1,0,0,1,4,1,1,18,18,3,4,19.703427124746192
bot_to_pod,1710,1,initial_bots,8,16,308,268,55,0,0,0,20.5,10.5,13.5,13.5,7,3,7.6157731058639087,10,1,0,1,0,0,2,4,1,12,12,2,3,13.583333333333334
pod_to_station_queue,1710,2,initial_bots,8,16,268,16,55,0,1,-1,13.5,13.5,1.5,3.5,12,10,15.620499351813308,22,1,1,0,0,1,4,1,1,24,24,2,3,21.583333333333336
bot_to_pod,1711,1,initial_bots,8,24,308,268,55,1,0,0,20.5,10.5,13.5,13.5,7,3,7.6157731058639087,10,1,0,1,0,0,2,4,1,12,12,2,3,13.583333333333334
pod_to_station_queue,1711,2,initial_bots,8,24,268,24,55,1,1,-1,13.5,13.5,1.5,9.5,12,4,12.649110640673518,16,1,1,0,0,1,4,1,1,18,18,2,3,17.583333333333336
bot_to_pod,1712,1,initial_bots,8,16,308,244,56,0,0,0,20.5,10.5,17.5,11.5,3,1,3.1622776601683795,4,1,0,1,0,0,2,4,1,6,6,2,3,10.20342712474619
pod_to_station_queue,1712,2,initial_bots,8,16,244,16,56,0,1,-1,17.5,11.5,1.5,3.5,16,8,17.888543819998318,24,1,1,0,0,1,4,1,1,32,32,3,4,29.041666666666664
bot_to_pod,1713,1,initial_bots,8,24,308,244,56,1,0,0,20.5,10.5,17.5,11.5,3,1,3.1622776601683795,4,1,0,1,0,0,2,4,1,6,6,2,3,10.20342712474619
pod_to_station_queue,1713,2,initial_bots,8,24,244,24,56,1,1,-1,17.5,11.5,1.5,9.5,16,2,16.124515496597098,18,1,1,0,0,1,4,1,1,26,26,3,4,25.041666666666664
bot_to_pod,1714,1,initial_bots,8,16,308,232,57,0,0,0,20.5,10.5,5.5,11.5,15,1,15.033296378372908,16,1,0,1,0,0,2,4,1,18,18,2,3,17.416666666666664
pod_to_station_queue,1714,2,initial_bots,8,16,232,16,57,0,1,-1,5.5,11.5,1.5,3.5,4,8,8.9442719099991592,12,1,1,0,0,1,4,1,1,12,12,2,3,13.583333333333334
bot_to_pod,1715,1,initial_bots,8,24,308,232,57,1,0,0,20.5,10.5,5.5,11.5,15,1,15.033296378372908,16,1,0,1,0,0,2,4,1,18,18,2,3,17.416666666666664
pod_to_station_queue,1715,2,initial_bots,8,24,232,24,57,1,1,-1,5.5,11.5,1.5,9.5,4,2,4.4721359549995796,6,1,1,0,0,1,4,1,1,6,6,2,3,9.5784271247461898
bot_to_pod,1716,1,initial_bots,8,16,308,265,58,0,0,0,20.5,10.5,10.5,13.5,10,3,10.440306508910551,13,1,0,1,0,0,2,4,1,15,15,2,3,15.583333333333332
pod_to_station_queue,1716,2,initial_bots,8,16,265,16,58,0,1,-1,10.5,13.5,1.5,3.5,9,10,13.45362404707371,19,1,1,0,0,1,4,1,1,23,23,4,5,25.161760458079524
bot_to_pod,1717,1,initial_bots,8,24,308,265,58,1,0,0,20.5,10.5,10.5,13.5,10,3,10.440306508910551,13,1,0,1,0,0,2,4,1,15,15,2,3,15.583333333333332
pod_to_station_queue,1717,2,initial_bots,8,24,265,24,58,1,1,-1,10.5,13.5,1.5,9.5,9,4,9.8488578017961039,13,1,1,0,0,1,4,1,1,17,17,4,5,20.995093791412856
bot_to_pod,1718,1,initial_bots,8,16,308,219,59,0,0,0,20.5,10.5,6.5,10.5,14,0,14,14,1,0,1,0,0,2,4,1,16,16,2,3,16.708333333333332
pod_to_station_queue,1718,2,initial_bots,8,16,219,16,59,0,1,-1,6.5,10.5,1.5,3.5,5,7,8.6023252670426267,12,1,1,0,0,1,4,1,1,12,12,3,4,15.541666666666668
bot_to_pod,1719,1,initial_bots,8,24,308,219,59,1,0,0,20.5,10.5,6.5,10.5,14,0,14,14,1,0,1,0,0,2,4,1,16,16,2,3,16.708333333333332
pod_to_station_queue,1719,2,initial_bots,8,24,219,24,59,1,1,-1,6.5,10.5,1.5,9.5,5,1,5.0990195135927845,6,1,1,0,0,1,4,1,1,6,6,1,2,7.458333333333333
bot_to_pod,1720,1,initial_bots,8,16,308,198,60,0,0,0,20.5,10.5,13.5,8.5,7,2,7.2801098892805181,9,1,0,1,0,0,2,4,1,9,9,2,3,12.041666666666666
pod_to_station_queue,1720,2,initial_bots,8,16,198,16,60,0,1,-1,13.5,8.5,1.5,3.5,12,5,13,17,1,1,0,0,1,4,1,1,19,19,2,3,18.25
bot_to_pod,1721,1,initial_bots,8,24,308,198,60,1,0,0,20.5,10.5,13.5,8.5,7,2,7.2801098892805181,9,1,0,1,0,0,2,4,1,9,9,2,3,12.041666666666666
pod_to_station_queue,1721,2,initial_bots,8,24,198,24,60,1,1,-1,13.5,8.5,1.5,9.5,12,1,12.041594578792296,13,1,1,0,0,1,4,1,1,13,13,1,2,12.125
bot_to_pod,1722,1,initial_bots,8,16,308,116,61,0,0,0,20.5,10.5,15.5,2.5,5,8,9.4339811320566032,13,1,0,1,0,0,2,4,1,13,13,2,3,14.875
pod_to_station_queue,1722,2,initial_bots,8,16,116,16,61,0,1,-1,15.5,2.5,1.5,3.5,14,1,14.035668847618199,15,1,1,0,0,1,4,1,1,15,15,1,2,13.458333333333332
bot_to_pod,1723,1,initial_bots,8,24,308,116,61,1,0,0,20.5,10.5,15.5,2.5,5,8,9.4339811320566032,13,1,0,1,0,0,2,4,1,13,13,2,3,14.875
pod_to_station_queue,1723,2,initial_bots,8,24,116,24,61,1,1,-1,15.5,2.5,1.5,9.5,14,7,15.652475842498529,21,1,1,0,0,1,4,1,1,21,21,3,4,21.708333333333336
bot_to_pod,1724,1,initial_bots,8,16,308,271,62,0,0,0,20.5,10.5,16.5,13.5,4,3,5,7,1,0,1,0,0,2,4,1,9,9,2,3,11.583333333333332
pod_to_station_queue,1724,2,initial_bots,8,16,271,16,62,0,1,-1,16.5,13.5,1.5,3.5,15,10,18.027756377319946,25,1,1,0,0,1,4,1,1,33,33,3,4,29.708333333333336
bot_to_pod,1725,1,initial_bots,8,24,308,271,62,1,0,0,20.5,10.5,16.5,13.5,4,3,5,7,1,0,1,0,0,2,4,1,9,9,2,3,11.583333333333332
pod_to_station_queue,1725,2,initial_bots,8,24,271,24,62,1,1,-1,16.5,13.5,1.5,9.5,15,4,15.524174696260024,19,1,1,0,0,1,4,1,1,27,27,3,4,25.708333333333336
bot_to_pod,1726,1,initial_bots,8,16,308,272,63,0,0,0,20.5,10.5,17.5,13.5,3,3,4.2426406871192848,6,1,0,1,0,0,2,4,1,8,8,2,3,10.916666666666668
pod_to_station_queue,1726,2,initial_bots,8,16,272,16,63,0,1,-1,17.5,13.5,1.5,3.5,16,10,18.867962264113206,26,1,1,0,0,1,4,1,1,32,32,3,4,29.041666666666664
bot_to_pod,1727,1,initial_bots,8,24,308,272,63,1,0,0,20.5,10.5,17.5,13.5,3,3,4.2426406871192848,6,1,0,1,0,0,2,4,1,8,8,2,3,10.916666666666668
pod_to_station_queue,1727,2,initial_bots,8,24,272,24,63,1,1,-1,17.5,13.5,1.5,9.5,16,4,16.492422502470642,20,1,1,0,0,1,4,1,1,26,26,3,4,25.041666666666664
bot_to_pod,1728,1,initial_bots,8,16,308,100,64,0,0,0,20.5,10.5,13.5,1.5,7,9,11.401754250991379,16,1,0,1,0,0,2,4,1,16,16,1,2,14.916666666666666
pod_to_station_queue,1728,2,initial_bots,8,16,100,16,64,0,1,-1,13.5,1.5,1.5,3.5,12,2,12.165525060596439,14,1,1,0,0,1,4,1,1,28,28,3,4,26.375
bot_to_pod,1729,1,initial_bots,8,24,308,100,64,1,0,0,20.5,10.5,13.5,1.5,7,9,11.401754250991379,16,1,0,1,0,0,2,4,1,16,16,1,2,14.916666666666666
pod_to_station_queue,1729,2,initial_bots,8,24,100,24,64,1,1,-1,13.5,1.5,1.5,9.5,12,8,14.422205101855956,20,1,1,0,0,1,4,1,1,34,34,3,4,30.375
bot_to_pod,1730,1,initial_bots,8,16,308,243,65,0,0,0,20.5,10.5,16.5,11.5,4,1,4.1231056256176606,5,1,0,1,0,0,2,4,1,7,7,2,3,10.870093791412858
