#TimeStamp;BacklogBundleCount;BacklogOrderCount;BundleThroughputAgeAvg;OrderThroughputAgeAvg;BundleTurnoverAgeAvg;OrderTurnoverAgeAvg;BundleFrequencyAvg;OrderFrequencyAvg
0;39;100;0;0;0;0;0;0.55
60;19;100;59.96;42.46;60;60;0.43;0.51
119.96;18;100;110.63;63.23;119.96;112.75;0.47;0.6
179.96;18;100;168.31;63.97;179.96;179.96;0.39;0.59
239.96;17;100;185.68;60.89;239.96;225.22;0.42;0.6
299.96;17;100;191.44;64.87;299.96;239.15;0.66;0.76
360;17;100;0;48.67;0;278.69;0;0.72
420;16;100;25.69;59.99;420;332.04;0.09;0.7
480;16;100;85.69;85.6;480;433.59;0.1;0.68
540;16;100;0;106.2;0;457.38;0;0.67
600;16;100;0;131.08;0;502.97;0;0.63
659.96;16;100;0;128.33;0;492.12;0;0.59
719.96;16;100;0;77.15;0;486.48;0;0.66
779.96;16;100;0;46.05;0;473.71;0;0.65
839.96;15;100;24.18;56.76;839.96;458.21;0.43;0.67
899.96;15;100;0;47.4;0;433.45;0;0.53
959.96;15;100;0;66.48;0;689.2;0;0.44
1019.96;15;100;0;60.5;0;705.72;0;0.53
1079.96;15;100;0;85.44;0;688.27;0;0.59
1139.96;15;100;0;81.14;0;573.63;0;0.56
1199.96;15;100;0;66.83;0;608.94;0;0.55
1259.96;0;100;59.91;80.05;1259.96;593.11;0.46;0.5
1319.96;0;100;119.91;98.3;1319.96;752.37;0.52;0.52
1379.96;0;100;179.91;89;1379.96;480.54;0.81;0.6
1439.96;0;100;0;70.53;0;584.06;0;0.6
1499.96;0;100;0;82.94;0;659.38;0;0.63
1559.96;0;100;0;74.48;0;642.48;0;0.68
1619.96;0;100;0;62.67;0;574.07;0;0.59
1679.96;0;100;0;64.21;0;684.21;0;0.66
1739.96;0;100;0;69.09;0;588.06;0;0.76
1799.96;0;100;0;69.78;0;950.56;0;0.42
1859.96;0;100;0;85.51;0;1005.59;0;0.45
1919.96;0;100;0;78.68;0;1081.06;0;0.52
1979.96;0;100;0;76.87;0;1073;0;0.62
2039.96;0;100;0;61.67;0;496.03;0;0.65
2099.96;0;100;0;64.8;0;609.87;0;0.63
2159.96;0;100;0;60.22;0;922.39;0;0.65
2219.96;22;100;19.73;69.05;20.53;789.67;0.51;0.75
2279.96;21;100;75.49;48.52;80.53;753.9;0.51;0.57
2340;20;100;123.95;69.13;140.58;637.64;0.54;0.56
2400;20;100;176.12;52.78;200.58;621.51;0.63;0.59
2460;20;100;241.96;60.75;260.58;804.2;0.63;0.5
2520;19;100;232.03;82.99;320.58;792.19;0.61;0.52
2580;19;100;115.11;90.14;380.58;808.06;0.11;0.61
2640;17;100;41.02;106.51;440.58;828.92;0.13;0.47
2700;17;100;0;80.08;0;713.17;0;0.56
2760;17;100;0;64.58;0;632.31;0;0.68
2820;16;100;36.49;96.89;620.58;645.49;0.33;0.62
2880;16;100;0;75.56;0;855.96;0;0.53
2940;16;100;0;102.01;0;1132.49;0;0.51
