#TimeStamp;DistanceTraveled
60;297
119.96;100.6
179.96;103.73
239.96;125.61
299.96;91.93
360;103.87
420;108.39
480;62.87
540;42
600;35.48
659.96;24.52
719.96;58.68
779.96;50.23
839.96;54.26
899.96;59.02
959.96;37.81
1019.96;72.8
1079.96;66.2
1139.96;58.28
1199.96;45.87
1259.96;191.92
1319.96;144.37
1379.96;102.53
1439.96;86.45
1499.96;89.07
1559.96;21.25
1619.96;63.33
1679.96;44.95
1739.96;60.69
1799.96;33.31
1859.96;52
1919.96;94.03
1979.96;41.97
2039.96;0
2099.96;69
2159.96;28
2219.96;82
2279.96;115.59
2340;158.29
2400;219.27
2460;210.11
2520;251.7
2580;170.96
2640;139.64
2700;154.51
2760;110.74
2820;125.88
2880;114.5
2940;9.81
3000;97.89
3060;40.11
3120;57.8
3180;28.06
3240;74.14
3300;36.14
3360;89.27
3420;30.59
3480;137.39
3540;185.89
3600;146.75
3660;130.04
3720;97.48
3780;150.45
3840;16
3900;27.22
3960;112.81
4020;38.22
4080;67.54
4140;44.89
4200;39.32
4260;66.91
4320;60.97
4380;213.14
4440;201.2
4500;207.91
4560;248.87
4620;96.81
4680;147.08
4740;131.81
4800;60.3
4860;84.09
4920;55.91
4980;48
5040;71.3
5100;89.26
5160;5.44
5220;62
5280;47.89
5340;34.11
5400;70.55
5459.96;79.45
5519.96;38.54
5579.96;240.24
5639.96;160.13
5699.96;162.35
5759.96;180.49
5819.96;124.11
5879.96;44.13
5939.96;102
5999.96;53.34
6059.96;30.41
6119.96;99.25
6179.96;90.34
6239.96;48.85
6299.96;65.81
6359.96;5.79
6419.96;201.96
6479.96;195.55
6539.96;229.83
6599.96;217.1
6659.96;151.76
6719.96;87.84
6779.96;2.16
6839.96;118.15
6899.96;93.57
6959.96;99.64
7019.96;53.65
7079.96;29
7139.96;33.99
7199.96;47.34
7259.96;89.02
7319.96;77.64
7379.96;23.78
7439.96;72.22
7499.96;45.34
7559.96;78.43
7619.96;244.41
7679.96;232.77
7739.96;156.46
7799.96;104.88
7859.96;47.55
7919.96;49.13
7979.96;117.29
8039.96;32.93
8099.96;62.74
8159.96;58.07
8219.96;10.1
8279.96;49.59
8339.96;68.6
8399.96;37.71
8459.96;58
8519.96;35.49
8579.96;164.66
8639.96;178.92
8699.96;145.2
8759.96;125.26
8819.96;176.55
8879.96;162.64
8939.96;123.4
8999.96;81.93
9059.96;48.76
9119.96;94.53
9179.96;39.65
9239.96;72
9299.96;51.99
9360;50.01
9420;7.14
9480;125.93
9540;61.93
9600;32
9660;28.25
9720;132.75
9780;178.66
9840;154.3
9900;269.51
9960;239.48
10020;202.7
10080;99.36
10140;39.56
10200;18.44
10260;54
10320;69.1
10380;29.44
10440;74.46
10500;43.78
10560;51.69
10620;25.42
10680;67.69
10740;29.42
10800;176.07
10860;158.37
10920;213.03
10980;179.42
11040;89.61
11100;182.9
11160;111.02
11220;189.62
11280;130.61
11340;88.33
11400;0
11460;70
11520;14.05
11580;64.82
11640;36.48
11700;80.92
11760;12.73
11820;72.28
11880;18.72
11940;41.2
12000;170.74
12060;173.11
12120;125.98
12180;140.31
12240;131.93
12300;81.73
12360;125.64
12420;55.59
12480;58.77
12540;55.15
12600;83.85
12660;66.27
12720;85.97
12780;66.55
12840;76.97
12900;223.98
12960;141.85
13020;208.93
13080;141.18
13140;158.19
13200;139.64
13260;126.14
13320;101.79
13380;135.63
13440;91.05
13500;67.86
13560;38.94
13620;87.06
13680;26.68
13740;49.32
13800;58.93
13860;39.07
13920;40
13980;37.27
14040;74.73
14100;225.9
14160;187.56
14220;172.6
14280;135.65
14340;98.41
14400;120.02
